time,open,high,low,close,Volume
1672624800,1.0703,1.0703,1.0696,1.0696,209
1672642800,1.0695999999999999,1.0695999999999999,1.0689,1.0689,1509.5
1672642800.001,1.0689,1.0689,1.0682,1.0682,1509.5
1672668000,1.0682,1.0682,1.0675000000000001,1.0675000000000001,12489
1672671600,1.0675,1.0675,1.0668,1.0668,849
1672671600.001,1.0668,1.0668,1.0661,1.0661,849
1672682400,1.0661,1.0661,1.0654000000000001,1.0654000000000001,5230
1672700400,1.0661,1.0668,1.0661,1.0668,3306.5
1672700400.001,1.0668,1.0675,1.0668,1.0675,3306.5
1672707600,1.0668,1.0668,1.0661,1.0661,10056
1672711200,1.0668,1.0675,1.0668,1.0675,4242
1672725600,1.0668,1.0668,1.0661,1.0661,7202.5
1672725600.001,1.0661,1.0661,1.0654000000000001,1.0654000000000001,7202.5
1672729200,1.0654,1.0654,1.0647,1.0647,1953.5
1672729200.001,1.0647,1.0647,1.064,1.064,1953.5
1672729200.002,1.064,1.064,1.0633000000000001,1.0633000000000001,1953.5
1672729200.003,1.0633,1.0633,1.0626,1.0626,1953.5
1672732800,1.0626,1.0626,1.0619,1.0619,1524.4
1672732800.001,1.0619,1.0619,1.0612000000000001,1.0612000000000001,1524.4
1672732800.002,1.0612,1.0612,1.0605,1.0605,1524.4
1672732800.003,1.0605,1.0605,1.0598,1.0598,1524.4
1672732800.004,1.0598,1.0598,1.0591000000000002,1.0591000000000002,1524.4
1672732800.005,1.0591,1.0591,1.0584,1.0584,1524.4
1672732800.006,1.0584,1.0584,1.0577,1.0577,1524.4
1672732800.007,1.0577,1.0577,1.0570000000000002,1.0570000000000002,1524.4
1672732800.008,1.057,1.057,1.0563,1.0563,1524.4
1672732800.009,1.0563,1.0563,1.0556,1.0556,1524.4
1672736400,1.0556,1.0556,1.0549000000000002,1.0549000000000002,11941
1672740000,1.0549,1.0549,1.0542,1.0542,4207.5
1672740000.001,1.0542,1.0542,1.0535,1.0535,4207.5
1672750800,1.0542,1.0549,1.05284,1.0549,12413
1672750800.001,1.0549,1.0555999999999999,1.0549,1.0555999999999999,12413
1672754400,1.0556,1.0563,1.0556,1.0563,6215.5
1672754400.001,1.0563,1.057,1.0563,1.057,6215.5
1672758000,1.0563,1.0563,1.0556,1.0556,14327
1672765200,1.0556,1.0556,1.0549000000000002,1.0549000000000002,15354
1672772400,1.0556,1.0563,1.0556,1.0563,9847
1672779600,1.0556,1.0556,1.0549000000000002,1.0549000000000002,7047
1672794000,1.0556,1.0563,1.05456,1.0563,18153
1672804800,1.0563,1.057,1.0563,1.057,8238
1672815600,1.057,1.0576999999999999,1.057,1.0576999999999999,5527
1672815600.001,1.0577,1.0584,1.0577,1.0584,5527
1672815600.002,1.0584,1.0591,1.0584,1.0591,5527
1672819200,1.0591,1.0597999999999999,1.0591,1.0597999999999999,4965.666666666667
1672819200.001,1.0598,1.0605,1.0598,1.0605,4965.666666666667
1672819200.002,1.0605,1.0612,1.0605,1.0612,4965.666666666667
1672826400,1.0612,1.0618999999999998,1.0612,1.0618999999999998,12656
1672830000,1.0612,1.0612,1.0605,1.0605,4868
1672840800,1.0612,1.0618999999999998,1.0612,1.0618999999999998,24585
1672844400,1.0612,1.0612,1.0605,1.0605,16699
1672876800,1.0612,1.0618999999999998,1.05999,1.0618999999999998,24642
1672876800.001,1.0619,1.0626,1.0619,1.0626,24642
1672887600,1.0619,1.0619,1.0612000000000001,1.0612000000000001,11414
1672891200,1.0612,1.0612,1.0605,1.0605,2576
1672905600,1.0612,1.0618999999999998,1.06032,1.0618999999999998,21162
1672920000,1.0612,1.06234,1.0605,1.0605,20694
1672923600,1.0605,1.0605,1.0598,1.0598,2145.1428571428573
1672923600.001,1.0598,1.0598,1.0591000000000002,1.0591000000000002,2145.1428571428573
1672923600.002,1.0591,1.0591,1.0584,1.0584,2145.1428571428573
1672923600.003,1.0584,1.0584,1.0577,1.0577,2145.1428571428573
1672923600.004,1.0577,1.0577,1.0570000000000002,1.0570000000000002,2145.1428571428573
1672923600.005,1.057,1.057,1.0563,1.0563,2145.1428571428573
1672923600.006,1.0563,1.0563,1.0556,1.0556,2145.1428571428573
1672927200,1.0556,1.0556,1.0549000000000002,1.0549000000000002,6336.5
1672927200.001,1.0549,1.0549,1.0542,1.0542,6336.5
1672930800,1.0542,1.0542,1.0535,1.0535,4891.333333333333
1672930800.001,1.0534999999999999,1.0534999999999999,1.0528,1.0528,4891.333333333333
1672930800.002,1.0528,1.0528,1.0521,1.0521,4891.333333333333
1672941600,1.0528,1.0534999999999999,1.0528,1.0534999999999999,22207
1672948800,1.0528,1.0528,1.0521,1.0521,10842
1672984800,1.0521,1.05324,1.0514000000000001,1.0514000000000001,25729
1673002800,1.0514,1.0514,1.0507,1.0507,14547
1673002800.001,1.0507,1.0507,1.05,1.05,14547
1673010000,1.0507,1.0514,1.04948,1.0514,4668.8
1673010000.001,1.0514,1.0520999999999998,1.0514,1.0520999999999998,4668.8
1673010000.002,1.0521,1.0528,1.0521,1.0528,4668.8
1673010000.003,1.0528,1.0534999999999999,1.0528,1.0534999999999999,4668.8
1673010000.004,1.0534999999999999,1.0541999999999998,1.0534999999999999,1.0541999999999998,4668.8
1673013600,1.0534999999999999,1.0534999999999999,1.0528,1.0528,5040.666666666667
1673013600.001,1.0528,1.0528,1.0521,1.0521,5040.666666666667
1673013600.002,1.0521,1.0521,1.0514000000000001,1.0514000000000001,5040.666666666667
1673017200,1.0521,1.0528,1.0521,1.0528,1953.4545454545455
1673017200.001,1.0528,1.0534999999999999,1.0528,1.0534999999999999,1953.4545454545455
1673017200.002,1.0534999999999999,1.0541999999999998,1.0534999999999999,1.0541999999999998,1953.4545454545455
1673017200.003,1.0542,1.0549,1.0542,1.0549,1953.4545454545455
1673017200.004,1.0549,1.0555999999999999,1.0549,1.0555999999999999,1953.4545454545455
1673017200.005,1.0556,1.0563,1.0556,1.0563,1953.4545454545455
1673017200.006,1.0563,1.057,1.0563,1.057,1953.4545454545455
1673017200.007,1.057,1.0576999999999999,1.057,1.0576999999999999,1953.4545454545455
1673017200.008,1.0577,1.0584,1.0577,1.0584,1953.4545454545455
1673017200.009,1.0584,1.0591,1.0584,1.0591,1953.4545454545455
1673017200.01,1.0591,1.0597999999999999,1.0591,1.0597999999999999,1953.4545454545455
1673020800,1.0598,1.0605,1.0598,1.0605,5286.5
1673020800.001,1.0605,1.0612,1.0605,1.0612,5286.5
1673024400,1.0612,1.0618999999999998,1.0612,1.0618999999999998,1624.3333333333333
1673024400.001,1.0619,1.0626,1.0619,1.0626,1624.3333333333333
1673024400.002,1.0626,1.0633,1.0626,1.0633,1624.3333333333333
1673031600,1.0633,1.0639999999999998,1.0633,1.0639999999999998,7789
1673218800,1.064,1.0647,1.064,1.0647,3019
1673218800.001,1.0647,1.0654,1.0647,1.0654,3019
1673218800.002,1.0654,1.0660999999999998,1.0654,1.0660999999999998,3019
1673229600,1.0661,1.0668,1.0661,1.0668,6419
1673229600.001,1.0668,1.0675,1.0668,1.0675,6419
1673244000,1.0675,1.0681999999999998,1.06676,1.0681999999999998,11148
1673251200,1.0682,1.0689,1.06733,1.0689,16591
1673254800,1.0682,1.0682,1.0675000000000001,1.0675000000000001,6896
1673269200,1.0682,1.0689,1.06691,1.0689,4403.666666666667
1673269200.001,1.0689,1.0695999999999999,1.0689,1.0695999999999999,4403.666666666667
1673269200.002,1.0695999999999999,1.0702999999999998,1.0695999999999999,1.0702999999999998,4403.666666666667
1673269200.003,1.0703,1.071,1.0703,1.071,4403.666666666667
1673269200.004,1.071,1.0716999999999999,1.071,1.0716999999999999,4403.666666666667
1673269200.005,1.0717,1.0724,1.0717,1.0724,4403.666666666667
1673276400,1.0724,1.0731,1.0724,1.0731,8740.5
1673276400.001,1.0731,1.0737999999999999,1.0731,1.0737999999999999,8740.5
1673280000,1.0738,1.0745,1.0738,1.0745,3288
1673280000.001,1.0745,1.0752,1.0745,1.0752,3288
1673294400,1.0745,1.0745,1.0738,1.0738,21332
1673308800,1.0738,1.0738,1.0731000000000002,1.0731000000000002,14717
1673341200,1.0738,1.0745,1.07306,1.0745,42464
1673352000,1.0738,1.0738,1.0731000000000002,1.0731000000000002,7358.5
1673352000.001,1.0731,1.0731,1.0724,1.0724,7358.5
1673359200,1.0731,1.0737999999999999,1.07216,1.0737999999999999,20434
1673395200,1.0738,1.0745,1.07278,1.0745,47046
1673398800,1.0738,1.0738,1.0731000000000002,1.0731000000000002,3638
1673413200,1.0738,1.0745,1.0727,1.0745,10587
1673424000,1.0738,1.07468,1.0731000000000002,1.0731000000000002,15601
1673431200,1.0738,1.0745,1.0738,1.0745,10174
1673445600,1.0745,1.0752,1.0745,1.0752,9057
1673445600.001,1.0752,1.0758999999999999,1.0752,1.0758999999999999,9057
1673445600.002,1.0759,1.0766,1.0759,1.0766,9057
1673452800,1.0759,1.0759,1.0752000000000002,1.0752000000000002,6706.5
1673452800.001,1.0752,1.0752,1.0745,1.0745,6706.5
1673463600,1.0752,1.0758999999999999,1.0752,1.0758999999999999,11518
1673485200,1.0759,1.0766,1.0759,1.0766,22588
1673510400,1.0759,1.07716,1.0752000000000002,1.0752000000000002,24059
1673528400,1.0759,1.0766,1.0759,1.0766,4544.2
1673528400.001,1.0766,1.0773,1.0766,1.0773,4544.2
1673528400.002,1.0773,1.0779999999999998,1.0773,1.0779999999999998,4544.2
1673528400.003,1.078,1.0787,1.078,1.0787,4544.2
1673528400.004,1.0787,1.0794,1.0787,1.0794,4544.2
1673528400.005,1.0794,1.0800999999999998,1.0794,1.0800999999999998,4544.2
1673528400.006,1.0801,1.0808,1.0801,1.0808,4544.2
1673528400.007,1.0808,1.0815,1.0808,1.0815,4544.2
1673528400.008,1.0815,1.0821999999999998,1.0815,1.0821999999999998,4544.2
1673528400.009,1.0822,1.0829,1.0822,1.0829,4544.2
1673532000,1.0822,1.0822,1.0815000000000001,1.0815000000000001,3088
1673532000.001,1.0815,1.0815,1.0808,1.0808,3088
1673532000.002,1.0808,1.0808,1.0801,1.0801,3088
1673532000.003,1.0801,1.0801,1.0794000000000001,1.0794000000000001,3088
1673532000.004,1.0794,1.0794,1.0787,1.0787,3088
1673532000.005,1.0787,1.0787,1.078,1.078,3088
1673532000.006,1.078,1.078,1.0773000000000001,1.0773000000000001,3088
1673535600,1.078,1.0787,1.078,1.0787,6441.666666666667
1673535600.001,1.0787,1.0794,1.0787,1.0794,6441.666666666667
1673535600.002,1.0794,1.0800999999999998,1.0794,1.0800999999999998,6441.666666666667
1673539200,1.0801,1.0808,1.0801,1.0808,4376.333333333333
1673539200.001,1.0808,1.0815,1.0808,1.0815,4376.333333333333
1673539200.002,1.0815,1.0821999999999998,1.0815,1.0821999999999998,4376.333333333333
1673542800,1.0822,1.0829,1.0822,1.0829,2774.3333333333335
1673542800.001,1.0829,1.0836,1.0829,1.0836,2774.3333333333335
1673542800.002,1.0836,1.0842999999999998,1.0836,1.0842999999999998,2774.3333333333335
1673546400,1.0843,1.085,1.0843,1.085,9690
1673564400,1.085,1.0856999999999999,1.085,1.0856999999999999,17249
1673582400,1.085,1.085,1.0843,1.0843,20347
1673607600,1.0843,1.08552,1.0836000000000001,1.0836000000000001,10440.25
1673607600.001,1.0836,1.0836,1.0829,1.0829,10440.25
1673607600.002,1.0829,1.0829,1.0822,1.0822,10440.25
1673607600.003,1.0822,1.0822,1.0815000000000001,1.0815000000000001,10440.25
1673614800,1.0815,1.0815,1.0808,1.0808,5557
1673614800.001,1.0808,1.0808,1.0801,1.0801,5557
1673614800.002,1.0801,1.0801,1.0794000000000001,1.0794000000000001,5557
1673618400,1.0801,1.0808,1.0801,1.0808,6016
1673618400.001,1.0808,1.0815,1.0808,1.0815,6016
1673622000,1.0815,1.0821999999999998,1.0815,1.0821999999999998,6570
1673622000.001,1.0822,1.0829,1.0822,1.0829,6570
1673625600,1.0822,1.0822,1.0815000000000001,1.0815000000000001,8989
1673632800,1.0822,1.0829,1.0822,1.0829,9720
1673827200,1.0829,1.0836,1.0829,1.0836,16797
1673830800,1.0836,1.0842999999999998,1.0836,1.0842999999999998,1335
