time,open,high,low,close
1741357800,42686,42686,42672,42672
1741357800.001,42672,42672,42658,42658
1741357800.002,42658,42658,42644,42644
1741357800.003,42644,42644,42630,42630
1741361400,42630,42630,42616,42616
1741361400.001,42616,42616,42602,42602
1741361400.002,42602,42602,42588,42588
1741361400.003,42588,42588,42574,42574
1741361400.004,42574,42574,42560,42560
1741361400.005,42560,42560,42546,42546
1741361400.006,42546,42546,42532,42532
1741361400.007,42532,42532,42518,42518
1741361400.008,42518,42518,42504,42504
1741361400.009,42504,42504,42490,42490
1741361400.01,42490,42490,42476,42476
1741361400.011,42476,42476,42462,42462
1741361400.012,42462,42462,42448,42448
1741361400.013,42448,42448,42434,42434
1741361400.014,42434,42434,42420,42420
1741361400.015,42420,42420,42406,42406
1741361400.016,42406,42406,42392,42392
1741361400.017,42392,42392,42378,42378
1741361400.018,42378,42378,42364,42364
1741361400.019,42364,42364,42350,42350
1741361400.02,42350,42350,42336,42336
1741361400.021,42336,42336,42322,42322
1741361400.022,42322,42322,42308,42308
1741365000,42322,42336,42322,42336
1741365000.001,42336,42350,42336,42350
1741368600,42350,42364,42350,42364
1741368600.001,42364,42378,42364,42378
1741368600.002,42378,42392,42378,42392
1741368600.003,42392,42406,42392,42406
1741368600.004,42406,42420,42406,42420
1741368600.005,42420,42434,42420,42434
1741368600.006,42434,42448,42434,42448
1741368600.007,42448,42462,42448,42462
1741368600.008,42462,42476,42462,42476
1741368600.009,42476,42490,42476,42490
1741368600.01,42490,42504,42490,42504
1741368600.011,42504,42518,42504,42518
1741368600.012,42518,42532,42518,42532
1741368600.013,42532,42546,42532,42546
1741368600.014,42546,42560,42546,42560
1741368600.015,42560,42574,42560,42574
1741368600.016,42574,42588,42574,42588
1741368600.017,42588,42602,42588,42602
1741368600.018,42602,42616,42602,42616
1741368600.019,42616,42630,42616,42630
1741368600.02,42630,42644,42630,42644
1741372200,42644,42658,42644,42658
1741372200.001,42658,42672,42658,42672
1741372200.002,42672,42686,42672,42686
1741372200.003,42686,42700,42686,42700
1741372200.004,42700,42714,42700,42714
1741372200.005,42714,42728,42714,42728
1741372200.006,42728,42742,42728,42742
1741372200.007,42742,42756,42742,42756
1741372200.008,42756,42770,42756,42770
1741372200.009,42770,42784,42770,42784
1741372200.01,42784,42798,42784,42798
1741372200.011,42798,42812,42798,42812
1741372200.012,42812,42826,42812,42826
1741372200.013,42826,42840,42826,42840
1741372200.014,42840,42854,42840,42854
1741372200.015,42854,42868,42854,42868
1741372200.016,42868,42882,42868,42882
1741375800,42868,42868,42854,42854
1741613400,42854,42854,42840,42840
1741613400.001,42840,42840,42826,42826
1741613400.002,42826,42826,42812,42812
1741613400.003,42812,42812,42798,42798
1741613400.004,42798,42798,42784,42784
1741613400.005,42784,42784,42770,42770
1741613400.006,42770,42770,42756,42756
1741613400.007,42756,42756,42742,42742
1741613400.008,42742,42742,42728,42728
1741613400.009,42728,42728,42714,42714
1741613400.01,42714,42714,42700,42700
1741613400.011,42700,42700,42686,42686
1741613400.012,42686,42686,42672,42672
1741613400.013,42672,42672,42658,42658
1741613400.014,42658,42658,42644,42644
