time,open,high,low,close,Volume
1672668000,0.9243,0.9252,0.92279,0.9252,60653
1672696800,0.9252,0.9261,0.9252,0.9261,8371
1672704000,0.9252,0.9252,0.9243,0.9243,13138
1672711200,0.9243,0.9243,0.9234,0.9234,6809
1672729200,0.9243,0.9252,0.9243,0.9252,7014
1672729200.001,0.9252,0.9261,0.9252,0.9261,7014
1672732800,0.9260999999999999,0.9269999999999999,0.9260999999999999,0.9269999999999999,924.9
1672732800.001,0.9269999999999999,0.9279,0.9269999999999999,0.9279,924.9
1672732800.002,0.9279,0.9288,0.9279,0.9288,924.9
1672732800.003,0.9288,0.9297,0.9288,0.9297,924.9
1672732800.004,0.9297,0.9306,0.9297,0.9306,924.9
1672732800.005,0.9306,0.9315,0.9306,0.9315,924.9
1672732800.006,0.9315,0.9324,0.9315,0.9324,924.9
1672732800.007,0.9324,0.9333,0.9324,0.9333,924.9
1672732800.008,0.9333,0.9342,0.9333,0.9342,924.9
1672732800.009,0.9341999999999999,0.9350999999999999,0.9341999999999999,0.9350999999999999,924.9
1672736400,0.9350999999999999,0.9359999999999999,0.9350999999999999,0.9359999999999999,3418
1672736400.001,0.9359999999999999,0.9369,0.9359999999999999,0.9369,3418
1672740000,0.9369,0.9378,0.9369,0.9378,4121
1672743600,0.9378,0.9387,0.9378,0.9387,1694
1672743600.001,0.9387,0.9396,0.9387,0.9396,1694
1672747200,0.9387,0.9387,0.9378,0.9378,3159
1672750800,0.9378,0.9378,0.9369,0.9369,2701
1672750800.001,0.9369,0.9369,0.9359999999999999,0.9359999999999999,2701
1672754400,0.9359999999999999,0.9359999999999999,0.9350999999999999,0.9350999999999999,2022
1672754400.001,0.9350999999999999,0.9350999999999999,0.9341999999999999,0.9341999999999999,2022
1672754400.002,0.9341999999999999,0.9341999999999999,0.9332999999999999,0.9332999999999999,2022
1672758000,0.9341999999999999,0.9350999999999999,0.9341999999999999,0.9350999999999999,1811
1672758000.001,0.9350999999999999,0.9359999999999999,0.9350999999999999,0.9359999999999999,1811
1672758000.002,0.9359999999999999,0.9369,0.9359999999999999,0.9369,1811
1672758000.003,0.9369,0.9378,0.9369,0.9378,1811
1672772400,0.9369,0.9369,0.9359999999999999,0.9359999999999999,6968
1672772400.001,0.9359999999999999,0.9359999999999999,0.9350999999999999,0.9350999999999999,6968
1672794000,0.9350999999999999,0.93624,0.9341999999999999,0.9341999999999999,13861
1672804800,0.9341999999999999,0.9341999999999999,0.9332999999999999,0.9332999999999999,6815
1672812000,0.9333,0.9333,0.9324,0.9324,5442
1672815600,0.9324,0.9324,0.9315,0.9315,1645
1672815600.001,0.9315,0.9315,0.9306,0.9306,1645
1672815600.002,0.9306,0.9306,0.9297,0.9297,1645
1672819200,0.9297,0.9297,0.9288,0.9288,3668
1672819200.001,0.9288,0.9288,0.9279,0.9279,3668
1672826400,0.9279,0.9279,0.9269999999999999,0.9269999999999999,7273
1672844400,0.9279,0.9288,0.9279,0.9288,27049
1672855200,0.9288,0.9297,0.92724,0.9297,11545
1672905600,0.9288,0.93056,0.9279,0.9279,41575
1672909200,0.9279,0.9279,0.9269999999999999,0.9269999999999999,3358
1672923600,0.9279,0.9288,0.92638,0.9288,2827.5
1672923600.001,0.9288,0.9297,0.9288,0.9297,2827.5
1672923600.002,0.9297,0.9306,0.9297,0.9306,2827.5
1672923600.003,0.9306,0.9315,0.9306,0.9315,2827.5
1672923600.004,0.9315,0.9324,0.9315,0.9324,2827.5
1672923600.005,0.9324,0.9333,0.9324,0.9333,2827.5
1672927200,0.9333,0.9342,0.9333,0.9342,3787
1672927200.001,0.9341999999999999,0.9350999999999999,0.9341999999999999,0.9350999999999999,3787
1672930800,0.9350999999999999,0.9359999999999999,0.9350999999999999,0.9359999999999999,4300
1672930800.001,0.9359999999999999,0.9369,0.9359999999999999,0.9369,4300
1672988400,0.9369,0.9378,0.93548,0.9378,40611
1672992000,0.9378,0.9387,0.9378,0.9387,3959
1672995600,0.9387,0.9396,0.9387,0.9396,3626
1673010000,0.9387,0.94016,0.9378,0.9378,7024.666666666667
1673010000.001,0.9378,0.9378,0.9369,0.9369,7024.666666666667
1673010000.002,0.9369,0.9369,0.9359999999999999,0.9359999999999999,7024.666666666667
1673013600,0.9369,0.9378,0.9369,0.9378,4476.5
1673013600.001,0.9378,0.9387,0.9378,0.9387,4476.5
1673017200,0.9378,0.9378,0.9369,0.9369,1829
1673017200.001,0.9369,0.9369,0.9359999999999999,0.9359999999999999,1829
1673017200.002,0.9359999999999999,0.9359999999999999,0.9350999999999999,0.9350999999999999,1829
1673017200.003,0.9350999999999999,0.9350999999999999,0.9341999999999999,0.9341999999999999,1829
1673017200.004,0.9341999999999999,0.9341999999999999,0.9332999999999999,0.9332999999999999,1829
1673017200.005,0.9333,0.9333,0.9324,0.9324,1829
1673017200.006,0.9324,0.9324,0.9315,0.9315,1829
1673020800,0.9315,0.9315,0.9306,0.9306,3014.5
1673020800.001,0.9306,0.9306,0.9297,0.9297,3014.5
1673024400,0.9297,0.9297,0.9288,0.9288,3703
1673031600,0.9288,0.9288,0.9279,0.9279,5302
1673218800,0.9279,0.9279,0.9269999999999999,0.9269999999999999,7328
1673229600,0.9269999999999999,0.9269999999999999,0.9260999999999999,0.9260999999999999,9433
1673247600,0.9260999999999999,0.9260999999999999,0.9251999999999999,0.9251999999999999,13312
1673251200,0.9252,0.9252,0.9243,0.9243,2420.5
1673251200.001,0.9243,0.9243,0.9234,0.9234,2420.5
1673265600,0.9234,0.92504,0.9225,0.9225,13196
1673269200,0.9225,0.9225,0.9216,0.9216,1839.6666666666667
1673269200.001,0.9216,0.9216,0.9207,0.9207,1839.6666666666667
1673269200.002,0.9207,0.9207,0.9198,0.9198,1839.6666666666667
1673276400,0.9198,0.9198,0.9188999999999999,0.9188999999999999,10416
1673294400,0.9198,0.9207,0.91809,0.9207,14050
1673316000,0.9207,0.9216,0.9207,0.9216,14503
1673352000,0.9216,0.9225,0.91988,0.9225,9899.666666666666
1673352000.001,0.9225,0.9234,0.9225,0.9234,9899.666666666666
1673352000.002,0.9234,0.9243,0.9234,0.9243,9899.666666666666
1673359200,0.9234,0.9244,0.9225,0.9225,10790
1673413200,0.9225,0.9225,0.9216,0.9216,37333
1673434800,0.9225,0.9234,0.92151,0.9234,6914
1673434800.001,0.9234,0.9243,0.9234,0.9243,6914
1673434800.002,0.9243,0.9252,0.9243,0.9252,6914
1673438400,0.9252,0.9261,0.9252,0.9261,1207
1673438400.001,0.9260999999999999,0.9269999999999999,0.9260999999999999,0.9269999999999999,1207
1673438400.002,0.9269999999999999,0.9279,0.9269999999999999,0.9279,1207
1673442000,0.9279,0.9288,0.9279,0.9288,4138
1673449200,0.9288,0.9297,0.9288,0.9297,5274
1673449200.001,0.9297,0.9306,0.9297,0.9306,5274
1673485200,0.9306,0.9315,0.9306,0.9315,28413
1673503200,0.9315,0.9324,0.9315,0.9324,10509
1673510400,0.9324,0.9333,0.9324,0.9333,3338.5
1673510400.001,0.9333,0.9342,0.9333,0.9342,3338.5
1673514000,0.9333,0.9333,0.9324,0.9324,1959
1673514000.001,0.9324,0.9324,0.9315,0.9315,1959
1673524800,0.9324,0.9333,0.9324,0.9333,9519
1673528400,0.9324,0.9324,0.9315,0.9315,3270.2
1673528400.001,0.9315,0.9315,0.9306,0.9306,3270.2
1673528400.002,0.9306,0.9306,0.9297,0.9297,3270.2
1673528400.003,0.9297,0.9297,0.9288,0.9288,3270.2
1673528400.004,0.9288,0.9288,0.9279,0.9279,3270.2
1673532000,0.9288,0.9297,0.9288,0.9297,3379.5
1673532000.001,0.9297,0.9306,0.9297,0.9306,3379.5
1673532000.002,0.9306,0.9315,0.9306,0.9315,3379.5
1673532000.003,0.9315,0.9324,0.9315,0.9324,3379.5
1673535600,0.9315,0.9315,0.9306,0.9306,3784.3333333333335
1673535600.001,0.9306,0.9306,0.9297,0.9297,3784.3333333333335
1673535600.002,0.9297,0.9297,0.9288,0.9288,3784.3333333333335
1673546400,0.9288,0.9288,0.9279,0.9279,16960
1673586000,0.9288,0.9297,0.92736,0.9297,22622
1673593200,0.9288,0.9288,0.9279,0.9279,6683
1673604000,0.9279,0.9279,0.9269999999999999,0.9269999999999999,12807
1673607600,0.9279,0.9288,0.9279,0.9288,1858
1673607600.001,0.9288,0.9297,0.9288,0.9297,1858
1673614800,0.9297,0.9306,0.9297,0.9306,9711
1673618400,0.9297,0.9297,0.9288,0.9288,6145
1673622000,0.9288,0.9288,0.9279,0.9279,3600
1673622000.001,0.9279,0.9279,0.9269999999999999,0.9269999999999999,3600
1673640000,0.9269999999999999,0.92842,0.9260999999999999,0.9260999999999999,14695
1673830800,0.9260999999999999,0.92701,0.9251999999999999,0.9251999999999999,3991.6666666666665
