time,open,high,low,close,Long Entry,Short Entry,Renko ADX(14) [1],Vol Ratio,PSAR dir [1],Vel Ratio [1],Vel SMA,Brick TD (s),ET Time,Force Close,Entry Cutoff,Long Entry,Short Entry,Renko ADX(14) [1],Vol Ratio,PSAR dir [1],ET Time,Force Close,Entry Cutoff
1648560600.002,34916,34944,34916,34944,0,0,29.069417340158115,1.2948291953847855,1,3.174602995716817e-7,3150.0002274999983,0.001,9.5,0,0,0,0,29.069417340158115,1.2948291953847855,1,9.5,0,0
1648560600.003,34944,34972,34944,34972,0,0,30.634639772781913,1.259464721994207,1,3.174602945326297e-7,3150.0002774999984,0.001,9.5,0,0,0,0,30.634639772781913,1.259464721994207,1,9.5,0,0
1648560600.004,34972,35000,34972,35000,0,0,32.33814972860151,1.229092703274193,1,3.174602894935778e-7,3150.0003274999985,0.001,9.5,0,0,0,0,32.33814972860151,1.229092703274193,1,9.5,0,0
1648560600.005,35000,35028,35000,35028,0,0,34.15220601842247,1.2028485298147036,1,3.1746028445452615e-7,3150.000377499998,0.001,9.5,0,0,0,0,34.15220601842247,1.2028485298147036,1,9.5,0,0
1648560600.006,35028,35056,35028,35056,0,0,36.05232493149044,1.180051229153763,1,3.1746027941547463e-7,3150.000377499998,0.001,9.5,0,0,0,0,36.05232493149044,1.180051229153763,1,9.5,0,0
1648564200,35056,35084,35056,35084,0,0,38.01695641810775,3.270417918249398,1,3.1746027941547463e-7,3330.0000274999984,3599.994,10.5,0,0,0,0,38.01695641810775,3.270417918249398,1,10.5,0,0
1648567800,35056,35056,35028,35028,0,0,40.027189912088474,0.8593341161127016,1,1.081079270351448,3330.0001774999982,3600,11.5,0,0,0,0,40.027189912088474,0.8593341161127016,1,11.5,0,0
1648567800.001,35028,35028,35000,35000,0,0,41.04607904765302,0.8710027225735639,1,1.0810810234558919,3330.0001774999982,0.001,11.5,0,0,0,0,41.04607904765302,0.8710027225735639,1,11.5,0,0
1648571400,35000,35000,34972,34972,0,0,41.20498815409565,1.6562990745919182,1,3.0030028429330335e-7,3330.0001774999982,3599.999,12.5,0,0,0,0,41.20498815409565,1.6562990745919182,1,12.5,0,0
1648575000,35000,35028,35000,35028,0,0,40.621573107333965,0.6959752777531668,-1,1.0810807231556077,3330.0001774999982,3600,13.5,0,0,0,0,40.621573107333965,0.6959752777531668,-1,13.5,0,0
1648575000.001,35028,35056,35028,35056,0,0,40.42147761748673,0.716727945815363,-1,1.0810810234558919,3330.0001774999982,0.001,13.5,0,0,0,0,40.42147761748673,0.716727945815363,-1,13.5,0,0
1648578600,35056,35084,35056,35084,0,0,40.55291835523331,0.4724913612996057,-1,3.0030028429330335e-7,3510.0000774999985,3599.999,14.5,0,0,0,0,40.55291835523331,0.4724913612996057,-1,14.5,0,0
1648578600.001,35084,35112,35084,35112,0,0,40.96955389770239,0.4974844413401754,1,1.025640718094828,3510.0000774999985,0.001,14.5,0,0,0,0,40.96955389770239,0.4974844413401754,1,14.5,0,0
1648578600.002,35112,35140,35112,35140,0,0,41.62997151392469,0.5224900988564692,1,2.8490027860975183e-7,3330.0002774999984,0.001,14.5,0,0,0,0,41.62997151392469,0.5224900988564692,1,14.5,0,0
1648578600.003,35140,35168,35140,35168,0,0,42.49721950182083,0.5473835328227341,1,3.003002752752775e-7,3330.0002774999984,0.001,14.5,0,0,0,0,42.49721950182083,0.5473835328227341,1,14.5,0,0
1648657800,35140,35140,35112,35112,0,0,43.53838118780363,4.502184043048798,1,3.003002752752775e-7,4545.000212499998,24299.9997,12.5,0,0,0,0,43.53838118780363,4.502184043048798,1,12.5,0,0
1648657800.001,35112,35112,35084,35084,0,0,43.703778859963265,3.3761113485349745,1,5.34653433748327,4545.000212499998,0.001,12.5,0,0,0,0,43.703778859963265,3.3761113485349745,1,12.5,0,0
1648665000,35084,35084,35056,35056,0,0,43.11320961371335,0.8952882412590148,1,2.2002199191316327e-7,4905.000112499998,7199.999,14.5,0,0,0,0,43.11320961371335,0.8952882412590148,1,14.5,0,0
1648665000.001,35056,35056,35028,35028,0,0,41.873824857438095,0.9043064814604045,1,1.4678896707160887,2475.000184999998,0.001,14.5,0,0,0,0,41.873824857438095,0.9043064814604045,1,14.5,0,0
1648668600,35056,35084,35056,35084,0,0,40.08132562954036,0.5843215847743595,-1,4.040403738394067e-7,2655.0000849999983,3599.999,15.5,0,1,0,0,40.08132562954036,0.5843215847743595,-1,15.5,0,1
1648668600.001,35084,35112,35084,35112,0,0,38.841459837988026,0.6084074757586239,-1,1.3559317833317517,2655.0000849999983,0.001,15.5,0,1,0,0,38.841459837988026,0.6084074757586239,-1,15.5,0,1
1648733400,35084,35084,35056,35056,0,0,38.08442525324143,0.7293651818620625,-1,3.7664782221654833e-7,3951.0000124999997,25919.99955000001,9.5,0,0,0,0,38.08442525324143,0.7293651818620625,-1,9.5,0,0
1648733400.001,35056,35056,35028,35028,0,0,36.727163671224,0.748661747175752,-1,6.560364330041878,3951.0000124999997,0.001,9.5,0,0,0,0,36.727163671224,0.748661747175752,-1,9.5,0,0
1648733400.002,35028,35028,35000,35000,0,0,34.85928422718232,0.7670219331330411,-1,2.5310048009016555e-7,3951.0000124999997,0.001,9.5,0,0,0,0,34.85928422718232,0.7670219331330411,-1,9.5,0,0
1648733400.003,35000,35000,34972,34972,0,0,32.560657133966885,0.7844271055763966,-1,2.5310048009016555e-7,3951.0000124999997,0.001,9.5,0,0,0,0,32.560657133966885,0.7844271055763966,-1,9.5,0,0
1648747800,34972,34972,34944,34944,0,0,30.567444053029657,1.9704705366090445,-1,2.5310048009016555e-7,4491.0001624999995,14399.997,13.5,0,0,0,0,30.567444053029657,1.9704705366090445,-1,13.5,0,0
1648747800.001,34944,34944,34916,34916,0,0,29.20305397786934,1.8037569224698455,-1,3.2064120416294912,4311.0002125,0.001,13.5,0,0,0,0,29.20305397786934,1.8037569224698455,-1,13.5,0,0
1648751400,34916,34916,34888,34888,0,0,28.387824505012393,0.5135554336267705,-1,2.3196472992519018e-7,4491.000112500001,3599.999,14.5,0,0,0,0,28.387824505012393,0.5135554336267705,-1,14.5,0,0
1648751400.001,34888,34888,34860,34860,0,0,28.050265293696903,0.5385032408142431,-1,0.8016029636650336,4311.000212500001,0.001,14.5,0,0,0,0,28.050265293696903,0.5385032408142431,-1,14.5,0,0
1648755000,34860,34860,34832,34832,0,0,28.126297069176413,0.5030822843631404,-1,2.3196472992519013e-7,4311.0001625,3599.999,15.5,0,1,0,0,28.126297069176413,0.5030822843631404,-1,15.5,0,1
1648755000.001,34832,34832,34804,34804,0,0,28.558557645639993,0.5280736312716718,-1,0.8350728054513264,4311.000162500001,0.001,15.5,0,1,0,0,28.558557645639993,0.5280736312716718,-1,15.5,0,1
1648755000.002,34804,34804,34776,34776,0,0,29.295769277153795,0.5529250514337732,-1,2.3196473261557194e-7,4131.000262500002,0.001,15.5,0,1,0,0,29.295769277153795,0.5529250514337732,-1,15.5,0,1
1648755000.003,34776,34776,34748,34748,0,0,30.29216211617766,0.577514803935258,-1,2.4207212211475853e-7,4131.000262500002,0.001,15.5,0,1,0,0,30.29216211617766,0.577514803935258,-1,15.5,0,1
1648755000.004,34748,34748,34720,34720,0,0,31.506948992090194,0.6017262747113268,-1,2.4207212211475853e-7,4131.000262500002,0.001,15.5,0,1,0,0,31.506948992090194,0.6017262747113268,-1,15.5,0,1
1648819800,34720,34720,34692,34692,0,0,32.90384711983064,0.6000372346763512,-1,2.4207212211475853e-7,5940.00019,36179.99955,9.5,0,0,0,0,32.90384711983064,0.6000372346763512,-1,9.5,0,0
1648819800.001,34692,34692,34664,34664,0,0,34.450642714056684,0.6237987858570088,-1,6.090908820324466,4725.000255,0.001,9.5,0,0,0,0,34.450642714056684,0.6237987858570088,-1,9.5,0,0
1648819800.002,34664,34664,34636,34636,0,0,36.1187948197207,0.6469792011916331,-1,2.1164020021835958e-7,4725.000254999999,0.001,9.5,0,0,0,0,36.1187948197207,0.6469792011916331,-1,9.5,0,0
1648819800.003,34636,34636,34608,34608,0,0,37.88307497807527,0.6694880789461324,-1,2.116402002183596e-7,4365.000354999999,0.001,9.5,0,0,0,0,37.88307497807527,0.6694880789461324,-1,9.5,0,0
1648819800.004,34608,34608,34580,34580,0,0,39.72123963003367,0.6912466757778896,-1,2.290950558238844e-7,4365.000354999999,0.001,9.5,0,0,0,0,39.72123963003367,0.6912466757778896,-1,9.5,0,0
1648819800.005,34580,34580,34552,34552,0,0,41.613732418558854,0.7121886386008645,-1,2.290950558238844e-7,4185.000454999999,0.001,9.5,0,0,0,0,41.613732418558854,0.7121886386008645,-1,9.5,0,0
1648819800.006,34552,34552,34524,34524,0,0,43.54341379020273,0.7322603381064853,-1,2.389486000665202e-7,4185.000454999999,0.001,9.5,0,0,0,0,43.54341379020273,0.7322603381064853,-1,9.5,0,0
1648823400,34552,34580,34552,34580,0,0,45.49531551478238,2.418171161628973,-1,2.389486000665202e-7,3069.0001774999987,3599.994,10.5,0,0,0,0,45.49531551478238,2.418171161628973,-1,10.5,0,0
1648827000,34552,34552,34524,34524,0,0,46.43600977977818,1.8235322735827764,-1,1.1730185049818238,3249.0001274999986,3600,11.5,0,0,0,0,46.43600977977818,1.8235322735827764,-1,11.5,0,0
1648830600,34524,34524,34496,34496,0,0,47.52040427469916,1.3820780533411283,-1,1.1080331975148565,3429.0000774999985,3600,12.5,0,0,0,0,47.52040427469916,1.3820780533411283,-1,12.5,0,0
1648834200,34524,34552,34524,34552,0,0,48.723170934734604,0.2873618019107388,-1,1.049868742675758,3609.0000274999984,3600,13.5,0,0,0,0,48.723170934734604,0.2873618019107388,-1,13.5,0,0
1648834200.001,34552,34580,34552,34580,0,0,49.001458662343055,0.30828521323015823,-1,0.9975062268131284,2889.000227499998,0.001,13.5,0,0,0,0,49.001458662343055,0.30828521323015823,-1,13.5,0,0
1648834200.002,34580,34608,34580,34608,0,0,48.48119931185063,0.33002657126552126,1,3.4614050579890473e-7,2889.000227499998,0.001,13.5,0,0,0,0,48.48119931185063,0.33002657126552126,1,13.5,0,0
1648834200.003,34608,34636,34608,34636,0,0,47.2750512019268,0.3525197997345649,1,3.4614050579890473e-7,2709.000327499998,0.001,13.5,0,0,0,0,47.2750512019268,0.3525197997345649,1,13.5,0,0
1648834200.004,34636,34664,34636,34664,0,0,45.48365282550305,0.37568642057564317,1,3.691398593970826e-7,2709.0003274999985,0.001,13.5,0,0,0,0,45.48365282550305,0.37568642057564317,1,13.5,0,0
1648834200.005,34664,34692,34664,34692,0,0,43.19676518039532,0.39943627693823847,1,3.6913985939708253e-7,2529.0004274999983,0.001,13.5,0,0,0,0,43.19676518039532,0.39943627693823847,1,13.5,0,0
1648837800,34664,34664,34636,34636,0,0,40.49431223547898,2.198196934814093,1,3.9541313996080797e-7,2709.000127499998,3599.995,14.5,0,0,0,0,40.49431223547898,2.198196934814093,1,14.5,0,0
1649079000,34664,34692,34664,34692,0,0,38.467736419528265,3.007716050770895,1,1.328901746240321,5139.0000625,48599.99969999997,9.5,0,0,0,0,38.467736419528265,3.007716050770895,1,9.5,0,0
1649079000.001,34692,34720,34692,34720,0,0,36.01386371894051,2.524922887991844,1,9.457092646221382,5139.0000625,0.001,9.5,0,0,0,0,36.01386371894051,2.524922887991844,1,9.5,0,0
1649086200,34720,34748,34720,34748,0,0,33.67881354540958,1.9454585233665616,1,1.9459038486828195e-7,5498.9999625,7199.999,11.5,0,0,0,0,33.67881354540958,1.9454585233665616,1,11.5,0,0
1649093400,34748,34776,34748,34776,0,0,32.00380184708235,0.5757383379382074,1,1.3093287959810564,4049.9999849999995,7200,13.5,0,0,0,0,32.00380184708235,0.5757383379382074,1,13.5,0,0
1649093400.001,34776,34804,34776,34804,0,0,30.906450934508957,0.5999810977215407,1,1.77777778436214,4049.9999849999995,0.001,13.5,0,0,0,0,30.906450934508957,0.5999810977215407,1,13.5,0,0
1649172600,34776,34815,34748,34748,0,0,30.31278381634869,3.5746255652607113,1,2.469135811614084e-7,6695.999919999999,52919.999699999986,11.5,0,0,0,0,30.31278381634869,3.5746255652607113,1,11.5,0,0
1649172600.001,34748,34748,34720,34720,0,0,29.136036230708722,2.870718419268861,1,7.903225856071992,6695.999919999999,0.001,11.5,0,0,0,0,29.136036230708722,2.870718419268861,1,11.5,0,0
1649176200,34748,34776,34748,34776,0,0,27.462534301097175,0.5874331424335996,1,1.4934289306263912e-7,6875.999819999999,3599.999,12.5,0,0,0,0,27.462534301097175,0.5874331424335996,1,12.5,0,0
1649179800,34748,34748,34720,34720,0,0,26.389654911273457,0.3366848039651542,1,0.5235600776964535,7055.999769999999,3600,13.5,0,0,0,0,26.389654911273457,0.3366848039651542,1,13.5,0,0
1649179800.001,34720,34720,34692,34692,0,0,24.819724953153653,0.3593884029108149,-1,0.5102040982634556,7055.999769999999,0.001,13.5,0,0,0,0,24.819724953153653,0.3593884029108149,-1,13.5,0,0
1649183400,34692,34692,34664,34664,0,0,23.264549387781706,0.3221297360149948,-1,1.4172336062873767e-7,7056.000019999998,3599.999,14.5,0,0,0,0,23.264549387781706,0.3221297360149948,-1,14.5,0,0
1649183400.001,34664,34664,34636,34636,0,0,22.315114592191705,0.3443613879131805,-1,0.5102039384631409,6876.000069999997,0.001,14.5,0,0,0,0,22.315114592191705,0.3443613879131805,-1,14.5,0,0
1649183400.002,34636,34636,34608,34608,0,0,21.892820739911592,0.36729600129550666,-1,1.4543339002612902e-7,6696.000119999999,0.001,14.5,0,0,0,0,21.892820739911592,0.36729600129550666,-1,14.5,0,0
1649187000,34608,34608,34580,34580,0,0,21.92720603697664,1.12152357660544,-1,1.4934288860197933e-7,6696.000019999995,3599.998,15.5,0,1,0,0,21.92720603697664,1.12152357660544,-1,15.5,0,1
1649251800,34580,34580,34552,34552,0,0,22.355185165379783,0.33564657620084254,-1,0.5376341083105317,9827.999962499995,62639.99984999999,9.5,0,0,0,0,22.355185165379783,0.33564657620084254,-1,9.5,0,0
1649251800.001,34552,34552,34524,34524,0,0,23.120354999740762,0.35831798375477547,-1,6.373626382683254,9827.999962499995,0.001,9.5,0,0,0,0,23.120354999740762,0.35831798375477547,-1,9.5,0,0
1649251800.002,34524,34524,34496,34496,0,0,24.172361872226805,0.38164105029123496,-1,1.0175010213834243e-7,9827.999962499995,0.001,9.5,0,0,0,0,24.172361872226805,0.38164105029123496,-1,9.5,0,0
1649251800.003,34496,34496,34468,34468,0,0,25.466325135379435,0.40552282841116405,-1,1.0175010213834243e-7,9827.999962499995,0.001,9.5,0,0,0,0,25.466325135379435,0.40552282841116405,-1,9.5,0,0
1649251800.004,34468,34468,34440,34440,0,0,26.962312208529504,0.4298601671084331,-1,1.0175010213834243e-7,9827.999962499995,0.001,9.5,0,0,0,0,26.962312208529504,0.4298601671084331,-1,9.5,0,0
1649251800.005,34440,34440,34412,34412,0,0,28.62486069400824,0.4545413206914156,-1,1.0175010213834243e-7,9648.000262499994,0.001,9.5,0,0,0,0,28.62486069400824,0.4545413206914156,-1,9.5,0,0
1649251800.006,34412,34412,34384,34384,0,0,30.42254351723222,0.4794478935297007,-1,1.0364842172391064e-7,7218.000327499996,0.001,9.5,0,0,0,0,30.42254351723222,0.4794478935297007,-1,9.5,0,0
1649251800.007,34384,34384,34356,34356,0,0,32.32757338257722,0.504457053713948,-1,1.385425262714496e-7,7218.000327499996,0.001,9.5,0,0,0,0,32.32757338257722,0.504457053713948,-1,9.5,0,0
1649251800.008,34356,34356,34328,34328,0,0,34.31544314717277,0.5294439303960154,-1,1.385425262714496e-7,6858.000427499997,0.001,9.5,0,0,0,0,34.31544314717277,0.5294439303960154,-1,9.5,0,0
1649251800.009,34328,34328,34300,34300,0,0,36.364598999568045,0.5542840966795911,-1,1.4581509735550398e-7,6498.000477499996,0.001,9.5,0,0,0,0,36.364598999568045,0.5542840966795911,-1,9.5,0,0
1649255400,34300,34300,34272,34272,0,0,38.45614359168659,2.0242671732520297,-1,1.5389349438532734e-7,6677.999977500001,3599.991,10.5,0,0,0,0,38.45614359168659,2.0242671732520297,-1,10.5,0,0
1649262600,34300,34328,34300,34328,0,0,40.57356651248428,2.2571470596154466,-1,0.5390822120589023,4391.999992500001,7200,12.5,0,0,0,0,40.57356651248428,2.2571470596154466,-1,12.5,0,0
1649266200,34300,34300,34272,34272,0,0,41.68209154872063,2.920526673466927,-1,1.6393442650945083,4571.999942500001,3600,13.5,0,0,0,0,41.68209154872063,2.920526673466927,-1,13.5,0,0
1649273400,34300,34328,34300,34328,0,0,42.93545195471666,2.1949706951914383,-1,0.787401584705947,4751.999992500001,7200,15.5,0,1,0,0,42.93545195471666,2.1949706951914383,-1,15.5,0,1
1649273400.001,34328,34356,34328,34356,0,0,43.28689306011775,1.9706926079760336,-1,1.5151515175428525,4572.000042500002,0.001,15.5,0,1,0,0,43.28689306011775,1.9706926079760336,-1,15.5,0,1
1649338200,34328,34328,34300,34300,0,0,42.85886578334564,0.5129335780409079,1,2.1872265763435842e-7,5759.999984999998,23759.999849999986,9.5,0,0,0,0,42.85886578334564,0.5129335780409079,1,9.5,0,0
1649338200.001,34300,34300,34272,34272,0,0,42.781337846826084,0.537884579724067,1,4.12499998470052,5580.000084999998,0.001,9.5,0,0,0,0,42.781337846826084,0.537884579724067,1,9.5,0,0
1649338200.002,34272,34272,34244,34244,0,0,43.00642172887389,0.5626472432758294,-1,1.7921146680412647e-7,5580.000084999998,0.001,9.5,0,0,0,0,43.00642172887389,0.5626472432758294,-1,9.5,0,0
1649338200.003,34244,34244,34216,34216,0,0,43.491282720390245,0.5871015759142287,-1,1.7921146680412647e-7,5580.000084999998,0.001,9.5,0,0,0,0,43.491282720390245,0.5871015759142287,-1,9.5,0,0
1649338200.004,34216,34216,34188,34188,0,0,44.19766141858347,0.6111335848762568,-1,1.7921146680412647e-7,5400.000234999998,0.001,9.5,0,0,0,0,44.19766141858347,0.6111335848762568,-1,9.5,0,0
1649338200.005,34188,34188,34160,34160,0,0,45.09143865621649,0.6346373121604079,-1,1.8518517712620072e-7,2268.000292499998,0.001,9.5,0,0,0,0,45.09143865621649,0.6346373121604079,-1,9.5,0,0
1649345400,34188,34216,34158,34216,0,0,46.14223924041937,2.6840527981544064,-1,4.409170507194725e-7,2627.999992499998,7199.995,11.5,0,0,0,0,46.14223924041937,2.6840527981544064,-1,11.5,0,0
1649349000,34216,34244,34216,34244,0,0,46.302663013326864,0.22501091931991662,-1,2.7397241326285906,2807.9999424999974,3600,12.5,0,0,0,0,46.302663013326864,0.22501091931991662,-1,12.5,0,0
1649349000.001,34244,34272,34244,34272,0,0,45.694545434796446,0.24294210797907725,-1,1.2820513083041145,2807.999942499998,0.001,12.5,0,0,0,0,45.694545434796446,0.24294210797907725,-1,12.5,0,0
1649349000.002,34272,34300,34272,34300,0,0,44.426859637824826,0.2618194899968905,-1,3.5612536341780955e-7,2807.9999424999987,0.001,12.5,0,0,0,0,44.426859637824826,0.2618194899968905,-1,12.5,0,0
1649349000.003,34300,34328,34300,34328,0,0,42.59693229432468,0.2816180577590485,1,3.5612536341780944e-7,2807.999942499999,0.001,12.5,0,0,0,0,42.59693229432468,0.2816180577590485,1,12.5,0,0
1649349000.004,34328,34356,34328,34356,0,0,40.291551409907086,0.30230066120036697,1,3.561253634178094e-7,2807.9999424999996,0.001,12.5,0,0,0,0,40.291551409907086,0.30230066120036697,1,12.5,0,0
1649352600,34356,34384,34356,34384,0,0,37.58797528298627,1.606796122951488,1,3.561253634178093e-7,2987.9996925,3599.996,13.5,0,0,0,0,37.58797528298627,1.606796122951488,1,13.5,0,0
1649356200,34384,34412,34384,34412,0,0,35.251388715685195,0.5506064610020168,1,1.2048180624101588,3167.999642499999,3600,14.5,0,0,0,0,35.251388715685195,0.5506064610020168,1,14.5,0,0
1649356200.001,34412,34440,34412,34440,0,0,33.56702892696291,0.5752257700024195,1,1.136363764599131,3167.999642499999,0.001,14.5,0,0,0,0,33.56702892696291,0.5752257700024195,1,14.5,0,0
1649356200.002,34440,34468,34440,34468,0,0,32.45364202277399,0.5994774432755916,1,3.156566012775364e-7,2988.000142499999,0.001,14.5,0,0,0,0,32.45364202277399,0.5994774432755916,1,14.5,0,0
1649356200.003,34468,34496,34468,34496,0,0,31.838254120576536,0.623251370157246,1,3.346720054582462e-7,2628.000192499999,0.001,14.5,0,0,0,0,31.838254120576536,0.623251370157246,1,14.5,0,0
1649424600,34496,34524,34496,34524,0,0,31.655403051229875,4.130759064937921,1,3.805174759324149e-7,3636.000192499999,23760.000000000007,9.5,0,0,0,0,31.655403051229875,4.130759064937921,1,9.5,0,0
1649428200,34524,34552,34524,34552,0,0,31.846437572807346,0.3508362078852857,1,6.534653119383743,3456.000192499999,3600,10.5,0,0,0,0,31.846437572807346,0.3508362078852857,1,10.5,0,0
1649428200.001,34552,34580,34552,34580,0,0,32.358878371653184,0.3739560891132013,1,1.041666608645596,3456.000192499999,0.001,10.5,0,0,0,0,32.358878371653184,0.3739560891132013,1,10.5,0,0
1649428200.002,34580,34608,34580,34608,0,0,33.14583559937407,0.39766623430885273,1,2.893518357348877e-7,2268.000249999999,0.001,10.5,0,0,0,0,33.14583559937407,0.39766623430885273,1,10.5,0,0
1649428200.003,34608,34636,34608,34636,0,0,34.165478129401905,0.42186666648438725,1,4.409170589818058e-7,2268.0002499999996,0.001,10.5,0,0,0,0,34.165478129401905,0.42186666648438725,1,10.5,0,0
1649428200.004,34636,34664,34636,34664,0,0,35.38055011636773,0.4464482488007073,1,4.4091705898180576e-7,2268.0002499999996,0.001,10.5,0,0,0,0,35.38055011636773,0.4464482488007073,1,10.5,0,0
1649428200.005,34664,34692,34664,34692,0,0,36.757930808617004,0.47129452596032423,1,4.4091705898180576e-7,2268.000249999999,0.001,10.5,0,0,0,0,36.757930808617004,0.47129452596032423,1,10.5,0,0
1649431800,34692,34720,34692,34720,0,0,38.26823390137981,0.5148766419571563,1,4.409170589818058e-7,2447.99995,3599.995,11.5,0,0,0,0,38.26823390137981,0.5148766419571563,1,11.5,0,0
1649431800.001,34720,34748,34720,34748,0,0,39.88544302778559,0.539817407026357,1,1.4705862228469408,2447.99995,0.001,11.5,0,0,0,0,39.88544302778559,0.539817407026357,1,11.5,0,0
