time,open,high,low,close
1751902200.003,44759,44759,44746,44746
1751902200.004,44746,44746,44733,44733
1751902200.005,44733,44733,44720,44720
1751902200.006,44720,44720,44707,44707
1751902200.007,44707,44707,44694,44694
1751902200.008,44694,44694,44681,44681
1751902200.009,44681,44681,44668,44668
1751905800,44668,44668,44655,44655
1751905800.001,44655,44655,44642,44642
1751905800.002,44642,44642,44629,44629
1751909400,44629,44629,44616,44616
1751909400.001,44616,44616,44603,44603
1751909400.002,44603,44603,44590,44590
1751909400.003,44590,44590,44577,44577
1751909400.004,44577,44577,44564,44564
1751909400.005,44564,44564,44551,44551
1751909400.006,44551,44551,44538,44538
1751909400.007,44538,44538,44525,44525
1751909400.008,44525,44525,44512,44512
1751909400.009,44512,44512,44499,44499
1751909400.01,44499,44499,44486,44486
1751909400.011,44486,44486,44473,44473
1751909400.012,44473,44473,44460,44460
1751909400.013,44460,44460,44447,44447
1751913000,44460,44473,44460,44473
1751913000.001,44473,44486,44473,44486
1751913000.002,44486,44499,44486,44499
1751913000.003,44499,44512,44499,44512
1751913000.004,44512,44525,44512,44525
1751913000.005,44525,44538,44525,44538
1751913000.006,44538,44551,44538,44551
1751916600,44551,44564,44551,44564
1751916600.001,44564,44577,44564,44577
1751916600.002,44577,44590,44577,44590
1751916600.003,44590,44603,44590,44603
1751916600.004,44603,44616,44603,44616
1751981400,44603,44603,44590,44590
1751981400.001,44590,44590,44577,44577
1751981400.002,44577,44577,44564,44564
1751981400.003,44564,44564,44551,44551
1751985000,44551,44551,44538,44538
1751988600,44551,44564,44551,44564
1751988600.001,44564,44577,44564,44577
1751988600.002,44577,44590,44577,44590
1751988600.003,44590,44603,44590,44603
1751988600.004,44603,44616,44603,44616
1751988600.005,44616,44629,44616,44629
1751988600.006,44629,44642,44629,44642
1751992200,44629,44629,44616,44616
1751992200.001,44616,44616,44603,44603
1751992200.002,44603,44603,44590,44590
1751992200.003,44590,44590,44577,44577
1751992200.004,44577,44577,44564,44564
1751992200.005,44564,44564,44551,44551
1751992200.006,44551,44551,44538,44538
1752003000,44538,44538,44525,44525
1752003000.001,44525,44525,44512,44512
1752067800,44525,44538,44525,44538
1752067800.001,44538,44551,44538,44551
1752067800.002,44551,44564,44551,44564
1752067800.003,44564,44577,44564,44577
1752067800.004,44577,44590,44577,44590
1752067800.005,44590,44603,44590,44603
1752067800.006,44603,44616,44603,44616
1752067800.007,44616,44629,44616,44629
1752067800.008,44629,44642,44629,44642
1752071400,44629,44629,44616,44616
1752071400.001,44616,44616,44603,44603
1752071400.002,44603,44603,44590,44590
1752071400.003,44590,44590,44577,44577
1752071400.004,44577,44577,44564,44564
1752075000,44564,44564,44551,44551
1752078600,44564,44577,44564,44577
1752078600.001,44577,44590,44577,44590
1752078600.002,44590,44603,44590,44603
1752082200,44603,44616,44603,44616
1752082200.001,44616,44629,44616,44629
1752082200.002,44629,44642,44629,44642
1752085800,44642,44655,44642,44655
1752085800.001,44655,44668,44655,44668
1752085800.002,44668,44681,44668,44681
1752085800.003,44681,44694,44681,44694
1752089400,44694,44707,44694,44707
1752089400.001,44707,44720,44707,44720
1752089400.002,44720,44733,44720,44733
1752089400.003,44733,44746,44733,44746
1752154200,44746,44759,44746,44759
1752154200.001,44759,44772,44759,44772
1752154200.002,44772,44785,44772,44785
1752154200.003,44785,44798,44785,44798
1752154200.004,44798,44811,44798,44811
1752157800,44811,44824,44811,44824
1752157800.001,44824,44837,44824,44837
1752157800.002,44837,44850,44837,44850
1752157800.003,44850,44863,44850,44863
1752157800.004,44863,44876,44863,44876
1752157800.005,44876,44889,44876,44889
1752157800.006,44889,44902,44889,44902
1752157800.007,44902,44915,44902,44915
1752157800.008,44915,44928,44915,44928
1752157800.009,44928,44941,44928,44941
1752157800.01,44941,44954,44941,44954
1752157800.011,44954,44967,44954,44967
1752157800.012,44967,44980,44967,44980
1752168600,44980,44993,44959,44993
1752168600.001,44993,45006,44993,45006
1752168600.002,45006,45019,45006,45019
1752172200,45006,45006,44993,44993
1752172200.001,44993,44993,44980,44980
1752172200.002,44980,44980,44967,44967
1752175800,44967,44967,44954,44954
1752175800.001,44954,44954,44941,44941
1752175800.002,44941,44941,44928,44928
1752175800.003,44928,44928,44915,44915
1752175800.004,44915,44915,44902,44902
1752175800.005,44902,44902,44889,44889
1752240600,44889,44889,44876,44876
1752240600.001,44876,44876,44863,44863
1752240600.002,44863,44863,44850,44850
1752240600.003,44850,44850,44837,44837
1752240600.004,44837,44837,44824,44824
1752240600.005,44824,44824,44811,44811
1752240600.006,44811,44811,44798,44798
1752240600.007,44798,44798,44785,44785
1752240600.008,44785,44785,44772,44772
1752240600.009,44772,44772,44759,44759
1752240600.01,44759,44759,44746,44746
1752240600.011,44746,44746,44733,44733
1752240600.012,44733,44733,44720,44720
1752240600.013,44720,44720,44707,44707
1752240600.014,44707,44707,44694,44694
1752240600.015,44694,44694,44681,44681
1752240600.016,44681,44681,44668,44668
1752244200,44668,44668,44655,44655
1752244200.001,44655,44655,44642,44642
1752244200.002,44642,44642,44629,44629
1752244200.003,44629,44629,44616,44616
1752244200.004,44616,44616,44603,44603
1752244200.005,44603,44603,44590,44590
1752244200.006,44590,44590,44577,44577
