Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit short,2022-10-18 10:00:00,Trail,30570,1,15285,-1.9,-0.01,29.05,0.19,-0.95,-0.01,-1.9,-0.02
1,Entry short,2022-10-18 08:00:00,Short,30570,1,15285,-1.9,-0.01,29.05,0.19,-0.95,-0.01,-1.9,-0.02
2,Exit short,2022-10-18 16:00:00,Trail,30510,1,15375,118.1,0.77,149.05,0.97,-0.95,-0.01,116.2,1.16
2,Entry short,2022-10-18 13:00:00,Short,30750,1,15375,118.1,0.77,149.05,0.97,-0.95,-0.01,116.2,1.16
3,Exit short,2022-10-18 19:00:00,Trail,30540,1,15270,-1.9,-0.01,29.05,0.19,-0.95,-0.01,114.3,1.14
3,Entry short,2022-10-18 18:00:00,Short,30540,1,15270,-1.9,-0.01,29.05,0.19,-0.95,-0.01,114.3,1.14
4,Exit short,2022-10-19 09:00:00,Trail,30600,1,15345,43.1,0.28,74.05,0.48,-0.95,-0.01,157.4,1.57
4,Entry short,2022-10-19 05:00:00,Short,30690,1,15345,43.1,0.28,74.05,0.48,-0.95,-0.01,157.4,1.57
5,Exit short,2022-10-21 02:00:00,Trail,30360,1,15180,-1.9,-0.01,29.05,0.19,-28.95,-0.19,155.5,1.56
5,Entry short,2022-10-20 18:00:00,Short,30360,1,15180,-1.9,-0.01,29.05,0.19,-28.95,-0.19,155.5,1.56
6,Exit short,2022-10-21 13:00:00,Trail,30270,1,15135,-1.9,-0.01,33.05,0.22,-3.45,-0.02,153.6,1.54
6,Entry short,2022-10-21 08:00:00,Short,30270,1,15135,-1.9,-0.01,33.05,0.22,-3.45,-0.02,153.6,1.54
7,Exit short,2022-10-21 15:00:00,Trail,30600,1,15315,13.1,0.09,44.05,0.29,-0.95,-0.01,166.7,1.67
7,Entry short,2022-10-21 14:00:00,Short,30630,1,15315,13.1,0.09,44.05,0.29,-0.95,-0.01,166.7,1.67
8,Exit short,2022-10-24 04:00:00,Trail,31200,1,15615,13.1,0.08,44.05,0.28,-0.95,-0.01,179.8,1.80
8,Entry short,2022-10-24 01:00:00,Short,31230,1,15615,13.1,0.08,44.05,0.28,-0.95,-0.01,179.8,1.80
9,Exit short,2022-10-24 09:00:00,Trail,31080,1,15555,13.1,0.08,44.05,0.28,-0.95,-0.01,192.9,1.93
9,Entry short,2022-10-24 07:00:00,Short,31110,1,15555,13.1,0.08,44.05,0.28,-0.95,-0.01,192.9,1.93
10,Exit short,2022-10-24 15:00:00,Trail,31470,1,15705,-31.9,-0.20,0,0.00,-30.95,-0.20,161,1.61
10,Entry short,2022-10-24 14:00:00,Short,31410,1,15705,-31.9,-0.20,0,0.00,-30.95,-0.20,161,1.61
11,Exit short,2022-10-25 13:00:00,Trail,31470,1,15765,28.1,0.18,59.55,0.38,-28.45,-0.18,189.1,1.89
11,Entry short,2022-10-24 20:00:00,Short,31530,1,15765,28.1,0.18,59.55,0.38,-28.45,-0.18,189.1,1.89
12,Exit long,2022-10-26 00:00:00,Trail,31800,1,15915,-16.9,-0.11,25.05,0.16,-15.95,-0.10,172.2,1.72
12,Entry long,2022-10-25 19:00:00,Long,31830,1,15915,-16.9,-0.11,25.05,0.16,-15.95,-0.10,172.2,1.72
13,Exit long,2022-10-26 09:00:00,Trail,31830,1,15930,-16.9,-0.11,14.05,0.09,-15.95,-0.10,155.3,1.55
13,Entry long,2022-10-26 08:00:00,Long,31860,1,15930,-16.9,-0.11,14.05,0.09,-15.95,-0.10,155.3,1.55
14,Exit long,2022-10-26 16:00:00,Trail,32100,1,15945,103.1,0.65,134.05,0.84,-0.95,-0.01,258.4,2.58
14,Entry long,2022-10-26 14:00:00,Long,31890,1,15945,103.1,0.65,134.05,0.84,-0.95,-0.01,258.4,2.58
15,Exit long,2022-10-27 06:00:00,Trail,32010,1,15990,13.1,0.08,44.05,0.28,-0.95,-0.01,271.5,2.72
15,Entry long,2022-10-26 20:00:00,Long,31980,1,15990,13.1,0.08,44.05,0.28,-0.95,-0.01,271.5,2.72
16,Exit long,2022-10-30 22:00:00,Trail,32910,1,16185,268.1,1.66,299.05,1.85,-0.95,-0.01,539.6,5.40
16,Entry long,2022-10-28 13:00:00,Long,32370,1,16185,268.1,1.66,299.05,1.85,-0.95,-0.01,539.6,5.40
17,Exit long,2022-11-01 13:00:00,Trail,32940,1,16365,103.1,0.63,134.05,0.82,-0.95,-0.01,642.7,6.43
17,Entry long,2022-10-31 14:00:00,Long,32730,1,16365,103.1,0.63,134.05,0.82,-0.95,-0.01,642.7,6.43
18,Exit long,2022-11-02 10:00:00,Trail,32670,1,16335,-1.9,-0.01,40.05,0.25,-8.95,-0.05,640.8,6.41
18,Entry long,2022-11-01 17:00:00,Long,32670,1,16335,-1.9,-0.01,40.05,0.25,-8.95,-0.05,640.8,6.41
19,Exit long,2022-11-02 18:00:00,Trail,32640,1,16320,-1.9,-0.01,29.05,0.18,-0.95,-0.01,638.9,6.39
19,Entry long,2022-11-02 17:00:00,Long,32640,1,16320,-1.9,-0.01,29.05,0.18,-0.95,-0.01,638.9,6.39
20,Exit long,2022-11-03 08:00:00,Trail,32160,1,16110,-31.9,-0.20,7.05,0.04,-30.95,-0.19,607,6.07
20,Entry long,2022-11-03 03:00:00,Long,32220,1,16110,-31.9,-0.20,7.05,0.04,-30.95,-0.19,607,6.07
21,Exit long,2022-11-03 17:00:00,Trail,32100,1,15930,118.1,0.74,149.05,0.94,-0.95,-0.01,725.1,7.25
21,Entry long,2022-11-03 14:00:00,Long,31860,1,15930,118.1,0.74,149.05,0.94,-0.95,-0.01,725.1,7.25
22,Exit long,2022-11-03 19:00:00,Trail,32100,1,16080,-31.9,-0.20,0,0.00,-30.95,-0.19,693.2,6.93
22,Entry long,2022-11-03 18:00:00,Long,32160,1,16080,-31.9,-0.20,0,0.00,-30.95,-0.19,693.2,6.93
23,Exit long,2022-11-04 15:00:00,Trail,32430,1,16200,13.1,0.08,44.05,0.27,-0.95,-0.01,706.3,7.06
23,Entry long,2022-11-04 14:00:00,Long,32400,1,16200,13.1,0.08,44.05,0.27,-0.95,-0.01,706.3,7.06
24,Exit long,2022-11-06 23:00:00,Trail,32370,1,16050,133.1,0.83,164.05,1.02,-0.95,-0.01,839.4,8.39
24,Entry long,2022-11-04 18:00:00,Long,32100,1,16050,133.1,0.83,164.05,1.02,-0.95,-0.01,839.4,8.39
25,Exit long,2022-11-07 07:00:00,Trail,32340,1,16170,-1.9,-0.01,29.05,0.18,-0.95,-0.01,837.5,8.38
25,Entry long,2022-11-07 01:00:00,Long,32340,1,16170,-1.9,-0.01,29.05,0.18,-0.95,-0.01,837.5,8.38
26,Exit long,2022-11-08 02:00:00,Trail,32850,1,16350,73.1,0.45,104.05,0.64,-0.95,-0.01,910.6,9.11
26,Entry long,2022-11-07 18:00:00,Long,32700,1,16350,73.1,0.45,104.05,0.64,-0.95,-0.01,910.6,9.11
27,Exit long,2022-11-08 18:00:00,Trail,33270,1,16455,178.1,1.08,209.05,1.27,-0.95,-0.01,1088.7,10.89
27,Entry long,2022-11-08 11:00:00,Long,32910,1,16455,178.1,1.08,209.05,1.27,-0.95,-0.01,1088.7,10.89
28,Exit long,2022-11-09 03:00:00,Trail,33120,1,16575,-16.9,-0.10,14.05,0.08,-15.95,-0.10,1071.8,10.72
28,Entry long,2022-11-08 20:00:00,Long,33150,1,16575,-16.9,-0.10,14.05,0.08,-15.95,-0.10,1071.8,10.72
29,Exit short,2022-11-10 10:00:00,Trail,32610,1,16395,88.1,0.54,124.05,0.76,-0.95,-0.01,1159.9,11.60
29,Entry short,2022-11-09 18:00:00,Short,32790,1,16395,88.1,0.54,124.05,0.76,-0.95,-0.01,1159.9,11.60
30,Exit short,2022-11-10 18:00:00,Trail,33390,1,16710,13.1,0.08,44.05,0.26,-0.95,-0.01,1173,11.73
30,Entry short,2022-11-10 17:00:00,Short,33420,1,16710,13.1,0.08,44.05,0.26,-0.95,-0.01,1173,11.73
31,Exit short,2022-11-11 18:00:00,Trail,33570,1,16935,148.1,0.87,179.05,1.06,-8.95,-0.05,1321.1,13.21
31,Entry short,2022-11-11 10:00:00,Short,33870,1,16935,148.1,0.87,179.05,1.06,-8.95,-0.05,1321.1,13.21
32,Exit short,2022-11-14 08:00:00,Trail,33720,1,16845,-16.9,-0.10,14.05,0.08,-15.95,-0.09,1304.2,13.04
32,Entry short,2022-11-14 00:00:00,Short,33690,1,16845,-16.9,-0.10,14.05,0.08,-15.95,-0.09,1304.2,13.04
33,Exit long,2022-11-15 15:00:00,Trail,33870,1,16815,118.1,0.70,149.05,0.89,-0.95,-0.01,1422.3,14.22
33,Entry long,2022-11-15 01:00:00,Long,33630,1,16815,118.1,0.70,149.05,0.89,-0.95,-0.01,1422.3,14.22
34,Exit long,2022-11-16 00:00:00,Trail,33570,1,16785,-1.9,-0.01,29.05,0.17,-0.95,-0.01,1420.4,14.20
34,Entry long,2022-11-15 19:00:00,Long,33570,1,16785,-1.9,-0.01,29.05,0.17,-0.95,-0.01,1420.4,14.20
35,Exit long,2022-11-16 11:00:00,Trail,33630,1,16785,28.1,0.17,59.05,0.35,-0.95,-0.01,1448.5,14.49
35,Entry long,2022-11-16 02:00:00,Long,33570,1,16785,28.1,0.17,59.05,0.35,-0.95,-0.01,1448.5,14.49
36,Exit short,2022-11-17 14:00:00,Trail,33270,1,16620,-16.9,-0.10,14.05,0.08,-15.95,-0.10,1431.6,14.32
36,Entry short,2022-11-17 13:00:00,Short,33240,1,16620,-16.9,-0.10,14.05,0.08,-15.95,-0.10,1431.6,14.32
37,Exit short,2022-11-18 20:00:00,Trail,33690,1,16860,13.1,0.08,51.05,0.30,-9.95,-0.06,1444.7,14.45
37,Entry short,2022-11-18 14:00:00,Short,33720,1,16860,13.1,0.08,51.05,0.30,-9.95,-0.06,1444.7,14.45
38,Exit short,2022-11-21 13:00:00,Trail,33720,1,16830,-31.9,-0.19,0,0.00,-30.95,-0.18,1412.8,14.13
38,Entry short,2022-11-21 07:00:00,Short,33660,1,16830,-31.9,-0.19,0,0.00,-30.95,-0.18,1412.8,14.13
39,Exit long,2022-11-23 13:00:00,Trail,34110,1,17025,28.1,0.17,59.05,0.35,-0.95,-0.01,1440.9,14.41
39,Entry long,2022-11-22 19:00:00,Long,34050,1,17025,28.1,0.17,59.05,0.35,-0.95,-0.01,1440.9,14.41
40,Exit long,2022-11-23 16:00:00,Trail,34140,1,17085,-16.9,-0.10,14.05,0.08,-15.95,-0.09,1424,14.24
40,Entry long,2022-11-23 14:00:00,Long,34170,1,17085,-16.9,-0.10,14.05,0.08,-15.95,-0.09,1424,14.24
41,Exit short,2022-11-29 04:00:00,Trail,33930,1,16965,-1.9,-0.01,35.05,0.21,-0.95,-0.01,1422.1,14.22
41,Entry short,2022-11-28 18:00:00,Short,33930,1,16965,-1.9,-0.01,35.05,0.21,-0.95,-0.01,1422.1,14.22
42,Exit short,2022-11-29 18:00:00,Trail,33840,1,16920,-1.9,-0.01,29.05,0.17,-0.95,-0.01,1420.2,14.20
42,Entry short,2022-11-29 13:00:00,Short,33840,1,16920,-1.9,-0.01,29.05,0.17,-0.95,-0.01,1420.2,14.20
43,Exit short,2022-11-30 16:00:00,Trail,33750,1,16905,28.1,0.17,59.05,0.35,-0.95,-0.01,1448.3,14.48
43,Entry short,2022-11-30 15:00:00,Short,33810,1,16905,28.1,0.17,59.05,0.35,-0.95,-0.01,1448.3,14.48
44,Exit long,2022-12-01 14:00:00,Trail,34560,1,17055,223.1,1.31,254.05,1.49,-0.95,-0.01,1671.4,16.71
44,Entry long,2022-11-30 19:00:00,Long,34110,1,17055,223.1,1.31,254.05,1.49,-0.95,-0.01,1671.4,16.71
45,Exit long,2022-12-02 00:00:00,Trail,34380,1,17220,-31.9,-0.19,0,0.00,-30.95,-0.18,1639.5,16.40
45,Entry long,2022-12-01 19:00:00,Long,34440,1,17220,-31.9,-0.19,0,0.00,-30.95,-0.18,1639.5,16.40
46,Exit long,2022-12-05 07:00:00,Trail,34380,1,17070,118.1,0.69,159.55,0.93,-0.95,-0.01,1757.6,17.58
46,Entry long,2022-12-02 14:00:00,Long,34140,1,17070,118.1,0.69,159.55,0.93,-0.95,-0.01,1757.6,17.58
47,Exit long,2022-12-06 10:00:00,Trail,33990,1,17025,-31.9,-0.19,2.55,0.01,-30.95,-0.18,1725.7,17.26
47,Entry long,2022-12-06 01:00:00,Long,34050,1,17025,-31.9,-0.19,2.55,0.01,-30.95,-0.18,1725.7,17.26
48,Exit long,2022-12-07 07:00:00,Trail,33630,1,16800,13.1,0.08,48.55,0.29,-0.95,-0.01,1738.8,17.39
48,Entry long,2022-12-06 20:00:00,Long,33600,1,16800,13.1,0.08,48.55,0.29,-0.95,-0.01,1738.8,17.39
49,Exit long,2022-12-07 16:00:00,Trail,33690,1,16800,43.1,0.26,74.05,0.44,-0.95,-0.01,1781.9,17.82
49,Entry long,2022-12-07 15:00:00,Long,33600,1,16800,43.1,0.26,74.05,0.44,-0.95,-0.01,1781.9,17.82
50,Exit long,2022-12-13 14:00:00,Trail,34980,1,16770,718.1,4.28,749.05,4.47,-0.95,-0.01,2500,25.00
50,Entry long,2022-12-12 10:00:00,Long,33540,1,16770,718.1,4.28,749.05,4.47,-0.95,-0.01,2500,25.00
51,Exit long,2022-12-14 07:00:00,Trail,34440,1,17160,58.1,0.34,89.05,0.52,-0.95,-0.01,2558.1,25.58
51,Entry long,2022-12-13 18:00:00,Long,34320,1,17160,58.1,0.34,89.05,0.52,-0.95,-0.01,2558.1,25.58
52,Exit short,2022-12-14 21:00:00,Trail,34230,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,2526.2,25.26
52,Entry short,2022-12-14 19:00:00,Short,34170,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,2526.2,25.26
53,Exit short,2022-12-15 19:00:00,Trail,33390,1,17115,418.1,2.44,449.55,2.63,-0.95,-0.01,2944.3,29.44
53,Entry short,2022-12-15 07:00:00,Short,34230,1,17115,418.1,2.44,449.55,2.63,-0.95,-0.01,2944.3,29.44
54,Exit short,2022-12-16 12:00:00,Trail,33120,1,16695,133.1,0.80,164.05,0.98,-0.95,-0.01,3077.4,30.77
54,Entry short,2022-12-16 07:00:00,Short,33390,1,16695,133.1,0.80,164.05,0.98,-0.95,-0.01,3077.4,30.77
55,Exit long,2022-12-21 04:00:00,Trail,33210,1,16590,13.1,0.08,44.05,0.27,-0.95,-0.01,3090.5,30.90
55,Entry long,2022-12-20 23:00:00,Long,33180,1,16590,13.1,0.08,44.05,0.27,-0.95,-0.01,3090.5,30.90
56,Exit long,2022-12-22 09:00:00,Trail,33570,1,16650,133.1,0.80,175.55,1.05,-0.95,-0.01,3223.6,32.24
56,Entry long,2022-12-21 09:00:00,Long,33300,1,16650,133.1,0.80,175.55,1.05,-0.95,-0.01,3223.6,32.24
57,Exit long,2022-12-23 00:00:00,Trail,33150,1,16455,118.1,0.72,149.05,0.91,-0.95,-0.01,3341.7,33.42
57,Entry long,2022-12-22 19:00:00,Long,32910,1,16455,118.1,0.72,149.05,0.91,-0.95,-0.01,3341.7,33.42
58,Exit long,2022-12-23 13:00:00,Trail,33240,1,16620,-1.9,-0.01,29.05,0.17,-2.95,-0.02,3339.8,33.40
58,Entry long,2022-12-23 01:00:00,Long,33240,1,16620,-1.9,-0.01,29.05,0.17,-2.95,-0.02,3339.8,33.40
59,Exit long,2022-12-27 13:00:00,Trail,33510,1,16560,193.1,1.17,236.55,1.43,-0.95,-0.01,3532.9,35.33
59,Entry long,2022-12-23 15:00:00,Long,33120,1,16560,193.1,1.17,236.55,1.43,-0.95,-0.01,3532.9,35.33
60,Exit short,2022-12-29 09:00:00,Trail,33090,1,16560,13.1,0.08,49.55,0.30,-0.95,-0.01,3546,35.46
60,Entry short,2022-12-28 20:00:00,Short,33120,1,16560,13.1,0.08,49.55,0.30,-0.95,-0.01,3546,35.46
61,Exit short,2022-12-30 20:00:00,Trail,33120,1,16665,103.1,0.62,134.05,0.80,-0.95,-0.01,3649.1,36.49
61,Entry short,2022-12-30 05:00:00,Short,33330,1,16665,103.1,0.62,134.05,0.80,-0.95,-0.01,3649.1,36.49
62,Exit short,2023-01-03 03:00:00,Trail,33330,1,16635,-31.9,-0.19,0,0.00,-30.95,-0.19,3617.2,36.17
62,Entry short,2023-01-03 01:00:00,Short,33270,1,16635,-31.9,-0.19,0,0.00,-30.95,-0.19,3617.2,36.17
63,Exit short,2023-01-03 15:00:00,Trail,33240,1,16770,148.1,0.88,179.05,1.07,-0.95,-0.01,3765.3,37.65
63,Entry short,2023-01-03 11:00:00,Short,33540,1,16770,148.1,0.88,179.05,1.07,-0.95,-0.01,3765.3,37.65
64,Exit short,2023-01-03 18:00:00,Trail,33120,1,16590,28.1,0.17,59.05,0.36,-0.95,-0.01,3793.4,37.93
64,Entry short,2023-01-03 16:00:00,Short,33180,1,16590,28.1,0.17,59.05,0.36,-0.95,-0.01,3793.4,37.93
65,Exit short,2023-01-05 04:00:00,Trail,33390,1,16710,13.1,0.08,47.05,0.28,-0.95,-0.01,3806.5,38.07
65,Entry short,2023-01-04 19:00:00,Short,33420,1,16710,13.1,0.08,47.05,0.28,-0.95,-0.01,3806.5,38.07
66,Exit short,2023-01-05 18:00:00,Trail,33060,1,16500,-31.9,-0.19,0,0.00,-30.95,-0.19,3774.6,37.75
66,Entry short,2023-01-05 16:00:00,Short,33000,1,16500,-31.9,-0.19,0,0.00,-30.95,-0.19,3774.6,37.75
67,Exit long,2023-01-06 17:00:00,Trail,33600,1,16830,-31.9,-0.19,0,0.00,-30.95,-0.18,3742.7,37.43
67,Entry long,2023-01-06 16:00:00,Long,33660,1,16830,-31.9,-0.19,0,0.00,-30.95,-0.18,3742.7,37.43
68,Exit long,2023-01-09 17:00:00,Trail,33960,1,16845,133.1,0.79,164.05,0.97,-0.95,-0.01,3875.8,38.76
68,Entry long,2023-01-06 19:00:00,Long,33690,1,16845,133.1,0.79,164.05,0.97,-0.95,-0.01,3875.8,38.76
69,Exit long,2023-01-11 15:00:00,Trail,33870,1,16815,118.1,0.70,149.05,0.89,-0.95,-0.01,3993.9,39.94
69,Entry long,2023-01-10 14:00:00,Long,33630,1,16815,118.1,0.70,149.05,0.89,-0.95,-0.01,3993.9,39.94
70,Exit long,2023-01-12 14:00:00,Trail,34200,1,16980,118.1,0.70,149.05,0.88,-0.95,-0.01,4112,41.12
70,Entry long,2023-01-11 18:00:00,Long,33960,1,16980,118.1,0.70,149.05,0.88,-0.95,-0.01,4112,41.12
71,Exit short,2023-01-16 13:00:00,Trail,34380,1,17205,13.1,0.08,44.05,0.26,-0.95,-0.01,4125.1,41.25
71,Entry short,2023-01-16 07:00:00,Short,34410,1,17205,13.1,0.08,44.05,0.26,-0.95,-0.01,4125.1,41.25
72,Exit short,2023-01-18 02:00:00,Trail,34020,1,17160,148.1,0.86,193.55,1.13,-0.95,-0.01,4273.2,42.73
72,Entry short,2023-01-17 12:00:00,Short,34320,1,17160,148.1,0.86,193.55,1.13,-0.95,-0.01,4273.2,42.73
73,Exit short,2023-01-19 14:00:00,Trail,33180,1,16980,388.1,2.29,419.05,2.47,-0.95,-0.01,4661.3,46.61
73,Entry short,2023-01-18 15:00:00,Short,33960,1,16980,388.1,2.29,419.05,2.47,-0.95,-0.01,4661.3,46.61
74,Exit short,2023-01-20 07:00:00,Trail,33210,1,16590,-16.9,-0.10,17.55,0.11,-15.95,-0.10,4644.4,46.44
74,Entry short,2023-01-19 20:00:00,Short,33180,1,16590,-16.9,-0.10,17.55,0.11,-15.95,-0.10,4644.4,46.44
75,Exit short,2023-01-20 15:00:00,Trail,33150,1,16560,-16.9,-0.10,14.05,0.08,-17.45,-0.11,4627.5,46.28
75,Entry short,2023-01-20 11:00:00,Short,33120,1,16560,-16.9,-0.10,14.05,0.08,-17.45,-0.11,4627.5,46.28
76,Exit long,2023-01-23 19:00:00,Trail,33750,1,16770,103.1,0.61,134.05,0.80,-0.95,-0.01,4730.6,47.31
76,Entry long,2023-01-23 13:00:00,Long,33540,1,16770,103.1,0.61,134.05,0.80,-0.95,-0.01,4730.6,47.31
77,Exit long,2023-01-24 11:00:00,Trail,33660,1,16860,-31.9,-0.19,7.55,0.04,-30.95,-0.18,4698.7,46.99
77,Entry long,2023-01-23 20:00:00,Long,33720,1,16860,-31.9,-0.19,7.55,0.04,-30.95,-0.18,4698.7,46.99
78,Exit long,2023-01-24 23:00:00,Trail,33780,1,16815,73.1,0.43,104.05,0.62,-0.95,-0.01,4771.8,47.72
78,Entry long,2023-01-24 15:00:00,Long,33630,1,16815,73.1,0.43,104.05,0.62,-0.95,-0.01,4771.8,47.72
79,Exit long,2023-01-26 09:00:00,Trail,33810,1,16770,133.1,0.79,164.05,0.98,-0.95,-0.01,4904.9,49.05
79,Entry long,2023-01-25 16:00:00,Long,33540,1,16770,133.1,0.79,164.05,0.98,-0.95,-0.01,4904.9,49.05
80,Exit long,2023-01-26 14:00:00,Trail,33840,1,16950,-31.9,-0.19,0,0.00,-30.95,-0.18,4873,48.73
80,Entry long,2023-01-26 13:00:00,Long,33900,1,16950,-31.9,-0.19,0,0.00,-30.95,-0.18,4873,48.73
81,Exit long,2023-01-27 15:00:00,Trail,34020,1,16920,88.1,0.52,119.05,0.70,-0.95,-0.01,4961.1,49.61
81,Entry long,2023-01-26 17:00:00,Long,33840,1,16920,88.1,0.52,119.05,0.70,-0.95,-0.01,4961.1,49.61
82,Exit long,2023-01-27 20:00:00,Trail,34110,1,17025,28.1,0.17,59.05,0.35,-0.95,-0.01,4989.2,49.89
82,Entry long,2023-01-27 16:00:00,Long,34050,1,17025,28.1,0.17,59.05,0.35,-0.95,-0.01,4989.2,49.89
83,Exit long,2023-02-01 00:00:00,Trail,34080,1,17040,-1.9,-0.01,29.05,0.17,-0.95,-0.01,4987.3,49.87
83,Entry long,2023-01-31 20:00:00,Long,34080,1,17040,-1.9,-0.01,29.05,0.17,-0.95,-0.01,4987.3,49.87
84,Exit long,2023-02-02 01:00:00,Trail,34110,1,16935,118.1,0.70,149.05,0.88,-0.95,-0.01,5105.4,51.05
84,Entry long,2023-02-01 19:00:00,Long,33870,1,16935,118.1,0.70,149.05,0.88,-0.95,-0.01,5105.4,51.05
85,Exit long,2023-02-02 14:00:00,Trail,34110,1,17070,-16.9,-0.10,14.05,0.08,-15.95,-0.09,5088.5,50.89
85,Entry long,2023-02-02 13:00:00,Long,34140,1,17070,-16.9,-0.10,14.05,0.08,-15.95,-0.09,5088.5,50.89
86,Exit long,2023-02-02 16:00:00,Trail,34020,1,17025,-16.9,-0.10,14.05,0.08,-15.95,-0.09,5071.6,50.72
86,Entry long,2023-02-02 15:00:00,Long,34050,1,17025,-16.9,-0.10,14.05,0.08,-15.95,-0.09,5071.6,50.72
87,Exit long,2023-02-08 08:00:00,Trail,34140,1,16905,163.1,0.96,194.05,1.15,-0.95,-0.01,5234.7,52.35
87,Entry long,2023-02-07 19:00:00,Long,33810,1,16905,163.1,0.96,194.05,1.15,-0.95,-0.01,5234.7,52.35
88,Exit long,2023-02-08 16:00:00,Trail,34110,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,5202.8,52.03
88,Entry long,2023-02-08 14:00:00,Long,34170,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,5202.8,52.03
89,Exit long,2023-02-09 12:00:00,Trail,34200,1,17040,58.1,0.34,89.05,0.52,-0.95,-0.01,5260.9,52.61
89,Entry long,2023-02-09 04:00:00,Long,34080,1,17040,58.1,0.34,89.05,0.52,-0.95,-0.01,5260.9,52.61
90,Exit short,2023-02-10 08:00:00,Trail,33750,1,16920,43.1,0.25,74.05,0.44,-0.95,-0.01,5304,53.04
90,Entry short,2023-02-09 19:00:00,Short,33840,1,16920,43.1,0.25,74.05,0.44,-0.95,-0.01,5304,53.04
91,Exit short,2023-02-10 14:00:00,Trail,33630,1,16830,13.1,0.08,44.05,0.26,-0.95,-0.01,5317.1,53.17
91,Entry short,2023-02-10 11:00:00,Short,33660,1,16830,13.1,0.08,44.05,0.26,-0.95,-0.01,5317.1,53.17
92,Exit short,2023-02-13 07:00:00,Trail,33840,1,16890,-31.9,-0.19,0,0.00,-30.95,-0.18,5285.2,52.85
92,Entry short,2023-02-13 03:00:00,Short,33780,1,16890,-31.9,-0.19,0,0.00,-30.95,-0.18,5285.2,52.85
93,Exit short,2023-02-14 17:00:00,Trail,33990,1,17115,118.1,0.69,149.05,0.87,-0.95,-0.01,5403.3,54.03
93,Entry short,2023-02-14 15:00:00,Short,34230,1,17115,118.1,0.69,149.05,0.87,-0.95,-0.01,5403.3,54.03
94,Exit short,2023-02-16 15:00:00,Trail,33840,1,16890,-31.9,-0.19,0,0.00,-30.95,-0.18,5371.4,53.71
94,Entry short,2023-02-16 14:00:00,Short,33780,1,16890,-31.9,-0.19,0,0.00,-30.95,-0.18,5371.4,53.71
95,Exit short,2023-02-17 15:00:00,Trail,33630,1,16800,-16.9,-0.10,14.05,0.08,-15.95,-0.09,5354.5,53.55
95,Entry short,2023-02-17 08:00:00,Short,33600,1,16800,-16.9,-0.10,14.05,0.08,-15.95,-0.09,5354.5,53.55
96,Exit short,2023-02-22 21:00:00,Trail,33090,1,16875,328.1,1.94,359.05,2.13,-16.95,-0.10,5682.6,56.83
96,Entry short,2023-02-20 16:00:00,Short,33750,1,16875,328.1,1.94,359.05,2.13,-16.95,-0.10,5682.6,56.83
97,Exit long,2023-02-24 07:00:00,Trail,33120,1,16470,88.1,0.53,119.05,0.72,-0.95,-0.01,5770.7,57.71
97,Entry long,2023-02-23 18:00:00,Long,32940,1,16470,88.1,0.53,119.05,0.72,-0.95,-0.01,5770.7,57.71
98,Exit long,2023-02-24 17:00:00,Trail,32760,1,16410,-31.9,-0.19,0,0.00,-30.95,-0.19,5738.8,57.39
98,Entry long,2023-02-24 16:00:00,Long,32820,1,16410,-31.9,-0.19,0,0.00,-30.95,-0.19,5738.8,57.39
99,Exit long,2023-02-24 21:00:00,Trail,32820,1,16410,-1.9,-0.01,29.05,0.18,-0.95,-0.01,5736.9,57.37
99,Entry long,2023-02-24 19:00:00,Long,32820,1,16410,-1.9,-0.01,29.05,0.18,-0.95,-0.01,5736.9,57.37
100,Exit long,2023-03-01 13:00:00,Trail,32670,1,16335,-1.9,-0.01,43.55,0.27,-0.95,-0.01,5735,57.35
100,Entry long,2023-03-01 02:00:00,Long,32670,1,16335,-1.9,-0.01,43.55,0.27,-0.95,-0.01,5735,57.35
101,Exit long,2023-03-01 18:00:00,Trail,32670,1,16350,-16.9,-0.10,26.05,0.16,-15.95,-0.10,5718.1,57.18
101,Entry long,2023-03-01 14:00:00,Long,32700,1,16350,-16.9,-0.10,26.05,0.16,-15.95,-0.10,5718.1,57.18
102,Exit long,2023-03-06 11:00:00,Trail,33390,1,16560,133.1,0.80,164.05,0.99,-0.95,-0.01,5851.2,58.51
102,Entry long,2023-03-03 13:00:00,Long,33120,1,16560,133.1,0.80,164.05,0.99,-0.95,-0.01,5851.2,58.51
103,Exit long,2023-03-06 18:00:00,Trail,33450,1,16740,-16.9,-0.10,14.05,0.08,-15.95,-0.10,5834.3,58.34
103,Entry long,2023-03-06 15:00:00,Long,33480,1,16740,-16.9,-0.10,14.05,0.08,-15.95,-0.10,5834.3,58.34
104,Exit long,2023-03-09 01:00:00,Trail,32760,1,16380,-1.9,-0.01,29.05,0.18,-0.95,-0.01,5832.4,58.32
104,Entry long,2023-03-08 20:00:00,Long,32760,1,16380,-1.9,-0.01,29.05,0.18,-0.95,-0.01,5832.4,58.32
