Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
26,Exit short,2022-11-29 18:00:00,Trail,33840,1,16905,-16.9,-0.10,14.05,0.08,-15.95,-0.09,850.6,8.51
26,Entry short,2022-11-29 16:00:00,Short,33810,1,16905,-16.9,-0.10,14.05,0.08,-15.95,-0.09,850.6,8.51
27,Exit long,2022-12-01 14:00:00,Trail,34560,1,17055,223.1,1.31,254.05,1.49,-0.95,-0.01,1073.7,10.74
27,Entry long,2022-11-30 19:00:00,Long,34110,1,17055,223.1,1.31,254.05,1.49,-0.95,-0.01,1073.7,10.74
28,Exit long,2022-12-05 07:00:00,Trail,34380,1,17220,-31.9,-0.19,9.55,0.06,-30.95,-0.18,1041.8,10.42
28,Entry long,2022-12-02 19:00:00,Long,34440,1,17220,-31.9,-0.19,9.55,0.06,-30.95,-0.18,1041.8,10.42
29,Exit long,2022-12-06 10:00:00,Trail,33990,1,17010,-16.9,-0.10,17.55,0.10,-15.95,-0.09,1024.9,10.25
29,Entry long,2022-12-06 00:00:00,Long,34020,1,17010,-16.9,-0.10,17.55,0.10,-15.95,-0.09,1024.9,10.25
30,Exit long,2022-12-07 07:00:00,Trail,33630,1,16785,28.1,0.17,63.55,0.38,-0.95,-0.01,1053,10.53
30,Entry long,2022-12-06 20:00:00,Long,33570,1,16785,28.1,0.17,63.55,0.38,-0.95,-0.01,1053,10.53
31,Exit long,2022-12-13 14:00:00,Trail,34980,1,16770,718.1,4.28,749.05,4.47,-0.95,-0.01,1771.1,17.71
31,Entry long,2022-12-12 10:00:00,Long,33540,1,16770,718.1,4.28,749.05,4.47,-0.95,-0.01,1771.1,17.71
32,Exit long,2022-12-14 07:00:00,Trail,34440,1,17145,73.1,0.43,104.05,0.61,-0.95,-0.01,1844.2,18.44
32,Entry long,2022-12-13 18:00:00,Long,34290,1,17145,73.1,0.43,104.05,0.61,-0.95,-0.01,1844.2,18.44
33,Exit short,2022-12-14 21:00:00,Trail,34230,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,1812.3,18.12
33,Entry short,2022-12-14 19:00:00,Short,34170,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,1812.3,18.12
34,Exit short,2022-12-15 19:00:00,Trail,33390,1,16965,268.1,1.58,299.55,1.77,-0.95,-0.01,2080.4,20.80
34,Entry short,2022-12-15 13:00:00,Short,33930,1,16965,268.1,1.58,299.55,1.77,-0.95,-0.01,2080.4,20.80
35,Exit short,2022-12-16 12:00:00,Trail,33120,1,16545,-16.9,-0.10,14.05,0.08,-15.95,-0.10,2063.5,20.64
35,Entry short,2022-12-16 10:00:00,Short,33090,1,16545,-16.9,-0.10,14.05,0.08,-15.95,-0.10,2063.5,20.64
36,Exit long,2022-12-21 04:00:00,Trail,33210,1,16590,13.1,0.08,44.05,0.27,-0.95,-0.01,2076.6,20.77
36,Entry long,2022-12-20 23:00:00,Long,33180,1,16590,13.1,0.08,44.05,0.27,-0.95,-0.01,2076.6,20.77
37,Exit long,2022-12-22 09:00:00,Trail,33570,1,16725,58.1,0.35,100.55,0.60,-0.95,-0.01,2134.7,21.35
37,Entry long,2022-12-21 15:00:00,Long,33450,1,16725,58.1,0.35,100.55,0.60,-0.95,-0.01,2134.7,21.35
38,Exit long,2022-12-23 00:00:00,Trail,33150,1,16440,133.1,0.81,164.05,1.00,-0.95,-0.01,2267.8,22.68
38,Entry long,2022-12-22 19:00:00,Long,32880,1,16440,133.1,0.81,164.05,1.00,-0.95,-0.01,2267.8,22.68
39,Exit long,2022-12-23 13:00:00,Trail,33240,1,16605,13.1,0.08,44.05,0.27,-0.95,-0.01,2280.9,22.81
39,Entry long,2022-12-23 01:00:00,Long,33210,1,16605,13.1,0.08,44.05,0.27,-0.95,-0.01,2280.9,22.81
40,Exit long,2022-12-27 13:00:00,Trail,33510,1,16725,28.1,0.17,71.55,0.43,-0.95,-0.01,2309,23.09
40,Entry long,2022-12-26 23:00:00,Long,33450,1,16725,28.1,0.17,71.55,0.43,-0.95,-0.01,2309,23.09
41,Exit short,2022-12-29 09:00:00,Trail,33090,1,16560,13.1,0.08,49.55,0.30,-0.95,-0.01,2322.1,23.22
41,Entry short,2022-12-28 20:00:00,Short,33120,1,16560,13.1,0.08,49.55,0.30,-0.95,-0.01,2322.1,23.22
42,Exit short,2023-01-03 15:00:00,Trail,33240,1,16620,-1.9,-0.01,29.05,0.17,-0.95,-0.01,2320.2,23.20
42,Entry short,2023-01-03 14:00:00,Short,33240,1,16620,-1.9,-0.01,29.05,0.17,-0.95,-0.01,2320.2,23.20
43,Exit short,2023-01-05 04:00:00,Trail,33390,1,16725,28.1,0.17,62.05,0.37,-0.95,-0.01,2348.3,23.48
43,Entry short,2023-01-04 17:00:00,Short,33450,1,16725,28.1,0.17,62.05,0.37,-0.95,-0.01,2348.3,23.48
44,Exit short,2023-01-05 18:00:00,Trail,33060,1,16500,-31.9,-0.19,0,0.00,-30.95,-0.19,2316.4,23.16
44,Entry short,2023-01-05 16:00:00,Short,33000,1,16500,-31.9,-0.19,0,0.00,-30.95,-0.19,2316.4,23.16
45,Exit long,2023-01-06 17:00:00,Trail,33600,1,16830,-31.9,-0.19,0,0.00,-30.95,-0.18,2284.5,22.85
45,Entry long,2023-01-06 16:00:00,Long,33660,1,16830,-31.9,-0.19,0,0.00,-30.95,-0.18,2284.5,22.85
46,Exit long,2023-01-09 17:00:00,Trail,33960,1,16830,148.1,0.88,179.05,1.06,-0.95,-0.01,2432.6,24.33
46,Entry long,2023-01-06 18:00:00,Long,33660,1,16830,148.1,0.88,179.05,1.06,-0.95,-0.01,2432.6,24.33
47,Exit long,2023-01-11 15:00:00,Trail,33870,1,16800,133.1,0.79,164.05,0.98,-0.95,-0.01,2565.7,25.66
47,Entry long,2023-01-10 14:00:00,Long,33600,1,16800,133.1,0.79,164.05,0.98,-0.95,-0.01,2565.7,25.66
48,Exit long,2023-01-12 14:00:00,Trail,34200,1,16965,133.1,0.78,164.05,0.97,-0.95,-0.01,2698.8,26.99
48,Entry long,2023-01-11 17:00:00,Long,33930,1,16965,133.1,0.78,164.05,0.97,-0.95,-0.01,2698.8,26.99
49,Exit short,2023-01-16 13:00:00,Trail,34380,1,17205,13.1,0.08,44.05,0.26,-0.95,-0.01,2711.9,27.12
49,Entry short,2023-01-16 07:00:00,Short,34410,1,17205,13.1,0.08,44.05,0.26,-0.95,-0.01,2711.9,27.12
50,Exit short,2023-01-18 02:00:00,Trail,34020,1,16995,-16.9,-0.10,28.55,0.17,-15.95,-0.09,2695,26.95
50,Entry short,2023-01-17 23:00:00,Short,33990,1,16995,-16.9,-0.10,28.55,0.17,-15.95,-0.09,2695,26.95
51,Exit short,2023-01-19 14:00:00,Trail,33180,1,16815,223.1,1.33,254.05,1.51,-0.95,-0.01,2918.1,29.18
51,Entry short,2023-01-18 17:00:00,Short,33630,1,16815,223.1,1.33,254.05,1.51,-0.95,-0.01,2918.1,29.18
52,Exit long,2023-01-23 19:00:00,Trail,33750,1,16770,103.1,0.61,134.05,0.80,-0.95,-0.01,3021.2,30.21
52,Entry long,2023-01-23 13:00:00,Long,33540,1,16770,103.1,0.61,134.05,0.80,-0.95,-0.01,3021.2,30.21
53,Exit long,2023-01-26 09:00:00,Trail,33810,1,16920,-16.9,-0.10,14.05,0.08,-15.95,-0.09,3004.3,30.04
53,Entry long,2023-01-25 23:00:00,Long,33840,1,16920,-16.9,-0.10,14.05,0.08,-15.95,-0.09,3004.3,30.04
54,Exit long,2023-01-26 14:00:00,Trail,33840,1,16935,-16.9,-0.10,14.05,0.08,-15.95,-0.09,2987.4,29.87
54,Entry long,2023-01-26 12:00:00,Long,33870,1,16935,-16.9,-0.10,14.05,0.08,-15.95,-0.09,2987.4,29.87
55,Exit long,2023-02-01 00:00:00,Trail,34080,1,17040,-1.9,-0.01,29.05,0.17,-0.95,-0.01,2985.5,29.85
55,Entry long,2023-01-31 20:00:00,Long,34080,1,17040,-1.9,-0.01,29.05,0.17,-0.95,-0.01,2985.5,29.85
56,Exit long,2023-02-02 01:00:00,Trail,34110,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,2953.6,29.54
56,Entry long,2023-02-01 20:00:00,Long,34170,1,17085,-31.9,-0.19,0,0.00,-30.95,-0.18,2953.6,29.54
57,Exit long,2023-02-08 08:00:00,Trail,34140,1,16905,163.1,0.96,194.05,1.15,-0.95,-0.01,3116.7,31.17
57,Entry long,2023-02-07 19:00:00,Long,33810,1,16905,163.1,0.96,194.05,1.15,-0.95,-0.01,3116.7,31.17
58,Exit short,2023-02-10 08:00:00,Trail,33750,1,16920,43.1,0.25,74.05,0.44,-0.95,-0.01,3159.8,31.60
58,Entry short,2023-02-09 19:00:00,Short,33840,1,16920,43.1,0.25,74.05,0.44,-0.95,-0.01,3159.8,31.60
59,Exit short,2023-02-10 14:00:00,Trail,33630,1,16845,28.1,0.17,59.05,0.35,-0.95,-0.01,3187.9,31.88
59,Entry short,2023-02-10 09:00:00,Short,33690,1,16845,28.1,0.17,59.05,0.35,-0.95,-0.01,3187.9,31.88
60,Exit short,2023-02-14 17:00:00,Trail,33990,1,17130,133.1,0.78,164.05,0.96,-0.95,-0.01,3321,33.21
60,Entry short,2023-02-14 14:00:00,Short,34260,1,17130,133.1,0.78,164.05,0.96,-0.95,-0.01,3321,33.21
61,Exit short,2023-02-16 15:00:00,Trail,33840,1,16890,-31.9,-0.19,0,0.00,-30.95,-0.18,3289.1,32.89
61,Entry short,2023-02-16 14:00:00,Short,33780,1,16890,-31.9,-0.19,0,0.00,-30.95,-0.18,3289.1,32.89
62,Exit short,2023-02-17 15:00:00,Trail,33630,1,16800,-16.9,-0.10,14.05,0.08,-15.95,-0.09,3272.2,32.72
62,Entry short,2023-02-17 08:00:00,Short,33600,1,16800,-16.9,-0.10,14.05,0.08,-15.95,-0.09,3272.2,32.72
63,Exit short,2023-02-22 21:00:00,Trail,33090,1,16710,163.1,0.98,194.05,1.16,-0.95,-0.01,3435.3,34.35
63,Entry short,2023-02-21 15:00:00,Short,33420,1,16710,163.1,0.98,194.05,1.16,-0.95,-0.01,3435.3,34.35
64,Exit long,2023-02-24 07:00:00,Trail,33120,1,16470,88.1,0.53,119.05,0.72,-0.95,-0.01,3523.4,35.23
64,Entry long,2023-02-23 18:00:00,Long,32940,1,16470,88.1,0.53,119.05,0.72,-0.95,-0.01,3523.4,35.23
65,Exit long,2023-02-24 17:00:00,Trail,32760,1,16395,-16.9,-0.10,14.05,0.09,-15.95,-0.10,3506.5,35.07
65,Entry long,2023-02-24 16:00:00,Long,32790,1,16395,-16.9,-0.10,14.05,0.09,-15.95,-0.10,3506.5,35.07
66,Exit long,2023-03-01 13:00:00,Trail,32670,1,16335,-1.9,-0.01,43.55,0.27,-0.95,-0.01,3504.6,35.05
66,Entry long,2023-03-01 02:00:00,Long,32670,1,16335,-1.9,-0.01,43.55,0.27,-0.95,-0.01,3504.6,35.05
67,Exit long,2023-03-06 11:00:00,Trail,33390,1,16560,133.1,0.80,164.05,0.99,-0.95,-0.01,3637.7,36.38
67,Entry long,2023-03-03 13:00:00,Long,33120,1,16560,133.1,0.80,164.05,0.99,-0.95,-0.01,3637.7,36.38
68,Exit long,2023-03-06 18:00:00,Trail,33450,1,16725,-1.9,-0.01,29.05,0.17,-0.95,-0.01,3635.8,36.36
68,Entry long,2023-03-06 14:00:00,Long,33450,1,16725,-1.9,-0.01,29.05,0.17,-0.95,-0.01,3635.8,36.36
69,Exit long,2023-03-08 15:00:00,Trail,32850,1,16455,-31.9,-0.19,0,0.00,-30.95,-0.19,3603.9,36.04
69,Entry long,2023-03-08 10:00:00,Long,32910,1,16455,-31.9,-0.19,0,0.00,-30.95,-0.19,3603.9,36.04
70,Exit short,2023-03-10 10:00:00,Trail,32100,1,16260,208.1,1.28,243.55,1.50,-0.95,-0.01,3812,38.12
70,Entry short,2023-03-09 19:00:00,Short,32520,1,16260,208.1,1.28,243.55,1.50,-0.95,-0.01,3812,38.12
71,Exit short,2023-03-10 19:00:00,Trail,31920,1,15945,-16.9,-0.11,14.05,0.09,-15.95,-0.10,3795.1,37.95
71,Entry short,2023-03-10 18:00:00,Short,31890,1,15945,-16.9,-0.11,14.05,0.09,-15.95,-0.10,3795.1,37.95
72,Exit short,2023-03-13 10:00:00,Trail,31890,1,15960,13.1,0.08,44.05,0.28,-0.95,-0.01,3808.2,38.08
72,Entry short,2023-03-13 09:00:00,Short,31920,1,15960,13.1,0.08,44.05,0.28,-0.95,-0.01,3808.2,38.08
73,Exit short,2023-03-15 17:00:00,Trail,31740,1,15990,118.1,0.74,149.05,0.93,-0.95,-0.01,3926.3,39.26
73,Entry short,2023-03-15 10:00:00,Short,31980,1,15990,118.1,0.74,149.05,0.93,-0.95,-0.01,3926.3,39.26
74,Exit short,2023-03-16 14:00:00,Trail,32010,1,16080,73.1,0.45,104.05,0.65,-12.45,-0.08,3999.4,39.99
74,Entry short,2023-03-16 06:00:00,Short,32160,1,16080,73.1,0.45,104.05,0.65,-12.45,-0.08,3999.4,39.99
75,Exit long,2023-03-17 10:00:00,Trail,32430,1,16185,28.1,0.17,63.55,0.39,-0.95,-0.01,4027.5,40.28
75,Entry long,2023-03-16 16:00:00,Long,32370,1,16185,28.1,0.17,63.55,0.39,-0.95,-0.01,4027.5,40.28
76,Exit long,2023-03-17 18:00:00,Trail,32070,1,16050,-16.9,-0.11,14.05,0.09,-15.95,-0.10,4010.6,40.11
76,Entry long,2023-03-17 16:00:00,Long,32100,1,16050,-16.9,-0.11,14.05,0.09,-15.95,-0.10,4010.6,40.11
77,Exit short,2023-03-20 07:00:00,Trail,31770,1,15930,43.1,0.27,74.05,0.46,-0.95,-0.01,4053.7,40.54
77,Entry short,2023-03-20 06:00:00,Short,31860,1,15930,43.1,0.27,74.05,0.46,-0.95,-0.01,4053.7,40.54
78,Exit short,2023-03-21 18:00:00,Trail,32640,1,16350,28.1,0.17,59.05,0.36,-0.95,-0.01,4081.8,40.82
78,Entry short,2023-03-21 14:00:00,Short,32700,1,16350,28.1,0.17,59.05,0.36,-0.95,-0.01,4081.8,40.82
79,Exit short,2023-03-22 22:00:00,Trail,32310,1,16200,43.1,0.27,74.05,0.46,-0.95,-0.01,4124.9,41.25
79,Entry short,2023-03-22 19:00:00,Short,32400,1,16200,43.1,0.27,74.05,0.46,-0.95,-0.01,4124.9,41.25
80,Exit short,2023-03-23 19:00:00,Trail,32280,1,16125,-16.9,-0.10,14.05,0.09,-15.95,-0.10,4108,41.08
80,Entry short,2023-03-23 18:00:00,Short,32250,1,16125,-16.9,-0.10,14.05,0.09,-15.95,-0.10,4108,41.08
81,Exit short,2023-03-24 12:00:00,Trail,32070,1,16005,-31.9,-0.20,0,0.00,-30.95,-0.19,4076.1,40.76
81,Entry short,2023-03-24 11:00:00,Short,32010,1,16005,-31.9,-0.20,0,0.00,-30.95,-0.19,4076.1,40.76
82,Exit short,2023-03-27 09:00:00,Trail,32550,1,16260,-16.9,-0.10,14.05,0.09,-15.95,-0.10,4059.2,40.59
82,Entry short,2023-03-27 07:00:00,Short,32520,1,16260,-16.9,-0.10,14.05,0.09,-15.95,-0.10,4059.2,40.59
83,Exit long,2023-03-30 13:00:00,Trail,33030,1,16470,43.1,0.26,81.55,0.50,-0.95,-0.01,4102.3,41.02
83,Entry long,2023-03-30 05:00:00,Long,32940,1,16470,43.1,0.26,81.55,0.50,-0.95,-0.01,4102.3,41.02
84,Exit long,2023-04-03 14:00:00,Trail,33660,1,16665,163.1,0.98,194.05,1.16,-0.95,-0.01,4265.4,42.65
84,Entry long,2023-03-31 19:00:00,Long,33330,1,16665,163.1,0.98,194.05,1.16,-0.95,-0.01,4265.4,42.65
85,Exit long,2023-04-04 13:00:00,Trail,33780,1,16860,28.1,0.17,59.05,0.35,-0.95,-0.01,4293.5,42.94
85,Entry long,2023-04-03 18:00:00,Long,33720,1,16860,28.1,0.17,59.05,0.35,-0.95,-0.01,4293.5,42.94
86,Exit long,2023-04-12 14:00:00,Trail,33930,1,16980,-16.9,-0.10,14.05,0.08,-15.95,-0.09,4276.6,42.77
86,Entry long,2023-04-12 12:00:00,Long,33960,1,16980,-16.9,-0.10,14.05,0.08,-15.95,-0.09,4276.6,42.77
87,Exit long,2023-04-13 23:00:00,Trail,34140,1,17085,-16.9,-0.10,14.05,0.08,-15.95,-0.09,4259.7,42.60
87,Entry long,2023-04-13 18:00:00,Long,34170,1,17085,-16.9,-0.10,14.05,0.08,-15.95,-0.09,4259.7,42.60
88,Exit long,2023-04-28 06:00:00,Trail,33870,1,16920,13.1,0.08,44.05,0.26,-0.95,-0.01,4272.8,42.73
88,Entry long,2023-04-27 18:00:00,Long,33840,1,16920,13.1,0.08,44.05,0.26,-0.95,-0.01,4272.8,42.73
89,Exit long,2023-05-01 18:00:00,Trail,34230,1,17085,28.1,0.16,72.05,0.42,-30.45,-0.18,4300.9,43.01
89,Entry long,2023-04-28 16:00:00,Long,34170,1,17085,28.1,0.16,72.05,0.42,-30.45,-0.18,4300.9,43.01
90,Exit long,2023-05-03 14:00:00,Trail,33750,1,16830,43.1,0.26,87.05,0.52,-0.95,-0.01,4344,43.44
90,Entry long,2023-05-02 17:00:00,Long,33660,1,16830,43.1,0.26,87.05,0.52,-0.95,-0.01,4344,43.44
91,Exit short,2023-05-04 01:00:00,Trail,33420,1,16695,-16.9,-0.10,14.05,0.08,-15.95,-0.10,4327.1,43.27
91,Entry short,2023-05-03 22:00:00,Short,33390,1,16695,-16.9,-0.10,14.05,0.08,-15.95,-0.10,4327.1,43.27
92,Exit short,2023-05-04 16:00:00,Trail,33120,1,16575,13.1,0.08,44.05,0.27,-0.95,-0.01,4340.2,43.40
92,Entry short,2023-05-04 14:00:00,Short,33150,1,16575,13.1,0.08,44.05,0.27,-0.95,-0.01,4340.2,43.40
93,Exit short,2023-05-08 09:00:00,Trail,33780,1,16860,-31.9,-0.19,1.55,0.01,-30.95,-0.18,4308.3,43.08
93,Entry short,2023-05-08 00:00:00,Short,33720,1,16860,-31.9,-0.19,1.55,0.01,-30.95,-0.18,4308.3,43.08
94,Exit long,2023-05-11 11:00:00,Trail,33570,1,16725,58.1,0.35,100.05,0.60,-0.95,-0.01,4366.4,43.66
94,Entry long,2023-05-10 18:00:00,Long,33450,1,16725,58.1,0.35,100.05,0.60,-0.95,-0.01,4366.4,43.66
95,Exit short,2023-05-11 14:00:00,Trail,33270,1,16605,-31.9,-0.19,0,0.00,-30.95,-0.19,4334.5,43.35
95,Entry short,2023-05-11 13:00:00,Short,33210,1,16605,-31.9,-0.19,0,0.00,-30.95,-0.19,4334.5,43.35
96,Exit long,2023-05-17 18:00:00,Trail,33450,1,16740,-16.9,-0.10,14.05,0.08,-15.95,-0.10,4317.6,43.18
96,Entry long,2023-05-17 17:00:00,Long,33480,1,16740,-16.9,-0.10,14.05,0.08,-15.95,-0.10,4317.6,43.18
97,Exit short,2023-05-19 18:00:00,Trail,33510,1,16830,73.1,0.43,104.05,0.62,-0.95,-0.01,4390.7,43.91
97,Entry short,2023-05-19 15:00:00,Short,33660,1,16830,73.1,0.43,104.05,0.62,-0.95,-0.01,4390.7,43.91
98,Exit short,2023-05-24 08:00:00,Trail,33090,1,16560,13.1,0.08,44.05,0.27,-0.95,-0.01,4403.8,44.04
98,Entry short,2023-05-24 07:00:00,Short,33120,1,16560,13.1,0.08,44.05,0.27,-0.95,-0.01,4403.8,44.04
99,Exit short,2023-05-25 06:00:00,Trail,32820,1,16470,58.1,0.35,89.55,0.54,-0.95,-0.01,4461.9,44.62
99,Entry short,2023-05-24 13:00:00,Short,32940,1,16470,58.1,0.35,89.55,0.54,-0.95,-0.01,4461.9,44.62
100,Exit long,2023-05-29 03:00:00,Trail,33180,1,16530,58.1,0.35,90.05,0.54,-0.95,-0.01,4520,45.20
100,Entry long,2023-05-26 14:00:00,Long,33060,1,16530,58.1,0.35,90.05,0.54,-0.95,-0.01,4520,45.20
101,Exit long,2023-06-05 12:00:00,Trail,33810,1,16605,298.1,1.80,329.05,1.98,-0.95,-0.01,4818.1,48.18
101,Entry long,2023-06-02 07:00:00,Long,33210,1,16605,298.1,1.80,329.05,1.98,-0.95,-0.01,4818.1,48.18
102,Exit long,2023-06-09 15:00:00,Trail,33900,1,16980,-31.9,-0.19,0,0.00,-30.95,-0.18,4786.2,47.86
102,Entry long,2023-06-09 14:00:00,Long,33960,1,16980,-31.9,-0.19,0,0.00,-30.95,-0.18,4786.2,47.86
103,Exit long,2023-06-13 18:00:00,Trail,34500,1,17145,103.1,0.60,136.05,0.79,-0.95,-0.01,4889.3,48.89
103,Entry long,2023-06-12 22:00:00,Long,34290,1,17145,103.1,0.60,136.05,0.79,-0.95,-0.01,4889.3,48.89
