Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2026-02-02 09:18,Long SL/TP,49483,1,24728,12.51,0.05,31.01,0.13,-1.49,-0.01,12.51,0.13
1,Entry long,2026-02-02 09:00,Long,49456,1,24728,12.51,0.05,31.01,0.13,-1.49,-0.01,12.51,0.13
2,Exit long,2026-02-02 11:48,Long SL/TP,49557,1,24772,5.51,0.02,18,0.07,-3,-0.01,18.02,0.18
2,Entry long,2026-02-02 11:42,Long,49544,1,24772,5.51,0.02,18,0.07,-3,-0.01,18.02,0.18
3,Exit short,2026-02-04 10:54,Short SL/TP,49398,1,24649.5,-50.49,-0.20,7.51,0.03,-49.99,-0.20,-32.47,-0.32
3,Entry short,2026-02-04 10:36,Short,49299,1,24649.5,-50.49,-0.20,7.51,0.03,-49.99,-0.20,-32.47,-0.32
4,Exit short,2026-02-05 07:24,Short SL/TP,48984,1,24643,150.02,0.61,150.51,0.61,-34.99,-0.14,117.55,1.18
4,Entry short,2026-02-05 06:57,Short,49286,1,24643,150.02,0.61,150.51,0.61,-34.99,-0.14,117.55,1.18
5,Exit long,2026-02-06 09:36,Long SL/TP,49934,1,24936.5,29.5,0.12,62,0.25,-20,-0.08,147.05,1.47
5,Entry long,2026-02-06 08:03,Long,49873,1,24936.5,29.5,0.12,62,0.25,-20,-0.08,147.05,1.47
6,Exit long,2026-02-06 12:24,Long SL/TP,50114,1,25050,6,0.02,18,0.07,-10.5,-0.04,153.05,1.53
6,Entry long,2026-02-06 11:48,Long,50100,1,25050,6,0.02,18,0.07,-10.5,-0.04,153.05,1.53
7,Exit long,2026-02-10 07:33,Long SL/TP,50464,1,25270.5,-39.51,-0.16,7.49,0.03,-39.01,-0.15,113.54,1.14
7,Entry long,2026-02-10 07:21,Long,50541,1,25270.5,-39.51,-0.16,7.49,0.03,-39.01,-0.15,113.54,1.14
8,Exit long,2026-02-11 10:03,Long SL/TP,50187,1,25132,-39.5,-0.16,26.5,0.11,-39,-0.16,74.04,0.74
8,Entry long,2026-02-11 09:18,Long,50264,1,25132,-39.5,-0.16,26.5,0.11,-39,-0.16,74.04,0.74
9,Exit long,2026-02-12 07:21,Long SL/TP,50369,1,25229.5,-46.01,-0.18,4,0.02,-45.5,-0.18,28.03,0.28
9,Entry long,2026-02-12 07:15,Long,50459,1,25229.5,-46.01,-0.18,4,0.02,-45.5,-0.18,28.03,0.28
10,Exit short,2026-02-12 10:30,Short SL/TP,49563,1,24799,16.51,0.07,52.5,0.21,-51,-0.21,44.54,0.45
10,Entry short,2026-02-12 09:30,Short,49598,1,24799,16.51,0.07,52.5,0.21,-51,-0.21,44.54,0.45
11,Exit long,2026-02-13 10:00,Long SL/TP,49703,1,24802,48.51,0.20,94,0.38,-34.5,-0.14,93.04,0.93
11,Entry long,2026-02-13 07:54,Long,49604,1,24802,48.51,0.20,94,0.38,-34.5,-0.14,93.04,0.93
12,Exit long,2026-02-17 12:21,Long SL/TP,49630,1,24846,-31.99,-0.13,14.5,0.06,-31.5,-0.13,61.05,0.61
12,Entry long,2026-02-17 11:36,Long,49692,1,24846,-31.99,-0.13,14.5,0.06,-31.5,-0.13,61.05,0.61
13,Exit long,2026-02-20 12:48,Session End,49644,1,24806,15.01,0.06,28,0.11,-34.5,-0.14,76.06,0.76
13,Entry long,2026-02-20 11:33,Long,49612,1,24806,15.01,0.06,28,0.11,-34.5,-0.14,76.06,0.76
14,Exit short,2026-02-23 09:39,Short SL/TP,48861,1,24473.5,42.02,0.17,66.01,0.27,-14.99,-0.06,118.08,1.18
14,Entry short,2026-02-23 08:51,Short,48947,1,24473.5,42.02,0.17,66.01,0.27,-14.99,-0.06,118.08,1.18
15,Exit short,2026-02-23 12:30,Short SL/TP,48887,1,24420.5,-23.98,-0.10,19.01,0.08,-23.49,-0.10,94.1,0.94
15,Entry short,2026-02-23 12:09,Short,48841,1,24420.5,-23.98,-0.10,19.01,0.08,-23.49,-0.10,94.1,0.94
16,Exit long,2026-02-24 07:33,Long SL/TP,49234,1,24564,52.02,0.21,85.01,0.35,-24.49,-0.10,146.12,1.46
16,Entry long,2026-02-24 07:12,Long,49128,1,24564,52.02,0.21,85.01,0.35,-24.49,-0.10,146.12,1.46
17,Exit long,2026-02-24 10:42,Long SL/TP,49301,1,24641,8.51,0.03,24.51,0.10,-0.49,0.00,154.63,1.55
