Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2026-02-02 11:45,Long SL/TP,49564,1,24728,53.01,0.21,53.51,0.22,-8.49,-0.03,53.01,0.53
1,Entry long,2026-02-02 09:00,Long,49456,1,24728,53.01,0.21,53.51,0.22,-8.49,-0.03,53.01,0.53
2,Exit short,2026-02-04 10:54,Short SL/TP,49431,1,24649.5,-66.99,-0.27,7.51,0.03,-66.49,-0.27,-13.98,-0.14
2,Entry short,2026-02-04 10:36,Short,49299,1,24649.5,-66.99,-0.27,7.51,0.03,-66.49,-0.27,-13.98,-0.14
3,Exit short,2026-02-05 07:18,Short SL/TP,49060,1,24643,112.02,0.45,112.51,0.46,-34.99,-0.14,98.04,0.98
3,Entry short,2026-02-05 06:57,Short,49286,1,24643,112.02,0.45,112.51,0.46,-34.99,-0.14,98.04,0.98
4,Exit long,2026-02-06 09:51,Long SL/TP,50063,1,24936.5,94,0.38,94.5,0.38,-20,-0.08,192.04,1.92
4,Entry long,2026-02-06 08:03,Long,49873,1,24936.5,94,0.38,94.5,0.38,-20,-0.08,192.04,1.92
5,Exit long,2026-02-06 12:42,Long SL/TP,50169,1,25050,33.5,0.13,34,0.14,-10.5,-0.04,225.54,2.26
5,Entry long,2026-02-06 11:48,Long,50100,1,25050,33.5,0.13,34,0.14,-10.5,-0.04,225.54,2.26
6,Exit long,2026-02-10 07:48,Long SL/TP,50438,1,25270.5,-52.51,-0.21,7.49,0.03,-52.01,-0.21,173.03,1.73
6,Entry long,2026-02-10 07:21,Long,50541,1,25270.5,-52.51,-0.21,7.49,0.03,-52.01,-0.21,173.03,1.73
7,Exit long,2026-02-11 10:06,Long SL/TP,50161,1,25132,-52.5,-0.21,26.5,0.11,-52,-0.21,120.52,1.21
7,Entry long,2026-02-11 09:18,Long,50264,1,25132,-52.5,-0.21,26.5,0.11,-52,-0.21,120.52,1.21
8,Exit long,2026-02-12 07:21,Long SL/TP,50339,1,25229.5,-61.01,-0.24,4,0.02,-60.5,-0.24,59.51,0.60
8,Entry long,2026-02-12 07:15,Long,50459,1,25229.5,-61.01,-0.24,4,0.02,-60.5,-0.24,59.51,0.60
9,Exit short,2026-02-12 11:15,Short SL/TP,49739,1,24799,-71.49,-0.29,52.5,0.21,-71,-0.29,-11.98,-0.12
9,Entry short,2026-02-12 09:30,Short,49598,1,24799,-71.49,-0.29,52.5,0.21,-71,-0.29,-11.98,-0.12
10,Exit long,2026-02-13 11:27,Short,49680,1,24802,37.01,0.15,107,0.43,-34.5,-0.14,25.03,0.25
10,Entry long,2026-02-13 07:54,Long,49604,1,24802,37.01,0.15,107,0.43,-34.5,-0.14,25.03,0.25
11,Exit short,2026-02-13 11:57,Short SL/TP,49554,1,24840,62.01,0.25,62.5,0.25,-9.5,-0.04,87.04,0.87
11,Entry short,2026-02-13 11:27,Short,49680,1,24840,62.01,0.25,62.5,0.25,-9.5,-0.04,87.04,0.87
12,Exit long,2026-02-17 12:30,Long SL/TP,49609,1,24846,-42.49,-0.17,14.5,0.06,-42,-0.17,44.54,0.45
12,Entry long,2026-02-17 11:36,Long,49692,1,24846,-42.49,-0.17,14.5,0.06,-42,-0.17,44.54,0.45
13,Exit long,2026-02-20 12:48,Session End,49644,1,24806,15.01,0.06,28,0.11,-34.5,-0.14,59.55,0.60
13,Entry long,2026-02-20 11:33,Long,49612,1,24806,15.01,0.06,28,0.11,-34.5,-0.14,59.55,0.60
14,Exit short,2026-02-23 10:27,Short SL/TP,49040,1,24473.5,-47.48,-0.19,66.01,0.27,-46.99,-0.19,12.07,0.12
14,Entry short,2026-02-23 08:51,Short,48947,1,24473.5,-47.48,-0.19,66.01,0.27,-46.99,-0.19,12.07,0.12
15,Exit short,2026-02-23 12:48,Session End,48844,1,24420.5,-2.48,-0.01,19.01,0.08,-30.49,-0.12,9.59,0.10
15,Entry short,2026-02-23 12:09,Short,48841,1,24420.5,-2.48,-0.01,19.01,0.08,-30.49,-0.12,9.59,0.10
16,Exit long,2026-02-24 10:03,Long SL/TP,49321,1,24564,95.52,0.39,96.01,0.39,-24.49,-0.10,105.11,1.05
16,Entry long,2026-02-24 07:12,Long,49128,1,24564,95.52,0.39,96.01,0.39,-24.49,-0.10,105.11,1.05
