Trade #,Type,Date and time,Signal,Price JPY,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
40,Entry long,2025-12-17 08:00:00,[R001L 5A:40 bA:36 R:81 V:0.64 B:0.91 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],208.2,1000,208200,0.19,0.01,0.58,0.04,-0.07,0.00,72.15,7.22
41,Exit short,2025-12-18 16:00:00,[ExitS 5A:26 bA:30 R:40 V:2.94 B:0.18 M:- ST:D CH:8 CF:- MI:22 SK:20 PS:D SQ:0],208.3,1000,208600,1.79,0.13,2.73,0.20,-0.07,0.00,73.95,7.39
41,Entry short,2025-12-18 07:00:00,[R001S 5A:25 bA:38 R:55 V:0.71 B:0.52 M:- ST:D CH:19 CF:+ MI:56 SK:33 PS:D SQ:0],208.6,1000,208600,1.79,0.13,2.73,0.20,-0.07,0.00,73.95,7.39
42,Exit long,2025-12-21 14:00:00,[ExitL 5A:44 bA:76 R:78 V:0.25 B:0.83 M:- ST:U CH:8 CF:+ MI:94 SK:85 PS:U SQ:0],210.85,1000,210600,1.45,0.11,2.18,0.16,-0.07,0.00,75.4,7.54
42,Entry long,2025-12-19 10:00:00,[R001L 5A:38 bA:75 R:82 V:1.32 B:0.9 M:- ST:U CH:26 CF:+ MI:80 SK:100 PS:U SQ:0],210.6,1000,210600,1.45,0.11,2.18,0.16,-0.07,0.00,75.4,7.54
43,Exit short,2025-12-24 07:00:00,[ExitS 5A:26 bA:31 R:34 V:0.75 B:0.17 M:- ST:D CH:18 CF:- MI:54 SK:18 PS:D SQ:0],210.25,1000,210200,-0.45,-0.03,0,0.00,-0.39,-0.03,74.94,7.49
43,Entry short,2025-12-24 07:00:00,[R001S 5A:26 bA:30 R:25 V:0.81 B:-0.01 M:- ST:D CH:16 CF:- MI:44 SK:0 PS:D SQ:0],210.2,1000,210200,-0.45,-0.03,0,0.00,-0.39,-0.03,74.94,7.49
44,Exit long,2025-12-26 07:00:00,[ExitL 5A:28 bA:33 R:67 V:1.19 B:0.82 M:+ ST:U CH:8 CF:+ MI:92 SK:85 PS:U SQ:0],211.35,1000,211400,-0.46,-0.03,0,0.00,-0.39,-0.03,74.48,7.45
44,Entry long,2025-12-26 07:00:00,[R001L 5A:28 bA:33 R:76 V:0.92 B:0.99 M:+ ST:U CH:5 CF:+ MI:97 SK:100 PS:U SQ:0],211.4,1000,211400,-0.46,-0.03,0,0.00,-0.39,-0.03,74.48,7.45
45,Exit long,2026-01-05 23:00:00,[ExitL 5A:38 bA:54 R:77 V:2.11 B:0.8 M:+ ST:U CH:12 CF:+ MI:84 SK:85 PS:U SQ:0],211.9,1000,211550,2.1,0.16,2.81,0.21,-0.58,-0.04,76.59,7.66
45,Entry long,2026-01-05 12:00:00,[R001L 5A:31 bA:32 R:79 V:1.4 B:0.95 M:+ ST:U CH:3 CF:+ MI:100 SK:100 PS:U SQ:0],211.55,1000,211550,2.1,0.16,2.81,0.21,-0.58,-0.04,76.59,7.66
46,Exit long,2026-01-09 10:00:00,[ExitL 5A:39 bA:56 R:78 V:0.93 B:0.8 M:+ ST:U CH:10 CF:+ MI:94 SK:85 PS:U SQ:0],211.85,1000,211650,1.14,0.08,1.84,0.14,-0.07,0.00,77.73,7.77
46,Entry long,2026-01-09 06:00:00,[R001L 5A:40 bA:42 R:83 V:0.82 B:0.92 M:+ ST:U CH:4 CF:+ MI:100 SK:100 PS:U SQ:0],211.65,1000,211650,1.14,0.08,1.84,0.14,-0.07,0.00,77.73,7.77
47,Exit long,2026-01-12 15:00:00,[ExitL 5A:49 bA:73 R:78 V:0.55 B:0.81 M:+ ST:U CH:14 CF:+ MI:96 SK:83 PS:U SQ:0],212.85,1000,212750,0.5,0.04,1.26,0.09,-0.07,0.00,78.22,7.82
47,Entry long,2026-01-12 06:00:00,[R001L 5A:44 bA:67 R:85 V:1.47 B:0.93 M:+ ST:U CH:15 CF:+ MI:90 SK:100 PS:U SQ:0],212.75,1000,212750,0.5,0.04,1.26,0.09,-0.07,0.00,78.22,7.82
48,Exit short,2026-01-13 14:00:00,[ExitS 5A:25 bA:45 R:49 V:3.78 B:0.18 M:- ST:D CH:27 CF:+ MI:45 SK:25 PS:D SQ:0],213.7,1000,213750,0.18,0.01,0.68,0.05,-0.07,0.00,78.4,7.84
48,Entry short,2026-01-13 07:00:00,[R001S 5A:36 bA:53 R:48 V:0.61 B:0.01 M:- ST:D CH:27 CF:+ MI:37 SK:0 PS:D SQ:0],213.75,1000,213750,0.18,0.01,0.68,0.05,-0.07,0.00,78.4,7.84
49,Exit short,2026-01-14 10:00:00,[ExitS 5A:42 bA:61 R:21 V:1.57 B:0.2 M:- ST:D CH:5 CF:- MI:13 SK:15 PS:D SQ:0],212.7,1000,213050,2.07,0.15,2.76,0.21,-0.07,0.00,80.47,8.05
49,Entry short,2026-01-14 06:00:00,[R001S 5A:26 bA:43 R:18 V:0.67 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0],213.05,1000,213050,2.07,0.15,2.76,0.21,-0.07,0.00,80.47,8.05
50,Exit short,2026-01-15 20:00:00,[ExitS 5A:48 bA:60 R:21 V:0.45 B:0.2 M:- ST:D CH:8 CF:- MI:3 SK:15 PS:D SQ:0],211.85,1000,212450,3.65,0.27,4.34,0.32,-0.07,0.00,84.12,8.41
50,Entry short,2026-01-15 06:00:00,[R001S 5A:30 bA:30 R:24 V:1.33 B:0.05 M:- ST:D CH:4 CF:- MI:0 SK:0 PS:D SQ:0],212.45,1000,212450,3.65,0.27,4.34,0.32,-0.07,0.00,84.12,8.41
