Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
148,Exit long,2025-03-14 17:00:00,Trail,41400,1,20655,43.1,0.21,81.05,0.39,-0.95,0.00,9363.8,93.64
148,Entry long,2025-03-14 14:00:00,Long,41310,1,20655,43.1,0.21,81.05,0.39,-0.95,0.00,9363.8,93.64
149,Exit long,2025-03-17 19:00:00,Trail,41940,1,20865,103.1,0.49,134.05,0.64,-0.95,0.00,9466.9,94.67
149,Entry long,2025-03-17 16:00:00,Long,41730,1,20865,103.1,0.49,134.05,0.64,-0.95,0.00,9466.9,94.67
150,Exit short,2025-03-21 14:00:00,Trail,41940,1,21060,88.1,0.42,119.05,0.57,-0.95,0.00,9555,95.55
150,Entry short,2025-03-21 12:00:00,Short,42120,1,21060,88.1,0.42,119.05,0.57,-0.95,0.00,9555,95.55
151,Exit short,2025-03-26 19:00:00,Trail,42720,1,21330,-31.9,-0.15,0,0.00,-30.95,-0.15,9523.1,95.23
151,Entry short,2025-03-26 18:00:00,Short,42660,1,21330,-31.9,-0.15,0,0.00,-30.95,-0.15,9523.1,95.23
152,Exit short,2025-03-31 13:00:00,Trail,41640,1,21120,298.1,1.41,332.55,1.57,-0.95,0.00,9821.2,98.21
152,Entry short,2025-03-28 14:00:00,Short,42240,1,21120,298.1,1.41,332.55,1.57,-0.95,0.00,9821.2,98.21
153,Exit long,2025-04-02 17:00:00,Trail,42450,1,21195,28.1,0.13,59.05,0.28,-0.95,0.00,9849.3,98.49
153,Entry long,2025-04-02 16:00:00,Long,42390,1,21195,28.1,0.13,59.05,0.28,-0.95,0.00,9849.3,98.49
154,Exit short,2025-04-03 00:00:00,Trail,41550,1,21030,253.1,1.20,284.05,1.35,-0.95,0.00,10102.4,101.02
154,Entry short,2025-04-02 20:00:00,Short,42060,1,21030,253.1,1.20,284.05,1.35,-0.95,0.00,10102.4,101.02
155,Exit short,2025-04-03 15:00:00,Trail,40950,1,20640,163.1,0.79,194.05,0.94,-0.95,0.00,10265.5,102.66
155,Entry short,2025-04-03 12:00:00,Short,41280,1,20640,163.1,0.79,194.05,0.94,-0.95,0.00,10265.5,102.66
156,Exit long,2025-04-07 15:00:00,Trail,38160,1,19005,73.1,0.38,104.05,0.55,-0.95,0.00,10338.6,103.39
