Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
100,Entry long,2024-11-29 09:00:00,Long,96600,0.001,96.6,0.74,0.77,0.75,0.77,-0.004,0.00,30.25,3.02
101,Exit long,2024-12-02 00:00:00,TP,97800,0.001,97.05,0.74,0.76,0.75,0.77,-0.2,-0.21,30.99,3.10
101,Entry long,2024-12-01 07:00:00,Long,97050,0.001,97.05,0.74,0.76,0.75,0.77,-0.2,-0.21,30.99,3.10
102,Exit long,2024-12-02 15:00:00,SL,96750,0.001,97.05,-0.31,-0.32,0,0.00,-0.3,-0.31,30.68,3.07
102,Entry long,2024-12-02 14:00:00,Long,97050,0.001,97.05,-0.31,-0.32,0,0.00,-0.3,-0.31,30.68,3.07
103,Exit long,2024-12-04 04:00:00,TP,96450,0.001,95.7,0.74,0.77,0.75,0.78,-0.25,-0.26,31.42,3.14
103,Entry long,2024-12-03 16:00:00,Long,95700,0.001,95.7,0.74,0.77,0.75,0.78,-0.25,-0.26,31.42,3.14
104,Exit long,2024-12-04 18:00:00,TP,96750,0.001,96,0.74,0.77,0.75,0.78,-0.004,0.00,32.16,3.22
104,Entry long,2024-12-04 17:00:00,Long,96000,0.001,96,0.74,0.77,0.75,0.78,-0.004,0.00,32.16,3.22
105,Exit long,2024-12-05 01:00:00,TP,99900,0.001,99.15,0.74,0.75,0.75,0.75,-0.005,0.00,32.91,3.29
105,Entry long,2024-12-05 01:00:00,Long,99150,0.001,99.15,0.74,0.75,0.75,0.75,-0.005,0.00,32.91,3.29
106,Exit long,2024-12-05 14:00:00,SL,103050,0.001,103.35,-0.31,-0.30,0.15,0.14,-0.3,-0.29,32.6,3.26
106,Entry long,2024-12-05 13:00:00,Long,103350,0.001,103.35,-0.31,-0.30,0.15,0.14,-0.3,-0.29,32.6,3.26
107,Exit long,2024-12-06 15:00:00,SL,99150,0.001,99.45,-0.31,-0.31,0,0.00,-0.3,-0.31,32.29,3.23
107,Entry long,2024-12-06 13:00:00,Long,99450,0.001,99.45,-0.31,-0.31,0,0.00,-0.3,-0.31,32.29,3.23
108,Exit long,2024-12-07 20:00:00,SL,100050,0.001,100.35,-0.31,-0.31,0,0.00,-0.3,-0.30,31.98,3.20
108,Entry long,2024-12-07 19:00:00,Long,100350,0.001,100.35,-0.31,-0.31,0,0.00,-0.3,-0.30,31.98,3.20
109,Exit long,2024-12-08 17:00:00,SL,99750,0.001,100.05,-0.31,-0.31,0.3,0.30,-0.3,-0.30,31.67,3.17
109,Entry long,2024-12-08 12:00:00,Long,100050,0.001,100.05,-0.31,-0.31,0.3,0.30,-0.3,-0.30,31.67,3.17
110,Exit long,2024-12-09 14:00:00,SL,99900,0.001,100.2,-0.31,-0.31,0,0.00,-0.3,-0.30,31.36,3.14
110,Entry long,2024-12-09 13:00:00,Long,100200,0.001,100.2,-0.31,-0.31,0,0.00,-0.3,-0.30,31.36,3.14
111,Exit long,2024-12-11 00:00:00,SL,96300,0.001,96.6,-0.31,-0.32,0.33,0.34,-0.3,-0.32,31.05,3.11
111,Entry long,2024-12-10 20:00:00,Long,96600,0.001,96.6,-0.31,-0.32,0.33,0.34,-0.3,-0.32,31.05,3.11
112,Exit long,2024-12-11 05:00:00,TP,97650,0.001,96.9,0.74,0.76,0.75,0.77,-0.004,0.00,31.79,3.18
112,Entry long,2024-12-11 01:00:00,Long,96900,0.001,96.9,0.74,0.76,0.75,0.77,-0.004,0.00,31.79,3.18
113,Exit long,2024-12-11 20:00:00,TP,101400,0.001,100.65,0.74,0.74,0.75,0.74,-0.005,0.00,32.53,3.25
113,Entry long,2024-12-11 18:00:00,Long,100650,0.001,100.65,0.74,0.74,0.75,0.74,-0.005,0.00,32.53,3.25
114,Exit long,2024-12-14 11:00:00,SL,101400,0.001,101.7,-0.31,-0.30,0.45,0.44,-0.3,-0.30,32.22,3.22
114,Entry long,2024-12-14 00:00:00,Long,101700,0.001,101.7,-0.31,-0.30,0.45,0.44,-0.3,-0.30,32.22,3.22
115,Exit long,2024-12-15 10:00:00,TP,102450,0.001,101.7,0.74,0.73,0.75,0.73,-0.005,0.00,32.96,3.30
115,Entry long,2024-12-15 00:00:00,Long,101700,0.001,101.7,0.74,0.73,0.75,0.73,-0.005,0.00,32.96,3.30
116,Exit long,2024-12-16 14:00:00,TP,105450,0.001,104.7,0.74,0.71,0.75,0.71,-0.005,0.00,33.7,3.37
116,Entry long,2024-12-16 13:00:00,Long,104700,0.001,104.7,0.74,0.71,0.75,0.71,-0.005,0.00,33.7,3.37
117,Exit long,2024-12-17 13:00:00,TP,107850,0.001,107.1,0.74,0.69,0.75,0.70,-0.15,-0.14,34.44,3.44
117,Entry long,2024-12-17 07:00:00,Long,107100,0.001,107.1,0.74,0.69,0.75,0.70,-0.15,-0.14,34.44,3.44
118,Exit long,2024-12-19 09:00:00,TP,102150,0.001,101.4,0.74,0.73,0.75,0.74,-0.005,0.00,35.18,3.52
118,Entry long,2024-12-19 06:00:00,Long,101400,0.001,101.4,0.74,0.73,0.75,0.74,-0.005,0.00,35.18,3.52
119,Exit long,2024-12-20 13:00:00,TP,95400,0.001,94.65,0.74,0.78,0.75,0.79,-0.004,0.00,35.93,3.59
119,Entry long,2024-12-20 12:00:00,Long,94650,0.001,94.65,0.74,0.78,0.75,0.79,-0.004,0.00,35.93,3.59
120,Exit long,2024-12-23 23:00:00,SL,94500,0.001,94.8,-0.31,-0.33,0.15,0.15,-0.3,-0.32,35.62,3.56
120,Entry long,2024-12-23 21:00:00,Long,94800,0.001,94.8,-0.31,-0.33,0.15,0.15,-0.3,-0.32,35.62,3.56
121,Exit long,2024-12-24 12:00:00,TP,95550,0.001,94.8,0.74,0.78,0.75,0.79,-0.004,0.00,36.36,3.64
121,Entry long,2024-12-24 12:00:00,Long,94800,0.001,94.8,0.74,0.78,0.75,0.79,-0.004,0.00,36.36,3.64
122,Exit long,2024-12-25 00:00:00,SL,98250,0.001,98.55,-0.31,-0.31,0.15,0.15,-0.3,-0.31,36.05,3.60
122,Entry long,2024-12-24 21:00:00,Long,98550,0.001,98.55,-0.31,-0.31,0.15,0.15,-0.3,-0.31,36.05,3.60
123,Exit long,2024-12-30 20:00:00,SL,93450,0.001,93.75,-0.31,-0.33,0.6,0.64,-0.3,-0.32,35.74,3.57
123,Entry long,2024-12-30 17:00:00,Long,93750,0.001,93.75,-0.31,-0.33,0.6,0.64,-0.3,-0.32,35.74,3.57
124,Exit long,2024-12-31 12:00:00,TP,94500,0.001,93.75,0.74,0.79,0.75,0.80,-0.004,0.00,36.48,3.65
124,Entry long,2024-12-31 07:00:00,Long,93750,0.001,93.75,0.74,0.79,0.75,0.80,-0.004,0.00,36.48,3.65
125,Exit long,2025-01-02 06:00:00,TP,95550,0.001,94.8,0.74,0.78,0.75,0.79,-0.004,0.00,37.22,3.72
125,Entry long,2025-01-01 23:00:00,Long,94800,0.001,94.8,0.74,0.78,0.75,0.79,-0.004,0.00,37.22,3.72
126,Exit long,2025-01-03 16:00:00,TP,97800,0.001,97.05,0.74,0.76,0.75,0.77,-0.004,0.00,37.96,3.80
126,Entry long,2025-01-03 14:00:00,Long,97050,0.001,97.05,0.74,0.76,0.75,0.77,-0.004,0.00,37.96,3.80
127,Exit long,2025-01-05 07:00:00,SL,98100,0.001,98.4,-0.31,-0.31,0.15,0.15,-0.3,-0.31,37.65,3.77
127,Entry long,2025-01-04 19:00:00,Long,98400,0.001,98.4,-0.31,-0.31,0.15,0.15,-0.3,-0.31,37.65,3.77
128,Exit long,2025-01-05 23:00:00,SL,98250,0.001,98.55,-0.31,-0.31,0,0.00,-0.3,-0.31,37.35,3.73
128,Entry long,2025-01-05 21:00:00,Long,98550,0.001,98.55,-0.31,-0.31,0,0.00,-0.3,-0.31,37.35,3.73
129,Exit long,2025-01-07 09:00:00,SL,101550,0.001,101.85,-0.31,-0.30,0.3,0.29,-0.3,-0.30,37.04,3.70
129,Entry long,2025-01-06 20:00:00,Long,101850,0.001,101.85,-0.31,-0.30,0.3,0.29,-0.3,-0.30,37.04,3.70
130,Exit long,2025-01-09 01:00:00,SL,94800,0.001,95.1,-0.31,-0.32,0.15,0.15,-0.3,-0.32,36.73,3.67
130,Entry long,2025-01-08 21:00:00,Long,95100,0.001,95.1,-0.31,-0.32,0.15,0.15,-0.3,-0.32,36.73,3.67
131,Exit long,2025-01-09 16:00:00,SL,93600,0.001,93.9,-0.31,-0.33,0.35,0.37,-0.3,-0.32,36.42,3.64
131,Entry long,2025-01-09 14:00:00,Long,93900,0.001,93.9,-0.31,-0.33,0.35,0.37,-0.3,-0.32,36.42,3.64
132,Exit long,2025-01-10 07:00:00,TP,94650,0.001,93.9,0.74,0.79,0.75,0.79,-0.004,0.00,37.16,3.72
132,Entry long,2025-01-10 04:00:00,Long,93900,0.001,93.9,0.74,0.79,0.75,0.79,-0.004,0.00,37.16,3.72
133,Exit long,2025-01-10 16:00:00,TP,95400,0.001,94.65,0.74,0.78,0.75,0.79,-0.004,0.00,37.9,3.79
133,Entry long,2025-01-10 16:00:00,Long,94650,0.001,94.65,0.74,0.78,0.75,0.79,-0.004,0.00,37.9,3.79
134,Exit long,2025-01-12 18:00:00,SL,94650,0.001,94.95,-0.31,-0.33,0.15,0.15,-0.3,-0.32,37.59,3.76
134,Entry long,2025-01-12 14:00:00,Long,94950,0.001,94.95,-0.31,-0.33,0.15,0.15,-0.3,-0.32,37.59,3.76
135,Exit long,2025-01-13 00:00:00,SL,94650,0.001,94.95,-0.31,-0.33,0.3,0.31,-0.3,-0.32,37.28,3.73
135,Entry long,2025-01-12 23:00:00,Long,94950,0.001,94.95,-0.31,-0.33,0.3,0.31,-0.3,-0.32,37.28,3.73
136,Exit long,2025-01-13 20:00:00,TP,93900,0.001,93.15,0.74,0.80,0.75,0.80,-0.004,0.00,38.03,3.80
136,Entry long,2025-01-13 19:00:00,Long,93150,0.001,93.15,0.74,0.80,0.75,0.80,-0.004,0.00,38.03,3.80
137,Exit long,2025-01-14 20:00:00,SL,96450,0.001,96.75,-0.31,-0.32,0,0.00,-0.3,-0.31,37.72,3.77
137,Entry long,2025-01-14 17:00:00,Long,96750,0.001,96.75,-0.31,-0.32,0,0.00,-0.3,-0.31,37.72,3.77
138,Exit long,2025-01-15 18:00:00,TP,99450,0.001,98.7,0.74,0.75,0.75,0.76,-0.005,0.00,38.46,3.85
138,Entry long,2025-01-15 12:00:00,Long,98700,0.001,98.7,0.74,0.75,0.75,0.76,-0.005,0.00,38.46,3.85
139,Exit long,2025-01-17 00:00:00,TP,100500,0.001,99.75,0.74,0.74,0.75,0.75,-0.21,-0.21,39.2,3.92
139,Entry long,2025-01-16 16:00:00,Long,99750,0.001,99.75,0.74,0.74,0.75,0.75,-0.21,-0.21,39.2,3.92
140,Exit long,2025-01-17 00:00:00,TP,101550,0.001,100.8,0.74,0.73,0.75,0.74,-0.005,0.00,39.94,3.99
140,Entry long,2025-01-17 00:00:00,Long,100800,0.001,100.8,0.74,0.73,0.75,0.74,-0.005,0.00,39.94,3.99
141,Exit long,2025-01-17 18:00:00,TP,105750,0.001,105,0.74,0.71,0.75,0.71,-0.005,0.00,40.68,4.07
141,Entry long,2025-01-17 18:00:00,Long,105000,0.001,105,0.74,0.71,0.75,0.71,-0.005,0.00,40.68,4.07
142,Exit long,2025-01-19 07:00:00,SL,104550,0.001,104.85,-0.31,-0.30,0.45,0.42,-0.3,-0.29,40.37,4.04
142,Entry long,2025-01-19 02:00:00,Long,104850,0.001,104.85,-0.31,-0.30,0.45,0.42,-0.3,-0.29,40.37,4.04
143,Exit long,2025-01-20 05:00:00,TP,102450,0.001,101.7,0.74,0.73,0.75,0.73,-0.005,0.00,41.11,4.11
143,Entry long,2025-01-20 01:00:00,Long,101700,0.001,101.7,0.74,0.73,0.75,0.73,-0.005,0.00,41.11,4.11
144,Exit long,2025-01-21 10:00:00,TP,103650,0.001,102.9,0.74,0.72,0.75,0.72,-0.005,0.00,41.85,4.19
144,Entry long,2025-01-21 09:00:00,Long,102900,0.001,102.9,0.74,0.72,0.75,0.72,-0.005,0.00,41.85,4.19
145,Exit long,2025-01-21 16:00:00,TP,105150,0.001,104.4,0.74,0.71,0.75,0.71,-0.005,0.00,42.59,4.26
145,Entry long,2025-01-21 15:00:00,Long,104400,0.001,104.4,0.74,0.71,0.75,0.71,-0.005,0.00,42.59,4.26
146,Exit long,2025-01-23 13:00:00,TP,104550,0.001,103.8,0.74,0.71,0.75,0.72,-0.005,0.00,43.33,4.33
146,Entry long,2025-01-23 13:00:00,Long,103800,0.001,103.8,0.74,0.71,0.75,0.72,-0.005,0.00,43.33,4.33
147,Exit long,2025-01-24 13:00:00,TP,105600,0.001,104.85,0.74,0.71,0.75,0.71,-0.005,0.00,44.07,4.41
147,Entry long,2025-01-24 04:00:00,Long,104850,0.001,104.85,0.74,0.71,0.75,0.71,-0.005,0.00,44.07,4.41
148,Exit long,2025-01-24 19:00:00,SL,105750,0.001,106.05,-0.31,-0.29,0.3,0.28,-0.3,-0.29,43.76,4.38
148,Entry long,2025-01-24 16:00:00,Long,106050,0.001,106.05,-0.31,-0.29,0.3,0.28,-0.3,-0.29,43.76,4.38
149,Exit long,2025-01-27 13:00:00,TP,101100,0.001,100.35,0.74,0.74,0.75,0.74,-0.005,0.00,44.5,4.45
149,Entry long,2025-01-27 11:00:00,Long,100350,0.001,100.35,0.74,0.74,0.75,0.74,-0.005,0.00,44.5,4.45
150,Exit long,2025-01-27 22:00:00,TP,101850,0.001,101.1,0.74,0.73,0.75,0.74,-0.005,0.00,45.24,4.52
150,Entry long,2025-01-27 19:00:00,Long,101100,0.001,101.1,0.74,0.73,0.75,0.74,-0.005,0.00,45.24,4.52
151,Exit long,2025-01-28 19:00:00,SL,102150,0.001,102.45,-0.31,-0.30,0.58,0.57,-0.3,-0.30,44.93,4.49
151,Entry long,2025-01-28 02:00:00,Long,102450,0.001,102.45,-0.31,-0.30,0.58,0.57,-0.3,-0.30,44.93,4.49
152,Exit long,2025-01-29 12:00:00,SL,102000,0.001,102.3,-0.31,-0.30,0.45,0.44,-0.3,-0.30,44.62,4.46
152,Entry long,2025-01-29 05:00:00,Long,102300,0.001,102.3,-0.31,-0.30,0.45,0.44,-0.3,-0.30,44.62,4.46
153,Exit long,2025-01-29 18:00:00,TP,103500,0.001,102.75,0.74,0.72,0.75,0.73,-0.005,0.00,45.37,4.54
153,Entry long,2025-01-29 17:00:00,Long,102750,0.001,102.75,0.74,0.72,0.75,0.73,-0.005,0.00,45.37,4.54
154,Exit long,2025-02-03 06:00:00,TP,95400,0.001,94.65,0.74,0.78,0.75,0.79,-0.004,0.00,46.11,4.61
154,Entry long,2025-02-03 06:00:00,Long,94650,0.001,94.65,0.74,0.78,0.75,0.79,-0.004,0.00,46.11,4.61
155,Exit long,2025-02-03 13:00:00,TP,96450,0.001,95.7,0.74,0.77,0.75,0.78,-0.004,0.00,46.85,4.68
155,Entry long,2025-02-03 13:00:00,Long,95700,0.001,95.7,0.74,0.77,0.75,0.78,-0.004,0.00,46.85,4.68
156,Exit long,2025-02-06 09:00:00,TP,99000,0.001,98.25,0.74,0.75,0.75,0.76,-0.09,-0.09,47.59,4.76
156,Entry long,2025-02-06 05:00:00,Long,98250,0.001,98.25,0.74,0.75,0.75,0.76,-0.09,-0.09,47.59,4.76
157,Exit long,2025-02-07 13:00:00,TP,99150,0.001,98.4,0.74,0.75,0.75,0.76,-0.005,0.00,48.33,4.83
157,Entry long,2025-02-07 12:00:00,Long,98400,0.001,98.4,0.74,0.75,0.75,0.76,-0.005,0.00,48.33,4.83
158,Exit long,2025-02-10 12:00:00,TP,98100,0.001,97.35,0.74,0.76,0.75,0.77,-0.004,0.00,49.07,4.91
158,Entry long,2025-02-10 06:00:00,Long,97350,0.001,97.35,0.74,0.76,0.75,0.77,-0.004,0.00,49.07,4.91
159,Exit long,2025-02-12 21:00:00,TP,97800,0.001,97.05,0.74,0.76,0.75,0.77,-0.02,-0.02,49.81,4.98
159,Entry long,2025-02-12 16:00:00,Long,97050,0.001,97.05,0.74,0.76,0.75,0.77,-0.02,-0.02,49.81,4.98
160,Exit long,2025-02-13 01:00:00,SL,97650,0.001,97.95,-0.31,-0.32,0,0.00,-0.3,-0.31,49.5,4.95
160,Entry long,2025-02-13 00:00:00,Long,97950,0.001,97.95,-0.31,-0.32,0,0.00,-0.3,-0.31,49.5,4.95
161,Exit long,2025-02-14 16:00:00,TP,97950,0.001,97.2,0.74,0.76,0.75,0.77,-0.27,-0.28,50.24,5.02
161,Entry long,2025-02-14 13:00:00,Long,97200,0.001,97.2,0.74,0.76,0.75,0.77,-0.27,-0.28,50.24,5.02
162,Exit long,2025-02-19 13:00:00,SL,95850,0.001,96.15,-0.31,-0.32,0.15,0.15,-0.3,-0.32,49.93,4.99
162,Entry long,2025-02-19 09:00:00,Long,96150,0.001,96.15,-0.31,-0.32,0.15,0.15,-0.3,-0.32,49.93,4.99
163,Exit long,2025-02-26 11:00:00,SL,88200,0.001,88.5,-0.31,-0.35,0.6,0.67,-0.3,-0.34,49.63,4.96
163,Entry long,2025-02-26 00:00:00,Long,88500,0.001,88.5,-0.31,-0.35,0.6,0.67,-0.3,-0.34,49.63,4.96
164,Exit long,2025-02-27 09:00:00,TP,86850,0.001,86.1,0.74,0.86,0.75,0.87,-0.004,0.00,50.37,5.04
164,Entry long,2025-02-27 05:00:00,Long,86100,0.001,86.1,0.74,0.86,0.75,0.87,-0.004,0.00,50.37,5.04
165,Exit long,2025-02-28 13:00:00,TP,81750,0.001,81,0.74,0.92,0.75,0.92,-0.004,0.00,51.11,5.11
165,Entry long,2025-02-28 12:00:00,Long,81000,0.001,81,0.74,0.92,0.75,0.92,-0.004,0.00,51.11,5.11
166,Exit long,2025-03-02 13:00:00,SL,85350,0.001,85.65,-0.31,-0.36,0.6,0.70,-0.3,-0.35,50.8,5.08
166,Entry long,2025-03-01 20:00:00,Long,85650,0.001,85.65,-0.31,-0.36,0.6,0.70,-0.3,-0.35,50.8,5.08
167,Exit long,2025-03-02 14:00:00,TP,86850,0.001,86.1,0.74,0.86,0.75,0.87,-0.004,0.00,51.55,5.15
167,Entry long,2025-03-02 14:00:00,Long,86100,0.001,86.1,0.74,0.86,0.75,0.87,-0.004,0.00,51.55,5.15
168,Exit long,2025-03-03 13:00:00,SL,92850,0.001,93.15,-0.31,-0.33,0,0.00,-0.3,-0.33,51.24,5.12
168,Entry long,2025-03-03 13:00:00,Long,93150,0.001,93.15,-0.31,-0.33,0,0.00,-0.3,-0.33,51.24,5.12
169,Exit long,2025-03-04 16:00:00,TP,85050,0.001,84.3,0.74,0.88,0.75,0.89,-0.004,0.00,51.98,5.20
169,Entry long,2025-03-04 16:00:00,Long,84300,0.001,84.3,0.74,0.88,0.75,0.89,-0.004,0.00,51.98,5.20
170,Exit long,2025-03-05 09:00:00,TP,88650,0.001,87.9,0.74,0.84,0.75,0.85,-0.004,0.00,52.72,5.27
170,Entry long,2025-03-05 08:00:00,Long,87900,0.001,87.9,0.74,0.84,0.75,0.85,-0.004,0.00,52.72,5.27
171,Exit long,2025-03-06 00:00:00,TP,90900,0.001,90.15,0.74,0.82,0.75,0.83,-0.004,0.00,53.46,5.35
171,Entry long,2025-03-05 19:00:00,Long,90150,0.001,90.15,0.74,0.82,0.75,0.83,-0.004,0.00,53.46,5.35
172,Exit long,2025-03-06 01:00:00,TP,91650,0.001,90.9,0.74,0.82,0.75,0.82,-0.004,0.00,54.2,5.42
172,Entry long,2025-03-06 00:00:00,Long,90900,0.001,90.9,0.74,0.82,0.75,0.82,-0.004,0.00,54.2,5.42
173,Exit long,2025-03-07 01:00:00,SL,87300,0.001,87.6,-0.31,-0.35,0.6,0.68,-0.3,-0.35,53.9,5.39
173,Entry long,2025-03-07 00:00:00,Long,87600,0.001,87.6,-0.31,-0.35,0.6,0.68,-0.3,-0.35,53.9,5.39
174,Exit long,2025-03-07 08:00:00,TP,88950,0.001,88.2,0.74,0.84,0.75,0.85,-0.004,0.00,54.64,5.46
174,Entry long,2025-03-07 04:00:00,Long,88200,0.001,88.2,0.74,0.84,0.75,0.85,-0.004,0.00,54.64,5.46
175,Exit long,2025-03-10 08:00:00,SL,82050,0.001,82.35,-0.31,-0.37,0.3,0.36,-0.3,-0.37,54.33,5.43
175,Entry long,2025-03-10 04:00:00,Long,82350,0.001,82.35,-0.31,-0.37,0.3,0.36,-0.3,-0.37,54.33,5.43
176,Exit long,2025-03-10 11:00:00,TP,83250,0.001,82.5,0.74,0.90,0.75,0.90,-0.004,0.00,55.07,5.51
176,Entry long,2025-03-10 11:00:00,Long,82500,0.001,82.5,0.74,0.90,0.75,0.90,-0.004,0.00,55.07,5.51
177,Exit long,2025-03-11 05:00:00,TP,80100,0.001,79.35,0.74,0.94,0.75,0.94,-0.004,0.00,55.82,5.58
177,Entry long,2025-03-11 03:00:00,Long,79350,0.001,79.35,0.74,0.94,0.75,0.94,-0.004,0.00,55.82,5.58
178,Exit long,2025-03-11 18:00:00,TP,81450,0.001,80.7,0.74,0.92,0.75,0.92,-0.004,0.00,56.56,5.66
178,Entry long,2025-03-11 15:00:00,Long,80700,0.001,80.7,0.74,0.92,0.75,0.92,-0.004,0.00,56.56,5.66
179,Exit long,2025-03-12 12:00:00,TP,84000,0.001,83.25,0.74,0.89,0.75,0.90,-0.004,0.00,57.3,5.73
179,Entry long,2025-03-12 12:00:00,Long,83250,0.001,83.25,0.74,0.89,0.75,0.90,-0.004,0.00,57.3,5.73
180,Exit long,2025-03-13 05:00:00,SL,83250,0.001,83.55,-0.31,-0.37,0.3,0.35,-0.3,-0.36,56.99,5.70
180,Entry long,2025-03-12 22:00:00,Long,83550,0.001,83.55,-0.31,-0.37,0.3,0.35,-0.3,-0.36,56.99,5.70
181,Exit long,2025-03-14 10:00:00,TP,82950,0.001,82.2,0.74,0.90,0.75,0.91,-0.004,0.00,57.74,5.77
181,Entry long,2025-03-14 08:00:00,Long,82200,0.001,82.2,0.74,0.90,0.75,0.91,-0.004,0.00,57.74,5.77
182,Exit long,2025-03-16 19:00:00,SL,83250,0.001,83.55,-0.31,-0.37,0.3,0.35,-0.3,-0.36,57.43,5.74
182,Entry long,2025-03-16 16:00:00,Long,83550,0.001,83.55,-0.31,-0.37,0.3,0.35,-0.3,-0.36,57.43,5.74
183,Exit long,2025-03-17 18:00:00,TP,84300,0.001,83.55,0.74,0.89,0.75,0.89,-0.004,0.00,58.17,5.82
183,Entry long,2025-03-17 17:00:00,Long,83550,0.001,83.55,0.74,0.89,0.75,0.89,-0.004,0.00,58.17,5.82
184,Exit long,2025-03-19 14:00:00,TP,84150,0.001,83.4,0.74,0.89,0.75,0.89,-0.004,0.00,58.91,5.89
184,Entry long,2025-03-19 08:00:00,Long,83400,0.001,83.4,0.74,0.89,0.75,0.89,-0.004,0.00,58.91,5.89
185,Exit long,2025-03-24 03:00:00,TP,86250,0.001,85.5,0.74,0.87,0.75,0.87,-0.004,0.00,59.65,5.97
185,Entry long,2025-03-23 23:00:00,Long,85500,0.001,85.5,0.74,0.87,0.75,0.87,-0.004,0.00,59.65,5.97
186,Exit long,2025-03-24 08:00:00,TP,87300,0.001,86.55,0.74,0.86,0.75,0.86,-0.004,0.00,60.4,6.04
186,Entry long,2025-03-24 04:00:00,Long,86550,0.001,86.55,0.74,0.86,0.75,0.86,-0.004,0.00,60.4,6.04
187,Exit long,2025-03-24 20:00:00,SL,88050,0.001,88.35,-0.31,-0.35,0.15,0.17,-0.3,-0.34,60.09,6.01
187,Entry long,2025-03-24 17:00:00,Long,88350,0.001,88.35,-0.31,-0.35,0.15,0.17,-0.3,-0.34,60.09,6.01
188,Exit long,2025-03-26 10:00:00,TP,88200,0.001,87.45,0.74,0.85,0.75,0.85,-0.15,-0.18,60.83,6.08
188,Entry long,2025-03-25 13:00:00,Long,87450,0.001,87.45,0.74,0.85,0.75,0.85,-0.15,-0.18,60.83,6.08
189,Exit long,2025-03-31 19:00:00,SL,82500,0.001,82.8,-0.31,-0.37,0.6,0.72,-0.3,-0.37,60.52,6.05
189,Entry long,2025-03-31 14:00:00,Long,82800,0.001,82.8,-0.31,-0.37,0.6,0.72,-0.3,-0.37,60.52,6.05
190,Exit long,2025-04-02 11:00:00,SL,84600,0.001,84.9,-0.31,-0.36,0,0.00,-0.3,-0.36,60.21,6.02
190,Entry long,2025-04-02 09:00:00,Long,84900,0.001,84.9,-0.31,-0.36,0,0.00,-0.3,-0.36,60.21,6.02
191,Exit long,2025-04-04 08:00:00,TP,84300,0.001,83.55,0.74,0.89,0.75,0.89,-0.004,0.00,60.96,6.10
191,Entry long,2025-04-04 07:00:00,Long,83550,0.001,83.55,0.74,0.89,0.75,0.89,-0.004,0.00,60.96,6.10
192,Exit long,2025-04-04 17:00:00,TP,84300,0.001,83.55,0.74,0.89,0.75,0.89,-0.004,0.00,61.7,6.17
192,Entry long,2025-04-04 17:00:00,Long,83550,0.001,83.55,0.74,0.89,0.75,0.89,-0.004,0.00,61.7,6.17
193,Exit long,2025-04-07 13:00:00,TP,77250,0.001,76.5,0.74,0.97,0.75,0.98,-0.004,0.00,62.44,6.24
193,Entry long,2025-04-07 10:00:00,Long,76500,0.001,76.5,0.74,0.97,0.75,0.98,-0.004,0.00,62.44,6.24
194,Exit long,2025-04-07 19:00:00,SL,78450,0.001,78.75,-0.31,-0.39,0.3,0.38,-0.3,-0.39,62.13,6.21
194,Entry long,2025-04-07 17:00:00,Long,78750,0.001,78.75,-0.31,-0.39,0.3,0.38,-0.3,-0.39,62.13,6.21
195,Exit long,2025-04-07 22:00:00,TP,79650,0.001,78.9,0.74,0.94,0.75,0.95,-0.004,0.00,62.88,6.29
195,Entry long,2025-04-07 20:00:00,Long,78900,0.001,78.9,0.74,0.94,0.75,0.95,-0.004,0.00,62.88,6.29
196,Exit long,2025-04-09 11:00:00,SL,76950,0.001,77.25,-0.31,-0.40,0.3,0.38,-0.3,-0.39,62.57,6.26
196,Entry long,2025-04-09 07:00:00,Long,77250,0.001,77.25,-0.31,-0.40,0.3,0.38,-0.3,-0.39,62.57,6.26
197,Exit long,2025-04-09 14:00:00,SL,77100,0.001,77.4,-0.31,-0.40,0.15,0.19,-0.3,-0.39,62.26,6.23
197,Entry long,2025-04-09 13:00:00,Long,77400,0.001,77.4,-0.31,-0.40,0.15,0.19,-0.3,-0.39,62.26,6.23
198,Exit long,2025-04-09 23:00:00,SL,82650,0.001,82.95,-0.31,-0.37,0.3,0.36,-0.3,-0.37,61.96,6.20
198,Entry long,2025-04-09 20:00:00,Long,82950,0.001,82.95,-0.31,-0.37,0.3,0.36,-0.3,-0.37,61.96,6.20
199,Exit long,2025-04-11 09:00:00,TP,81900,0.001,81.15,0.74,0.91,0.75,0.92,-0.004,0.00,62.7,6.27
199,Entry long,2025-04-11 07:00:00,Long,81150,0.001,81.15,0.74,0.91,0.75,0.92,-0.004,0.00,62.7,6.27
200,Exit long,2025-04-11 17:00:00,TP,83550,0.001,82.8,0.74,0.90,0.75,0.90,-0.004,0.00,63.44,6.34
200,Entry long,2025-04-11 17:00:00,Long,82800,0.001,82.8,0.74,0.90,0.75,0.90,-0.004,0.00,63.44,6.34
201,Exit long,2025-04-12 14:00:00,TP,84450,0.001,83.7,0.74,0.89,0.75,0.89,-0.004,0.00,64.18,6.42
201,Entry long,2025-04-12 12:00:00,Long,83700,0.001,83.7,0.74,0.89,0.75,0.89,-0.004,0.00,64.18,6.42
202,Exit long,2025-04-14 03:00:00,SL,84750,0.001,85.05,-0.31,-0.36,0,0.00,-0.3,-0.36,63.87,6.39
