Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2024-06-05 15:00:00,[ExitL rA:NaN hA:NaN R:NaN V:1 B:0.5 M:- ST:D CH:NaN SK:NaN PS:U],70950,0.001,70.8,0.14,0.20,0.38,0.54,-0.003,0.00,0.14,0.01
1,Entry long,2024-06-05 01:00:00,[R002L rA:NaN hA:NaN R:NaN V:1 B:0.5 M:- ST:D CH:NaN SK:NaN PS:D],70800,0.001,70.8,0.14,0.20,0.38,0.54,-0.003,0.00,0.14,0.01
2,Exit long,2024-06-25 07:00:00,[ExitL rA:NaN hA:22 R:54 V:1 B:0.82 M:+ ST:U CH:8 SK:85 PS:U],61050,0.001,60.15,0.89,1.49,1.2,1.99,-0.003,0.00,1.04,0.10
2,Entry long,2024-06-25 00:00:00,[R001L rA:NaN hA:NaN R:35 V:1 B:0.41 M:+ ST:U CH:15 SK:50 PS:U],60150,0.001,60.15,0.89,1.49,1.2,1.99,-0.003,0.00,1.04,0.10
3,Exit long,2024-07-05 06:00:00,[ExitL rA:40 hA:51 R:29 V:1 B:0.31 M:+ ST:U CH:22 SK:33 PS:U],54450,0.001,54.6,-0.16,-0.28,0,0.00,-0.15,-0.28,0.88,0.09
3,Entry long,2024-07-05 06:00:00,[R001L rA:64 hA:54 R:34 V:1 B:0.4 M:+ ST:U CH:15 SK:50 PS:U],54600,0.001,54.6,-0.16,-0.28,0,0.00,-0.15,-0.28,0.88,0.09
4,Exit long,2024-07-06 04:00:00,[ExitL rA:66 hA:56 R:65 V:1 B:0.81 M:+ ST:U CH:10 SK:80 PS:U],56250,0.001,54.45,1.79,3.30,2.2,4.04,-0.003,0.00,2.68,0.27
4,Entry long,2024-07-05 10:00:00,[R002L rA:NaN hA:18 R:35 V:1 B:0.38 M:+ ST:D CH:39 SK:50 PS:U],54450,0.001,54.45,1.79,3.30,2.2,4.04,-0.003,0.00,2.68,0.27
5,Exit long,2024-07-07 04:00:00,[ExitL rA:41 hA:49 R:75 V:1 B:0.82 M:+ ST:U CH:9 SK:85 PS:U],58050,0.001,56.4,1.64,2.92,1.95,3.45,-0.003,0.00,4.32,0.43
5,Entry long,2024-07-06 07:00:00,[R002L rA:63 hA:57 R:66 V:1 B:0.8 M:+ ST:U CH:20 SK:86 PS:U],56400,0.001,56.4,1.64,2.92,1.95,3.45,-0.003,0.00,4.32,0.43
