Trade #,Type,Date and time,Signal,Price AUD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
196,Exit short,2024-05-20 12:00:00,SL,1.6272,1000,1626.6,-0.5,-0.05,0,0.00,-0.45,-0.04,82.01,8.20
196,Entry short,2024-05-20 12:00:00,Short,1.6266,1000,1626.6,-0.5,-0.05,0,0.00,-0.45,-0.04,82.01,8.20
197,Exit long,2024-05-22 18:00:00,TP,1.635,1000,1631.4,2.3,0.21,2.35,0.22,-0.05,0.00,84.31,8.43
197,Entry long,2024-05-22 15:00:00,Long,1.6314,1000,1631.4,2.3,0.21,2.35,0.22,-0.05,0.00,84.31,8.43
198,Exit long,2024-05-24 14:00:00,SL,1.638,1000,1638.6,-0.5,-0.05,0.74,0.07,-0.45,-0.04,83.81,8.38
198,Entry long,2024-05-24 11:00:00,Long,1.6386,1000,1638.6,-0.5,-0.05,0.74,0.07,-0.45,-0.04,83.81,8.38
199,Exit short,2024-05-28 06:00:00,SL,1.632,1000,1631.4,-0.5,-0.05,0.35,0.03,-0.45,-0.04,83.31,8.33
199,Entry short,2024-05-28 02:00:00,Short,1.6314,1000,1631.4,-0.5,-0.05,0.35,0.03,-0.45,-0.04,83.31,8.33
200,Exit short,2024-06-03 15:00:00,SL,1.629,1000,1628.4,-0.5,-0.05,0.35,0.03,-0.45,-0.04,82.81,8.28
200,Entry short,2024-06-03 12:00:00,Short,1.6284,1000,1628.4,-0.5,-0.05,0.35,0.03,-0.45,-0.04,82.81,8.28
201,Exit long,2024-06-04 11:00:00,SL,1.6362,1000,1636.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,82.31,8.23
201,Entry long,2024-06-04 09:00:00,Long,1.6368,1000,1636.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,82.31,8.23
202,Exit long,2024-06-05 15:00:00,SL,1.6368,1000,1637.4,-0.5,-0.05,0.75,0.07,-0.45,-0.04,81.81,8.18
202,Entry long,2024-06-05 14:00:00,Long,1.6374,1000,1637.4,-0.5,-0.05,0.75,0.07,-0.45,-0.04,81.81,8.18
203,Exit long,2024-06-06 13:00:00,SL,1.6374,1000,1638.6,-0.9,-0.08,0,0.00,-0.85,-0.08,80.92,8.09
203,Entry long,2024-06-06 12:00:00,Long,1.6386,1000,1638.6,-0.9,-0.08,0,0.00,-0.85,-0.08,80.92,8.09
204,Exit long,2024-06-09 21:00:00,SL,1.6374,1000,1638,-0.49,-0.05,2.31,0.21,-0.45,-0.04,80.42,8.04
204,Entry long,2024-06-07 12:00:00,Long,1.638,1000,1638,-0.49,-0.05,2.31,0.21,-0.45,-0.04,80.42,8.04
205,Exit short,2024-06-10 13:00:00,TP,1.6296,1000,1633.2,2.27,0.21,2.32,0.22,-0.05,0.00,82.69,8.27
205,Entry short,2024-06-10 08:00:00,Short,1.6332,1000,1633.2,2.27,0.21,2.32,0.22,-0.05,0.00,82.69,8.27
206,Exit short,2024-06-11 15:00:00,SL,1.6266,1000,1626,-0.5,-0.05,0.35,0.03,-0.45,-0.04,82.2,8.22
206,Entry short,2024-06-11 12:00:00,Short,1.626,1000,1626,-0.5,-0.05,0.35,0.03,-0.45,-0.04,82.2,8.22
207,Exit short,2024-06-12 12:00:00,TP,1.6194,1000,1623,2.28,0.21,2.33,0.22,-0.05,0.00,84.47,8.45
207,Entry short,2024-06-12 12:00:00,Short,1.623,1000,1623,2.28,0.21,2.33,0.22,-0.05,0.00,84.47,8.45
208,Exit long,2024-06-13 12:00:00,SL,1.6236,1000,1624.2,-0.5,-0.05,0,0.00,-0.45,-0.04,83.98,8.40
208,Entry long,2024-06-13 09:00:00,Long,1.6242,1000,1624.2,-0.5,-0.05,0,0.00,-0.45,-0.04,83.98,8.40
209,Exit short,2024-06-14 00:00:00,SL,1.6194,1000,1618.2,-0.9,-0.08,0.04,0.00,-0.85,-0.08,83.08,8.31
209,Entry short,2024-06-13 18:00:00,Short,1.6182,1000,1618.2,-0.9,-0.08,0.04,0.00,-0.85,-0.08,83.08,8.31
210,Exit short,2024-06-14 19:00:00,SL,1.6182,1000,1617.6,-0.5,-0.05,0.75,0.07,-0.45,-0.04,82.58,8.26
210,Entry short,2024-06-14 08:00:00,Short,1.6176,1000,1617.6,-0.5,-0.05,0.75,0.07,-0.45,-0.04,82.58,8.26
211,Exit long,2024-06-17 16:00:00,SL,1.6236,1000,1624.2,-0.5,-0.05,0.74,0.07,-0.45,-0.04,82.09,8.21
211,Entry long,2024-06-17 13:00:00,Long,1.6242,1000,1624.2,-0.5,-0.05,0.74,0.07,-0.45,-0.04,82.09,8.21
212,Exit short,2024-06-18 22:00:00,TP,1.6134,1000,1617,2.3,0.21,2.35,0.22,-0.05,0.00,84.39,8.44
212,Entry short,2024-06-18 14:00:00,Short,1.617,1000,1617,2.3,0.21,2.35,0.22,-0.05,0.00,84.39,8.44
213,Exit short,2024-06-19 06:00:00,TP,1.6092,1000,1612.8,2.3,0.21,2.35,0.22,-0.05,0.00,86.68,8.67
213,Entry short,2024-06-18 23:00:00,Short,1.6128,1000,1612.8,2.3,0.21,2.35,0.22,-0.05,0.00,86.68,8.67
214,Exit short,2024-06-21 13:00:00,SL,1.6062,1000,1605.6,-0.5,-0.05,0,0.00,-0.45,-0.04,86.19,8.62
214,Entry short,2024-06-21 13:00:00,Short,1.6056,1000,1605.6,-0.5,-0.05,0,0.00,-0.45,-0.04,86.19,8.62
215,Exit long,2024-06-24 13:00:00,SL,1.6146,1000,1615.8,-0.9,-0.08,0,0.00,-0.85,-0.08,85.29,8.53
215,Entry long,2024-06-24 11:00:00,Long,1.6158,1000,1615.8,-0.9,-0.08,0,0.00,-0.85,-0.08,85.29,8.53
216,Exit short,2024-06-26 06:00:00,TP,1.6014,1000,1605,2.29,0.22,2.34,0.22,-0.05,0.00,87.58,8.76
216,Entry short,2024-06-26 04:00:00,Short,1.605,1000,1605,2.29,0.22,2.34,0.22,-0.05,0.00,87.58,8.76
217,Exit long,2024-06-28 02:00:00,SL,1.6122,1000,1612.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,87.09,8.71
217,Entry long,2024-06-28 01:00:00,Long,1.6128,1000,1612.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,87.09,8.71
218,Exit long,2024-06-28 08:00:00,SL,1.6116,1000,1612.2,-0.5,-0.05,0,0.00,-0.45,-0.04,86.59,8.66
218,Entry long,2024-06-28 08:00:00,Long,1.6122,1000,1612.2,-0.5,-0.05,0,0.00,-0.45,-0.04,86.59,8.66
219,Exit long,2024-07-01 07:00:00,SL,1.611,1000,1611.6,-0.5,-0.05,1.55,0.14,-0.45,-0.04,86.09,8.61
219,Entry long,2024-07-01 02:00:00,Long,1.6116,1000,1611.6,-0.5,-0.05,1.55,0.14,-0.45,-0.04,86.09,8.61
220,Exit long,2024-07-02 07:00:00,SL,1.6146,1000,1615.2,-0.5,-0.05,0.75,0.07,-0.45,-0.04,85.59,8.56
220,Entry long,2024-07-02 02:00:00,Long,1.6152,1000,1615.2,-0.5,-0.05,0.75,0.07,-0.45,-0.04,85.59,8.56
221,Exit short,2024-07-03 19:00:00,SL,1.6086,1000,1608,-0.5,-0.05,0.35,0.03,-0.45,-0.04,85.09,8.51
221,Entry short,2024-07-03 14:00:00,Short,1.608,1000,1608,-0.5,-0.05,0.35,0.03,-0.45,-0.04,85.09,8.51
222,Exit short,2024-07-04 14:00:00,SL,1.6062,1000,1605,-0.9,-0.08,0,0.00,-0.85,-0.08,84.19,8.42
222,Entry short,2024-07-04 11:00:00,Short,1.605,1000,1605,-0.9,-0.08,0,0.00,-0.85,-0.08,84.19,8.42
223,Exit short,2024-07-10 10:00:00,SL,1.6056,1000,1605,-0.5,-0.05,0.76,0.07,-0.45,-0.04,83.69,8.37
223,Entry short,2024-07-09 16:00:00,Short,1.605,1000,1605,-0.5,-0.05,0.76,0.07,-0.45,-0.04,83.69,8.37
224,Exit long,2024-07-16 07:00:00,TP,1.6158,1000,1612.2,2.33,0.21,2.38,0.22,-0.05,0.00,86.02,8.60
224,Entry long,2024-07-16 00:00:00,Long,1.6122,1000,1612.2,2.33,0.21,2.38,0.22,-0.05,0.00,86.02,8.60
225,Exit long,2024-07-18 01:00:00,SL,1.6242,1000,1624.8,-0.5,-0.05,1.16,0.11,-0.45,-0.04,85.51,8.55
225,Entry long,2024-07-17 15:00:00,Long,1.6248,1000,1624.8,-0.5,-0.05,1.16,0.11,-0.45,-0.04,85.51,8.55
226,Exit long,2024-07-22 01:00:00,TP,1.629,1000,1625.4,2.31,0.21,2.36,0.22,-0.05,0.00,87.82,8.78
226,Entry long,2024-07-19 07:00:00,Long,1.6254,1000,1625.4,2.31,0.21,2.36,0.22,-0.05,0.00,87.82,8.78
227,Exit long,2024-07-22 11:00:00,TP,1.635,1000,1631.4,2.31,0.21,2.36,0.22,-0.05,0.00,90.13,9.01
227,Entry long,2024-07-22 01:00:00,Long,1.6314,1000,1631.4,2.31,0.21,2.36,0.22,-0.05,0.00,90.13,9.01
228,Exit long,2024-07-23 01:00:00,SL,1.6398,1000,1641,-0.9,-0.08,0,0.00,-0.85,-0.08,89.23,8.92
228,Entry long,2024-07-23 00:00:00,Long,1.641,1000,1641,-0.9,-0.08,0,0.00,-0.85,-0.08,89.23,8.92
229,Exit long,2024-07-24 06:00:00,SL,1.6452,1000,1645.8,-0.5,-0.05,0,0.00,-0.45,-0.04,88.73,8.87
229,Entry long,2024-07-24 05:00:00,Long,1.6458,1000,1645.8,-0.5,-0.05,0,0.00,-0.45,-0.04,88.73,8.87
230,Exit long,2024-07-25 04:00:00,TP,1.6548,1000,1651.2,2.27,0.21,2.32,0.21,-0.05,0.00,91,9.10
230,Entry long,2024-07-25 00:00:00,Long,1.6512,1000,1651.2,2.27,0.21,2.32,0.21,-0.05,0.00,91,9.10
231,Exit short,2024-07-26 09:00:00,SL,1.6542,1000,1653.6,-0.49,-0.05,0.34,0.03,-0.44,-0.04,90.51,9.05
231,Entry short,2024-07-26 08:00:00,Short,1.6536,1000,1653.6,-0.49,-0.05,0.34,0.03,-0.44,-0.04,90.51,9.05
232,Exit short,2024-07-30 00:00:00,SL,1.6518,1000,1651.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,90.02,9.00
232,Entry short,2024-07-29 22:00:00,Short,1.6512,1000,1651.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,90.02,9.00
233,Exit short,2024-07-30 08:00:00,SL,1.6518,1000,1651.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,89.52,8.95
233,Entry short,2024-07-30 04:00:00,Short,1.6512,1000,1651.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,89.52,8.95
234,Exit long,2024-07-31 01:00:00,TP,1.6632,1000,1659.6,2.25,0.21,2.3,0.21,-0.05,0.00,91.78,9.18
234,Entry long,2024-07-31 01:00:00,Long,1.6596,1000,1659.6,2.25,0.21,2.3,0.21,-0.05,0.00,91.78,9.18
235,Exit short,2024-07-31 22:00:00,TP,1.6542,1000,1657.8,2.26,0.21,2.31,0.21,-0.05,0.00,94.03,9.40
235,Entry short,2024-07-31 14:00:00,Short,1.6578,1000,1657.8,2.26,0.21,2.31,0.21,-0.05,0.00,94.03,9.40
236,Exit short,2024-08-01 12:00:00,TP,1.6506,1000,1654.2,2.26,0.21,2.31,0.21,-0.05,0.00,96.29,9.63
236,Entry short,2024-08-01 09:00:00,Short,1.6542,1000,1654.2,2.26,0.21,2.31,0.21,-0.05,0.00,96.29,9.63
237,Exit long,2024-08-01 19:00:00,SL,1.6596,1000,1660.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,95.8,9.58
237,Entry long,2024-08-01 18:00:00,Long,1.6602,1000,1660.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,95.8,9.58
238,Exit long,2024-08-02 12:00:00,TP,1.6662,1000,1662.6,2.24,0.21,2.29,0.21,-0.05,0.00,98.04,9.80
238,Entry long,2024-08-02 11:00:00,Long,1.6626,1000,1662.6,2.24,0.21,2.29,0.21,-0.05,0.00,98.04,9.80
239,Exit long,2024-08-05 04:00:00,TP,1.683,1000,1679.4,2.24,0.21,2.29,0.21,-0.05,0.00,100.28,10.03
239,Entry long,2024-08-05 00:00:00,Long,1.6794,1000,1679.4,2.24,0.21,2.29,0.21,-0.05,0.00,100.28,10.03
240,Exit long,2024-08-05 05:00:00,TP,1.692,1000,1688.4,2.24,0.20,2.29,0.21,-0.05,0.00,102.52,10.25
240,Entry long,2024-08-05 05:00:00,Long,1.6884,1000,1688.4,2.24,0.20,2.29,0.21,-0.05,0.00,102.52,10.25
241,Exit long,2024-08-05 07:00:00,SL,1.7022,1000,1702.8,-0.49,-0.04,0,0.00,-0.44,-0.04,102.03,10.20
241,Entry long,2024-08-05 07:00:00,Long,1.7028,1000,1702.8,-0.49,-0.04,0,0.00,-0.44,-0.04,102.03,10.20
242,Exit short,2024-08-05 13:00:00,TP,1.6944,1000,1698,2.24,0.20,2.29,0.21,-0.05,0.00,104.27,10.43
242,Entry short,2024-08-05 13:00:00,Short,1.698,1000,1698,2.24,0.20,2.29,0.21,-0.05,0.00,104.27,10.43
243,Exit short,2024-08-05 16:00:00,SL,1.6908,1000,1690.2,-0.49,-0.04,0.73,0.07,-0.44,-0.04,103.78,10.38
243,Entry short,2024-08-05 15:00:00,Short,1.6902,1000,1690.2,-0.49,-0.04,0.73,0.07,-0.44,-0.04,103.78,10.38
244,Exit short,2024-08-05 23:00:00,TP,1.683,1000,1686.6,2.24,0.20,2.29,0.21,-0.05,0.00,106.02,10.60
244,Entry short,2024-08-05 20:00:00,Short,1.6866,1000,1686.6,2.24,0.20,2.29,0.21,-0.05,0.00,106.02,10.60
245,Exit short,2024-08-06 19:00:00,SL,1.6752,1000,1674.6,-0.49,-0.05,1.56,0.14,-0.44,-0.04,105.53,10.55
245,Entry short,2024-08-06 16:00:00,Short,1.6746,1000,1674.6,-0.49,-0.05,1.56,0.14,-0.44,-0.04,105.53,10.55
246,Exit short,2024-08-07 02:00:00,TP,1.668,1000,1671.6,2.25,0.21,2.3,0.21,-0.05,0.00,107.78,10.78
246,Entry short,2024-08-07 00:00:00,Short,1.6716,1000,1671.6,2.25,0.21,2.3,0.21,-0.05,0.00,107.78,10.78
247,Exit short,2024-08-07 14:00:00,SL,1.6644,1000,1663.8,-0.49,-0.05,1.24,0.11,-0.44,-0.04,107.29,10.73
247,Entry short,2024-08-07 09:00:00,Short,1.6638,1000,1663.8,-0.49,-0.05,1.24,0.11,-0.44,-0.04,107.29,10.73
248,Exit long,2024-08-07 18:00:00,TP,1.6752,1000,1671.6,2.25,0.21,2.3,0.21,-0.05,0.00,109.53,10.95
248,Entry long,2024-08-07 17:00:00,Long,1.6716,1000,1671.6,2.25,0.21,2.3,0.21,-0.05,0.00,109.53,10.95
249,Exit short,2024-08-08 17:00:00,TP,1.6578,1000,1661.4,2.25,0.21,2.3,0.21,-0.05,0.00,111.78,11.18
249,Entry short,2024-08-08 14:00:00,Short,1.6614,1000,1661.4,2.25,0.21,2.3,0.21,-0.05,0.00,111.78,11.18
250,Exit long,2024-08-14 13:00:00,TP,1.6662,1000,1662.6,2.29,0.21,2.34,0.21,-0.05,0.00,114.07,11.41
250,Entry long,2024-08-14 11:00:00,Long,1.6626,1000,1662.6,2.29,0.21,2.34,0.21,-0.05,0.00,114.07,11.41
251,Exit short,2024-08-15 18:00:00,SL,1.6596,1000,1659,-0.5,-0.05,1.36,0.12,-0.45,-0.04,113.57,11.36
251,Entry short,2024-08-15 12:00:00,Short,1.659,1000,1659,-0.5,-0.05,1.36,0.12,-0.45,-0.04,113.57,11.36
252,Exit short,2024-08-19 10:00:00,TP,1.65,1000,1653.6,2.3,0.21,2.35,0.21,-0.05,0.00,115.87,11.59
252,Entry short,2024-08-18 21:00:00,Short,1.6536,1000,1653.6,2.3,0.21,2.35,0.21,-0.05,0.00,115.87,11.59
253,Exit short,2024-08-20 16:00:00,SL,1.6494,1000,1648.8,-0.51,-0.05,1.97,0.18,-0.45,-0.04,115.36,11.54
253,Entry short,2024-08-19 11:00:00,Short,1.6488,1000,1648.8,-0.51,-0.05,1.97,0.18,-0.45,-0.04,115.36,11.54
254,Exit long,2024-08-22 07:00:00,SL,1.653,1000,1653.6,-0.51,-0.05,1.16,0.10,-0.7,-0.06,114.86,11.49
254,Entry long,2024-08-21 17:00:00,Long,1.6536,1000,1653.6,-0.51,-0.05,1.16,0.10,-0.7,-0.06,114.86,11.49
255,Exit long,2024-08-23 09:00:00,SL,1.6536,1000,1654.2,-0.5,-0.05,2.31,0.21,-0.45,-0.04,114.35,11.44
255,Entry long,2024-08-22 10:00:00,Long,1.6542,1000,1654.2,-0.5,-0.05,2.31,0.21,-0.45,-0.04,114.35,11.44
256,Exit short,2024-08-27 07:00:00,SL,1.647,1000,1646.4,-0.51,-0.05,0.36,0.03,-0.46,-0.04,113.84,11.38
256,Entry short,2024-08-27 03:00:00,Short,1.6464,1000,1646.4,-0.51,-0.05,0.36,0.03,-0.46,-0.04,113.84,11.38
257,Exit short,2024-08-28 17:00:00,SL,1.641,1000,1640.4,-0.51,-0.05,0,0.00,-0.46,-0.04,113.33,11.33
257,Entry short,2024-08-28 15:00:00,Short,1.6404,1000,1640.4,-0.51,-0.05,0,0.00,-0.46,-0.04,113.33,11.33
258,Exit short,2024-08-29 06:00:00,TP,1.635,1000,1638.6,2.34,0.21,2.39,0.22,-0.38,-0.03,115.67,11.57
258,Entry short,2024-08-29 00:00:00,Short,1.6386,1000,1638.6,2.34,0.21,2.39,0.22,-0.38,-0.03,115.67,11.57
259,Exit short,2024-08-29 08:00:00,TP,1.6314,1000,1635,2.34,0.21,2.39,0.22,-0.05,0.00,118.01,11.80
259,Entry short,2024-08-29 06:00:00,Short,1.635,1000,1635,2.34,0.21,2.39,0.22,-0.05,0.00,118.01,11.80
260,Exit long,2024-09-01 22:00:00,SL,1.6326,1000,1633.2,-0.51,-0.05,1.16,0.10,-0.46,-0.04,117.51,11.75
260,Entry long,2024-08-30 15:00:00,Long,1.6332,1000,1633.2,-0.51,-0.05,1.16,0.10,-0.46,-0.04,117.51,11.75
261,Exit long,2024-09-03 03:00:00,TP,1.6374,1000,1633.8,2.34,0.21,2.39,0.22,-0.05,0.00,119.85,11.98
261,Entry long,2024-09-03 02:00:00,Long,1.6338,1000,1633.8,2.34,0.21,2.39,0.22,-0.05,0.00,119.85,11.98
262,Exit long,2024-09-04 00:00:00,TP,1.6494,1000,1645.8,2.31,0.21,2.37,0.21,-0.05,0.00,122.16,12.22
262,Entry long,2024-09-03 23:00:00,Long,1.6458,1000,1645.8,2.31,0.21,2.37,0.21,-0.05,0.00,122.16,12.22
263,Exit long,2024-09-05 12:00:00,SL,1.6494,1000,1650,-0.51,-0.05,0.35,0.03,-0.79,-0.07,121.66,12.17
263,Entry long,2024-09-05 07:00:00,Long,1.65,1000,1650,-0.51,-0.05,0.35,0.03,-0.79,-0.07,121.66,12.17
264,Exit long,2024-09-06 15:00:00,TP,1.6584,1000,1654.8,2.32,0.21,2.38,0.21,-0.05,0.00,123.98,12.40
264,Entry long,2024-09-06 14:00:00,Long,1.6548,1000,1654.8,2.32,0.21,2.38,0.21,-0.05,0.00,123.98,12.40
265,Exit short,2024-09-12 03:00:00,TP,1.6488,1000,1652.4,2.3,0.21,2.35,0.21,-0.05,0.00,126.28,12.63
265,Entry short,2024-09-11 19:00:00,Short,1.6524,1000,1652.4,2.3,0.21,2.35,0.21,-0.05,0.00,126.28,12.63
266,Exit short,2024-09-13 01:00:00,SL,1.6476,1000,1647,-0.5,-0.05,0.35,0.03,-0.45,-0.04,125.78,12.58
266,Entry short,2024-09-12 17:00:00,Short,1.647,1000,1647,-0.5,-0.05,0.35,0.03,-0.45,-0.04,125.78,12.58
267,Exit short,2024-09-18 04:00:00,SL,1.6458,1000,1644.6,-0.91,-0.08,0.07,0.01,-0.86,-0.08,124.86,12.49
267,Entry short,2024-09-18 00:00:00,Short,1.6446,1000,1644.6,-0.91,-0.08,0.07,0.01,-0.86,-0.08,124.86,12.49
268,Exit short,2024-09-18 10:00:00,TP,1.6404,1000,1644,2.33,0.21,2.38,0.21,-0.05,0.00,127.19,12.72
268,Entry short,2024-09-18 06:00:00,Short,1.644,1000,1644,2.33,0.21,2.38,0.21,-0.05,0.00,127.19,12.72
269,Exit short,2024-09-19 02:00:00,TP,1.638,1000,1641.6,2.33,0.21,2.38,0.21,-0.05,0.00,129.53,12.95
269,Entry short,2024-09-19 01:00:00,Short,1.6416,1000,1641.6,2.33,0.21,2.38,0.21,-0.05,0.00,129.53,12.95
270,Exit short,2024-09-23 07:00:00,TP,1.6332,1000,1636.8,2.35,0.21,2.4,0.22,-0.05,0.00,131.88,13.19
270,Entry short,2024-09-23 02:00:00,Short,1.6368,1000,1636.8,2.35,0.21,2.4,0.22,-0.05,0.00,131.88,13.19
271,Exit short,2024-09-23 14:00:00,TP,1.6266,1000,1630.2,2.35,0.21,2.4,0.22,-0.05,0.00,134.22,13.42
271,Entry short,2024-09-23 08:00:00,Short,1.6302,1000,1630.2,2.35,0.21,2.4,0.22,-0.05,0.00,134.22,13.42
272,Exit short,2024-09-24 14:00:00,SL,1.623,1000,1622.4,-0.51,-0.05,0.36,0.03,-0.46,-0.04,133.71,13.37
272,Entry short,2024-09-24 13:00:00,Short,1.6224,1000,1622.4,-0.51,-0.05,0.36,0.03,-0.46,-0.04,133.71,13.37
273,Exit long,2024-09-25 14:00:00,SL,1.6278,1000,1628.4,-0.52,-0.05,0.78,0.07,-0.47,-0.04,133.2,13.32
273,Entry long,2024-09-25 12:00:00,Long,1.6284,1000,1628.4,-0.52,-0.05,0.78,0.07,-0.47,-0.04,133.2,13.32
274,Exit long,2024-09-26 00:00:00,SL,1.6302,1000,1630.8,-0.51,-0.05,0.77,0.07,-0.46,-0.04,132.68,13.27
274,Entry long,2024-09-25 16:00:00,Long,1.6308,1000,1630.8,-0.51,-0.05,0.77,0.07,-0.46,-0.04,132.68,13.27
275,Exit short,2024-09-26 16:00:00,SL,1.6218,1000,1621.2,-0.51,-0.05,0.77,0.07,-0.46,-0.04,132.17,13.22
275,Entry short,2024-09-26 10:00:00,Short,1.6212,1000,1621.2,-0.51,-0.05,0.77,0.07,-0.46,-0.04,132.17,13.22
276,Exit short,2024-09-27 09:00:00,SL,1.62,1000,1619.4,-0.52,-0.05,0.78,0.07,-0.47,-0.04,131.66,13.17
276,Entry short,2024-09-27 07:00:00,Short,1.6194,1000,1619.4,-0.52,-0.05,0.78,0.07,-0.47,-0.04,131.66,13.17
277,Exit short,2024-09-27 14:00:00,TP,1.6146,1000,1618.2,2.38,0.21,2.43,0.22,-0.05,0.00,134.04,13.40
277,Entry short,2024-09-27 12:00:00,Short,1.6182,1000,1618.2,2.38,0.21,2.43,0.22,-0.05,0.00,134.04,13.40
278,Exit short,2024-09-27 17:00:00,SL,1.6152,1000,1614.6,-0.52,-0.05,1.19,0.11,-0.46,-0.04,133.52,13.35
278,Entry short,2024-09-27 14:00:00,Short,1.6146,1000,1614.6,-0.52,-0.05,1.19,0.11,-0.46,-0.04,133.52,13.35
279,Exit short,2024-09-30 08:00:00,SL,1.6134,1000,1612.8,-0.52,-0.05,1.73,0.16,-0.47,-0.04,133,13.30
279,Entry short,2024-09-30 01:00:00,Short,1.6128,1000,1612.8,-0.52,-0.05,1.73,0.16,-0.47,-0.04,133,13.30
280,Exit short,2024-09-30 16:00:00,TP,1.6068,1000,1610.4,2.38,0.21,2.43,0.22,-0.05,0.00,135.39,13.54
280,Entry short,2024-09-30 14:00:00,Short,1.6104,1000,1610.4,2.38,0.21,2.43,0.22,-0.05,0.00,135.39,13.54
281,Exit short,2024-10-01 13:00:00,SL,1.6062,1000,1605.6,-0.52,-0.05,2.02,0.18,-0.47,-0.04,134.87,13.49
281,Entry short,2024-10-01 11:00:00,Short,1.6056,1000,1605.6,-0.52,-0.05,2.02,0.18,-0.47,-0.04,134.87,13.49
282,Exit short,2024-10-02 04:00:00,SL,1.6032,1000,1602.6,-0.51,-0.05,0.36,0.03,-0.46,-0.04,134.35,13.44
282,Entry short,2024-10-02 02:00:00,Short,1.6026,1000,1602.6,-0.51,-0.05,0.36,0.03,-0.46,-0.04,134.35,13.44
283,Exit long,2024-10-03 10:00:00,TP,1.6128,1000,1609.2,2.38,0.21,2.43,0.22,-0.05,0.00,136.73,13.67
283,Entry long,2024-10-03 08:00:00,Long,1.6092,1000,1609.2,2.38,0.21,2.43,0.22,-0.05,0.00,136.73,13.67
284,Exit long,2024-10-08 02:00:00,TP,1.6302,1000,1626.6,2.33,0.21,2.38,0.22,-0.05,0.00,139.06,13.91
284,Entry long,2024-10-08 02:00:00,Long,1.6266,1000,1626.6,2.33,0.21,2.38,0.22,-0.05,0.00,139.06,13.91
285,Exit short,2024-10-10 07:00:00,SL,1.6254,1000,1624.2,-0.91,-0.08,0,0.00,-0.86,-0.08,138.16,13.82
285,Entry short,2024-10-10 04:00:00,Short,1.6242,1000,1624.2,-0.91,-0.08,0,0.00,-0.86,-0.08,138.16,13.82
286,Exit short,2024-10-11 03:00:00,TP,1.6212,1000,1624.8,2.33,0.21,2.38,0.22,-0.05,0.00,140.48,14.05
286,Entry short,2024-10-10 15:00:00,Short,1.6248,1000,1624.8,2.33,0.21,2.38,0.22,-0.05,0.00,140.48,14.05
287,Exit short,2024-10-11 05:00:00,SL,1.6224,1000,1621.2,-0.91,-0.08,0,0.00,-0.86,-0.08,139.57,13.96
287,Entry short,2024-10-11 03:00:00,Short,1.6212,1000,1621.2,-0.91,-0.08,0,0.00,-0.86,-0.08,139.57,13.96
288,Exit long,2024-10-16 01:00:00,SL,1.6278,1000,1628.4,-0.5,-0.05,0,0.00,-0.45,-0.04,139.07,13.91
288,Entry long,2024-10-16 01:00:00,Long,1.6284,1000,1628.4,-0.5,-0.05,0,0.00,-0.45,-0.04,139.07,13.91
289,Exit long,2024-10-16 18:00:00,SL,1.629,1000,1629.6,-0.5,-0.05,1.56,0.14,-0.45,-0.04,138.57,13.86
289,Entry long,2024-10-16 10:00:00,Long,1.6296,1000,1629.6,-0.5,-0.05,1.56,0.14,-0.45,-0.04,138.57,13.86
290,Exit short,2024-10-17 03:00:00,SL,1.6224,1000,1621.8,-0.5,-0.05,0.75,0.07,-0.45,-0.04,138.07,13.81
290,Entry short,2024-10-17 01:00:00,Short,1.6218,1000,1621.8,-0.5,-0.05,0.75,0.07,-0.45,-0.04,138.07,13.81
291,Exit short,2024-10-17 16:00:00,TP,1.6164,1000,1620,2.3,0.21,2.35,0.22,-0.05,0.00,140.37,14.04
291,Entry short,2024-10-17 13:00:00,Short,1.62,1000,1620,2.3,0.21,2.35,0.22,-0.05,0.00,140.37,14.04
292,Exit short,2024-10-18 12:00:00,SL,1.6176,1000,1617,-0.5,-0.05,1.48,0.14,-0.45,-0.04,139.87,13.99
292,Entry short,2024-10-18 04:00:00,Short,1.617,1000,1617,-0.5,-0.05,1.48,0.14,-0.45,-0.04,139.87,13.99
293,Exit long,2024-10-22 01:00:00,SL,1.6242,1000,1624.8,-0.5,-0.05,0.35,0.03,-0.81,-0.07,139.37,13.94
293,Entry long,2024-10-21 15:00:00,Long,1.6248,1000,1624.8,-0.5,-0.05,0.35,0.03,-0.81,-0.07,139.37,13.94
294,Exit long,2024-10-24 02:00:00,SL,1.6242,1000,1624.8,-0.5,-0.05,1.55,0.14,-0.45,-0.04,138.87,13.89
294,Entry long,2024-10-23 15:00:00,Long,1.6248,1000,1624.8,-0.5,-0.05,1.55,0.14,-0.45,-0.04,138.87,13.89
