Trade #,Type,Date and time,Signal,Price AUD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
96,Entry short,2023-12-06 01:00:00,Short,1.6404,1000,1640.4,2.26,0.21,2.31,0.21,-0.05,0.00,37.33,3.73
97,Exit long,2023-12-07 05:00:00,SL,1.647,1000,1647.6,-0.49,-0.05,0.34,0.03,-0.44,-0.04,36.83,3.68
97,Entry long,2023-12-07 03:00:00,Long,1.6476,1000,1647.6,-0.49,-0.05,0.34,0.03,-0.44,-0.04,36.83,3.68
98,Exit short,2023-12-08 01:00:00,TP,1.6338,1000,1637.4,2.28,0.21,2.33,0.22,-0.05,0.00,39.11,3.91
98,Entry short,2023-12-07 15:00:00,Short,1.6374,1000,1637.4,2.28,0.21,2.33,0.22,-0.05,0.00,39.11,3.91
99,Exit long,2023-12-11 11:00:00,SL,1.6404,1000,1641,-0.49,-0.05,1.02,0.09,-0.44,-0.04,38.62,3.86
99,Entry long,2023-12-11 01:00:00,Long,1.641,1000,1641,-0.49,-0.05,1.02,0.09,-0.44,-0.04,38.62,3.86
100,Exit short,2023-12-12 06:00:00,SL,1.6344,1000,1633.8,-0.49,-0.05,0.74,0.07,-0.44,-0.04,38.13,3.81
100,Entry short,2023-12-12 04:00:00,Short,1.6338,1000,1633.8,-0.49,-0.05,0.74,0.07,-0.44,-0.04,38.13,3.81
101,Exit long,2023-12-12 17:00:00,TP,1.647,1000,1643.4,2.26,0.21,2.31,0.21,-0.05,0.00,40.39,4.04
101,Entry long,2023-12-12 14:00:00,Long,1.6434,1000,1643.4,2.26,0.21,2.31,0.21,-0.05,0.00,40.39,4.04
102,Exit short,2023-12-13 19:00:00,TP,1.6338,1000,1637.4,2.26,0.21,2.31,0.22,-0.05,0.00,42.65,4.27
102,Entry short,2023-12-13 19:00:00,Short,1.6374,1000,1637.4,2.26,0.21,2.31,0.22,-0.05,0.00,42.65,4.27
103,Exit short,2023-12-14 08:00:00,SL,1.6254,1000,1624.8,-0.5,-0.05,2.01,0.19,-0.45,-0.04,42.15,4.22
103,Entry short,2023-12-14 02:00:00,Short,1.6248,1000,1624.8,-0.5,-0.05,2.01,0.19,-0.45,-0.04,42.15,4.22
104,Exit long,2023-12-14 14:00:00,TP,1.6368,1000,1633.2,2.3,0.21,2.35,0.22,-0.05,0.00,44.45,4.45
104,Entry long,2023-12-14 14:00:00,Long,1.6332,1000,1633.2,2.3,0.21,2.35,0.22,-0.05,0.00,44.45,4.45
105,Exit short,2023-12-15 11:00:00,SL,1.632,1000,1630.8,-0.9,-0.08,0,0.00,-0.85,-0.08,43.55,4.35
105,Entry short,2023-12-15 09:00:00,Short,1.6308,1000,1630.8,-0.9,-0.08,0,0.00,-0.85,-0.08,43.55,4.35
106,Exit short,2023-12-15 15:00:00,TP,1.6272,1000,1630.8,2.31,0.21,2.36,0.22,-0.05,0.00,45.86,4.59
106,Entry short,2023-12-15 15:00:00,Short,1.6308,1000,1630.8,2.31,0.21,2.36,0.22,-0.05,0.00,45.86,4.59
107,Exit short,2023-12-18 10:00:00,SL,1.6242,1000,1623.6,-0.5,-0.05,0.35,0.03,-0.45,-0.04,45.36,4.54
107,Entry short,2023-12-18 08:00:00,Short,1.6236,1000,1623.6,-0.5,-0.05,0.35,0.03,-0.45,-0.04,45.36,4.54
108,Exit short,2023-12-20 11:00:00,TP,1.6188,1000,1622.4,2.33,0.21,2.38,0.22,-0.05,0.00,47.69,4.77
108,Entry short,2023-12-20 01:00:00,Short,1.6224,1000,1622.4,2.33,0.21,2.38,0.22,-0.05,0.00,47.69,4.77
109,Exit short,2023-12-21 22:00:00,SL,1.6194,1000,1618.2,-0.92,-0.08,0.29,0.03,-0.87,-0.08,46.77,4.68
109,Entry short,2023-12-21 19:00:00,Short,1.6182,1000,1618.2,-0.92,-0.08,0.29,0.03,-0.87,-0.08,46.77,4.68
110,Exit short,2023-12-22 20:00:00,SL,1.6194,1000,1618.8,-0.51,-0.05,0.36,0.03,-0.46,-0.04,46.26,4.63
110,Entry short,2023-12-22 13:00:00,Short,1.6188,1000,1618.8,-0.51,-0.05,0.36,0.03,-0.46,-0.04,46.26,4.63
111,Exit short,2023-12-26 07:00:00,SL,1.6188,1000,1618.2,-0.51,-0.05,0.36,0.03,-0.46,-0.04,45.75,4.58
111,Entry short,2023-12-26 03:00:00,Short,1.6182,1000,1618.2,-0.51,-0.05,0.36,0.03,-0.46,-0.04,45.75,4.58
112,Exit short,2023-12-27 13:00:00,SL,1.6194,1000,1618.8,-0.51,-0.05,0,0.00,-0.46,-0.04,45.24,4.52
112,Entry short,2023-12-27 13:00:00,Short,1.6188,1000,1618.8,-0.51,-0.05,0,0.00,-0.46,-0.04,45.24,4.52
113,Exit long,2023-12-28 09:00:00,TP,1.6284,1000,1624.8,2.36,0.21,2.41,0.22,-0.05,0.00,47.6,4.76
113,Entry long,2023-12-28 08:00:00,Long,1.6248,1000,1624.8,2.36,0.21,2.41,0.22,-0.05,0.00,47.6,4.76
114,Exit short,2023-12-28 19:00:00,SL,1.6188,1000,1618.2,-0.51,-0.05,0.36,0.03,-0.46,-0.04,47.09,4.71
114,Entry short,2023-12-28 16:00:00,Short,1.6182,1000,1618.2,-0.51,-0.05,0.36,0.03,-0.46,-0.04,47.09,4.71
115,Exit short,2023-12-29 07:00:00,SL,1.6188,1000,1617.6,-0.92,-0.08,0,0.00,-0.87,-0.08,46.17,4.62
115,Entry short,2023-12-29 05:00:00,Short,1.6176,1000,1617.6,-0.92,-0.08,0,0.00,-0.87,-0.08,46.17,4.62
116,Exit long,2023-12-29 14:00:00,SL,1.626,1000,1626.6,-0.51,-0.05,1.42,0.13,-0.46,-0.04,45.66,4.57
116,Entry long,2023-12-29 11:00:00,Long,1.6266,1000,1626.6,-0.51,-0.05,1.42,0.13,-0.46,-0.04,45.66,4.57
117,Exit short,2024-01-02 05:00:00,TP,1.6146,1000,1618.2,2.35,0.21,2.4,0.22,-0.05,0.00,48.01,4.80
117,Entry short,2024-01-02 03:00:00,Short,1.6182,1000,1618.2,2.35,0.21,2.4,0.22,-0.05,0.00,48.01,4.80
118,Exit short,2024-01-02 06:00:00,SL,1.6146,1000,1614,-0.51,-0.05,0.36,0.03,-0.46,-0.04,47.5,4.75
118,Entry short,2024-01-02 05:00:00,Short,1.614,1000,1614,-0.51,-0.05,0.36,0.03,-0.46,-0.04,47.5,4.75
119,Exit long,2024-01-03 16:00:00,SL,1.6236,1000,1624.2,-0.51,-0.05,1.17,0.11,-0.46,-0.04,46.99,4.70
119,Entry long,2024-01-03 13:00:00,Long,1.6242,1000,1624.2,-0.51,-0.05,1.17,0.11,-0.46,-0.04,46.99,4.70
120,Exit long,2024-01-04 06:00:00,SL,1.6206,1000,1621.2,-0.5,-0.05,0,0.00,-0.45,-0.04,46.49,4.65
120,Entry long,2024-01-04 04:00:00,Long,1.6212,1000,1621.2,-0.5,-0.05,0,0.00,-0.45,-0.04,46.49,4.65
121,Exit long,2024-01-04 13:00:00,TP,1.6296,1000,1626,2.32,0.21,2.37,0.22,-0.05,0.00,48.81,4.88
121,Entry long,2024-01-04 09:00:00,Long,1.626,1000,1626,2.32,0.21,2.37,0.22,-0.05,0.00,48.81,4.88
122,Exit long,2024-01-08 13:00:00,TP,1.6374,1000,1633.8,2.32,0.21,2.37,0.22,-0.05,0.00,51.13,5.11
122,Entry long,2024-01-08 10:00:00,Long,1.6338,1000,1633.8,2.32,0.21,2.37,0.22,-0.05,0.00,51.13,5.11
123,Exit long,2024-01-11 13:00:00,TP,1.641,1000,1637.4,2.31,0.21,2.36,0.22,-0.05,0.00,53.44,5.34
123,Entry long,2024-01-11 13:00:00,Long,1.6374,1000,1637.4,2.31,0.21,2.36,0.22,-0.05,0.00,53.44,5.34
124,Exit long,2024-01-11 16:00:00,TP,1.6446,1000,1641,2.31,0.21,2.36,0.21,-0.05,0.00,55.75,5.58
124,Entry long,2024-01-11 13:00:00,Long,1.641,1000,1641,2.31,0.21,2.36,0.21,-0.05,0.00,55.75,5.58
125,Exit short,2024-01-12 15:00:00,SL,1.6344,1000,1633.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,55.25,5.52
125,Entry short,2024-01-12 14:00:00,Short,1.6338,1000,1633.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,55.25,5.52
126,Exit long,2024-01-15 12:00:00,TP,1.6458,1000,1642.2,2.31,0.21,2.36,0.21,-0.05,0.00,57.55,5.76
126,Entry long,2024-01-15 07:00:00,Long,1.6422,1000,1642.2,2.31,0.21,2.36,0.21,-0.05,0.00,57.55,5.76
127,Exit long,2024-01-16 03:00:00,TP,1.6494,1000,1645.8,2.3,0.21,2.35,0.21,-0.05,0.00,59.85,5.99
127,Entry long,2024-01-15 23:00:00,Long,1.6458,1000,1645.8,2.3,0.21,2.35,0.21,-0.05,0.00,59.85,5.99
128,Exit long,2024-01-17 08:00:00,TP,1.659,1000,1655.4,2.27,0.21,2.32,0.21,-0.05,0.00,62.12,6.21
128,Entry long,2024-01-17 05:00:00,Long,1.6554,1000,1655.4,2.27,0.21,2.32,0.21,-0.05,0.00,62.12,6.21
129,Exit short,2024-01-19 04:00:00,SL,1.6542,1000,1653.6,-0.49,-0.05,0.74,0.07,-0.44,-0.04,61.63,6.16
129,Entry short,2024-01-18 23:00:00,Short,1.6536,1000,1653.6,-0.49,-0.05,0.74,0.07,-0.44,-0.04,61.63,6.16
130,Exit short,2024-01-19 15:00:00,SL,1.6524,1000,1651.8,-0.49,-0.05,1.53,0.14,-0.44,-0.04,61.13,6.11
130,Entry short,2024-01-19 08:00:00,Short,1.6518,1000,1651.8,-0.49,-0.05,1.53,0.14,-0.44,-0.04,61.13,6.11
131,Exit short,2024-01-23 17:00:00,SL,1.6506,1000,1650,-0.49,-0.05,0.34,0.03,-0.44,-0.04,60.64,6.06
131,Entry short,2024-01-23 12:00:00,Short,1.65,1000,1650,-0.49,-0.05,0.34,0.03,-0.44,-0.04,60.64,6.06
132,Exit short,2024-01-25 14:00:00,TP,1.6464,1000,1650,2.27,0.21,2.32,0.21,-0.05,0.00,62.91,6.29
132,Entry short,2024-01-25 13:00:00,Short,1.65,1000,1650,2.27,0.21,2.32,0.21,-0.05,0.00,62.91,6.29
133,Exit short,2024-01-29 10:00:00,TP,1.6398,1000,1643.4,2.27,0.21,2.32,0.21,-0.05,0.00,65.17,6.52
133,Entry short,2024-01-29 07:00:00,Short,1.6434,1000,1643.4,2.27,0.21,2.32,0.21,-0.05,0.00,65.17,6.52
134,Exit long,2024-01-30 14:00:00,SL,1.6446,1000,1645.8,-0.89,-0.08,0,0.00,-0.84,-0.08,64.28,6.43
134,Entry long,2024-01-30 12:00:00,Long,1.6458,1000,1645.8,-0.89,-0.08,0,0.00,-0.84,-0.08,64.28,6.43
135,Exit long,2024-01-31 04:00:00,SL,1.6464,1000,1647.6,-0.89,-0.08,0,0.00,-0.84,-0.08,63.39,6.34
135,Entry long,2024-01-31 01:00:00,Long,1.6476,1000,1647.6,-0.89,-0.08,0,0.00,-0.84,-0.08,63.39,6.34
136,Exit long,2024-01-31 14:00:00,SL,1.6452,1000,1645.8,-0.5,-0.05,0,0.00,-0.45,-0.04,62.89,6.29
136,Entry long,2024-01-31 14:00:00,Long,1.6458,1000,1645.8,-0.5,-0.05,0,0.00,-0.45,-0.04,62.89,6.29
137,Exit long,2024-02-01 00:00:00,SL,1.6458,1000,1647,-0.89,-0.08,0.2,0.02,-0.84,-0.08,62,6.20
137,Entry long,2024-01-31 20:00:00,Long,1.647,1000,1647,-0.89,-0.08,0.2,0.02,-0.84,-0.08,62,6.20
138,Exit long,2024-02-01 09:00:00,TP,1.6542,1000,1650.6,2.26,0.21,2.31,0.21,-0.05,0.00,64.27,6.43
138,Entry long,2024-02-01 05:00:00,Long,1.6506,1000,1650.6,2.26,0.21,2.31,0.21,-0.05,0.00,64.27,6.43
139,Exit long,2024-02-05 01:00:00,SL,1.6566,1000,1657.2,-0.49,-0.05,1.12,0.10,-0.44,-0.04,63.78,6.38
139,Entry long,2024-02-05 00:00:00,Long,1.6572,1000,1657.2,-0.49,-0.05,1.12,0.10,-0.44,-0.04,63.78,6.38
140,Exit short,2024-02-07 01:00:00,TP,1.647,1000,1650.6,2.25,0.21,2.3,0.21,-0.05,0.00,66.03,6.60
140,Entry short,2024-02-06 15:00:00,Short,1.6506,1000,1650.6,2.25,0.21,2.3,0.21,-0.05,0.00,66.03,6.60
141,Exit short,2024-02-07 07:00:00,SL,1.6488,1000,1648.2,-0.49,-0.05,0,0.00,-0.44,-0.04,65.54,6.55
141,Entry short,2024-02-07 05:00:00,Short,1.6482,1000,1648.2,-0.49,-0.05,0,0.00,-0.44,-0.04,65.54,6.55
142,Exit long,2024-02-08 16:00:00,TP,1.6602,1000,1656.6,2.25,0.21,2.3,0.21,-0.05,0.00,67.79,6.78
142,Entry long,2024-02-08 12:00:00,Long,1.6566,1000,1656.6,2.25,0.21,2.3,0.21,-0.05,0.00,67.79,6.78
143,Exit short,2024-02-13 03:00:00,SL,1.6506,1000,1650,-0.49,-0.05,1.2,0.11,-0.44,-0.04,67.3,6.73
143,Entry short,2024-02-12 15:00:00,Short,1.65,1000,1650,-0.49,-0.05,1.2,0.11,-0.44,-0.04,67.3,6.73
144,Exit long,2024-02-14 03:00:00,SL,1.6584,1000,1659,-0.49,-0.05,0.73,0.07,-0.44,-0.04,66.81,6.68
144,Entry long,2024-02-13 14:00:00,Long,1.659,1000,1659,-0.49,-0.05,0.73,0.07,-0.44,-0.04,66.81,6.68
145,Exit short,2024-02-16 00:00:00,SL,1.6524,1000,1651.8,-0.49,-0.05,0.34,0.03,-0.44,-0.04,66.32,6.63
145,Entry short,2024-02-15 19:00:00,Short,1.6518,1000,1651.8,-0.49,-0.05,0.34,0.03,-0.44,-0.04,66.32,6.63
146,Exit short,2024-02-16 14:00:00,SL,1.6518,1000,1651.2,-0.49,-0.05,0.73,0.07,-0.44,-0.04,65.83,6.58
146,Entry short,2024-02-16 04:00:00,Short,1.6512,1000,1651.2,-0.49,-0.05,0.73,0.07,-0.44,-0.04,65.83,6.58
147,Exit short,2024-02-16 19:00:00,SL,1.6494,1000,1648.8,-0.49,-0.05,0.34,0.03,-0.44,-0.04,65.34,6.53
147,Entry short,2024-02-16 17:00:00,Short,1.6488,1000,1648.8,-0.49,-0.05,0.34,0.03,-0.44,-0.04,65.34,6.53
148,Exit short,2024-02-21 12:00:00,SL,1.6482,1000,1647.6,-0.49,-0.05,0.74,0.07,-0.44,-0.04,64.85,6.48
148,Entry short,2024-02-21 03:00:00,Short,1.6476,1000,1647.6,-0.49,-0.05,0.74,0.07,-0.44,-0.04,64.85,6.48
149,Exit short,2024-02-22 08:00:00,SL,1.6488,1000,1647.6,-0.89,-0.08,0,0.00,-0.84,-0.08,63.96,6.40
149,Entry short,2024-02-22 07:00:00,Short,1.6476,1000,1647.6,-0.89,-0.08,0,0.00,-0.84,-0.08,63.96,6.40
150,Exit long,2024-02-26 14:00:00,TP,1.6578,1000,1654.2,2.26,0.21,2.31,0.21,-0.05,0.00,66.22,6.62
150,Entry long,2024-02-26 08:00:00,Long,1.6542,1000,1654.2,2.26,0.21,2.31,0.21,-0.05,0.00,66.22,6.62
151,Exit long,2024-02-28 13:00:00,TP,1.6656,1000,1662,2.26,0.21,2.31,0.21,-0.05,0.00,68.48,6.85
151,Entry long,2024-02-28 06:00:00,Long,1.662,1000,1662,2.26,0.21,2.31,0.21,-0.05,0.00,68.48,6.85
152,Exit long,2024-02-29 13:00:00,SL,1.6674,1000,1668.6,-0.88,-0.08,0,0.00,-0.83,-0.08,67.6,6.76
152,Entry long,2024-02-29 12:00:00,Long,1.6686,1000,1668.6,-0.88,-0.08,0,0.00,-0.83,-0.08,67.6,6.76
153,Exit short,2024-03-01 21:00:00,SL,1.6608,1000,1660.2,-0.49,-0.05,0.73,0.07,-0.44,-0.04,67.11,6.71
153,Entry short,2024-03-01 15:00:00,Short,1.6602,1000,1660.2,-0.49,-0.05,0.73,0.07,-0.44,-0.04,67.11,6.71
154,Exit long,2024-03-05 05:00:00,TP,1.6716,1000,1668,2.24,0.21,2.29,0.21,-0.73,-0.07,69.35,6.94
154,Entry long,2024-03-04 23:00:00,Long,1.668,1000,1668,2.24,0.21,2.29,0.21,-0.73,-0.07,69.35,6.94
155,Exit short,2024-03-07 02:00:00,TP,1.6578,1000,1661.4,2.26,0.21,2.31,0.21,-0.05,0.00,71.62,7.16
155,Entry short,2024-03-06 15:00:00,Short,1.6614,1000,1661.4,2.26,0.21,2.31,0.21,-0.05,0.00,71.62,7.16
156,Exit short,2024-03-07 13:00:00,TP,1.6482,1000,1651.8,2.26,0.21,2.31,0.21,-0.05,0.00,73.88,7.39
156,Entry short,2024-03-07 10:00:00,Short,1.6518,1000,1651.8,2.26,0.21,2.31,0.21,-0.05,0.00,73.88,7.39
157,Exit short,2024-03-08 13:00:00,SL,1.647,1000,1646.4,-0.5,-0.05,0.74,0.07,-0.45,-0.04,73.38,7.34
157,Entry short,2024-03-08 09:00:00,Short,1.6464,1000,1646.4,-0.5,-0.05,0.74,0.07,-0.45,-0.04,73.38,7.34
158,Exit long,2024-03-11 09:00:00,SL,1.6524,1000,1653,-0.5,-0.05,1.54,0.14,-0.45,-0.04,72.88,7.29
158,Entry long,2024-03-11 01:00:00,Long,1.653,1000,1653,-0.5,-0.05,1.54,0.14,-0.45,-0.04,72.88,7.29
159,Exit long,2024-03-19 03:00:00,TP,1.6602,1000,1656.6,2.26,0.21,2.31,0.21,-0.33,-0.03,75.15,7.51
159,Entry long,2024-03-15 01:00:00,Long,1.6566,1000,1656.6,2.26,0.21,2.31,0.21,-0.33,-0.03,75.15,7.51
160,Exit short,2024-03-21 02:00:00,TP,1.6524,1000,1656,2.27,0.21,2.32,0.21,-0.05,0.00,77.42,7.74
160,Entry short,2024-03-21 00:00:00,Short,1.656,1000,1656,2.27,0.21,2.32,0.21,-0.05,0.00,77.42,7.74
161,Exit short,2024-03-21 10:00:00,SL,1.6518,1000,1651.2,-0.5,-0.05,1.53,0.14,-0.45,-0.04,76.92,7.69
161,Entry short,2024-03-21 03:00:00,Short,1.6512,1000,1651.2,-0.5,-0.05,1.53,0.14,-0.45,-0.04,76.92,7.69
162,Exit long,2024-03-22 08:00:00,SL,1.6596,1000,1660.8,-0.89,-0.08,0.3,0.03,-0.84,-0.08,76.03,7.60
162,Entry long,2024-03-22 05:00:00,Long,1.6608,1000,1660.8,-0.89,-0.08,0.3,0.03,-0.84,-0.08,76.03,7.60
163,Exit long,2024-03-27 03:00:00,SL,1.6602,1000,1661.4,-0.88,-0.08,0,0.00,-0.83,-0.08,75.15,7.51
163,Entry long,2024-03-27 02:00:00,Long,1.6614,1000,1661.4,-0.88,-0.08,0,0.00,-0.83,-0.08,75.15,7.51
164,Exit long,2024-03-28 13:00:00,SL,1.6608,1000,1661.4,-0.49,-0.05,0.34,0.03,-0.44,-0.04,74.66,7.47
164,Entry long,2024-03-28 08:00:00,Long,1.6614,1000,1661.4,-0.49,-0.05,0.34,0.03,-0.44,-0.04,74.66,7.47
165,Exit short,2024-03-29 06:00:00,SL,1.6554,1000,1654.8,-0.49,-0.05,0,0.00,-0.44,-0.04,74.17,7.42
165,Entry short,2024-03-29 04:00:00,Short,1.6548,1000,1654.8,-0.49,-0.05,0,0.00,-0.44,-0.04,74.17,7.42
166,Exit short,2024-04-02 03:00:00,SL,1.6536,1000,1652.4,-0.88,-0.08,0,0.00,-0.83,-0.08,73.29,7.33
166,Entry short,2024-04-02 01:00:00,Short,1.6524,1000,1652.4,-0.88,-0.08,0,0.00,-0.83,-0.08,73.29,7.33
167,Exit short,2024-04-02 10:00:00,SL,1.6512,1000,1650,-0.88,-0.08,0,0.00,-0.83,-0.08,72.41,7.24
167,Entry short,2024-04-02 08:00:00,Short,1.65,1000,1650,-0.88,-0.08,0,0.00,-0.83,-0.08,72.41,7.24
168,Exit short,2024-04-04 00:00:00,TP,1.6488,1000,1652.4,2.26,0.21,2.31,0.21,-0.05,0.00,74.68,7.47
168,Entry short,2024-04-03 15:00:00,Short,1.6524,1000,1652.4,2.26,0.21,2.31,0.21,-0.05,0.00,74.68,7.47
169,Exit short,2024-04-04 10:00:00,TP,1.6434,1000,1647,2.26,0.21,2.31,0.21,-0.05,0.00,76.94,7.69
169,Entry short,2024-04-04 04:00:00,Short,1.647,1000,1647,2.26,0.21,2.31,0.21,-0.05,0.00,76.94,7.69
170,Exit short,2024-04-09 09:00:00,TP,1.641,1000,1644.6,2.28,0.21,2.33,0.21,-0.05,0.00,79.22,7.92
170,Entry short,2024-04-08 09:00:00,Short,1.6446,1000,1644.6,2.28,0.21,2.33,0.21,-0.05,0.00,79.22,7.92
171,Exit long,2024-04-11 05:00:00,SL,1.6482,1000,1648.8,-0.49,-0.05,1.54,0.14,-0.44,-0.04,78.73,7.87
171,Entry long,2024-04-10 15:00:00,Long,1.6488,1000,1648.8,-0.49,-0.05,1.54,0.14,-0.44,-0.04,78.73,7.87
172,Exit long,2024-04-16 01:00:00,TP,1.653,1000,1649.4,2.22,0.21,2.27,0.21,-0.05,0.00,80.95,8.09
172,Entry long,2024-04-15 18:00:00,Long,1.6494,1000,1649.4,2.22,0.21,2.27,0.21,-0.05,0.00,80.95,8.09
173,Exit long,2024-04-19 02:00:00,TP,1.665,1000,1661.4,2.21,0.21,2.26,0.21,-0.05,0.00,83.16,8.32
173,Entry long,2024-04-19 01:00:00,Long,1.6614,1000,1661.4,2.21,0.21,2.26,0.21,-0.05,0.00,83.16,8.32
174,Exit long,2024-04-19 04:00:00,SL,1.6644,1000,1665,-0.48,-0.05,0.72,0.07,-0.43,-0.04,82.68,8.27
174,Entry long,2024-04-19 02:00:00,Long,1.665,1000,1665,-0.48,-0.05,0.72,0.07,-0.43,-0.04,82.68,8.27
175,Exit short,2024-04-22 01:00:00,TP,1.6542,1000,1657.8,2.21,0.21,2.26,0.21,-0.05,0.00,84.89,8.49
175,Entry short,2024-04-22 00:00:00,Short,1.6578,1000,1657.8,2.21,0.21,2.26,0.21,-0.05,0.00,84.89,8.49
176,Exit short,2024-04-22 03:00:00,SL,1.6548,1000,1653.6,-0.87,-0.08,0,0.00,-0.82,-0.08,84.02,8.40
176,Entry short,2024-04-22 01:00:00,Short,1.6536,1000,1653.6,-0.87,-0.08,0,0.00,-0.82,-0.08,84.02,8.40
177,Exit short,2024-04-22 14:00:00,SL,1.6536,1000,1652.4,-0.87,-0.08,0,0.00,-0.82,-0.08,83.16,8.32
177,Entry short,2024-04-22 11:00:00,Short,1.6524,1000,1652.4,-0.87,-0.08,0,0.00,-0.82,-0.08,83.16,8.32
178,Exit short,2024-04-23 07:00:00,SL,1.6512,1000,1650,-0.87,-0.08,0.08,0.01,-0.82,-0.08,82.28,8.23
178,Entry short,2024-04-23 02:00:00,Short,1.65,1000,1650,-0.87,-0.08,0.08,0.01,-0.82,-0.08,82.28,8.23
179,Exit short,2024-04-24 01:00:00,TP,1.6446,1000,1648.2,2.24,0.21,2.29,0.21,-0.05,0.00,84.52,8.45
179,Entry short,2024-04-24 01:00:00,Short,1.6482,1000,1648.2,2.24,0.21,2.29,0.21,-0.05,0.00,84.52,8.45
180,Exit short,2024-04-25 12:00:00,SL,1.6428,1000,1642.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,84.03,8.40
180,Entry short,2024-04-25 11:00:00,Short,1.6422,1000,1642.2,-0.49,-0.05,0.34,0.03,-0.44,-0.04,84.03,8.40
181,Exit short,2024-04-26 12:00:00,TP,1.638,1000,1641.6,2.25,0.21,2.3,0.21,-0.41,-0.04,86.28,8.63
181,Entry short,2024-04-26 05:00:00,Short,1.6416,1000,1641.6,2.25,0.21,2.3,0.21,-0.41,-0.04,86.28,8.63
182,Exit short,2024-04-26 16:00:00,SL,1.6374,1000,1636.2,-0.88,-0.08,0,0.00,-0.83,-0.08,85.4,8.54
182,Entry short,2024-04-26 13:00:00,Short,1.6362,1000,1636.2,-0.88,-0.08,0,0.00,-0.83,-0.08,85.4,8.54
183,Exit short,2024-04-29 06:00:00,SL,1.6332,1000,1632.6,-0.49,-0.05,0.34,0.03,-0.44,-0.04,84.91,8.49
183,Entry short,2024-04-29 02:00:00,Short,1.6326,1000,1632.6,-0.49,-0.05,0.34,0.03,-0.44,-0.04,84.91,8.49
184,Exit long,2024-04-30 07:00:00,SL,1.6398,1000,1641,-0.89,-0.08,0,0.00,-0.84,-0.08,84.02,8.40
184,Entry long,2024-04-30 06:00:00,Long,1.641,1000,1641,-0.89,-0.08,0,0.00,-0.84,-0.08,84.02,8.40
185,Exit long,2024-04-30 13:00:00,TP,1.6488,1000,1645.2,2.26,0.21,2.31,0.21,-0.05,0.00,86.29,8.63
185,Entry long,2024-04-30 12:00:00,Long,1.6452,1000,1645.2,2.26,0.21,2.31,0.21,-0.05,0.00,86.29,8.63
186,Exit short,2024-05-02 10:00:00,SL,1.6392,1000,1638,-0.88,-0.08,0,0.00,-0.83,-0.08,85.41,8.54
186,Entry short,2024-05-02 08:00:00,Short,1.638,1000,1638,-0.88,-0.08,0,0.00,-0.83,-0.08,85.41,8.54
187,Exit short,2024-05-02 19:00:00,SL,1.6338,1000,1632.6,-0.88,-0.08,0,0.00,-0.83,-0.08,84.53,8.45
187,Entry short,2024-05-02 18:00:00,Short,1.6326,1000,1632.6,-0.88,-0.08,0,0.00,-0.83,-0.08,84.53,8.45
188,Exit short,2024-05-06 13:00:00,SL,1.6266,1000,1626,-0.5,-0.05,0.74,0.07,-0.45,-0.04,84.03,8.40
188,Entry short,2024-05-06 06:00:00,Short,1.626,1000,1626,-0.5,-0.05,0.74,0.07,-0.45,-0.04,84.03,8.40
189,Exit long,2024-05-07 07:00:00,SL,1.6314,1000,1632,-0.5,-0.05,0.35,0.03,-0.45,-0.04,83.53,8.35
189,Entry long,2024-05-07 06:00:00,Long,1.632,1000,1632,-0.5,-0.05,0.35,0.03,-0.45,-0.04,83.53,8.35
190,Exit long,2024-05-08 12:00:00,TP,1.6374,1000,1633.8,2.28,0.21,2.33,0.22,-0.63,-0.06,85.81,8.58
190,Entry long,2024-05-08 01:00:00,Long,1.6338,1000,1633.8,2.28,0.21,2.33,0.22,-0.63,-0.06,85.81,8.58
191,Exit long,2024-05-13 02:00:00,SL,1.6326,1000,1633.2,-0.5,-0.05,0,0.00,-0.45,-0.04,85.31,8.53
191,Entry long,2024-05-13 02:00:00,Long,1.6332,1000,1633.2,-0.5,-0.05,0,0.00,-0.45,-0.04,85.31,8.53
192,Exit long,2024-05-14 19:00:00,SL,1.6332,1000,1633.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,84.82,8.48
192,Entry long,2024-05-14 14:00:00,Long,1.6338,1000,1633.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,84.82,8.48
193,Exit short,2024-05-15 21:00:00,SL,1.6266,1000,1625.4,-0.9,-0.08,0,0.00,-0.85,-0.08,83.92,8.39
193,Entry short,2024-05-15 17:00:00,Short,1.6254,1000,1625.4,-0.9,-0.08,0,0.00,-0.85,-0.08,83.92,8.39
194,Exit short,2024-05-16 01:00:00,SL,1.6242,1000,1623,-0.9,-0.08,0,0.00,-0.85,-0.08,83.01,8.30
194,Entry short,2024-05-16 00:00:00,Short,1.623,1000,1623,-0.9,-0.08,0,0.00,-0.85,-0.08,83.01,8.30
195,Exit short,2024-05-20 12:00:00,SL,1.626,1000,1625.4,-0.5,-0.05,1.96,0.18,-0.45,-0.04,82.51,8.25
195,Entry short,2024-05-17 17:00:00,Short,1.6254,1000,1625.4,-0.5,-0.05,1.96,0.18,-0.45,-0.04,82.51,8.25
