Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit short,2025-04-03 07:30:00,[ExitS rA:NaN R:3 V:5.35 B:-0.15 M:- ST:D CH:1 CF:- MI:0 SK:3 PS:D SQ:0 ET:10:30],41006,1,21343,838.1,3.93,846.05,3.96,-0.95,0.00,838.1,83.81
1,Entry short,2025-04-03 06:30:00,[R001S rA:NaN R:NaN V:1 B:0.5 M:- ST:D CH:NaN CF:- MI:NaN SK:NaN PS:D SQ:0 ET:9:30],42686,1,21343,838.1,3.93,846.05,3.96,-0.95,0.00,838.1,83.81
2,Exit long,2025-04-03 09:30:00,[ExitL rA:NaN R:62 V:1.04 B:0.8 M:+ ST:U CH:5 CF:+ MI:91 SK:85 PS:U SQ:0 ET:12:30],41328,1,20559,103.1,0.50,118.05,0.57,-0.95,0.00,941.2,94.12
2,Entry long,2025-04-03 08:30:00,[R001L rA:NaN R:27 V:0.44 B:0.35 M:+ ST:D CH:11 CF:+ MI:45 SK:33 PS:U SQ:0 ET:11:30],41118,1,20559,103.1,0.50,118.05,0.57,-0.95,0.00,941.2,94.12
3,Exit short,2025-04-04 11:30:00,[ExitS rA:100 R:13 V:3.53 B:0.2 M:+ ST:D CH:5 CF:- MI:28 SK:15 PS:D SQ:0 ET:14:30],38850,1,20475,1048.1,5.12,1063.05,5.19,-0.95,0.00,1989.3,198.93
3,Entry short,2025-04-03 11:30:00,[R001S rA:NaN R:10 V:1.15 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 ET:14:30],40950,1,20475,1048.1,5.12,1063.05,5.19,-0.95,0.00,1989.3,198.93
4,Exit short,2025-04-07 08:30:00,[ExitS rA:99 R:13 V:0.3 B:0.2 M:+ ST:D CH:5 CF:- MI:2 SK:15 PS:D SQ:0 ET:11:30],37436,1,19229,509.1,2.65,524.05,2.73,-0.95,0.00,2498.4,249.84
4,Entry short,2025-04-07 06:30:00,[R001S rA:55 R:3 V:1.46 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 ET:9:30],38458,1,19229,509.1,2.65,524.05,2.73,-0.95,0.00,2498.4,249.84
5,Exit long,2025-04-07 11:30:00,[ExitL rA:40 R:85 V:1.61 B:0.8 M:- ST:U CH:5 CF:+ MI:88 SK:85 PS:U SQ:0 ET:14:30],38192,1,18774,320.1,1.70,335.05,1.78,-0.95,-0.01,2818.5,281.85
5,Entry long,2025-04-07 08:30:00,[R001L rA:86 R:51 V:0.49 B:0.88 M:+ ST:U CH:15 CF:- MI:33 SK:100 PS:U SQ:0 ET:11:30],37548,1,18774,320.1,1.70,335.05,1.78,-0.95,-0.01,2818.5,281.85
6,Exit short,2025-04-07 12:30:00,[ExitS rA:99 R:31 V:0.28 B:0.2 M:- ST:D CH:5 CF:- MI:2 SK:15 PS:D SQ:0 ET:15:30],37940,1,19040,68.1,0.36,83.05,0.44,-0.95,0.00,2886.6,288.66
6,Entry short,2025-04-07 11:30:00,[R001S rA:90 R:49 V:1.21 B:0.12 M:- ST:D CH:15 CF:- MI:24 SK:0 PS:D SQ:0 ET:14:30],38080,1,19040,68.1,0.36,83.05,0.44,-0.95,0.00,2886.6,288.66
7,Exit long,2025-04-08 07:30:00,[ExitL rA:89 R:87 V:1.52 B:0.8 M:- ST:U CH:5 CF:+ MI:89 SK:85 PS:U SQ:0 ET:10:30],39536,1,19194,572.1,2.98,587.05,3.06,-0.95,0.00,3458.7,345.87
7,Entry long,2025-04-08 06:30:00,[R001L rA:69 R:93 V:1.39 B:0.91 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 ET:9:30],38388,1,19194,572.1,2.98,587.05,3.06,-0.95,0.00,3458.7,345.87
8,Exit short,2025-04-08 08:30:00,[ExitS rA:49 R:16 V:6.98 B:0.2 M:- ST:D CH:5 CF:- MI:59 SK:15 PS:D SQ:0 ET:11:30],38948,1,19712,236.1,1.20,251.05,1.27,-0.95,0.00,3694.8,369.48
8,Entry short,2025-04-08 07:30:00,[R001S rA:62 R:49 V:1.18 B:0.12 M:- ST:D CH:15 CF:- MI:26 SK:0 PS:D SQ:0 ET:10:30],39424,1,19712,236.1,1.20,251.05,1.27,-0.95,0.00,3694.8,369.48
9,Exit short,2025-04-09 06:30:00,[ExitS rA:79 R:13 V:3.36 B:0.2 M:+ ST:D CH:5 CF:- MI:27 SK:15 PS:D SQ:0 ET:9:30],37828,1,19411,495.1,2.55,510.05,2.63,-0.95,0.00,4189.9,418.99
9,Entry short,2025-04-08 09:30:00,[R001S rA:69 R:11 V:0.36 B:0.04 M:- ST:D CH:18 CF:+ MI:79 SK:0 PS:D SQ:0 ET:12:30],38822,1,19411,495.1,2.55,510.05,2.63,-0.95,0.00,4189.9,418.99
10,Exit long,2025-04-10 06:30:00,[ExitL rA:99 R:87 V:0.42 B:0.8 M:- ST:U CH:5 CF:+ MI:98 SK:85 PS:U SQ:0 ET:9:30],40740,1,18970,1398.1,7.37,1413.05,7.45,-0.95,-0.01,5588,558.80
10,Entry long,2025-04-09 08:30:00,[R001L rA:65 R:51 V:0.58 B:0.88 M:+ ST:U CH:15 CF:+ MI:90 SK:100 PS:U SQ:0 ET:11:30],37940,1,18970,1398.1,7.37,1413.05,7.45,-0.95,-0.01,5588,558.80
11,Exit short,2025-04-10 09:30:00,[ExitS rA:99 R:13 V:1.69 B:0.2 M:+ ST:D CH:5 CF:- MI:12 SK:15 PS:D SQ:0 ET:12:30],38808,1,20314,908.1,4.47,923.05,4.54,-0.95,0.00,6496.1,649.61
11,Entry short,2025-04-10 06:30:00,[R001S rA:78 R:50 V:0.61 B:0.12 M:- ST:D CH:15 CF:+ MI:54 SK:0 PS:D SQ:0 ET:9:30],40628,1,20314,908.1,4.47,923.05,4.54,-0.95,0.00,6496.1,649.61
12,Exit long,2025-04-10 11:30:00,[ExitL rA:99 R:86 V:1.51 B:0.8 M:- ST:U CH:5 CF:+ MI:89 SK:85 PS:U SQ:0 ET:14:30],39928,1,19460,502.1,2.58,517.05,2.66,-0.95,0.00,6998.2,699.82
12,Entry long,2025-04-10 09:30:00,[R001L rA:68 R:51 V:1.23 B:0.88 M:+ ST:U CH:15 CF:+ MI:77 SK:100 PS:U SQ:0 ET:12:30],38920,1,19460,502.1,2.58,517.05,2.66,-0.95,0.00,6998.2,699.82
13,Exit short,2025-04-10 12:30:00,[ExitS rA:99 R:27 V:1.02 B:0.2 M:- ST:D CH:5 CF:- MI:7 SK:15 PS:D SQ:0 ET:15:30],39620,1,19908,96.1,0.48,111.05,0.56,-0.95,0.00,7094.3,709.43
13,Entry short,2025-04-10 11:30:00,[R001S rA:69 R:49 V:1.18 B:0.12 M:- ST:D CH:15 CF:- MI:26 SK:0 PS:D SQ:0 ET:14:30],39816,1,19908,96.1,0.48,111.05,0.56,-0.95,0.00,7094.3,709.43
14,Exit short,2025-04-11 07:30:00,[ExitS rA:54 R:22 V:2.65 B:0.2 M:- ST:D CH:5 CF:- MI:19 SK:15 PS:D SQ:0 ET:10:30],39522,1,19754,-8.9,-0.05,6.05,0.03,-7.95,-0.04,7085.4,708.54
14,Entry short,2025-04-11 06:30:00,[R001S rA:67 R:11 V:1.04 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 ET:9:30],39508,1,19754,-8.9,-0.05,6.05,0.03,-7.95,-0.04,7085.4,708.54
15,Exit long,2025-04-14 07:30:00,[ExitL rA:97 R:87 V:1.05 B:0.8 M:- ST:U CH:5 CF:+ MI:93 SK:85 PS:U SQ:0 ET:10:30],40810,1,20062,341.1,1.70,356.05,1.77,-0.95,0.00,7426.5,742.65
15,Entry long,2025-04-11 10:30:00,[R001L rA:69 R:97 V:0.74 B:0.91 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 ET:13:30],40124,1,20062,341.1,1.70,356.05,1.77,-0.95,0.00,7426.5,742.65
16,Exit short,2025-04-14 09:30:00,[ExitS rA:56 R:29 V:1.22 B:0.2 M:- ST:D CH:5 CF:- MI:8 SK:15 PS:D SQ:0 ET:12:30],40530,1,20349,82.1,0.40,97.05,0.48,-0.95,0.00,7508.6,750.86
16,Entry short,2025-04-14 07:30:00,[R001S rA:53 R:49 V:1.02 B:0.12 M:- ST:D CH:15 CF:+ MI:35 SK:0 PS:D SQ:0 ET:10:30],40698,1,20349,82.1,0.40,97.05,0.48,-0.95,0.00,7508.6,750.86
17,Exit short,2025-04-16 07:30:00,[ExitS rA:52 R:19 V:0.53 B:0.2 M:- ST:D CH:5 CF:- MI:5 SK:15 PS:D SQ:0 ET:10:30],40390,1,20237,40.1,0.20,55.05,0.27,-0.95,0.00,7548.7,754.87
17,Entry short,2025-04-16 06:30:00,[R001S rA:68 R:11 V:0.65 B:0.09 M:- ST:D CH:4 CF:- MI:0 SK:0 PS:D SQ:0 ET:9:30],40474,1,20237,40.1,0.20,55.05,0.27,-0.95,0.00,7548.7,754.87
18,Exit short,2025-04-16 12:30:00,[ExitS rA:67 R:14 V:0.92 B:0.2 M:+ ST:D CH:5 CF:- MI:7 SK:15 PS:D SQ:0 ET:15:30],39648,1,20111,285.1,1.42,300.05,1.49,-0.95,0.00,7833.8,783.38
18,Entry short,2025-04-16 10:30:00,[R001S rA:52 R:11 V:0.76 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 ET:13:30],40222,1,20111,285.1,1.42,300.05,1.49,-0.95,0.00,7833.8,783.38
