Trade #,Type,Date and time,Signal,Price AUD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
400,Exit long,2025-05-15 06:00:00,TP,1.7418,1000,1738.2,2.21,0.20,2.26,0.20,-1.21,-0.11,237.47,23.75
400,Entry long,2025-05-14 15:00:00,Long,1.7382,1000,1738.2,2.21,0.20,2.26,0.20,-1.21,-0.11,237.47,23.75
401,Exit long,2025-05-16 02:00:00,SL,1.746,1000,1749.6,-2.41,-0.21,0.72,0.06,-2.36,-0.21,235.06,23.51
401,Entry long,2025-05-16 00:00:00,Long,1.7496,1000,1749.6,-2.41,-0.21,0.72,0.06,-2.36,-0.21,235.06,23.51
402,Exit short,2025-05-16 19:00:00,TP,1.7406,1000,1744.2,2.2,0.20,2.26,0.20,-0.85,-0.08,237.27,23.73
402,Entry short,2025-05-16 03:00:00,Short,1.7442,1000,1744.2,2.2,0.20,2.26,0.20,-0.85,-0.08,237.27,23.73
403,Exit long,2025-05-19 14:00:00,SL,1.7454,1000,1749,-2.41,-0.22,0.61,0.05,-2.36,-0.21,234.86,23.49
403,Entry long,2025-05-19 08:00:00,Long,1.749,1000,1749,-2.41,-0.22,0.61,0.05,-2.36,-0.21,234.86,23.49
404,Exit short,2025-05-20 04:00:00,SL,1.746,1000,1742.4,-2.43,-0.22,1.29,0.11,-2.38,-0.21,232.43,23.24
404,Entry short,2025-05-19 15:00:00,Short,1.7424,1000,1742.4,-2.43,-0.22,1.29,0.11,-2.38,-0.21,232.43,23.24
405,Exit long,2025-05-20 05:00:00,TP,1.752,1000,1748.4,2.22,0.20,2.27,0.20,-0.05,0.00,234.65,23.47
405,Entry long,2025-05-20 04:00:00,Long,1.7484,1000,1748.4,2.22,0.20,2.27,0.20,-0.05,0.00,234.65,23.47
406,Exit long,2025-05-20 16:00:00,SL,1.7556,1000,1759.2,-2.43,-0.21,0.34,0.03,-2.38,-0.21,232.22,23.22
406,Entry long,2025-05-20 14:00:00,Long,1.7592,1000,1759.2,-2.43,-0.21,0.34,0.03,-2.38,-0.21,232.22,23.22
407,Exit long,2025-05-21 14:00:00,SL,1.7562,1000,1759.8,-2.42,-0.21,0.33,0.03,-2.36,-0.21,229.81,22.98
407,Entry long,2025-05-21 09:00:00,Long,1.7598,1000,1759.8,-2.42,-0.21,0.33,0.03,-2.36,-0.21,229.81,22.98
408,Exit long,2025-05-22 04:00:00,SL,1.7568,1000,1760.4,-2.42,-0.21,1.88,0.17,-2.37,-0.21,227.38,22.74
408,Entry long,2025-05-21 21:00:00,Long,1.7604,1000,1760.4,-2.42,-0.21,1.88,0.17,-2.37,-0.21,227.38,22.74
409,Exit short,2025-05-22 10:00:00,SL,1.7592,1000,1755.6,-2.42,-0.21,0,0.00,-2.37,-0.21,224.96,22.50
409,Entry short,2025-05-22 07:00:00,Short,1.7556,1000,1755.6,-2.42,-0.21,0,0.00,-2.37,-0.21,224.96,22.50
410,Exit short,2025-05-23 16:00:00,TP,1.7514,1000,1755,2.2,0.20,2.26,0.20,-0.05,0.00,227.17,22.72
410,Entry short,2025-05-23 12:00:00,Short,1.755,1000,1755,2.2,0.20,2.26,0.20,-0.05,0.00,227.17,22.72
411,Exit long,2025-05-27 08:00:00,TP,1.7592,1000,1755.6,2.23,0.20,2.28,0.20,-0.68,-0.06,229.4,22.94
411,Entry long,2025-05-26 19:00:00,Long,1.7556,1000,1755.6,2.23,0.20,2.28,0.20,-0.68,-0.06,229.4,22.94
412,Exit long,2025-05-28 00:00:00,SL,1.758,1000,1761.6,-2.42,-0.21,0,0.00,-2.37,-0.21,226.97,22.70
412,Entry long,2025-05-27 13:00:00,Long,1.7616,1000,1761.6,-2.42,-0.21,0,0.00,-2.37,-0.21,226.97,22.70
413,Exit short,2025-05-28 23:00:00,TP,1.7508,1000,1754.4,2.21,0.20,2.26,0.20,-0.05,0.00,229.18,22.92
413,Entry short,2025-05-28 23:00:00,Short,1.7544,1000,1754.4,2.21,0.20,2.26,0.20,-0.05,0.00,229.18,22.92
414,Exit long,2025-05-29 13:00:00,TP,1.7604,1000,1756.8,2.21,0.20,2.26,0.20,-0.05,0.00,231.39,23.14
414,Entry long,2025-05-29 12:00:00,Long,1.7568,1000,1756.8,2.21,0.20,2.26,0.20,-0.05,0.00,231.39,23.14
415,Exit long,2025-06-03 14:00:00,SL,1.7616,1000,1765.2,-2.44,-0.21,1.9,0.17,-2.39,-0.21,228.95,22.89
415,Entry long,2025-06-03 02:00:00,Long,1.7652,1000,1765.2,-2.44,-0.21,1.9,0.17,-2.39,-0.21,228.95,22.89
416,Exit short,2025-06-04 11:00:00,TP,1.7562,1000,1759.8,2.22,0.20,2.27,0.20,-1.22,-0.11,231.17,23.12
416,Entry short,2025-06-03 17:00:00,Short,1.7598,1000,1759.8,2.22,0.20,2.27,0.20,-1.22,-0.11,231.17,23.12
417,Exit short,2025-06-09 08:00:00,TP,1.7514,1000,1755,2.23,0.20,2.28,0.20,-0.74,-0.06,233.4,23.34
417,Entry short,2025-06-06 13:00:00,Short,1.755,1000,1755,2.23,0.20,2.28,0.20,-0.74,-0.06,233.4,23.34
418,Exit short,2025-06-10 05:00:00,SL,1.752,1000,1748.4,-2.45,-0.22,0.73,0.06,-2.4,-0.21,230.95,23.10
418,Entry short,2025-06-10 03:00:00,Short,1.7484,1000,1748.4,-2.45,-0.22,0.73,0.06,-2.4,-0.21,230.95,23.10
419,Exit long,2025-06-11 17:00:00,TP,1.7622,1000,1758.6,2.24,0.20,2.3,0.20,-0.05,0.00,233.19,23.32
419,Entry long,2025-06-11 13:00:00,Long,1.7586,1000,1758.6,2.24,0.20,2.3,0.20,-0.05,0.00,233.19,23.32
420,Exit long,2025-06-12 16:00:00,SL,1.7736,1000,1777.2,-2.45,-0.21,1.9,0.16,-2.39,-0.21,230.75,23.07
420,Entry long,2025-06-12 07:00:00,Long,1.7772,1000,1777.2,-2.45,-0.21,1.9,0.16,-2.39,-0.21,230.75,23.07
421,Exit long,2025-06-13 00:00:00,TP,1.7844,1000,1780.8,2.24,0.19,2.3,0.20,-0.05,0.00,232.99,23.30
421,Entry long,2025-06-13 00:00:00,Long,1.7808,1000,1780.8,2.24,0.19,2.3,0.20,-0.05,0.00,232.99,23.30
422,Exit short,2025-06-13 20:00:00,SL,1.7808,1000,1777.2,-2.46,-0.21,1.91,0.16,-2.41,-0.21,230.53,23.05
422,Entry short,2025-06-13 08:00:00,Short,1.7772,1000,1777.2,-2.46,-0.21,1.91,0.16,-2.41,-0.21,230.53,23.05
423,Exit short,2025-06-16 16:00:00,TP,1.7712,1000,1774.8,2.23,0.19,2.28,0.20,-0.05,0.00,232.76,23.28
423,Entry short,2025-06-16 11:00:00,Short,1.7748,1000,1774.8,2.23,0.19,2.28,0.20,-0.05,0.00,232.76,23.28
424,Exit long,2025-06-19 12:00:00,TP,1.776,1000,1772.4,2.24,0.19,2.29,0.20,-0.05,0.00,235,23.50
424,Entry long,2025-06-19 07:00:00,Long,1.7724,1000,1772.4,2.24,0.19,2.29,0.20,-0.05,0.00,235,23.50
425,Exit long,2025-06-20 15:00:00,TP,1.782,1000,1778.4,2.23,0.19,2.28,0.20,-0.05,0.00,237.23,23.72
425,Entry long,2025-06-20 13:00:00,Long,1.7784,1000,1778.4,2.23,0.19,2.28,0.20,-0.05,0.00,237.23,23.72
426,Exit long,2025-06-23 03:00:00,TP,1.7934,1000,1789.8,2.22,0.19,2.27,0.20,-0.05,0.00,239.44,23.94
426,Entry long,2025-06-23 02:00:00,Long,1.7898,1000,1789.8,2.22,0.19,2.27,0.20,-0.05,0.00,239.44,23.94
427,Exit long,2025-06-23 22:00:00,SL,1.7916,1000,1795.2,-2.43,-0.21,1.49,0.13,-2.38,-0.21,237.01,23.70
427,Entry long,2025-06-23 09:00:00,Long,1.7952,1000,1795.2,-2.43,-0.21,1.49,0.13,-2.38,-0.21,237.01,23.70
428,Exit long,2025-06-26 13:00:00,SL,1.7892,1000,1792.8,-2.45,-0.21,0,0.00,-2.4,-0.21,234.56,23.46
428,Entry long,2025-06-26 09:00:00,Long,1.7928,1000,1792.8,-2.45,-0.21,0,0.00,-2.4,-0.21,234.56,23.46
429,Exit short,2025-06-27 09:00:00,SL,1.7898,1000,1786.2,-2.46,-0.21,1.12,0.10,-2.41,-0.21,232.09,23.21
429,Entry short,2025-06-26 22:00:00,Short,1.7862,1000,1786.2,-2.46,-0.21,1.12,0.10,-2.41,-0.21,232.09,23.21
430,Exit long,2025-06-27 13:00:00,TP,1.7958,1000,1792.2,2.25,0.19,2.3,0.20,-0.41,-0.03,234.34,23.43
430,Entry long,2025-06-27 10:00:00,Long,1.7922,1000,1792.2,2.25,0.19,2.3,0.20,-0.41,-0.03,234.34,23.43
431,Exit long,2025-06-30 13:00:00,SL,1.7922,1000,1795.8,-2.46,-0.21,0,0.00,-2.41,-0.21,231.88,23.19
431,Entry long,2025-06-30 09:00:00,Long,1.7958,1000,1795.8,-2.46,-0.21,0,0.00,-2.41,-0.21,231.88,23.19
432,Exit long,2025-07-01 16:00:00,SL,1.7916,1000,1795.2,-2.48,-0.21,0.3,0.03,-2.42,-0.21,229.41,22.94
432,Entry long,2025-07-01 12:00:00,Long,1.7952,1000,1795.2,-2.48,-0.21,0.3,0.03,-2.42,-0.21,229.41,22.94
433,Exit short,2025-07-04 04:00:00,SL,1.7922,1000,1788.6,-2.47,-0.21,0.09,0.01,-2.42,-0.21,226.93,22.69
433,Entry short,2025-07-03 16:00:00,Short,1.7886,1000,1788.6,-2.47,-0.21,0.09,0.01,-2.42,-0.21,226.93,22.69
434,Exit long,2025-07-07 00:00:00,TP,1.7988,1000,1795.2,2.25,0.19,2.31,0.20,-0.45,-0.04,229.18,22.92
434,Entry long,2025-07-04 07:00:00,Long,1.7952,1000,1795.2,2.25,0.19,2.31,0.20,-0.45,-0.04,229.18,22.92
435,Exit long,2025-07-07 02:00:00,TP,1.8036,1000,1800,2.25,0.19,2.31,0.20,-0.05,0.00,231.43,23.14
435,Entry long,2025-07-07 00:00:00,Long,1.8,1000,1800,2.25,0.19,2.31,0.20,-0.05,0.00,231.43,23.14
436,Exit short,2025-07-08 10:00:00,TP,1.794,1000,1797.6,2.23,0.19,2.28,0.20,-0.05,0.00,233.66,23.37
436,Entry short,2025-07-08 04:00:00,Short,1.7976,1000,1797.6,2.23,0.19,2.28,0.20,-0.05,0.00,233.66,23.37
437,Exit short,2025-07-08 19:00:00,SL,1.7964,1000,1792.8,-2.44,-0.21,0.73,0.06,-2.39,-0.21,231.22,23.12
437,Entry short,2025-07-08 11:00:00,Short,1.7928,1000,1792.8,-2.44,-0.21,0.73,0.06,-2.39,-0.21,231.22,23.12
438,Exit short,2025-07-09 23:00:00,SL,1.7958,1000,1792.2,-2.46,-0.21,1.51,0.13,-2.41,-0.21,228.76,22.88
438,Entry short,2025-07-09 04:00:00,Short,1.7922,1000,1792.2,-2.46,-0.21,1.51,0.13,-2.41,-0.21,228.76,22.88
439,Exit short,2025-07-11 09:00:00,SL,1.7778,1000,1774.2,-2.48,-0.21,0.34,0.03,-2.43,-0.21,226.28,22.63
439,Entry short,2025-07-11 06:00:00,Short,1.7742,1000,1774.2,-2.48,-0.21,0.34,0.03,-2.43,-0.21,226.28,22.63
440,Exit long,2025-07-15 12:00:00,SL,1.7778,1000,1781.4,-2.46,-0.21,1.8,0.15,-2.41,-0.21,223.82,22.38
440,Entry long,2025-07-14 12:00:00,Long,1.7814,1000,1781.4,-2.46,-0.21,1.8,0.15,-2.41,-0.21,223.82,22.38
441,Exit long,2025-07-22 07:00:00,TP,1.7958,1000,1792.2,2.24,0.19,2.3,0.20,-0.63,-0.05,226.06,22.61
441,Entry long,2025-07-21 14:00:00,Long,1.7922,1000,1792.2,2.24,0.19,2.3,0.20,-0.63,-0.05,226.06,22.61
442,Exit short,2025-07-23 08:00:00,TP,1.7826,1000,1786.2,2.25,0.19,2.31,0.20,-0.05,0.00,228.31,22.83
442,Entry short,2025-07-23 07:00:00,Short,1.7862,1000,1786.2,2.25,0.19,2.31,0.20,-0.05,0.00,228.31,22.83
443,Exit long,2025-07-25 07:00:00,TP,1.788,1000,1784.4,2.26,0.19,2.32,0.20,-0.05,0.00,230.57,23.06
443,Entry long,2025-07-25 04:00:00,Long,1.7844,1000,1784.4,2.26,0.19,2.32,0.20,-0.05,0.00,230.57,23.06
444,Exit short,2025-07-28 19:00:00,TP,1.7784,1000,1782,2.26,0.19,2.31,0.20,-0.05,0.00,232.83,23.28
444,Entry short,2025-07-28 15:00:00,Short,1.782,1000,1782,2.26,0.19,2.31,0.20,-0.05,0.00,232.83,23.28
445,Exit short,2025-07-30 07:00:00,SL,1.7766,1000,1773,-2.45,-0.21,1.12,0.10,-2.4,-0.21,230.38,23.04
445,Entry short,2025-07-29 14:00:00,Short,1.773,1000,1773,-2.45,-0.21,1.12,0.10,-2.4,-0.21,230.38,23.04
446,Exit long,2025-08-01 12:00:00,TP,1.7802,1000,1776.6,2.21,0.19,2.26,0.20,-1.98,-0.17,232.59,23.26
446,Entry long,2025-07-31 10:00:00,Long,1.7766,1000,1776.6,2.21,0.19,2.26,0.20,-1.98,-0.17,232.59,23.26
447,Exit short,2025-08-04 15:00:00,SL,1.7886,1000,1785,-2.44,-0.21,0.34,0.03,-2.38,-0.21,230.15,23.02
447,Entry short,2025-08-04 01:00:00,Short,1.785,1000,1785,-2.44,-0.21,0.34,0.03,-2.38,-0.21,230.15,23.02
448,Exit short,2025-08-05 14:00:00,SL,1.7898,1000,1786.2,-2.43,-0.21,0,0.00,-2.38,-0.21,227.72,22.77
448,Entry short,2025-08-05 14:00:00,Short,1.7862,1000,1786.2,-2.43,-0.21,0,0.00,-2.38,-0.21,227.72,22.77
449,Exit long,2025-08-06 23:00:00,TP,1.794,1000,1790.4,2.23,0.19,2.29,0.20,-0.05,0.00,229.95,23.00
449,Entry long,2025-08-06 14:00:00,Long,1.7904,1000,1790.4,2.23,0.19,2.29,0.20,-0.05,0.00,229.95,23.00
450,Exit short,2025-08-07 14:00:00,SL,1.7892,1000,1785.6,-2.45,-0.21,0,0.00,-2.39,-0.21,227.5,22.75
450,Entry short,2025-08-07 11:00:00,Short,1.7856,1000,1785.6,-2.45,-0.21,0,0.00,-2.39,-0.21,227.5,22.75
451,Exit long,2025-08-13 06:00:00,SL,1.7868,1000,1790.4,-2.46,-0.21,0.73,0.06,-2.4,-0.21,225.05,22.50
451,Entry long,2025-08-12 13:00:00,Long,1.7904,1000,1790.4,-2.46,-0.21,0.73,0.06,-2.4,-0.21,225.05,22.50
452,Exit long,2025-08-18 07:00:00,SL,1.794,1000,1797.6,-2.45,-0.21,1.51,0.13,-2.4,-0.20,222.6,22.26
452,Entry long,2025-08-15 17:00:00,Long,1.7976,1000,1797.6,-2.45,-0.21,1.51,0.13,-2.4,-0.20,222.6,22.26
453,Exit long,2025-08-19 14:00:00,TP,1.8042,1000,1800.6,2.23,0.19,2.28,0.20,-0.64,-0.06,224.83,22.48
453,Entry long,2025-08-19 07:00:00,Long,1.8006,1000,1800.6,2.23,0.19,2.28,0.20,-0.64,-0.06,224.83,22.48
454,Exit long,2025-08-20 11:00:00,TP,1.8102,1000,1806.6,2.22,0.19,2.27,0.19,-0.83,-0.07,227.04,22.70
454,Entry long,2025-08-20 02:00:00,Long,1.8066,1000,1806.6,2.22,0.19,2.27,0.19,-0.83,-0.07,227.04,22.70
455,Exit long,2025-08-21 02:00:00,TP,1.8138,1000,1810.2,2.21,0.19,2.26,0.19,-0.05,0.00,229.25,22.92
455,Entry long,2025-08-20 11:00:00,Long,1.8102,1000,1810.2,2.21,0.19,2.26,0.19,-0.05,0.00,229.25,22.92
456,Exit short,2025-08-22 03:00:00,TP,1.8054,1000,1809,2.2,0.19,2.26,0.19,-0.05,0.00,231.45,23.15
456,Entry short,2025-08-21 14:00:00,Short,1.809,1000,1809,2.2,0.19,2.26,0.19,-0.05,0.00,231.45,23.15
457,Exit short,2025-08-27 18:00:00,TP,1.7868,1000,1790.4,2.23,0.19,2.28,0.20,-0.47,-0.04,233.69,23.37
457,Entry short,2025-08-27 12:00:00,Short,1.7904,1000,1790.4,2.23,0.19,2.28,0.20,-0.47,-0.04,233.69,23.37
458,Exit long,2025-09-01 14:00:00,SL,1.7862,1000,1789.8,-2.46,-0.21,1.12,0.10,-2.41,-0.21,231.22,23.12
458,Entry long,2025-09-01 05:00:00,Long,1.7898,1000,1789.8,-2.46,-0.21,1.12,0.10,-2.41,-0.21,231.22,23.12
459,Exit short,2025-09-04 10:00:00,SL,1.7874,1000,1783.8,-2.46,-0.21,1.52,0.13,-2.41,-0.21,228.76,22.88
459,Entry short,2025-09-03 01:00:00,Short,1.7838,1000,1783.8,-2.46,-0.21,1.52,0.13,-2.41,-0.21,228.76,22.88
460,Exit long,2025-09-08 06:00:00,Short,1.7838,1000,1786.8,-2.07,-0.18,2.2,0.19,-2.02,-0.17,226.69,22.67
460,Entry long,2025-09-05 00:00:00,Long,1.7868,1000,1786.8,-2.07,-0.18,2.2,0.19,-2.02,-0.17,226.69,22.67
461,Exit short,2025-09-08 10:00:00,TP,1.7802,1000,1783.8,2.25,0.19,2.31,0.20,-0.05,0.00,228.94,22.89
461,Entry short,2025-09-08 06:00:00,Short,1.7838,1000,1783.8,2.25,0.19,2.31,0.20,-0.05,0.00,228.94,22.89
462,Exit short,2025-09-10 00:00:00,TP,1.776,1000,1779.6,2.26,0.19,2.32,0.20,-0.05,0.00,231.2,23.12
462,Entry short,2025-09-09 07:00:00,Short,1.7796,1000,1779.6,2.26,0.19,2.32,0.20,-0.05,0.00,231.2,23.12
463,Exit short,2025-09-10 12:00:00,TP,1.7706,1000,1774.2,2.26,0.19,2.32,0.20,-0.05,0.00,233.47,23.35
463,Entry short,2025-09-10 02:00:00,Short,1.7742,1000,1774.2,2.26,0.19,2.32,0.20,-0.05,0.00,233.47,23.35
464,Exit long,2025-09-16 09:00:00,TP,1.7718,1000,1768.2,2.29,0.19,2.35,0.20,-0.05,0.00,235.76,23.58
464,Entry long,2025-09-16 07:00:00,Long,1.7682,1000,1768.2,2.29,0.19,2.35,0.20,-0.05,0.00,235.76,23.58
465,Exit long,2025-09-18 05:00:00,TP,1.7796,1000,1776,2.29,0.19,2.34,0.20,-2.06,-0.17,238.04,23.80
465,Entry long,2025-09-17 06:00:00,Long,1.776,1000,1776,2.29,0.19,2.34,0.20,-2.06,-0.17,238.04,23.80
466,Exit long,2025-09-23 00:00:00,TP,1.7892,1000,1785.6,2.27,0.19,2.32,0.20,-0.05,0.00,240.31,24.03
466,Entry long,2025-09-22 12:00:00,Long,1.7856,1000,1785.6,2.27,0.19,2.32,0.20,-0.05,0.00,240.31,24.03
467,Exit long,2025-09-24 01:00:00,SL,1.7874,1000,1791,-2.48,-0.21,0,0.00,-2.43,-0.21,237.83,23.78
467,Entry long,2025-09-23 18:00:00,Long,1.791,1000,1791,-2.48,-0.21,0,0.00,-2.43,-0.21,237.83,23.78
468,Exit short,2025-09-24 10:00:00,TP,1.7796,1000,1783.2,2.27,0.19,2.32,0.20,-0.05,0.00,240.1,24.01
468,Entry short,2025-09-24 02:00:00,Short,1.7832,1000,1783.2,2.27,0.19,2.32,0.20,-0.05,0.00,240.1,24.01
469,Exit long,2025-09-29 04:00:00,SL,1.785,1000,1788.6,-2.46,-0.21,0,0.00,-2.41,-0.21,237.63,23.76
469,Entry long,2025-09-26 09:00:00,Long,1.7886,1000,1788.6,-2.46,-0.21,0,0.00,-2.41,-0.21,237.63,23.76
470,Exit short,2025-09-30 02:00:00,TP,1.7784,1000,1782,2.26,0.19,2.31,0.20,-0.05,0.00,239.89,23.99
470,Entry short,2025-09-30 00:00:00,Short,1.782,1000,1782,2.26,0.19,2.31,0.20,-0.05,0.00,239.89,23.99
471,Exit long,2025-10-06 06:00:00,SL,1.7736,1000,1777.2,-2.48,-0.21,0,0.00,-2.43,-0.21,237.41,23.74
471,Entry long,2025-10-05 23:00:00,Long,1.7772,1000,1777.2,-2.48,-0.21,0,0.00,-2.43,-0.21,237.41,23.74
472,Exit short,2025-10-09 12:00:00,TP,1.7586,1000,1762.2,2.26,0.20,2.32,0.20,-0.05,0.00,239.67,23.97
472,Entry short,2025-10-09 10:00:00,Short,1.7622,1000,1762.2,2.26,0.20,2.32,0.20,-0.05,0.00,239.67,23.97
473,Exit long,2025-10-10 15:00:00,TP,1.7718,1000,1768.2,2.25,0.19,2.31,0.20,-0.05,0.00,241.92,24.19
473,Entry long,2025-10-10 14:00:00,Long,1.7682,1000,1768.2,2.25,0.19,2.31,0.20,-0.05,0.00,241.92,24.19
474,Exit long,2025-10-10 20:00:00,TP,1.7922,1000,1788.6,2.25,0.19,2.31,0.20,-0.05,0.00,244.18,24.42
474,Entry long,2025-10-10 17:00:00,Long,1.7886,1000,1788.6,2.25,0.19,2.31,0.20,-0.05,0.00,244.18,24.42
475,Exit long,2025-10-12 21:00:00,SL,1.7886,1000,1792.2,-2.44,-0.21,0,0.00,-2.38,-0.21,241.74,24.17
475,Entry long,2025-10-12 21:00:00,Long,1.7922,1000,1792.2,-2.44,-0.21,0,0.00,-2.38,-0.21,241.74,24.17
476,Exit short,2025-10-13 01:00:00,TP,1.7826,1000,1786.2,2.22,0.19,2.28,0.20,-0.05,0.00,243.96,24.40
476,Entry short,2025-10-12 22:00:00,Short,1.7862,1000,1786.2,2.22,0.19,2.28,0.20,-0.05,0.00,243.96,24.40
477,Exit short,2025-10-13 08:00:00,TP,1.7784,1000,1782,2.22,0.19,2.28,0.20,-0.05,0.00,246.19,24.62
477,Entry short,2025-10-13 06:00:00,Short,1.782,1000,1782,2.22,0.19,2.28,0.20,-0.05,0.00,246.19,24.62
478,Exit short,2025-10-13 16:00:00,TP,1.7748,1000,1778.4,2.22,0.19,2.28,0.20,-0.05,0.00,248.41,24.84
478,Entry short,2025-10-13 08:00:00,Short,1.7784,1000,1778.4,2.22,0.19,2.28,0.20,-0.05,0.00,248.41,24.84
479,Exit long,2025-10-14 04:00:00,TP,1.7868,1000,1783.2,2.24,0.19,2.29,0.20,-0.05,0.00,250.65,25.07
479,Entry long,2025-10-14 04:00:00,Long,1.7832,1000,1783.2,2.24,0.19,2.29,0.20,-0.05,0.00,250.65,25.07
480,Exit short,2025-10-15 15:00:00,SL,1.7862,1000,1782.6,-2.44,-0.21,0,0.00,-2.39,-0.21,248.21,24.82
480,Entry short,2025-10-15 10:00:00,Short,1.7826,1000,1782.6,-2.44,-0.21,0,0.00,-2.39,-0.21,248.21,24.82
481,Exit long,2025-10-16 00:00:00,TP,1.7928,1000,1789.2,2.24,0.19,2.29,0.20,-0.05,0.00,250.45,25.04
481,Entry long,2025-10-15 23:00:00,Long,1.7892,1000,1789.2,2.24,0.19,2.29,0.20,-0.05,0.00,250.45,25.04
482,Exit long,2025-10-16 17:00:00,TP,1.8,1000,1796.4,2.24,0.19,2.29,0.20,-0.44,-0.04,252.68,25.27
482,Entry long,2025-10-16 13:00:00,Long,1.7964,1000,1796.4,2.24,0.19,2.29,0.20,-0.44,-0.04,252.68,25.27
483,Exit long,2025-10-16 23:00:00,TP,1.8048,1000,1801.2,2.23,0.19,2.28,0.20,-0.05,0.00,254.91,25.49
483,Entry long,2025-10-16 17:00:00,Long,1.8012,1000,1801.2,2.23,0.19,2.28,0.20,-0.05,0.00,254.91,25.49
484,Exit short,2025-10-17 14:00:00,TP,1.8006,1000,1804.2,2.23,0.19,2.28,0.19,-0.05,0.00,257.14,25.71
484,Entry short,2025-10-17 11:00:00,Short,1.8042,1000,1804.2,2.23,0.19,2.28,0.19,-0.05,0.00,257.14,25.71
485,Exit short,2025-10-17 20:00:00,TP,1.794,1000,1797.6,2.23,0.19,2.28,0.20,-0.05,0.00,259.36,25.94
485,Entry short,2025-10-17 18:00:00,Short,1.7976,1000,1797.6,2.23,0.19,2.28,0.20,-0.05,0.00,259.36,25.94
486,Exit short,2025-10-20 17:00:00,TP,1.788,1000,1791.6,2.23,0.19,2.28,0.20,-0.05,0.00,261.6,26.16
486,Entry short,2025-10-20 14:00:00,Short,1.7916,1000,1791.6,2.23,0.19,2.28,0.20,-0.05,0.00,261.6,26.16
487,Exit short,2025-10-22 17:00:00,SL,1.791,1000,1787.4,-2.44,-0.21,2.19,0.19,-2.39,-0.21,259.15,25.92
487,Entry short,2025-10-21 22:00:00,Short,1.7874,1000,1787.4,-2.44,-0.21,2.19,0.19,-2.39,-0.21,259.15,25.92
488,Exit long,2025-10-23 00:00:00,SL,1.788,1000,1791.6,-2.44,-0.21,0,0.00,-2.39,-0.21,256.71,25.67
488,Entry long,2025-10-22 17:00:00,Long,1.7916,1000,1791.6,-2.44,-0.21,0,0.00,-2.39,-0.21,256.71,25.67
489,Exit short,2025-10-23 09:00:00,TP,1.7814,1000,1785,2.23,0.19,2.28,0.20,-0.05,0.00,258.94,25.89
489,Entry short,2025-10-23 06:00:00,Short,1.785,1000,1785,2.23,0.19,2.28,0.20,-0.05,0.00,258.94,25.89
490,Exit short,2025-10-28 14:00:00,TP,1.773,1000,1776.6,2.25,0.19,2.31,0.20,-2.24,-0.19,261.19,26.12
490,Entry short,2025-10-27 08:00:00,Short,1.7766,1000,1776.6,2.25,0.19,2.31,0.20,-2.24,-0.19,261.19,26.12
491,Exit short,2025-11-03 05:00:00,TP,1.7598,1000,1763.4,2.25,0.19,2.3,0.20,-0.05,0.00,263.44,26.34
491,Entry short,2025-10-31 13:00:00,Short,1.7634,1000,1763.4,2.25,0.19,2.3,0.20,-0.05,0.00,263.44,26.34
492,Exit long,2025-11-04 05:00:00,TP,1.7676,1000,1764,2.25,0.19,2.3,0.20,-2.01,-0.17,265.69,26.57
492,Entry long,2025-11-03 17:00:00,Long,1.764,1000,1764,2.25,0.19,2.3,0.20,-2.01,-0.17,265.69,26.57
493,Exit short,2025-11-06 11:00:00,SL,1.77,1000,1766.4,-2.45,-0.21,1.5,0.13,-2.4,-0.21,263.24,26.32
493,Entry short,2025-11-05 15:00:00,Short,1.7664,1000,1766.4,-2.45,-0.21,1.5,0.13,-2.4,-0.21,263.24,26.32
494,Exit long,2025-11-06 14:00:00,TP,1.7766,1000,1773,2.24,0.19,2.29,0.20,-0.05,0.00,265.48,26.55
494,Entry long,2025-11-06 14:00:00,Long,1.773,1000,1773,2.24,0.19,2.29,0.20,-0.05,0.00,265.48,26.55
495,Exit short,2025-11-09 23:00:00,TP,1.7766,1000,1780.2,2.23,0.19,2.28,0.20,-0.7,-0.06,267.71,26.77
495,Entry short,2025-11-07 19:00:00,Short,1.7802,1000,1780.2,2.23,0.19,2.28,0.20,-0.7,-0.06,267.71,26.77
496,Exit long,2025-11-11 19:00:00,SL,1.7742,1000,1777.8,-2.46,-0.21,0,0.00,-2.41,-0.21,265.25,26.52
496,Entry long,2025-11-11 15:00:00,Long,1.7778,1000,1777.8,-2.46,-0.21,0,0.00,-2.41,-0.21,265.25,26.52
497,Exit short,2025-11-13 02:00:00,TP,1.767,1000,1770.6,2.25,0.19,2.3,0.20,-1.62,-0.14,267.5,26.75
497,Entry short,2025-11-12 08:00:00,Short,1.7706,1000,1770.6,2.25,0.19,2.3,0.20,-1.62,-0.14,267.5,26.75
498,Exit long,2025-11-13 17:00:00,TP,1.7784,1000,1774.8,2.25,0.19,2.3,0.20,-0.05,0.00,269.75,26.97
498,Entry long,2025-11-13 14:00:00,Long,1.7748,1000,1774.8,2.25,0.19,2.3,0.20,-0.05,0.00,269.75,26.97
499,Exit short,2025-11-17 01:00:00,SL,1.7802,1000,1776.6,-2.46,-0.21,1.51,0.13,-2.41,-0.21,267.29,26.73
