Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit short,2024-01-02 05:00:00,Close entry(s) order Short,1.1028,1000,1102.8,-0.1,-0.01,0.75,0.07,-0.05,0.00,-0.1,-0.01
1,Entry short,2024-01-02 02:00:00,Short,1.1028,1000,1102.8,-0.1,-0.01,0.75,0.07,-0.05,0.00,-0.1,-0.01
2,Exit long,2024-01-02 07:00:00,Close entry(s) order Long,1.1024,1000,1102.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-0.6,-0.06
2,Entry long,2024-01-02 05:00:00,Long,1.1028,1000,1102.8,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-0.6,-0.06
3,Exit long,2024-01-02 20:00:00,Close entry(s) order Long,1.0948,1000,1095.2,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-1.1,-0.11
3,Entry long,2024-01-02 16:00:00,Long,1.0952,1000,1095.2,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-1.1,-0.11
4,Exit short,2024-01-03 20:00:00,Close entry(s) order Short,1.0916,1000,1093.6,1.9,0.17,2.94,0.27,-0.05,0.00,0.8,0.08
4,Entry short,2024-01-03 10:00:00,Short,1.0936,1000,1093.6,1.9,0.17,2.94,0.27,-0.05,0.00,0.8,0.08
5,Exit long,2024-01-04 11:00:00,Close entry(s) order Long,1.0956,1000,1091.6,3.9,0.36,4.75,0.44,-0.05,0.00,4.7,0.47
5,Entry long,2024-01-03 20:00:00,Long,1.0916,1000,1091.6,3.9,0.36,4.75,0.44,-0.05,0.00,4.7,0.47
6,Exit short,2024-01-04 18:00:00,Close entry(s) order Short,1.0952,1000,1095.6,0.3,0.03,0.99,0.09,-0.05,0.00,4.99,0.50
6,Entry short,2024-01-04 11:00:00,Short,1.0956,1000,1095.6,0.3,0.03,0.99,0.09,-0.05,0.00,4.99,0.50
7,Exit short,2024-01-05 13:00:00,Close entry(s) order Short,1.0916,1000,1092.4,0.7,0.06,1.55,0.14,-0.05,0.00,5.69,0.57
7,Entry short,2024-01-05 08:00:00,Short,1.0924,1000,1092.4,0.7,0.06,1.55,0.14,-0.05,0.00,5.69,0.57
8,Exit long,2024-01-05 16:00:00,Close entry(s) order Long,1.0968,1000,1091.6,5.1,0.47,5.95,0.55,-0.05,0.00,10.79,1.08
8,Entry long,2024-01-05 13:00:00,Long,1.0916,1000,1091.6,5.1,0.47,5.95,0.55,-0.05,0.00,10.79,1.08
9,Exit short,2024-01-08 02:00:00,Close entry(s) order Short,1.0944,1000,1096.8,2.3,0.21,2.75,0.25,-0.05,0.00,13.09,1.31
9,Entry short,2024-01-05 16:00:00,Short,1.0968,1000,1096.8,2.3,0.21,2.75,0.25,-0.05,0.00,13.09,1.31
10,Exit long,2024-01-11 09:00:00,Close entry(s) order Long,1.0976,1000,1098,-0.5,-0.05,0.35,0.03,-0.45,-0.04,12.59,1.26
10,Entry long,2024-01-11 06:00:00,Long,1.098,1000,1098,-0.5,-0.05,0.35,0.03,-0.45,-0.04,12.59,1.26
11,Exit short,2024-01-11 11:00:00,Close entry(s) order Short,1.0972,1000,1097.6,0.3,0.03,1.15,0.10,-0.05,0.00,12.89,1.29
11,Entry short,2024-01-11 09:00:00,Short,1.0976,1000,1097.6,0.3,0.03,1.15,0.10,-0.05,0.00,12.89,1.29
