Trade #,Type,Date and time,Signal,Price AUD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
32,Exit long,2024-09-05 01:00:00,[ExitL rA:49 hA:34 R:60 V:0.93 B:0.79 M:+ ST:U CH:17 CF:- MI:76 SK:82 PS:U SQ:0],1.6482,1000,1646.4,1.01,0.09,1.92,0.17,-0.1,-0.01,43.16,4.32
32,Entry long,2024-09-04 15:00:00,[R001L rA:43 hA:36 R:55 V:0.75 B:0.48 M:- ST:U CH:20 CF:- MI:22 SK:61 PS:U SQ:0],1.6464,1000,1646.4,1.01,0.09,1.92,0.17,-0.1,-0.01,43.16,4.32
33,Exit long,2024-09-09 01:00:00,[ExitL rA:30 hA:31 R:77 V:0.39 B:0.8 M:+ ST:U CH:8 CF:+ MI:97 SK:85 PS:U SQ:0],1.6614,1000,1655.4,3.8,0.34,4.7,0.43,-0.1,-0.01,46.96,4.70
33,Entry long,2024-09-06 14:00:00,[R001L rA:31 hA:31 R:73 V:0.32 B:0.98 M:+ ST:U CH:8 CF:- MI:46 SK:100 PS:U SQ:0],1.6554,1000,1655.4,3.8,0.34,4.7,0.43,-0.1,-0.01,46.96,4.70
34,Exit short,2024-09-23 17:00:00,[ExitS rA:40 hA:50 R:24 V:2.52 B:0.19 M:- ST:D CH:5 CF:- MI:21 SK:15 PS:D SQ:0],1.626,1000,1626.6,0.21,0.02,0.72,0.06,-0.1,-0.01,47.17,4.72
34,Entry short,2024-09-23 14:00:00,[R001S rA:41 hA:50 R:15 V:1.47 B:0.05 M:- ST:D CH:3 CF:- MI:0 SK:0 PS:D SQ:0],1.6266,1000,1626.6,0.21,0.02,0.72,0.06,-0.1,-0.01,47.17,4.72
35,Exit long,2024-10-07 21:00:00,[ExitL rA:58 hA:42 R:76 V:1.39 B:0.8 M:+ ST:U CH:5 CF:+ MI:86 SK:85 PS:U SQ:0],1.6248,1000,1623,1.02,0.09,1.94,0.18,-0.1,-0.01,48.19,4.82
35,Entry long,2024-10-07 15:00:00,[R001L rA:33 hA:34 R:81 V:0.98 B:0.93 M:+ ST:U CH:10 CF:+ MI:87 SK:100 PS:U SQ:0],1.623,1000,1623,1.02,0.09,1.94,0.18,-0.1,-0.01,48.19,4.82
36,Exit long,2024-10-29 10:00:00,[ExitL rA:53 hA:37 R:77 V:2.07 B:0.81 M:+ ST:U CH:9 CF:+ MI:80 SK:79 PS:U SQ:0],1.6452,1000,1640.4,2.96,0.27,4.21,0.39,-0.1,-0.01,51.15,5.12
36,Entry long,2024-10-28 15:00:00,[R001L rA:41 hA:31 R:77 V:0.18 B:0.97 M:+ ST:U CH:17 CF:+ MI:83 SK:100 PS:U SQ:0],1.6404,1000,1640.4,2.96,0.27,4.21,0.39,-0.1,-0.01,51.15,5.12
37,Exit long,2024-10-30 06:00:00,[ExitL rA:63 hA:47 R:75 V:1.34 B:0.81 M:+ ST:U CH:9 CF:+ MI:90 SK:82 PS:U SQ:0],1.6518,1000,1647.6,2.56,0.24,3.6,0.33,-0.1,-0.01,53.71,5.37
37,Entry long,2024-10-29 17:00:00,[R001L rA:48 hA:37 R:74 V:0.43 B:0.94 M:- ST:U CH:43 CF:+ MI:57 SK:100 PS:U SQ:0],1.6476,1000,1647.6,2.56,0.24,3.6,0.33,-0.1,-0.01,53.71,5.37
38,Exit long,2024-10-31 02:00:00,[ExitL rA:64 hA:55 R:64 V:1.26 B:0.82 M:+ ST:U CH:8 CF:+ MI:84 SK:85 PS:U SQ:0],1.6518,1000,1648.8,1.78,0.16,2.66,0.25,-0.1,-0.01,55.49,5.55
38,Entry long,2024-10-30 15:00:00,[R001L rA:57 hA:50 R:57 V:0.89 B:0.49 M:- ST:U CH:24 CF:- MI:36 SK:67 PS:U SQ:0],1.6488,1000,1648.8,1.78,0.16,2.66,0.25,-0.1,-0.01,55.49,5.55
39,Exit long,2024-10-31 15:00:00,[ExitL rA:33 hA:47 R:73 V:1.1 B:0.82 M:+ ST:U CH:9 CF:+ MI:89 SK:85 PS:U SQ:0],1.6584,1000,1658.4,-0.2,-0.02,0.69,0.06,-0.1,-0.01,55.3,5.53
39,Entry long,2024-10-31 14:00:00,[R001L rA:30 hA:48 R:81 V:0.71 B:0.99 M:+ ST:U CH:9 CF:+ MI:92 SK:100 PS:U SQ:0],1.6584,1000,1658.4,-0.2,-0.02,0.69,0.06,-0.1,-0.01,55.3,5.53
40,Exit short,2024-11-06 20:00:00,[ExitS rA:54 hA:38 R:45 V:0.42 B:0.54 M:+ ST:D CH:31 CF:- MI:32 SK:29 PS:D SQ:0],1.632,1000,1631.4,-0.59,-0.05,0.3,0.03,-0.5,-0.05,54.7,5.47
40,Entry short,2024-11-06 19:00:00,[R001S rA:49 hA:36 R:39 V:0.7 B:0.49 M:+ ST:D CH:19 CF:- MI:36 SK:33 PS:D SQ:0],1.6314,1000,1631.4,-0.59,-0.05,0.3,0.03,-0.5,-0.05,54.7,5.47
41,Exit short,2024-11-08 01:00:00,[ExitS rA:33 hA:40 R:27 V:2.16 B:0.18 M:- ST:D CH:28 CF:- MI:35 SK:20 PS:D SQ:0],1.6182,1000,1618.8,0.21,0.02,1.09,0.10,-0.1,-0.01,54.91,5.49
41,Entry short,2024-11-07 15:00:00,[R001S rA:34 hA:40 R:21 V:0.56 B:0.08 M:- ST:D CH:22 CF:- MI:35 SK:0 PS:D SQ:0],1.6188,1000,1618.8,0.21,0.02,1.09,0.10,-0.1,-0.01,54.91,5.49
42,Exit long,2024-11-10 22:00:00,[ExitL rA:48 hA:50 R:69 V:1.48 B:0.81 M:+ ST:U CH:5 CF:+ MI:88 SK:85 PS:U SQ:0],1.6284,1000,1629,-0.59,-0.05,0.3,0.03,-0.5,-0.05,54.32,5.43
42,Entry long,2024-11-08 16:00:00,[R001L rA:43 hA:50 R:78 V:0.73 B:0.94 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.629,1000,1629,-0.59,-0.05,0.3,0.03,-0.5,-0.05,54.32,5.43
43,Exit short,2024-11-22 04:00:00,[ExitS rA:59 hA:48 R:22 V:0.8 B:0.2 M:- ST:D CH:5 CF:- MI:5 SK:19 PS:D SQ:0],1.6086,1000,1612.8,2.55,0.24,3.66,0.35,-0.09,-0.01,56.87,5.69
43,Entry short,2024-11-21 16:00:00,[R001S rA:54 hA:48 R:19 V:0.49 B:0.05 M:- ST:D CH:13 CF:- MI:7 SK:0 PS:D SQ:0],1.6128,1000,1612.8,2.55,0.24,3.66,0.35,-0.09,-0.01,56.87,5.69
44,Exit long,2024-11-25 20:00:00,[ExitL rA:42 hA:37 R:74 V:0.59 B:0.8 M:+ ST:U CH:5 CF:+ MI:96 SK:85 PS:U SQ:0],1.6146,1000,1614.6,-0.19,-0.02,0.69,0.07,-0.09,-0.01,56.68,5.67
44,Entry long,2024-11-25 17:00:00,[R001L rA:40 hA:37 R:82 V:0.43 B:0.91 M:+ ST:U CH:3 CF:+ MI:100 SK:100 PS:U SQ:0],1.6146,1000,1614.6,-0.19,-0.02,0.69,0.07,-0.09,-0.01,56.68,5.67
45,Exit long,2024-11-26 15:00:00,[ExitL rA:52 hA:37 R:71 V:0.64 B:0.81 M:+ ST:U CH:9 CF:+ MI:95 SK:85 PS:U SQ:0],1.6224,1000,1621.8,0.2,0.02,1.08,0.10,-0.09,-0.01,56.88,5.69
45,Entry long,2024-11-26 14:00:00,[R001L rA:48 hA:37 R:77 V:1.43 B:0.99 M:+ ST:U CH:9 CF:+ MI:91 SK:100 PS:U SQ:0],1.6218,1000,1621.8,0.2,0.02,1.08,0.10,-0.09,-0.01,56.88,5.69
46,Exit long,2024-11-27 18:00:00,[ExitL rA:45 hA:32 R:67 V:1.08 B:0.76 M:+ ST:U CH:24 CF:+ MI:75 SK:78 PS:U SQ:0],1.6278,1000,1628.4,-0.58,-0.05,0,0.00,-0.48,-0.05,56.3,5.63
46,Entry long,2024-11-27 18:00:00,[R001L rA:39 hA:31 R:76 V:1.11 B:0.9 M:+ ST:U CH:18 CF:+ MI:83 SK:100 PS:U SQ:0],1.6284,1000,1628.4,-0.58,-0.05,0,0.00,-0.48,-0.05,56.3,5.63
47,Exit long,2024-12-05 18:00:00,[ExitL rA:42 hA:30 R:70 V:2.66 B:0.82 M:+ ST:U CH:5 CF:+ MI:81 SK:86 PS:U SQ:0],1.6416,1000,1641,0.2,0.02,1.06,0.10,-0.09,-0.01,56.5,5.65
47,Entry long,2024-12-05 15:00:00,[R001L rA:42 hA:30 R:75 V:0.52 B:0.99 M:+ ST:U CH:14 CF:+ MI:65 SK:100 PS:U SQ:0],1.641,1000,1641,0.2,0.02,1.06,0.10,-0.09,-0.01,56.5,5.65
48,Exit long,2024-12-08 22:00:00,[ExitL rA:39 hA:36 R:74 V:3.24 B:0.82 M:+ ST:U CH:16 CF:+ MI:52 SK:82 PS:U SQ:0],1.6536,1000,1651.8,0.96,0.09,1.84,0.17,-0.1,-0.01,57.45,5.75
48,Entry long,2024-12-06 15:00:00,[R001L rA:33 hA:36 R:78 V:0.48 B:0.92 M:+ ST:U CH:18 CF:+ MI:71 SK:100 PS:U SQ:0],1.6518,1000,1651.8,0.96,0.09,1.84,0.17,-0.1,-0.01,57.45,5.75
49,Exit long,2024-12-19 03:00:00,[ExitL rA:60 hA:54 R:71 V:2.61 B:0.82 M:+ ST:U CH:5 CF:+ MI:83 SK:86 PS:U SQ:0],1.6668,1000,1663.2,2.05,0.20,2.89,0.28,-0.09,-0.01,59.5,5.95
49,Entry long,2024-12-18 20:00:00,[R001L rA:55 hA:48 R:69 V:0.38 B:0.83 M:- ST:U CH:34 CF:+ MI:71 SK:86 PS:U SQ:0],1.6632,1000,1663.2,2.05,0.20,2.89,0.28,-0.09,-0.01,59.5,5.95
50,Exit short,2024-12-19 18:00:00,[ExitS rA:71 hA:42 R:29 V:1.81 B:0.2 M:- ST:D CH:5 CF:- MI:15 SK:15 PS:D SQ:0],1.6584,1000,1657.8,-0.56,-0.05,0,0.00,-0.47,-0.05,58.95,5.89
50,Entry short,2024-12-19 17:00:00,[R001S rA:56 hA:36 R:19 V:0.47 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0],1.6578,1000,1657.8,-0.56,-0.05,0,0.00,-0.47,-0.05,58.95,5.89
51,Exit short,2025-01-02 23:00:00,[ExitS rA:44 hA:36 R:20 V:2.23 B:0.2 M:- ST:D CH:5 CF:- MI:15 SK:15 PS:D SQ:0],1.6548,1000,1656.6,0.93,0.09,1.76,0.17,-0.09,-0.01,59.88,5.99
51,Entry short,2025-01-02 15:00:00,[R001S rA:44 hA:36 R:12 V:0.52 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0],1.6566,1000,1656.6,0.93,0.09,1.76,0.17,-0.09,-0.01,59.88,5.99
52,Exit short,2025-02-06 03:00:00,[ExitS rA:66 hA:34 R:37 V:3.92 B:0.21 M:- ST:D CH:32 CF:+ MI:73 SK:37 PS:D SQ:0],1.6566,1000,1656,-0.56,-0.05,0.65,0.06,-0.47,-0.05,59.31,5.93
52,Entry short,2025-02-05 16:00:00,[R001S rA:57 hA:32 R:30 V:0.4 B:-0.01 M:- ST:D CH:29 CF:- MI:45 SK:0 PS:D SQ:0],1.656,1000,1656,-0.56,-0.05,0.65,0.06,-0.47,-0.05,59.31,5.93
53,Exit short,2025-02-10 13:00:00,[ExitS rA:35 hA:32 R:28 V:1.27 B:0.18 M:- ST:D CH:11 CF:- MI:9 SK:15 PS:D SQ:0],1.6446,1000,1648.8,2.45,0.24,2.92,0.28,-0.09,-0.01,61.76,6.18
53,Entry short,2025-02-07 17:00:00,[R001S rA:34 hA:31 R:29 V:0.24 B:0.03 M:- ST:D CH:38 CF:- MI:32 SK:0 PS:D SQ:0],1.6488,1000,1648.8,2.45,0.24,2.92,0.28,-0.09,-0.01,61.76,6.18
54,Exit long,2025-02-26 17:00:00,[ExitL rA:56 hA:45 R:69 V:1.87 B:0.81 M:+ ST:U CH:24 CF:+ MI:73 SK:76 PS:U SQ:0],1.662,1000,1662.6,-0.57,-0.05,0.36,0.03,-0.48,-0.05,61.19,6.12
54,Entry long,2025-02-26 17:00:00,[R001L rA:51 hA:41 R:78 V:1.16 B:0.98 M:+ ST:U CH:16 CF:+ MI:86 SK:100 PS:U SQ:0],1.6626,1000,1662.6,-0.57,-0.05,0.36,0.03,-0.48,-0.05,61.19,6.12
55,Exit long,2025-02-28 15:00:00,[ExitL rA:50 hA:35 R:78 V:0.34 B:0.8 M:+ ST:U CH:10 CF:+ MI:97 SK:85 PS:U SQ:0],1.6746,1000,1675.2,-0.56,-0.05,0.28,0.03,-0.47,-0.04,60.63,6.06
55,Entry long,2025-02-28 14:00:00,[R001L rA:50 hA:35 R:88 V:0.51 B:0.93 M:+ ST:U CH:5 CF:+ MI:100 SK:100 PS:U SQ:0],1.6752,1000,1675.2,-0.56,-0.05,0.28,0.03,-0.47,-0.04,60.63,6.06
56,Exit long,2025-03-04 06:00:00,[ExitL rA:66 hA:59 R:78 V:1.62 B:0.8 M:+ ST:U CH:5 CF:+ MI:87 SK:85 PS:U SQ:0],1.6896,1000,1683,3.92,0.37,4.76,0.45,-0.09,-0.01,64.55,6.45
56,Entry long,2025-03-03 20:00:00,[R001L rA:65 hA:57 R:76 V:0.4 B:0.9 M:+ ST:U CH:19 CF:+ MI:77 SK:100 PS:U SQ:0],1.683,1000,1683,3.92,0.37,4.76,0.45,-0.09,-0.01,64.55,6.45
57,Exit long,2025-03-04 19:00:00,[ExitL rA:64 hA:64 R:74 V:0.54 B:0.8 M:+ ST:U CH:5 CF:+ MI:96 SK:85 PS:U SQ:0],1.6986,1000,1693.2,3.17,0.30,4.01,0.38,-0.09,-0.01,67.72,6.77
57,Entry long,2025-03-04 14:00:00,[R001L rA:43 hA:59 R:68 V:0.73 B:0.84 M:- ST:U CH:26 CF:+ MI:67 SK:88 PS:U SQ:0],1.6932,1000,1693.2,3.17,0.30,4.01,0.38,-0.09,-0.01,67.72,6.77
58,Exit long,2025-03-05 18:00:00,[ExitL rA:54 hA:68 R:68 V:3.7 B:0.83 M:+ ST:U CH:24 CF:+ MI:57 SK:80 PS:U SQ:0],1.7058,1000,1705.2,0.18,0.02,1.03,0.10,-0.1,-0.01,67.9,6.79
58,Entry long,2025-03-05 15:00:00,[R001L rA:42 hA:67 R:72 V:0.72 B:0.93 M:+ ST:U CH:35 CF:+ MI:82 SK:100 PS:U SQ:0],1.7052,1000,1705.2,0.18,0.02,1.03,0.10,-0.1,-0.01,67.9,6.79
59,Exit long,2025-03-10 01:00:00,[ExitL rA:42 hA:60 R:54 V:0.76 B:0.53 M:- ST:U CH:31 CF:- MI:20 SK:71 PS:U SQ:0],1.7214,1000,1722,-0.57,-0.05,0.28,0.03,-0.48,-0.04,67.33,6.73
59,Entry long,2025-03-09 23:00:00,[R001L rA:38 hA:60 R:59 V:0.65 B:0.61 M:- ST:U CH:22 CF:- MI:27 SK:67 PS:U SQ:0],1.722,1000,1722,-0.57,-0.05,0.28,0.03,-0.48,-0.04,67.33,6.73
60,Exit long,2025-03-11 15:00:00,[ExitL rA:29 hA:48 R:76 V:1.17 B:0.82 M:+ ST:U CH:8 CF:+ MI:77 SK:85 PS:U SQ:0],1.74,1000,1737,1.69,0.15,2.54,0.23,-0.1,-0.01,69.02,6.90
60,Entry long,2025-03-11 14:00:00,[R001L rA:31 hA:51 R:78 V:0.55 B:0.92 M:+ ST:U CH:18 CF:+ MI:76 SK:100 PS:U SQ:0],1.737,1000,1737,1.69,0.15,2.54,0.23,-0.1,-0.01,69.02,6.90
61,Exit short,2025-03-13 01:00:00,[ExitS rA:48 hA:47 R:22 V:1.34 B:0.2 M:- ST:D CH:5 CF:- MI:14 SK:15 PS:D SQ:0],1.7214,1000,1729.8,5.11,0.47,5.97,0.55,-0.1,-0.01,74.13,7.41
61,Entry short,2025-03-12 16:00:00,[R001S rA:36 hA:41 R:32 V:0.52 B:-0.01 M:- ST:D CH:31 CF:- MI:40 SK:0 PS:D SQ:0],1.7298,1000,1729.8,5.11,0.47,5.97,0.55,-0.1,-0.01,74.13,7.41
62,Exit short,2025-04-02 00:00:00,[ExitS rA:59 hA:33 R:24 V:0.67 B:0.2 M:- ST:D CH:12 CF:- MI:5 SK:15 PS:D SQ:0],1.7184,1000,1722,2.07,0.19,2.92,0.27,-0.1,-0.01,76.2,7.62
62,Entry short,2025-04-01 15:00:00,[R001S rA:31 hA:36 R:22 V:0.42 B:0.06 M:- ST:D CH:12 CF:- MI:26 SK:0 PS:D SQ:0],1.722,1000,1722,2.07,0.19,2.92,0.27,-0.1,-0.01,76.2,7.62
63,Exit long,2025-04-03 00:00:00,[ExitL rA:66 hA:51 R:83 V:3.04 B:0.8 M:+ ST:U CH:5 CF:+ MI:72 SK:85 PS:U SQ:0],1.7394,1000,1730.4,5.47,0.50,6.32,0.58,-0.1,-0.01,81.67,8.17
63,Entry long,2025-04-02 22:00:00,[R001L rA:59 hA:47 R:85 V:0.73 B:0.97 M:+ ST:U CH:14 CF:+ MI:60 SK:100 PS:U SQ:0],1.7304,1000,1730.4,5.47,0.50,6.32,0.58,-0.1,-0.01,81.67,8.17
64,Exit long,2025-04-03 15:00:00,[ExitL rA:78 hA:44 R:62 V:0.68 B:0.75 M:+ ST:U CH:34 CF:- MI:36 SK:71 PS:U SQ:0],1.7436,1000,1744.2,-0.58,-0.05,0.28,0.03,-0.48,-0.04,81.09,8.11
64,Entry long,2025-04-03 14:00:00,[R001L rA:54 hA:31 R:68 V:0.69 B:0.89 M:+ ST:U CH:37 CF:- MI:38 SK:100 PS:U SQ:0],1.7442,1000,1744.2,-0.58,-0.05,0.28,0.03,-0.48,-0.04,81.09,8.11
65,Exit long,2025-04-03 23:00:00,[ExitL rA:35 hA:48 R:70 V:0.77 B:0.8 M:+ ST:U CH:5 CF:+ MI:92 SK:85 PS:U SQ:0],1.7478,1000,1748.4,-0.58,-0.05,0.28,0.03,-0.48,-0.04,80.51,8.05
65,Entry long,2025-04-03 22:00:00,[R001L rA:34 hA:48 R:78 V:0.3 B:0.95 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.7484,1000,1748.4,-0.58,-0.05,0.28,0.03,-0.48,-0.04,80.51,8.05
66,Exit long,2025-04-04 17:00:00,[ExitL rA:36 hA:40 R:84 V:0.45 B:0.8 M:+ ST:U CH:5 CF:+ MI:97 SK:85 PS:U SQ:0],1.8246,1000,1809,9.67,0.84,10.53,0.92,-0.1,-0.01,90.18,9.02
66,Entry long,2025-04-04 14:00:00,[R001L rA:32 hA:40 R:75 V:1.34 B:0.95 M:+ ST:U CH:12 CF:+ MI:75 SK:100 PS:U SQ:0],1.809,1000,1809,9.67,0.84,10.53,0.92,-0.1,-0.01,90.18,9.02
67,Exit short,2025-04-04 20:00:00,[ExitS rA:58 hA:32 R:36 V:1.82 B:0.19 M:- ST:D CH:24 CF:- MI:52 SK:22 PS:D SQ:0],1.8138,1000,1813.2,-0.59,-0.05,0.28,0.02,-0.48,-0.04,89.59,8.96
67,Entry short,2025-04-04 19:00:00,[R001S rA:43 hA:33 R:28 V:0.98 B:0.02 M:- ST:D CH:26 CF:- MI:45 SK:0 PS:D SQ:0],1.8132,1000,1813.2,-0.59,-0.05,0.28,0.02,-0.48,-0.04,89.59,8.96
68,Exit long,2025-04-07 00:00:00,[ExitL rA:81 hA:75 R:82 V:3.76 B:0.8 M:+ ST:U CH:5 CF:+ MI:70 SK:80 PS:U SQ:0],1.833,1000,1824.6,4.87,0.44,5.97,0.54,-0.1,-0.01,94.47,9.45
68,Entry long,2025-04-06 22:00:00,[R001L rA:46 hA:70 R:81 V:0.77 B:0.91 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.8246,1000,1824.6,4.87,0.44,5.97,0.54,-0.1,-0.01,94.47,9.45
69,Exit long,2025-04-07 17:00:00,[ExitL rA:69 hA:47 R:85 V:0.93 B:0.8 M:- ST:U CH:5 CF:+ MI:92 SK:85 PS:U SQ:0],1.836,1000,1819.8,9.59,0.87,10.41,0.95,-0.1,-0.01,104.05,10.41
69,Entry long,2025-04-07 15:00:00,[R001L rA:39 hA:43 R:84 V:1.08 B:0.91 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.8198,1000,1819.8,9.59,0.87,10.41,0.95,-0.1,-0.01,104.05,10.41
70,Exit long,2025-04-09 01:00:00,[ExitL rA:86 hA:51 R:86 V:0.73 B:0.8 M:- ST:U CH:5 CF:+ MI:94 SK:85 PS:U SQ:0],1.8462,1000,1814.4,18.75,1.73,19.56,1.81,-0.1,-0.01,122.8,12.28
70,Entry long,2025-04-08 16:00:00,[R001L rA:50 hA:31 R:82 V:0.33 B:0.91 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.8144,1000,1814.4,18.75,1.73,19.56,1.81,-0.1,-0.01,122.8,12.28
71,Exit short,2025-04-09 22:00:00,[ExitS rA:37 hA:49 R:13 V:0.85 B:0.2 M:+ ST:D CH:5 CF:- MI:6 SK:15 PS:D SQ:0],1.7802,1000,1824,26.76,2.38,27.23,2.46,-0.1,-0.01,149.56,14.96
71,Entry short,2025-04-09 17:00:00,[R001S rA:36 hA:49 R:12 V:0.62 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0],1.824,1000,1824,26.76,2.38,27.23,2.46,-0.1,-0.01,149.56,14.96
72,Exit long,2025-04-10 17:00:00,[ExitL rA:96 hA:71 R:78 V:3.9 B:0.8 M:+ ST:U CH:5 CF:+ MI:67 SK:85 PS:U SQ:0],1.806,1000,1800,3.49,0.32,4.33,0.39,-0.1,-0.01,153.05,15.31
72,Entry long,2025-04-10 15:00:00,[R001L rA:41 hA:31 R:76 V:0.67 B:0.98 M:+ ST:U CH:3 CF:- MI:84 SK:100 PS:U SQ:0],1.8,1000,1800,3.49,0.32,4.33,0.39,-0.1,-0.01,153.05,15.31
73,Exit long,2025-04-11 01:00:00,[ExitL rA:56 hA:42 R:82 V:1.38 B:0.8 M:+ ST:U CH:5 CF:+ MI:89 SK:85 PS:U SQ:0],1.8186,1000,1807.8,6.52,0.58,7.37,0.65,-0.1,-0.01,159.57,15.96
73,Entry long,2025-04-10 23:00:00,[R001L rA:32 hA:40 R:76 V:0.83 B:0.96 M:+ ST:U CH:3 CF:+ MI:100 SK:100 PS:U SQ:0],1.8078,1000,1807.8,6.52,0.58,7.37,0.65,-0.1,-0.01,159.57,15.96
74,Exit short,2025-04-11 19:00:00,[ExitS rA:98 hA:86 R:17 V:3.81 B:0.2 M:- ST:D CH:5 CF:- MI:34 SK:15 PS:D SQ:0],1.8012,1000,1817.4,9.88,0.87,10.73,0.95,-0.1,-0.01,169.45,16.94
74,Entry short,2025-04-11 15:00:00,[R001S rA:53 hA:33 R:31 V:0.55 B:0.24 M:+ ST:D CH:26 CF:- MI:53 SK:25 PS:D SQ:0],1.8174,1000,1817.4,9.88,0.87,10.73,0.95,-0.1,-0.01,169.45,16.94
75,Exit short,2025-04-13 22:00:00,[ExitS rA:79 hA:55 R:28 V:1.23 B:0.18 M:- ST:D CH:5 CF:+ MI:70 SK:15 PS:D SQ:0],1.7976,1000,1801.8,2.44,0.22,3.29,0.29,-0.1,-0.01,171.89,17.19
75,Entry short,2025-04-13 21:00:00,[R001S rA:46 hA:35 R:33 V:0.02 B:0.34 M:+ ST:D CH:22 CF:+ MI:96 SK:33 PS:D SQ:0],1.8018,1000,1801.8,2.44,0.22,3.29,0.29,-0.1,-0.01,171.89,17.19
76,Exit short,2025-05-04 23:00:00,[ExitS rA:53 hA:55 R:29 V:0.12 B:0.18 M:- ST:D CH:5 CF:- MI:1 SK:15 PS:D SQ:0],1.7532,1000,1755.6,1.34,0.12,2.22,0.20,-0.1,-0.01,173.23,17.32
76,Entry short,2025-05-02 17:00:00,[R001S rA:49 hA:54 R:29 V:0.89 B:0.05 M:- ST:D CH:19 CF:- MI:27 SK:0 PS:D SQ:0],1.7556,1000,1755.6,1.34,0.12,2.22,0.20,-0.1,-0.01,173.23,17.32
77,Exit short,2025-05-13 21:00:00,[ExitS rA:42 hA:37 R:30 V:2.4 B:0.17 M:- ST:D CH:18 CF:- MI:38 SK:24 PS:D SQ:0],1.728,1000,1729.8,0.96,0.09,2.14,0.19,-0.1,-0.01,174.2,17.42
77,Entry short,2025-05-13 14:00:00,[R001S rA:32 hA:33 R:29 V:0.41 B:-0.02 M:- ST:D CH:33 CF:- MI:36 SK:0 PS:D SQ:0],1.7298,1000,1729.8,0.96,0.09,2.14,0.19,-0.1,-0.01,174.2,17.42
78,Exit long,2025-05-14 22:00:00,[ExitL rA:70 hA:48 R:67 V:2.42 B:0.81 M:+ ST:U CH:23 CF:+ MI:62 SK:72 PS:U SQ:0],1.7382,1000,1737.6,0.18,0.02,0.94,0.08,-0.1,-0.01,174.38,17.44
78,Entry long,2025-05-14 15:00:00,[R001L rA:32 hA:32 R:73 V:1.43 B:0.93 M:+ ST:U CH:26 CF:+ MI:70 SK:100 PS:U SQ:0],1.7376,1000,1737.6,0.18,0.02,0.94,0.08,-0.1,-0.01,174.38,17.44
79,Exit long,2025-06-13 01:00:00,[ExitL rA:40 hA:29 R:72 V:1.3 B:0.8 M:+ ST:U CH:5 CF:+ MI:89 SK:85 PS:U SQ:0],1.7832,1000,1777.2,3.71,0.32,4.6,0.40,-0.1,-0.01,178.09,17.81
79,Entry long,2025-06-12 23:00:00,[R001L rA:37 hA:30 R:60 V:0.68 B:0.54 M:- ST:U CH:18 CF:- MI:20 SK:69 PS:U SQ:0],1.7772,1000,1777.2,3.71,0.32,4.6,0.40,-0.1,-0.01,178.09,17.81
80,Exit long,2025-06-22 22:00:00,[ExitL rA:45 hA:51 R:75 V:1.18 B:0.8 M:+ ST:U CH:5 CF:+ MI:90 SK:85 PS:U SQ:0],1.785,1000,1785,-0.21,-0.02,0.67,0.06,-0.1,-0.01,177.88,17.79
80,Entry long,2025-06-20 16:00:00,[R001L rA:34 hA:49 R:83 V:1.06 B:0.92 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.785,1000,1785,-0.21,-0.02,0.67,0.06,-0.1,-0.01,177.88,17.79
81,Exit long,2025-06-23 17:00:00,[ExitL rA:50 hA:30 R:60 V:0.5 B:0.66 M:- ST:U CH:34 CF:- MI:31 SK:71 PS:U SQ:0],1.7964,1000,1797,-0.6,-0.05,0.28,0.02,-0.49,-0.04,177.29,17.73
81,Entry long,2025-06-23 16:00:00,[R001L rA:45 hA:30 R:66 V:1.41 B:0.83 M:- ST:U CH:31 CF:- MI:28 SK:86 PS:U SQ:0],1.797,1000,1797,-0.6,-0.05,0.28,0.02,-0.49,-0.04,177.29,17.73
82,Exit long,2025-07-08 00:00:00,[ExitL rA:36 hA:50 R:54 V:0.56 B:0.39 M:- ST:U CH:26 CF:- MI:47 SK:52 PS:U SQ:0],1.8042,1000,1804.8,-0.6,-0.05,0,0.00,-0.49,-0.04,176.69,17.67
82,Entry long,2025-07-07 23:00:00,[R001L rA:37 hA:51 R:61 V:0.14 B:0.54 M:- ST:U CH:19 CF:- MI:45 SK:68 PS:U SQ:0],1.8048,1000,1804.8,-0.6,-0.05,0,0.00,-0.49,-0.04,176.69,17.67
83,Exit short,2025-07-10 21:00:00,[ExitS rA:49 hA:37 R:19 V:0.48 B:0.2 M:- ST:D CH:5 CF:- MI:4 SK:15 PS:D SQ:0],1.7766,1000,1780.8,2.56,0.22,3.42,0.29,-0.1,-0.01,179.25,17.92
