Trade #,Type,Date and time,Signal,Price AUD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
98,Entry short,2023-12-13 19:00:00,Short,1.6374,1000,1637.4,1.08,0.10,1.13,0.11,-0.05,0.00,40.37,4.04
99,Exit short,2023-12-14 00:00:00,TP,1.6278,1000,1629.6,1.1,0.10,1.15,0.11,-0.05,0.00,41.47,4.15
99,Entry short,2023-12-14 00:00:00,Short,1.6296,1000,1629.6,1.1,0.10,1.15,0.11,-0.05,0.00,41.47,4.15
100,Exit long,2023-12-14 14:00:00,TP,1.6338,1000,1632,1.1,0.10,1.15,0.11,-0.05,0.00,42.57,4.26
100,Entry long,2023-12-14 13:00:00,Long,1.632,1000,1632,1.1,0.10,1.15,0.11,-0.05,0.00,42.57,4.26
101,Exit short,2023-12-15 11:00:00,SL,1.6326,1000,1631.4,-0.9,-0.08,0.35,0.03,-0.85,-0.08,41.67,4.17
101,Entry short,2023-12-15 09:00:00,Short,1.6314,1000,1631.4,-0.9,-0.08,0.35,0.03,-0.85,-0.08,41.67,4.17
102,Exit short,2023-12-15 15:00:00,TP,1.6296,1000,1631.4,1.11,0.10,1.16,0.11,-0.05,0.00,42.77,4.28
102,Entry short,2023-12-15 15:00:00,Short,1.6314,1000,1631.4,1.11,0.10,1.16,0.11,-0.05,0.00,42.77,4.28
103,Exit long,2023-12-18 19:00:00,SL,1.629,1000,1630.2,-0.9,-0.08,0.26,0.02,-0.85,-0.08,41.87,4.19
103,Entry long,2023-12-18 15:00:00,Long,1.6302,1000,1630.2,-0.9,-0.08,0.26,0.02,-0.85,-0.08,41.87,4.19
104,Exit long,2023-12-20 23:00:00,SL,1.6242,1000,1625.4,-0.91,-0.08,0.19,0.02,-0.86,-0.08,40.96,4.10
104,Entry long,2023-12-20 20:00:00,Long,1.6254,1000,1625.4,-0.91,-0.08,0.19,0.02,-0.86,-0.08,40.96,4.10
105,Exit long,2023-12-27 23:00:00,SL,1.6218,1000,1623,-0.92,-0.08,0.36,0.03,-0.87,-0.08,40.04,4.00
105,Entry long,2023-12-27 16:00:00,Long,1.623,1000,1623,-0.92,-0.08,0.36,0.03,-0.87,-0.08,40.04,4.00
106,Exit long,2023-12-28 08:00:00,TP,1.626,1000,1624.2,1.13,0.10,1.18,0.11,-0.05,0.00,41.17,4.12
106,Entry long,2023-12-28 08:00:00,Long,1.6242,1000,1624.2,1.13,0.10,1.18,0.11,-0.05,0.00,41.17,4.12
107,Exit short,2023-12-28 16:00:00,TP,1.6188,1000,1620.6,1.13,0.10,1.18,0.11,-0.05,0.00,42.3,4.23
107,Entry short,2023-12-28 15:00:00,Short,1.6206,1000,1620.6,1.13,0.10,1.18,0.11,-0.05,0.00,42.3,4.23
108,Exit short,2023-12-29 07:00:00,SL,1.6188,1000,1617.6,-0.92,-0.08,0,0.00,-0.87,-0.08,41.38,4.14
108,Entry short,2023-12-29 05:00:00,Short,1.6176,1000,1617.6,-0.92,-0.08,0,0.00,-0.87,-0.08,41.38,4.14
109,Exit long,2023-12-29 11:00:00,TP,1.6272,1000,1625.4,1.13,0.10,1.18,0.11,-0.05,0.00,42.5,4.25
109,Entry long,2023-12-29 10:00:00,Long,1.6254,1000,1625.4,1.13,0.10,1.18,0.11,-0.05,0.00,42.5,4.25
110,Exit short,2024-01-01 22:00:00,SL,1.6212,1000,1620,-0.92,-0.08,0.77,0.07,-0.87,-0.08,41.58,4.16
110,Entry short,2023-12-29 15:00:00,Short,1.62,1000,1620,-0.92,-0.08,0.77,0.07,-0.87,-0.08,41.58,4.16
111,Exit long,2024-01-03 13:00:00,TP,1.6254,1000,1623.6,1.12,0.10,1.17,0.11,-0.05,0.00,42.7,4.27
111,Entry long,2024-01-03 13:00:00,Long,1.6236,1000,1623.6,1.12,0.10,1.17,0.11,-0.05,0.00,42.7,4.27
112,Exit long,2024-01-05 15:00:00,SL,1.632,1000,1633.2,-0.91,-0.08,0.3,0.03,-0.86,-0.08,41.79,4.18
112,Entry long,2024-01-05 10:00:00,Long,1.6332,1000,1633.2,-0.91,-0.08,0.3,0.03,-0.86,-0.08,41.79,4.18
113,Exit short,2024-01-09 05:00:00,SL,1.632,1000,1630.8,-0.91,-0.08,0.76,0.07,-0.86,-0.08,40.89,4.09
113,Entry short,2024-01-08 19:00:00,Short,1.6308,1000,1630.8,-0.91,-0.08,0.76,0.07,-0.86,-0.08,40.89,4.09
114,Exit long,2024-01-11 00:00:00,SL,1.6362,1000,1637.4,-0.9,-0.08,0.34,0.03,-0.85,-0.08,39.98,4.00
114,Entry long,2024-01-10 15:00:00,Long,1.6374,1000,1637.4,-0.9,-0.08,0.34,0.03,-0.85,-0.08,39.98,4.00
115,Exit short,2024-01-12 08:00:00,TP,1.6362,1000,1638,1.1,0.10,1.15,0.11,-0.45,-0.04,41.08,4.11
115,Entry short,2024-01-12 05:00:00,Short,1.638,1000,1638,1.1,0.10,1.15,0.11,-0.45,-0.04,41.08,4.11
116,Exit long,2024-01-15 09:00:00,TP,1.6434,1000,1641.6,1.1,0.10,1.15,0.11,-0.05,0.00,42.19,4.22
116,Entry long,2024-01-15 07:00:00,Long,1.6416,1000,1641.6,1.1,0.10,1.15,0.11,-0.05,0.00,42.19,4.22
117,Exit long,2024-01-18 08:00:00,SL,1.6602,1000,1661.4,-0.89,-0.08,0.66,0.06,-0.84,-0.08,41.3,4.13
117,Entry long,2024-01-17 14:00:00,Long,1.6614,1000,1661.4,-0.89,-0.08,0.66,0.06,-0.84,-0.08,41.3,4.13
118,Exit short,2024-01-19 00:00:00,TP,1.653,1000,1654.8,1.08,0.10,1.13,0.10,-0.05,0.00,42.38,4.24
118,Entry short,2024-01-18 20:00:00,Short,1.6548,1000,1654.8,1.08,0.10,1.13,0.10,-0.05,0.00,42.38,4.24
119,Exit long,2024-01-30 12:00:00,TP,1.6452,1000,1643.4,1.09,0.10,1.14,0.10,-0.05,0.00,43.47,4.35
119,Entry long,2024-01-30 11:00:00,Long,1.6434,1000,1643.4,1.09,0.10,1.14,0.10,-0.05,0.00,43.47,4.35
120,Exit long,2024-01-31 08:00:00,SL,1.6452,1000,1646.4,-0.89,-0.08,0.94,0.09,-0.84,-0.08,42.58,4.26
120,Entry long,2024-01-31 00:00:00,Long,1.6464,1000,1646.4,-0.89,-0.08,0.94,0.09,-0.84,-0.08,42.58,4.26
121,Exit short,2024-02-02 07:00:00,SL,1.6506,1000,1649.4,-0.89,-0.08,0.64,0.06,-0.84,-0.08,41.69,4.17
121,Entry short,2024-02-02 02:00:00,Short,1.6494,1000,1649.4,-0.89,-0.08,0.64,0.06,-0.84,-0.08,41.69,4.17
122,Exit short,2024-02-02 13:00:00,SL,1.6482,1000,1647,-0.89,-0.08,0,0.00,-0.84,-0.08,40.8,4.08
122,Entry short,2024-02-02 12:00:00,Short,1.647,1000,1647,-0.89,-0.08,0,0.00,-0.84,-0.08,40.8,4.08
123,Exit long,2024-02-02 15:00:00,TP,1.6566,1000,1654.8,1.08,0.10,1.13,0.10,-0.05,0.00,41.89,4.19
123,Entry long,2024-02-02 14:00:00,Long,1.6548,1000,1654.8,1.08,0.10,1.13,0.10,-0.05,0.00,41.89,4.19
124,Exit short,2024-02-06 08:00:00,SL,1.6536,1000,1652.4,-0.88,-0.08,0,0.00,-0.83,-0.08,41.01,4.10
124,Entry short,2024-02-06 08:00:00,Short,1.6524,1000,1652.4,-0.88,-0.08,0,0.00,-0.83,-0.08,41.01,4.10
125,Exit short,2024-02-07 16:00:00,SL,1.6488,1000,1647.6,-0.88,-0.08,0,0.00,-0.83,-0.08,40.13,4.01
125,Entry short,2024-02-07 15:00:00,Short,1.6476,1000,1647.6,-0.88,-0.08,0,0.00,-0.83,-0.08,40.13,4.01
126,Exit long,2024-02-08 14:00:00,TP,1.6578,1000,1656,1.07,0.10,1.12,0.10,-0.05,0.00,41.2,4.12
126,Entry long,2024-02-08 09:00:00,Long,1.656,1000,1656,1.07,0.10,1.12,0.10,-0.05,0.00,41.2,4.12
127,Exit long,2024-02-09 06:00:00,SL,1.6578,1000,1659,-0.88,-0.08,0,0.00,-0.83,-0.08,40.33,4.03
127,Entry long,2024-02-09 02:00:00,Long,1.659,1000,1659,-0.88,-0.08,0,0.00,-0.83,-0.08,40.33,4.03
128,Exit short,2024-02-12 16:00:00,TP,1.6482,1000,1650,1.08,0.10,1.12,0.10,-0.05,0.00,41.4,4.14
128,Entry short,2024-02-12 15:00:00,Short,1.65,1000,1650,1.08,0.10,1.12,0.10,-0.05,0.00,41.4,4.14
129,Exit long,2024-02-13 14:00:00,TP,1.6578,1000,1656,1.08,0.10,1.13,0.10,-0.05,0.00,42.48,4.25
129,Entry long,2024-02-13 14:00:00,Long,1.656,1000,1656,1.08,0.10,1.13,0.10,-0.05,0.00,42.48,4.25
130,Exit short,2024-02-14 23:00:00,TP,1.6518,1000,1653.6,1.07,0.10,1.12,0.10,-0.44,-0.04,43.55,4.35
130,Entry short,2024-02-14 13:00:00,Short,1.6536,1000,1653.6,1.07,0.10,1.12,0.10,-0.44,-0.04,43.55,4.35
131,Exit long,2024-02-26 09:00:00,TP,1.6554,1000,1653.6,1.08,0.10,1.13,0.10,-0.05,0.00,44.63,4.46
131,Entry long,2024-02-26 08:00:00,Long,1.6536,1000,1653.6,1.08,0.10,1.13,0.10,-0.05,0.00,44.63,4.46
132,Exit short,2024-02-29 19:00:00,SL,1.6632,1000,1662,-0.88,-0.08,0,0.00,-0.83,-0.08,43.75,4.38
132,Entry short,2024-02-29 16:00:00,Short,1.662,1000,1662,-0.88,-0.08,0,0.00,-0.83,-0.08,43.75,4.38
133,Exit short,2024-03-04 01:00:00,SL,1.6614,1000,1660.2,-0.88,-0.08,0.73,0.07,-0.83,-0.08,42.87,4.29
133,Entry short,2024-03-01 15:00:00,Short,1.6602,1000,1660.2,-0.88,-0.08,0.73,0.07,-0.83,-0.08,42.87,4.29
134,Exit long,2024-03-05 02:00:00,TP,1.6686,1000,1666.8,1.07,0.10,1.12,0.10,-0.05,0.00,43.94,4.39
134,Entry long,2024-03-04 18:00:00,Long,1.6668,1000,1666.8,1.07,0.10,1.12,0.10,-0.05,0.00,43.94,4.39
135,Exit short,2024-03-06 15:00:00,TP,1.6614,1000,1663.2,1.07,0.10,1.12,0.10,-0.05,0.00,45.01,4.50
135,Entry short,2024-03-06 14:00:00,Short,1.6632,1000,1663.2,1.07,0.10,1.12,0.10,-0.05,0.00,45.01,4.50
136,Exit long,2024-03-08 05:00:00,SL,1.6518,1000,1653,-0.89,-0.08,0.74,0.07,-0.84,-0.08,44.12,4.41
136,Entry long,2024-03-07 16:00:00,Long,1.653,1000,1653,-0.89,-0.08,0.74,0.07,-0.84,-0.08,44.12,4.41
137,Exit short,2024-03-08 13:00:00,SL,1.6476,1000,1646.4,-0.89,-0.08,0.74,0.07,-0.84,-0.08,43.22,4.32
137,Entry short,2024-03-08 09:00:00,Short,1.6464,1000,1646.4,-0.89,-0.08,0.74,0.07,-0.84,-0.08,43.22,4.32
138,Exit long,2024-03-11 02:00:00,TP,1.6542,1000,1652.4,1.09,0.10,1.14,0.10,-0.05,0.00,44.31,4.43
138,Entry long,2024-03-11 00:00:00,Long,1.6524,1000,1652.4,1.09,0.10,1.14,0.10,-0.05,0.00,44.31,4.43
139,Exit short,2024-03-21 00:00:00,TP,1.656,1000,1657.8,1.09,0.10,1.14,0.10,-0.05,0.00,45.4,4.54
139,Entry short,2024-03-20 22:00:00,Short,1.6578,1000,1657.8,1.09,0.10,1.14,0.10,-0.05,0.00,45.4,4.54
140,Exit long,2024-03-22 08:00:00,SL,1.659,1000,1660.2,-0.89,-0.08,0.7,0.06,-0.84,-0.08,44.51,4.45
140,Entry long,2024-03-22 03:00:00,Long,1.6602,1000,1660.2,-0.89,-0.08,0.7,0.06,-0.84,-0.08,44.51,4.45
141,Exit short,2024-03-29 11:00:00,SL,1.656,1000,1654.8,-0.88,-0.08,0.73,0.07,-0.83,-0.08,43.63,4.36
141,Entry short,2024-03-29 00:00:00,Short,1.6548,1000,1654.8,-0.88,-0.08,0.73,0.07,-0.83,-0.08,43.63,4.36
142,Exit short,2024-04-02 08:00:00,TP,1.6512,1000,1653,1.07,0.10,1.12,0.10,-0.65,-0.06,44.7,4.47
142,Entry short,2024-04-02 01:00:00,Short,1.653,1000,1653,1.07,0.10,1.12,0.10,-0.65,-0.06,44.7,4.47
143,Exit long,2024-04-10 15:00:00,TP,1.6482,1000,1646.4,1.09,0.10,1.14,0.10,-0.05,0.00,45.79,4.58
143,Entry long,2024-04-10 13:00:00,Long,1.6464,1000,1646.4,1.09,0.10,1.14,0.10,-0.05,0.00,45.79,4.58
144,Exit short,2024-04-11 17:00:00,TP,1.641,1000,1642.8,1.07,0.10,1.12,0.10,-0.44,-0.04,46.86,4.69
144,Entry short,2024-04-11 12:00:00,Short,1.6428,1000,1642.8,1.07,0.10,1.12,0.10,-0.44,-0.04,46.86,4.69
145,Exit short,2024-04-12 03:00:00,SL,1.641,1000,1639.8,-0.88,-0.08,0,0.00,-0.83,-0.08,45.98,4.60
145,Entry short,2024-04-12 01:00:00,Short,1.6398,1000,1639.8,-0.88,-0.08,0,0.00,-0.83,-0.08,45.98,4.60
146,Exit long,2024-04-14 21:00:00,SL,1.6452,1000,1646.4,-0.87,-0.08,0.73,0.07,-0.82,-0.08,45.11,4.51
146,Entry long,2024-04-12 16:00:00,Long,1.6464,1000,1646.4,-0.87,-0.08,0.73,0.07,-0.82,-0.08,45.11,4.51
147,Exit long,2024-04-15 18:00:00,TP,1.6488,1000,1647,1.07,0.10,1.11,0.10,-0.05,0.00,46.17,4.62
147,Entry long,2024-04-15 17:00:00,Long,1.647,1000,1647,1.07,0.10,1.11,0.10,-0.05,0.00,46.17,4.62
148,Exit short,2024-04-19 11:00:00,SL,1.6614,1000,1660.2,-0.87,-0.08,0,0.00,-0.82,-0.08,45.3,4.53
148,Entry short,2024-04-19 10:00:00,Short,1.6602,1000,1660.2,-0.87,-0.08,0,0.00,-0.82,-0.08,45.3,4.53
149,Exit short,2024-04-22 11:00:00,TP,1.6524,1000,1654.2,1.06,0.10,1.11,0.10,-0.05,0.00,46.36,4.64
149,Entry short,2024-04-22 11:00:00,Short,1.6542,1000,1654.2,1.06,0.10,1.11,0.10,-0.05,0.00,46.36,4.64
150,Exit short,2024-04-24 01:00:00,TP,1.6488,1000,1650.6,1.07,0.10,1.12,0.10,-0.05,0.00,47.43,4.74
150,Entry short,2024-04-23 16:00:00,Short,1.6506,1000,1650.6,1.07,0.10,1.12,0.10,-0.05,0.00,47.43,4.74
151,Exit short,2024-04-25 12:00:00,SL,1.644,1000,1642.8,-0.88,-0.08,0.73,0.07,-0.83,-0.08,46.55,4.66
151,Entry short,2024-04-25 08:00:00,Short,1.6428,1000,1642.8,-0.88,-0.08,0.73,0.07,-0.83,-0.08,46.55,4.66
152,Exit short,2024-04-26 13:00:00,TP,1.6362,1000,1638,1.08,0.10,1.12,0.11,-0.05,0.00,47.63,4.76
152,Entry short,2024-04-26 12:00:00,Short,1.638,1000,1638,1.08,0.10,1.12,0.11,-0.05,0.00,47.63,4.76
153,Exit long,2024-04-30 09:00:00,TP,1.6416,1000,1639.8,1.08,0.10,1.13,0.11,-0.05,0.00,48.71,4.87
153,Entry long,2024-04-30 05:00:00,Long,1.6398,1000,1639.8,1.08,0.10,1.13,0.11,-0.05,0.00,48.71,4.87
154,Exit long,2024-04-30 12:00:00,TP,1.6452,1000,1643.4,1.08,0.10,1.13,0.10,-0.05,0.00,49.79,4.98
154,Entry long,2024-04-30 12:00:00,Long,1.6434,1000,1643.4,1.08,0.10,1.13,0.10,-0.05,0.00,49.79,4.98
155,Exit short,2024-05-02 10:00:00,SL,1.6404,1000,1639.2,-0.88,-0.08,0.73,0.07,-0.83,-0.08,48.91,4.89
155,Entry short,2024-05-02 05:00:00,Short,1.6392,1000,1639.2,-0.88,-0.08,0.73,0.07,-0.83,-0.08,48.91,4.89
156,Exit short,2024-05-03 12:00:00,TP,1.6272,1000,1629,1.08,0.10,1.13,0.11,-0.05,0.00,50,5.00
156,Entry short,2024-05-03 12:00:00,Short,1.629,1000,1629,1.08,0.10,1.13,0.11,-0.05,0.00,50,5.00
157,Exit short,2024-05-07 04:00:00,SL,1.6278,1000,1626.6,-0.89,-0.08,0,0.00,-0.84,-0.08,49.1,4.91
157,Entry short,2024-05-07 04:00:00,Short,1.6266,1000,1626.6,-0.89,-0.08,0,0.00,-0.84,-0.08,49.1,4.91
158,Exit long,2024-05-07 06:00:00,TP,1.632,1000,1630.2,1.09,0.10,1.14,0.11,-0.05,0.00,50.19,5.02
158,Entry long,2024-05-07 06:00:00,Long,1.6302,1000,1630.2,1.09,0.10,1.14,0.11,-0.05,0.00,50.19,5.02
159,Exit long,2024-05-08 08:00:00,TP,1.6356,1000,1633.8,1.09,0.10,1.14,0.11,-0.63,-0.06,51.28,5.13
159,Entry long,2024-05-08 01:00:00,Long,1.6338,1000,1633.8,1.09,0.10,1.14,0.11,-0.63,-0.06,51.28,5.13
160,Exit short,2024-05-16 00:00:00,TP,1.6242,1000,1626,1.11,0.10,1.16,0.11,-0.45,-0.04,52.39,5.24
160,Entry short,2024-05-15 16:00:00,Short,1.626,1000,1626,1.11,0.10,1.16,0.11,-0.45,-0.04,52.39,5.24
161,Exit short,2024-05-16 01:00:00,SL,1.6242,1000,1623,-0.9,-0.08,0,0.00,-0.85,-0.08,51.49,5.15
161,Entry short,2024-05-16 00:00:00,Short,1.623,1000,1623,-0.9,-0.08,0,0.00,-0.85,-0.08,51.49,5.15
162,Exit long,2024-05-21 10:00:00,SL,1.6296,1000,1630.8,-0.9,-0.08,0.75,0.07,-0.85,-0.08,50.59,5.06
162,Entry long,2024-05-21 03:00:00,Long,1.6308,1000,1630.8,-0.9,-0.08,0.75,0.07,-0.85,-0.08,50.59,5.06
163,Exit short,2024-05-28 00:00:00,SL,1.6326,1000,1631.4,-0.9,-0.08,0.37,0.03,-0.85,-0.08,49.69,4.97
163,Entry short,2024-05-27 13:00:00,Short,1.6314,1000,1631.4,-0.9,-0.08,0.37,0.03,-0.85,-0.08,49.69,4.97
164,Exit long,2024-05-29 19:00:00,SL,1.6332,1000,1634.4,-0.9,-0.08,0,0.00,-0.85,-0.08,48.79,4.88
164,Entry long,2024-05-29 14:00:00,Long,1.6344,1000,1634.4,-0.9,-0.08,0,0.00,-0.85,-0.08,48.79,4.88
165,Exit long,2024-05-29 23:00:00,SL,1.6332,1000,1634.4,-0.89,-0.08,0,0.00,-0.84,-0.08,47.9,4.79
165,Entry long,2024-05-29 22:00:00,Long,1.6344,1000,1634.4,-0.89,-0.08,0,0.00,-0.84,-0.08,47.9,4.79
166,Exit long,2024-06-04 09:00:00,TP,1.6374,1000,1635.6,1.1,0.10,1.15,0.11,-0.05,0.00,49,4.90
166,Entry long,2024-06-04 08:00:00,Long,1.6356,1000,1635.6,1.1,0.10,1.15,0.11,-0.05,0.00,49,4.90
167,Exit short,2024-06-06 03:00:00,SL,1.6338,1000,1632.6,-0.9,-0.08,0,0.00,-0.85,-0.08,48.1,4.81
167,Entry short,2024-06-06 02:00:00,Short,1.6326,1000,1632.6,-0.9,-0.08,0,0.00,-0.85,-0.08,48.1,4.81
168,Exit short,2024-06-07 10:00:00,SL,1.635,1000,1633.8,-0.9,-0.08,0,0.00,-0.85,-0.08,47.2,4.72
168,Entry short,2024-06-07 09:00:00,Short,1.6338,1000,1633.8,-0.9,-0.08,0,0.00,-0.85,-0.08,47.2,4.72
169,Exit short,2024-06-10 10:00:00,TP,1.6308,1000,1632.6,1.09,0.10,1.14,0.11,-0.44,-0.04,48.29,4.83
169,Entry short,2024-06-10 04:00:00,Short,1.6326,1000,1632.6,1.09,0.10,1.14,0.11,-0.44,-0.04,48.29,4.83
170,Exit short,2024-06-10 14:00:00,TP,1.6278,1000,1629.6,1.09,0.10,1.14,0.11,-0.05,0.00,49.37,4.94
170,Entry short,2024-06-10 13:00:00,Short,1.6296,1000,1629.6,1.09,0.10,1.14,0.11,-0.05,0.00,49.37,4.94
171,Exit short,2024-06-12 12:00:00,TP,1.6224,1000,1624.2,1.09,0.10,1.14,0.11,-0.05,0.00,50.46,5.05
171,Entry short,2024-06-12 12:00:00,Short,1.6242,1000,1624.2,1.09,0.10,1.14,0.11,-0.05,0.00,50.46,5.05
172,Exit long,2024-06-13 09:00:00,SL,1.6242,1000,1625.4,-0.9,-0.08,0.75,0.07,-0.85,-0.08,49.56,4.96
172,Entry long,2024-06-13 05:00:00,Long,1.6254,1000,1625.4,-0.9,-0.08,0.75,0.07,-0.85,-0.08,49.56,4.96
173,Exit short,2024-06-14 00:00:00,SL,1.6206,1000,1619.4,-0.9,-0.08,0.84,0.08,-0.85,-0.08,48.67,4.87
173,Entry short,2024-06-13 16:00:00,Short,1.6194,1000,1619.4,-0.9,-0.08,0.84,0.08,-0.85,-0.08,48.67,4.87
174,Exit long,2024-06-17 12:00:00,TP,1.6254,1000,1623.6,1.09,0.10,1.14,0.11,-0.05,0.00,49.76,4.98
174,Entry long,2024-06-17 11:00:00,Long,1.6236,1000,1623.6,1.09,0.10,1.14,0.11,-0.05,0.00,49.76,4.98
175,Exit short,2024-06-18 14:00:00,TP,1.6176,1000,1619.4,1.09,0.10,1.14,0.11,-0.05,0.00,50.85,5.09
175,Entry short,2024-06-18 13:00:00,Short,1.6194,1000,1619.4,1.09,0.10,1.14,0.11,-0.05,0.00,50.85,5.09
176,Exit long,2024-06-24 09:00:00,TP,1.6122,1000,1610.4,1.1,0.10,1.15,0.11,-0.55,-0.05,51.95,5.19
176,Entry long,2024-06-21 15:00:00,Long,1.6104,1000,1610.4,1.1,0.10,1.15,0.11,-0.55,-0.05,51.95,5.19
177,Exit long,2024-06-24 11:00:00,TP,1.6158,1000,1614,1.1,0.10,1.15,0.11,-0.05,0.00,53.05,5.30
177,Entry long,2024-06-24 11:00:00,Long,1.614,1000,1614,1.1,0.10,1.15,0.11,-0.05,0.00,53.05,5.30
178,Exit short,2024-06-26 05:00:00,TP,1.6032,1000,1605,1.1,0.10,1.15,0.11,-0.05,0.00,54.14,5.41
178,Entry short,2024-06-26 04:00:00,Short,1.605,1000,1605,1.1,0.10,1.15,0.11,-0.05,0.00,54.14,5.41
179,Exit long,2024-06-28 01:00:00,TP,1.6134,1000,1611.6,1.1,0.10,1.15,0.11,-0.05,0.00,55.24,5.52
179,Entry long,2024-06-28 01:00:00,Long,1.6116,1000,1611.6,1.1,0.10,1.15,0.11,-0.05,0.00,55.24,5.52
180,Exit short,2024-06-28 20:00:00,SL,1.6062,1000,1605,-0.9,-0.08,0.35,0.03,-0.85,-0.08,54.35,5.43
180,Entry short,2024-06-28 13:00:00,Short,1.605,1000,1605,-0.9,-0.08,0.35,0.03,-0.85,-0.08,54.35,5.43
181,Exit long,2024-07-01 04:00:00,TP,1.6134,1000,1611.6,1.1,0.10,1.15,0.11,-0.05,0.00,55.45,5.54
181,Entry long,2024-07-01 02:00:00,Long,1.6116,1000,1611.6,1.1,0.10,1.15,0.11,-0.05,0.00,55.45,5.54
182,Exit long,2024-07-02 07:00:00,SL,1.614,1000,1615.2,-0.9,-0.08,0.75,0.07,-0.85,-0.08,54.55,5.46
182,Entry long,2024-07-02 02:00:00,Long,1.6152,1000,1615.2,-0.9,-0.08,0.75,0.07,-0.85,-0.08,54.55,5.46
183,Exit short,2024-07-03 08:00:00,SL,1.6116,1000,1610.4,-0.9,-0.08,0,0.00,-0.85,-0.08,53.65,5.37
183,Entry short,2024-07-03 07:00:00,Short,1.6104,1000,1610.4,-0.9,-0.08,0,0.00,-0.85,-0.08,53.65,5.37
184,Exit short,2024-07-03 15:00:00,TP,1.6074,1000,1609.2,1.1,0.10,1.15,0.11,-0.05,0.00,54.75,5.48
184,Entry short,2024-07-03 14:00:00,Short,1.6092,1000,1609.2,1.1,0.10,1.15,0.11,-0.05,0.00,54.75,5.48
185,Exit long,2024-07-16 01:00:00,TP,1.6134,1000,1611.6,1.12,0.10,1.17,0.11,-0.05,0.00,55.87,5.59
185,Entry long,2024-07-15 17:00:00,Long,1.6116,1000,1611.6,1.12,0.10,1.17,0.11,-0.05,0.00,55.87,5.59
186,Exit long,2024-07-17 01:00:00,SL,1.6182,1000,1619.4,-0.91,-0.08,0,0.00,-0.86,-0.08,54.96,5.50
186,Entry long,2024-07-16 23:00:00,Long,1.6194,1000,1619.4,-0.91,-0.08,0,0.00,-0.86,-0.08,54.96,5.50
187,Exit long,2024-07-17 12:00:00,TP,1.6236,1000,1621.8,1.11,0.10,1.16,0.11,-0.05,0.00,56.07,5.61
187,Entry long,2024-07-17 11:00:00,Long,1.6218,1000,1621.8,1.11,0.10,1.16,0.11,-0.05,0.00,56.07,5.61
188,Exit long,2024-07-19 06:00:00,SL,1.6242,1000,1625.4,-0.91,-0.08,0.35,0.03,-0.86,-0.08,55.17,5.52
188,Entry long,2024-07-18 18:00:00,Long,1.6254,1000,1625.4,-0.91,-0.08,0.35,0.03,-0.86,-0.08,55.17,5.52
189,Exit long,2024-07-22 13:00:00,TP,1.638,1000,1636.2,1.1,0.10,1.15,0.11,-0.05,0.00,56.27,5.63
189,Entry long,2024-07-22 12:00:00,Long,1.6362,1000,1636.2,1.1,0.10,1.15,0.11,-0.05,0.00,56.27,5.63
190,Exit long,2024-07-24 04:00:00,TP,1.6446,1000,1642.8,1.09,0.10,1.14,0.10,-0.05,0.00,57.36,5.74
190,Entry long,2024-07-24 03:00:00,Long,1.6428,1000,1642.8,1.09,0.10,1.14,0.10,-0.05,0.00,57.36,5.74
191,Exit long,2024-07-24 05:00:00,SL,1.6458,1000,1647,-0.89,-0.08,0,0.00,-0.84,-0.08,56.47,5.65
191,Entry long,2024-07-24 04:00:00,Long,1.647,1000,1647,-0.89,-0.08,0,0.00,-0.84,-0.08,56.47,5.65
192,Exit long,2024-07-25 00:00:00,TP,1.6488,1000,1647,1.08,0.10,1.13,0.10,-0.05,0.00,57.55,5.76
192,Entry long,2024-07-24 18:00:00,Long,1.647,1000,1647,1.08,0.10,1.13,0.10,-0.05,0.00,57.55,5.76
193,Exit short,2024-07-26 07:00:00,TP,1.6542,1000,1656,1.08,0.10,1.13,0.10,-0.05,0.00,58.63,5.86
193,Entry short,2024-07-26 06:00:00,Short,1.656,1000,1656,1.08,0.10,1.13,0.10,-0.05,0.00,58.63,5.86
194,Exit short,2024-07-30 08:00:00,SL,1.6524,1000,1651.2,-0.89,-0.08,0.64,0.06,-0.84,-0.08,57.74,5.77
194,Entry short,2024-07-30 04:00:00,Short,1.6512,1000,1651.2,-0.89,-0.08,0.64,0.06,-0.84,-0.08,57.74,5.77
195,Exit long,2024-07-31 01:00:00,TP,1.6608,1000,1659,1.08,0.10,1.13,0.10,-0.05,0.00,58.82,5.88
195,Entry long,2024-07-31 01:00:00,Long,1.659,1000,1659,1.08,0.10,1.13,0.10,-0.05,0.00,58.82,5.88
196,Exit short,2024-07-31 14:00:00,TP,1.6572,1000,1659,1.08,0.10,1.13,0.10,-0.05,0.00,59.9,5.99
196,Entry short,2024-07-31 14:00:00,Short,1.659,1000,1659,1.08,0.10,1.13,0.10,-0.05,0.00,59.9,5.99
197,Exit short,2024-08-01 09:00:00,TP,1.653,1000,1654.8,1.08,0.10,1.13,0.10,-0.05,0.00,60.97,6.10
197,Entry short,2024-08-01 08:00:00,Short,1.6548,1000,1654.8,1.08,0.10,1.13,0.10,-0.05,0.00,60.97,6.10
198,Exit long,2024-08-01 18:00:00,TP,1.6596,1000,1657.8,1.08,0.10,1.13,0.10,-0.05,0.00,62.05,6.21
