Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2024-01-02 20:00:00,Close entry(s) order Long,1.0948,1000,1095.2,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-0.5,-0.05
1,Entry long,2024-01-02 16:00:00,[R002L 5A:61 bA:61 R:22 V:0.91 B:0.2 M:- ST:D],1.0952,1000,1095.2,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-0.5,-0.05
2,Exit short,2024-01-03 20:00:00,Close entry(s) order Short,1.0916,1000,1091.2,-0.5,-0.05,0.54,0.05,-0.45,-0.04,-1,-0.10
2,Entry short,2024-01-03 15:00:00,[R001S 5A:58 bA:58 R:21 V:1.48 B:-0.01 M:- ST:D],1.0912,1000,1091.2,-0.5,-0.05,0.54,0.05,-0.45,-0.04,-1,-0.10
3,Exit long,2024-01-05 16:00:00,Close entry(s) order Long,1.0968,1000,1093.2,3.5,0.32,4.35,0.40,-0.05,0.00,2.5,0.25
3,Entry long,2024-01-05 14:00:00,[R001L 5A:26 bA:26 R:50 V:0.37 B:0.5 M:+ ST:U],1.0932,1000,1093.2,3.5,0.32,4.35,0.40,-0.05,0.00,2.5,0.25
4,Exit short,2024-01-08 02:00:00,Close entry(s) order Short,1.0944,1000,1096.8,2.3,0.21,2.75,0.25,-0.05,0.00,4.8,0.48
4,Entry short,2024-01-05 16:00:00,[R002S 5A:33 bA:33 R:67 V:0.91 B:0.8 M:+ ST:U],1.0968,1000,1096.8,2.3,0.21,2.75,0.25,-0.05,0.00,4.8,0.48
5,Exit short,2024-01-17 17:00:00,Close entry(s) order Short,1.086,1000,1085.6,-0.5,-0.05,0.63,0.06,-0.45,-0.04,4.3,0.43
5,Entry short,2024-01-17 17:00:00,[R001S 5A:48 bA:48 R:29 V:0.44 B:0 M:+ ST:D],1.0856,1000,1085.6,-0.5,-0.05,0.63,0.06,-0.45,-0.04,4.3,0.43
6,Exit long,2024-01-18 07:00:00,Close entry(s) order Long,1.0896,1000,1086,3.5,0.32,4.35,0.40,-0.05,0.00,7.8,0.78
6,Entry long,2024-01-17 17:00:00,[R002L 5A:47 bA:47 R:37 V:1.42 B:0.22 M:+ ST:D],1.086,1000,1086,3.5,0.32,4.35,0.40,-0.05,0.00,7.8,0.78
7,Exit short,2024-01-23 19:00:00,Close entry(s) order Short,1.084,1000,1084.8,0.7,0.06,1.93,0.18,-0.05,0.00,8.5,0.85
7,Entry short,2024-01-23 15:00:00,[R001S 5A:29 bA:29 R:27 V:0.48 B:0.08 M:- ST:D],1.0848,1000,1084.8,0.7,0.06,1.93,0.18,-0.05,0.00,8.5,0.85
8,Exit short,2024-01-25 07:00:00,Close entry(s) order Short,1.0884,1000,1091.6,3.1,0.28,3.99,0.37,-0.05,0.00,11.6,1.16
8,Entry short,2024-01-24 14:00:00,[R002S 5A:44 bA:44 R:72 V:0.86 B:0.8 M:+ ST:U],1.0916,1000,1091.6,3.1,0.28,3.99,0.37,-0.05,0.00,11.6,1.16
9,Exit short,2024-01-25 21:00:00,Close entry(s) order Short,1.084,1000,1085.6,1.5,0.14,2.53,0.23,-0.05,0.00,13.1,1.31
9,Entry short,2024-01-25 15:00:00,[R001S 5A:26 bA:26 R:28 V:0.31 B:-0.02 M:- ST:D],1.0856,1000,1085.6,1.5,0.14,2.53,0.23,-0.05,0.00,13.1,1.31
10,Exit short,2024-01-29 19:00:00,Close entry(s) order Short,1.0808,1000,1081.6,0.7,0.06,1.55,0.14,-0.05,0.00,13.8,1.38
10,Entry short,2024-01-29 14:00:00,[R001S 5A:29 bA:29 R:26 V:1.26 B:0.02 M:- ST:D],1.0816,1000,1081.6,0.7,0.06,1.55,0.14,-0.05,0.00,13.8,1.38
11,Exit long,2024-01-31 15:00:00,Close entry(s) order Long,1.0872,1000,1087.2,-0.1,-0.01,0.75,0.07,-0.05,0.00,13.7,1.37
11,Entry long,2024-01-31 14:00:00,[R001L 5A:25 bA:25 R:74 V:0.54 B:0.98 M:+ ST:U],1.0872,1000,1087.2,-0.1,-0.01,0.75,0.07,-0.05,0.00,13.7,1.37
12,Exit short,2024-01-31 23:00:00,Close entry(s) order Short,1.0812,1000,1087.2,5.9,0.54,6.35,0.58,-0.05,0.00,19.6,1.96
12,Entry short,2024-01-31 15:00:00,[R002S 5A:31 bA:31 R:68 V:1.28 B:0.81 M:+ ST:U],1.0872,1000,1087.2,5.9,0.54,6.35,0.58,-0.05,0.00,19.6,1.96
13,Exit long,2024-01-31 23:00:00,Close entry(s) order Long,1.0808,1000,1081.2,-0.5,-0.05,0,0.00,-0.45,-0.04,19.1,1.91
