Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit short,2024-10-02 18:00:00,Close entry(s) order Short,1.1044,1000,1104.8,0.3,0.03,0.75,0.07,-0.05,0.00,0.3,0.03
1,Entry short,2024-10-02 14:00:00,[R001S 5A:60 bA:60 R:24 V:0.41 B:0.06 M:+ ST:D],1.1048,1000,1104.8,0.3,0.03,0.75,0.07,-0.05,0.00,0.3,0.03
2,Exit long,2024-10-02 19:00:00,Close entry(s) order Long,1.1044,1000,1104.4,-0.1,-0.01,0,0.00,-0.45,-0.04,0.2,0.02
2,Entry long,2024-10-02 18:00:00,[R002L 5A:58 bA:58 R:30 V:0.94 B:0.19 M:+ ST:D],1.1044,1000,1104.4,-0.1,-0.01,0,0.00,-0.45,-0.04,0.2,0.02
3,Exit long,2024-10-04 12:00:00,Close entry(s) order Long,1.1024,1000,1102.4,-0.1,-0.01,1.07,0.10,-0.05,0.00,0.1,0.01
3,Entry long,2024-10-03 16:00:00,[R002L 5A:53 bA:53 R:33 V:0.34 B:0.2 M:+ ST:D],1.1024,1000,1102.4,-0.1,-0.01,1.07,0.10,-0.05,0.00,0.1,0.01
4,Exit short,2024-10-08 04:00:00,Close entry(s) order Short,1.098,1000,1097.6,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-0.41,-0.04
4,Entry short,2024-10-07 18:00:00,[R002S 5A:42 bA:42 R:45 V:0.45 B:0.69 M:+ ST:U],1.0976,1000,1097.6,-0.5,-0.05,0.35,0.03,-0.45,-0.04,-0.41,-0.04
5,Exit short,2024-10-10 12:00:00,Close entry(s) order Short,1.094,1000,1094,-0.1,-0.01,0.75,0.07,-0.05,0.00,-0.51,-0.05
5,Entry short,2024-10-10 08:00:00,[R001S 5A:27 bA:27 R:29 V:0.37 B:0.01 M:- ST:D],1.094,1000,1094,-0.1,-0.01,0.75,0.07,-0.05,0.00,-0.51,-0.05
6,Exit long,2024-10-11 10:00:00,Close entry(s) order Long,1.094,1000,1091.6,2.3,0.21,3.15,0.29,-0.05,0.00,1.79,0.18
6,Entry long,2024-10-10 18:00:00,[R002L 5A:42 bA:42 R:31 V:0.9 B:0.19 M:- ST:D],1.0916,1000,1091.6,2.3,0.21,3.15,0.29,-0.05,0.00,1.79,0.18
7,Exit short,2024-10-15 03:00:00,Close entry(s) order Short,1.0904,1000,1090.4,-0.1,-0.01,0,0.00,-0.45,-0.04,1.69,0.17
7,Entry short,2024-10-14 20:00:00,[R001S 5A:26 bA:26 R:28 V:0.47 B:-0.02 M:- ST:D],1.0904,1000,1090.4,-0.1,-0.01,0,0.00,-0.45,-0.04,1.69,0.17
8,Exit long,2024-10-15 04:00:00,Close entry(s) order Long,1.09,1000,1090.4,-0.5,-0.05,0.44,0.04,-0.45,-0.04,1.19,0.12
8,Entry long,2024-10-15 03:00:00,[R002L 5A:27 bA:27 R:36 V:0.74 B:0.17 M:- ST:D],1.0904,1000,1090.4,-0.5,-0.05,0.44,0.04,-0.45,-0.04,1.19,0.12
9,Exit short,2024-10-18 04:00:00,Close entry(s) order Short,1.0836,1000,1084,0.3,0.03,1.45,0.13,-0.05,0.00,1.49,0.15
9,Entry short,2024-10-17 13:00:00,[R001S 5A:51 bA:51 R:26 V:1 B:0.07 M:- ST:D],1.084,1000,1084,0.3,0.03,1.45,0.13,-0.05,0.00,1.49,0.15
10,Exit short,2024-10-23 06:00:00,Close entry(s) order Short,1.08,1000,1080,-0.1,-0.01,0.45,0.04,-0.45,-0.04,1.39,0.14
10,Entry short,2024-10-22 19:00:00,[R001S 5A:31 bA:31 R:30 V:0.44 B:-0.04 M:- ST:D],1.08,1000,1080,-0.1,-0.01,0.45,0.04,-0.45,-0.04,1.39,0.14
11,Exit short,2024-10-28 07:00:00,Close entry(s) order Short,1.0792,1000,1081.2,1.9,0.18,2.75,0.25,-0.05,0.00,3.29,0.33
11,Entry short,2024-10-25 16:00:00,[R001S 5A:31 bA:31 R:48 V:0.31 B:0.35 M:- ST:D],1.0812,1000,1081.2,1.9,0.18,2.75,0.25,-0.05,0.00,3.29,0.33
12,Exit long,2024-10-31 00:00:00,Close entry(s) order Long,1.086,1000,1084,1.9,0.18,2.75,0.25,-0.05,0.00,5.19,0.52
12,Entry long,2024-10-30 14:00:00,[R001L 5A:25 bA:25 R:68 V:0.44 B:0.89 M:+ ST:U],1.084,1000,1084,1.9,0.18,2.75,0.25,-0.05,0.00,5.19,0.52
