Trade #,Type,Date and time,Signal,Price AUD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
178,Entry long,2025-12-12 15:00:00,[R001L rA:33 R:76 V:0.31 B:0.98 M:+ ST:U CH:5 CF:- MI:77 SK:100 PS:U SQ:0],1.7652,1000,1765.2,-0.21,-0.02,1.04,0.09,-0.11,-0.01,296.9,29.69
179,Exit short,2025-12-24 18:00:00,[ExitS rA:38 R:21 V:0.5 B:0.2 M:- ST:D CH:13 CF:- MI:3 SK:15 PS:D SQ:0],1.7562,1000,1761,3.01,0.25,3.92,0.33,-0.11,-0.01,299.9,29.99
179,Entry short,2025-12-23 15:00:00,[R001S rA:37 R:20 V:1.02 B:0.03 M:- ST:D CH:20 CF:- MI:22 SK:0 PS:D SQ:0],1.761,1000,1761,3.01,0.25,3.92,0.33,-0.11,-0.01,299.9,29.99
180,Exit short,2026-01-05 18:00:00,[ExitS rA:66 R:31 V:0.96 B:0.18 M:- ST:D CH:16 CF:- MI:17 SK:18 PS:D SQ:0],1.7454,1000,1746.6,0.59,0.05,1.5,0.13,-0.11,-0.01,300.5,30.05
180,Entry short,2026-01-05 15:00:00,[R001S rA:49 R:27 V:0.54 B:-0.01 M:- ST:D CH:20 CF:- MI:18 SK:0 PS:D SQ:0],1.7466,1000,1746.6,0.59,0.05,1.5,0.13,-0.11,-0.01,300.5,30.05
181,Exit short,2026-01-07 01:00:00,[ExitS rA:40 R:24 V:2.35 B:0.19 M:- ST:D CH:5 CF:- MI:21 SK:20 PS:D SQ:0],1.7352,1000,1739.4,2.62,0.22,3.41,0.29,-0.11,-0.01,303.11,30.31
181,Entry short,2026-01-06 15:00:00,[R001S rA:32 R:23 V:0.56 B:-0.01 M:- ST:D CH:16 CF:- MI:13 SK:0 PS:D SQ:0],1.7394,1000,1739.4,2.62,0.22,3.41,0.29,-0.11,-0.01,303.11,30.31
182,Exit short,2026-01-15 19:00:00,[ExitS rA:60 R:25 V:1.83 B:0.2 M:- ST:D CH:5 CF:- MI:13 SK:15 PS:D SQ:0],1.7322,1000,1734,0.99,0.09,1.9,0.16,-0.1,-0.01,304.11,30.41
182,Entry short,2026-01-15 15:00:00,[R001S rA:48 R:20 V:0.31 B:0.07 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0],1.734,1000,1734,0.99,0.09,1.9,0.16,-0.1,-0.01,304.11,30.41
183,Exit short,2026-01-21 16:00:00,[ExitS rA:46 R:26 V:1.1 B:0.2 M:- ST:D CH:9 CF:- MI:7 SK:15 PS:D SQ:0],1.7298,1000,1732.8,1.81,0.16,2.72,0.23,-0.11,-0.01,305.92,30.59
183,Entry short,2026-01-21 14:00:00,[R001S rA:32 R:25 V:0.88 B:0.04 M:- ST:D CH:10 CF:- MI:0 SK:0 PS:D SQ:0],1.7328,1000,1732.8,1.81,0.16,2.72,0.23,-0.11,-0.01,305.92,30.59
184,Exit short,2026-01-28 23:00:00,[ExitS rA:47 R:20 V:0.36 B:0.2 M:- ST:D CH:5 CF:- MI:4 SK:15 PS:D SQ:0],1.6992,1000,1707,5.28,0.44,6.2,0.52,-0.7,-0.06,311.2,31.12
184,Entry short,2026-01-28 17:00:00,[R001S rA:32 R:24 V:0.91 B:0.1 M:- ST:D CH:11 CF:- MI:8 SK:0 PS:D SQ:0],1.707,1000,1707,5.28,0.44,6.2,0.52,-0.7,-0.06,311.2,31.12
185,Exit long,2026-01-29 16:00:00,[ExitL rA:38 R:79 V:1.67 B:0.8 M:+ ST:U CH:5 CF:+ MI:86 SK:85 PS:U SQ:0],1.7082,1000,1702.2,4.01,0.33,4.96,0.41,-0.11,-0.01,315.21,31.52
185,Entry long,2026-01-29 15:00:00,[R001L rA:33 R:78 V:0.65 B:0.95 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.7022,1000,1702.2,4.01,0.33,4.96,0.41,-0.11,-0.01,315.21,31.52
186,Exit short,2026-02-03 02:00:00,[ExitS rA:68 R:23 V:0.65 B:0.2 M:- ST:D CH:8 CF:- MI:4 SK:15 PS:D SQ:0],1.6944,1000,1701,4.37,0.37,5.31,0.45,-0.11,-0.01,319.58,31.96
186,Entry short,2026-02-02 14:00:00,[R001S rA:39 R:28 V:0.7 B:0.08 M:- ST:D CH:18 CF:- MI:14 SK:0 PS:D SQ:0],1.701,1000,1701,4.37,0.37,5.31,0.45,-0.11,-0.01,319.58,31.96
187,Exit long,2026-02-06 01:00:00,[ExitL rA:58 R:73 V:1.88 B:0.8 M:+ ST:U CH:5 CF:+ MI:79 SK:85 PS:U SQ:0],1.7016,1000,1696.8,3.11,0.26,4.05,0.34,-0.11,-0.01,322.69,32.27
187,Entry long,2026-02-05 21:00:00,[R001L rA:33 R:69 V:0.15 B:1 M:+ ST:U CH:36 CF:+ MI:64 SK:100 PS:U SQ:0],1.6968,1000,1696.8,3.11,0.26,4.05,0.34,-0.11,-0.01,322.69,32.27
188,Exit short,2026-02-08 23:00:00,[ExitS rA:56 R:21 V:2.55 B:0.2 M:- ST:D CH:9 CF:- MI:19 SK:15 PS:D SQ:0],1.6842,1000,1684.8,0.21,0.02,0.73,0.06,-0.11,-0.01,322.9,32.29
188,Entry short,2026-02-06 17:00:00,[R001S rA:32 R:10 V:1.47 B:0.09 M:- ST:D CH:4 CF:- MI:0 SK:0 PS:D SQ:0],1.6848,1000,1684.8,0.21,0.02,0.73,0.06,-0.11,-0.01,322.9,32.29
189,Exit short,2026-02-10 02:00:00,[ExitS rA:61 R:33 V:4.17 B:0.19 M:- ST:D CH:9 CF:- MI:32 SK:15 PS:D SQ:0],1.6806,1000,1680,-0.64,-0.05,0.31,0.03,-0.53,-0.04,322.26,32.23
189,Entry short,2026-02-09 16:00:00,[R001S rA:56 R:25 V:1.06 B:0.03 M:- ST:D CH:6 CF:- MI:0 SK:0 PS:D SQ:0],1.68,1000,1680,-0.64,-0.05,0.31,0.03,-0.53,-0.04,322.26,32.23
190,Exit short,2026-02-11 15:00:00,[ExitS rA:35 R:24 V:1.2 B:0.2 M:- ST:D CH:5 CF:- MI:10 SK:15 PS:D SQ:0],1.6656,1000,1666.8,0.64,0.05,1.59,0.13,-0.11,-0.01,322.9,32.29
190,Entry short,2026-02-11 14:00:00,[R001S rA:32 R:17 V:1.33 B:0.05 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0],1.6668,1000,1666.8,0.64,0.05,1.59,0.13,-0.11,-0.01,322.9,32.29
191,Exit long,2026-03-01 22:16:00,[ExitL rA:49 R:73 V:0.4 B:0.81 M:+ ST:U CH:5 CF:- MI:92 SK:85 PS:U SQ:0],1.6692,1000,1666.8,1.49,0.13,2.46,0.21,-0.11,-0.01,324.39,32.44
191,Entry long,2026-03-01 22:04:00,[R001L rA:31 R:75 V:0.2 B:0.97 M:+ ST:U CH:17 CF:+ MI:77 SK:100 PS:U SQ:0],1.6668,1000,1666.8,1.49,0.13,2.46,0.21,-0.11,-0.01,324.39,32.44
192,Exit short,2026-03-02 22:50:00,[ExitS rA:55 R:33 V:0.2 B:0.21 M:- ST:D CH:28 CF:- MI:22 SK:22 PS:D SQ:0],1.6464,1000,1646.4,-0.21,-0.02,0.32,0.03,-0.53,-0.05,324.18,32.42
192,Entry short,2026-03-02 22:34:00,[R001S rA:47 R:27 V:0.14 B:0.06 M:- ST:D CH:22 CF:- MI:19 SK:0 PS:D SQ:0],1.6464,1000,1646.4,-0.21,-0.02,0.32,0.03,-0.53,-0.05,324.18,32.42
193,Exit long,2026-03-03 15:18:00,[ExitL rA:47 R:71 V:0.43 B:0.81 M:+ ST:U CH:11 CF:+ MI:97 SK:86 PS:U SQ:0],1.6614,1000,1660.2,0.64,0.05,1.6,0.14,-0.11,-0.01,324.82,32.48
193,Entry long,2026-03-03 15:08:00,[R001L rA:33 R:76 V:0.84 B:1.01 M:+ ST:U CH:18 CF:+ MI:78 SK:100 PS:U SQ:0],1.6602,1000,1660.2,0.64,0.05,1.6,0.14,-0.11,-0.01,324.82,32.48
194,Exit short,2026-03-03 17:32:00,[ExitS rA:34 R:38 V:1.15 B:0.25 M:- ST:D CH:43 CF:- MI:27 SK:33 PS:D SQ:0],1.6512,1000,1650.6,-0.64,-0.05,0.53,0.05,-0.53,-0.05,324.19,32.42
194,Entry short,2026-03-03 17:31:00,[R001S rA:32 R:30 V:0.67 B:0.1 M:- ST:D CH:38 CF:- MI:19 SK:0 PS:D SQ:0],1.6506,1000,1650.6,-0.64,-0.05,0.53,0.05,-0.53,-0.05,324.19,32.42
195,Exit long,2026-03-05 18:25:00,[ExitL rA:43 R:66 V:3.35 B:0.84 M:+ ST:U CH:21 CF:+ MI:62 SK:77 PS:U SQ:0],1.6584,1000,1656.6,1.06,0.09,1.81,0.15,-0.11,-0.01,325.25,32.52
195,Entry long,2026-03-05 17:31:00,[R001L rA:34 R:68 V:0.18 B:0.94 M:+ ST:U CH:42 CF:+ MI:66 SK:100 PS:U SQ:0],1.6566,1000,1656.6,1.06,0.09,1.81,0.15,-0.11,-0.01,325.25,32.52
196,Exit short,2026-03-10 16:26:00,[ExitS rA:32 R:33 V:2.84 B:0.17 M:- ST:D CH:25 CF:- MI:29 SK:22 PS:D SQ:0],1.6302,1000,1632,1.07,0.09,2.27,0.20,-0.1,-0.01,326.31,32.63
196,Entry short,2026-03-10 14:45:00,[R001S rA:32 R:32 V:0.17 B:-0.04 M:- ST:D CH:36 CF:- MI:16 SK:0 PS:D SQ:0],1.632,1000,1632,1.07,0.09,2.27,0.20,-0.1,-0.01,326.31,32.63
197,Exit long,2026-03-12 15:26:00,[ExitL rA:43 R:66 V:1.39 B:0.78 M:+ ST:U CH:26 CF:+ MI:87 SK:80 PS:U SQ:0],1.6266,1000,1627.2,-0.64,-0.05,0.32,0.03,-0.53,-0.05,325.68,32.57
197,Entry long,2026-03-12 15:16:00,[R001L rA:35 R:73 V:0.27 B:0.89 M:+ ST:U CH:24 CF:+ MI:96 SK:100 PS:U SQ:0],1.6272,1000,1627.2,-0.64,-0.05,0.32,0.03,-0.53,-0.05,325.68,32.57
198,Exit long,2026-03-18 21:14:40,[ExitL rA:39 R:61 V:0.65 B:0.8 M:+ ST:U CH:32 CF:+ MI:58 SK:76 PS:U SQ:0],1.6302,1000,1629,0.64,0.06,1.86,0.16,-0.59,-0.05,326.31,32.63
198,Entry long,2026-03-18 19:48:37,[R001L rA:37 R:60 V:0.69 B:0.66 M:- ST:D CH:45 CF:- MI:50 SK:79 PS:U SQ:0],1.629,1000,1629,0.64,0.06,1.86,0.16,-0.59,-0.05,326.31,32.63
