Trade #,Type,Date and time,Signal,Price JPY,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
49,Entry short,2025-11-19 15:00:00,[R002S 5A:29 bA:29 R:61 V:0.32 B:0.73 M:+ ST:U CH:18 CF:+ MI:89 SK:80 PS:U SQ:0],205.15,1000,205150,-0.13,-0.01,0.57,0.04,-0.07,0.00,101.79,10.18
50,Exit long,2025-11-20 07:00:00,[ExitL 5A:56 bA:56 R:78 V:2.3 B:0.8 M:+ ST:U CH:5 CF:+ MI:82 SK:85 PS:U SQ:0],206.55,1000,205950,3.69,0.28,4.39,0.33,-0.07,0.00,105.48,10.55
50,Entry long,2025-11-20 05:00:00,[R001L 5A:29 bA:29 R:72 V:0.83 B:0.98 M:+ ST:U CH:8 CF:+ MI:91 SK:100 PS:U SQ:0],205.95,1000,205950,3.69,0.28,4.39,0.33,-0.07,0.00,105.48,10.55
51,Exit short,2025-11-20 11:00:00,[ExitS 5A:36 bA:36 R:38 V:1.29 B:0.19 M:- ST:D CH:5 CF:- MI:12 SK:15 PS:D SQ:0],205.95,1000,206300,2.1,0.16,2.8,0.21,-0.07,0.00,107.57,10.76
51,Entry short,2025-11-20 08:00:00,[R001S 5A:49 bA:49 R:55 V:0.52 B:0.42 M:- ST:D CH:24 CF:+ MI:53 SK:13 PS:D SQ:0],206.3,1000,206300,2.1,0.16,2.8,0.21,-0.07,0.00,107.57,10.76
52,Exit long,2025-11-20 12:00:00,[ExitL 5A:27 bA:27 R:46 V:1.02 B:0.38 M:- ST:U CH:26 CF:- MI:42 SK:50 PS:U SQ:0],206.05,1000,205950,0.51,0.04,1.21,0.09,-0.07,0.00,108.08,10.81
52,Entry long,2025-11-20 11:00:00,[R002L 5A:36 bA:36 R:38 V:1.29 B:0.19 M:- ST:D CH:5 CF:- MI:12 SK:15 PS:D SQ:0],205.95,1000,205950,0.51,0.04,1.21,0.09,-0.07,0.00,108.08,10.81
53,Exit short,2025-11-20 17:00:00,[ExitS 5A:25 bA:25 R:44 V:3.66 B:0.34 M:- ST:D CH:39 CF:- MI:56 SK:35 PS:D SQ:0],205.95,1000,206050,0.5,0.04,1.25,0.10,-0.07,0.00,108.58,10.86
53,Entry short,2025-11-20 12:00:00,[R002S 5A:27 bA:27 R:46 V:1.02 B:0.38 M:- ST:U CH:26 CF:- MI:42 SK:50 PS:U SQ:0],206.05,1000,206050,0.5,0.04,1.25,0.10,-0.07,0.00,108.58,10.86
54,Exit long,2025-11-21 11:00:00,[ExitL 5A:21 bA:21 R:46 V:2.03 B:0.54 M:+ ST:U CH:38 CF:- MI:31 SK:30 PS:D SQ:0],204.95,1000,204950,-0.13,-0.01,0.76,0.06,-0.07,0.00,108.45,10.85
54,Entry long,2025-11-21 08:00:00,[R002L 5A:26 bA:26 R:46 V:1.22 B:0.59 M:+ ST:D CH:25 CF:- MI:30 SK:47 PS:D SQ:0],204.95,1000,204950,-0.13,-0.01,0.76,0.06,-0.07,0.00,108.45,10.85
