Trade #,Type,Date and time,Signal,Price AUD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
92,Exit long,2024-11-10 22:00:00,[ExitL rA:48 hA:50 PS:U CD:30],1.6284,1000,1629,-0.59,-0.05,0,0.00,-0.5,-0.05,124.83,12.48
92,Entry long,2024-11-08 17:00:00,[R001L rA:43 hA:50 PS:U CD:30],1.629,1000,1629,-0.59,-0.05,0,0.00,-0.5,-0.05,124.83,12.48
93,Exit short,2024-11-22 04:00:00,[ExitS rA:47 hA:43 PS:D CD:30],1.6086,1000,1617,5.28,0.50,6.4,0.61,-0.09,-0.01,130.11,13.01
93,Entry short,2024-11-21 09:00:00,[R001S rA:43 hA:42 PS:D CD:30],1.617,1000,1617,5.28,0.50,6.4,0.61,-0.09,-0.01,130.11,13.01
94,Exit short,2024-11-22 14:00:00,[ExitS rA:71 hA:42 PS:D CD:30],1.6026,1000,1607.4,2.94,0.28,3.61,0.34,-0.09,-0.01,133.05,13.31
94,Entry short,2024-11-22 08:00:00,[R001S rA:45 hA:27 PS:D CD:30],1.6074,1000,1607.4,2.94,0.28,3.61,0.34,-0.09,-0.01,133.05,13.31
95,Exit long,2024-11-25 20:00:00,[ExitL rA:42 hA:37 PS:U CD:30],1.6146,1000,1612.8,0.98,0.09,1.86,0.18,-0.09,-0.01,134.03,13.40
95,Entry long,2024-11-25 13:00:00,[R001L rA:42 hA:37 PS:U CD:30],1.6128,1000,1612.8,0.98,0.09,1.86,0.18,-0.09,-0.01,134.03,13.40
96,Exit long,2024-11-26 15:00:00,[ExitL rA:52 hA:37 PS:U CD:30],1.6224,1000,1623,-0.58,-0.05,0.3,0.03,-0.49,-0.05,133.45,13.35
96,Entry long,2024-11-26 14:00:00,[R001L rA:42 hA:42 PS:U CD:30],1.623,1000,1623,-0.58,-0.05,0.3,0.03,-0.49,-0.05,133.45,13.35
97,Exit long,2024-11-27 18:00:00,[ExitL rA:45 hA:32 PS:U CD:30],1.6278,1000,1628.4,-0.58,-0.05,0,0.00,-0.48,-0.05,132.87,13.29
97,Entry long,2024-11-27 18:00:00,[R001L rA:43 hA:31 PS:U CD:30],1.6284,1000,1628.4,-0.58,-0.05,0,0.00,-0.48,-0.05,132.87,13.29
98,Exit short,2024-12-04 09:00:00,[ExitS rA:57 hA:52 PS:D CD:30],1.6338,1000,1633.2,-0.58,-0.05,0.67,0.06,-0.48,-0.05,132.29,13.23
98,Entry short,2024-12-04 09:00:00,[R001S rA:48 hA:48 PS:D CD:30],1.6332,1000,1633.2,-0.58,-0.05,0.67,0.06,-0.48,-0.05,132.29,13.23
99,Exit long,2024-12-06 03:00:00,[ExitL rA:42 hA:30 PS:U CD:30],1.644,1000,1643.4,0.2,0.02,1.07,0.10,-0.1,-0.01,132.49,13.25
99,Entry long,2024-12-06 01:00:00,[R001L rA:42 hA:30 PS:U CD:30],1.6434,1000,1643.4,0.2,0.02,1.07,0.10,-0.1,-0.01,132.49,13.25
100,Exit short,2024-12-09 19:00:00,[ExitS rA:53 hA:28 PS:D CD:30],1.6374,1000,1652.4,9.39,0.89,10.26,0.97,-0.1,-0.01,141.89,14.19
100,Entry short,2024-12-08 22:00:00,[R001S rA:54 hA:28 PS:D CD:30],1.6524,1000,1652.4,9.39,0.89,10.26,0.97,-0.1,-0.01,141.89,14.19
101,Exit long,2024-12-10 05:00:00,[ExitL rA:45 hA:38 PS:U CD:30],1.6524,1000,1639.2,8.31,0.79,9.18,0.87,-0.1,-0.01,150.2,15.02
101,Entry long,2024-12-10 00:00:00,[R001L rA:41 hA:38 PS:U CD:30],1.6392,1000,1639.2,8.31,0.79,9.18,0.87,-0.1,-0.01,150.2,15.02
102,Exit short,2024-12-10 14:00:00,[ExitS rA:60 hA:35 PS:D CD:30],1.647,1000,1650,1.74,0.16,2.69,0.25,-0.1,-0.01,151.94,15.19
102,Entry short,2024-12-10 08:00:00,[R001S rA:58 hA:54 PS:D CD:30],1.65,1000,1650,1.74,0.16,2.69,0.25,-0.1,-0.01,151.94,15.19
103,Exit long,2024-12-12 09:00:00,[ExitL rA:56 hA:29 PS:U CD:30],1.6392,1000,1639.8,-0.57,-0.05,0,0.00,-0.48,-0.05,151.37,15.14
103,Entry long,2024-12-12 09:00:00,[R001L rA:57 hA:35 PS:U CD:30],1.6398,1000,1639.8,-0.57,-0.05,0,0.00,-0.48,-0.05,151.37,15.14
104,Exit long,2024-12-17 18:00:00,[ExitL rA:52 hA:25 PS:U CD:30],1.656,1000,1656.6,-0.57,-0.05,0.29,0.03,-0.48,-0.05,150.79,15.08
104,Entry long,2024-12-17 16:00:00,[R001L rA:53 hA:25 PS:U CD:30],1.6566,1000,1656.6,-0.57,-0.05,0.29,0.03,-0.48,-0.05,150.79,15.08
105,Exit long,2024-12-19 03:00:00,[ExitL rA:53 hA:26 PS:U CD:30],1.6668,1000,1665,0.93,0.09,1.77,0.17,-0.09,-0.01,151.73,15.17
105,Entry long,2024-12-18 22:00:00,[R001L rA:51 hA:26 PS:U CD:30],1.665,1000,1665,0.93,0.09,1.77,0.17,-0.09,-0.01,151.73,15.17
106,Exit short,2024-12-19 18:00:00,[ExitS rA:34 hA:28 PS:D CD:30],1.6584,1000,1657.8,-0.56,-0.05,0.28,0.03,-0.47,-0.05,151.17,15.12
106,Entry short,2024-12-19 16:00:00,[R001S rA:48 hA:31 PS:D CD:30],1.6578,1000,1657.8,-0.56,-0.05,0.28,0.03,-0.47,-0.05,151.17,15.12
107,Exit short,2025-01-02 23:00:00,[ExitS rA:44 hA:36 PS:D CD:30],1.6548,1000,1658.4,2.05,0.20,2.88,0.28,-0.09,-0.01,153.22,15.32
107,Entry short,2025-01-02 15:00:00,[R001S rA:42 hA:36 PS:D CD:30],1.6584,1000,1658.4,2.05,0.20,2.88,0.28,-0.09,-0.01,153.22,15.32
108,Exit short,2025-01-28 04:00:00,[ExitS rA:66 hA:34 PS:D CD:30],1.668,1000,1668.6,0.19,0.02,1.04,0.10,-0.09,-0.01,153.41,15.34
108,Entry short,2025-01-27 20:00:00,[R001S rA:51 hA:27 PS:D CD:30],1.6686,1000,1668.6,0.19,0.02,1.04,0.10,-0.09,-0.01,153.41,15.34
109,Exit short,2025-02-10 13:00:00,[ExitS rA:41 hA:26 PS:D CD:30],1.6446,1000,1645.8,0.57,0.05,1.04,0.10,-0.09,-0.01,153.97,15.40
109,Entry short,2025-02-10 03:00:00,[R001S rA:51 hA:26 PS:D CD:30],1.6458,1000,1645.8,0.57,0.05,1.04,0.10,-0.09,-0.01,153.97,15.40
110,Exit long,2025-02-13 12:00:00,[ExitL rA:56 hA:45 PS:U CD:30],1.6614,1000,1655.4,3.58,0.34,4.43,0.43,-0.09,-0.01,157.55,15.76
110,Entry long,2025-02-13 02:00:00,[R001L rA:52 hA:42 PS:U CD:30],1.6554,1000,1655.4,3.58,0.34,4.43,0.43,-0.09,-0.01,157.55,15.76
111,Exit short,2025-02-17 10:00:00,[ExitS rA:48 hA:47 PS:D CD:30],1.6464,1000,1647.6,0.57,0.05,1.43,0.14,-0.09,-0.01,158.13,15.81
111,Entry short,2025-02-17 09:00:00,[R001S rA:43 hA:45 PS:D CD:30],1.6476,1000,1647.6,0.57,0.05,1.43,0.14,-0.09,-0.01,158.13,15.81
112,Exit short,2025-02-24 06:00:00,[ExitS rA:50 hA:29 PS:D CD:30],1.6482,1000,1648.2,-0.19,-0.02,0,0.00,-0.48,-0.05,157.94,15.79
112,Entry short,2025-02-24 05:00:00,[R001S rA:43 hA:27 PS:D CD:30],1.6482,1000,1648.2,-0.19,-0.02,0,0.00,-0.48,-0.05,157.94,15.79
113,Exit long,2025-02-26 00:00:00,[ExitL rA:63 hA:35 PS:U CD:30],1.6572,1000,1657.2,-0.19,-0.02,0.4,0.04,-0.48,-0.05,157.75,15.77
113,Entry long,2025-02-25 16:00:00,[R001L rA:45 hA:34 PS:U CD:30],1.6572,1000,1657.2,-0.19,-0.02,0.4,0.04,-0.48,-0.05,157.75,15.77
114,Exit long,2025-02-28 15:00:00,[ExitL rA:44 hA:27 PS:U CD:30],1.6746,1000,1667.4,4.3,0.41,5.14,0.49,-0.09,-0.01,162.05,16.20
114,Entry long,2025-02-27 20:00:00,[R001L rA:42 hA:25 PS:U CD:30],1.6674,1000,1667.4,4.3,0.41,5.14,0.49,-0.09,-0.01,162.05,16.20
115,Exit short,2025-03-02 22:00:00,[ExitS rA:38 hA:25 PS:D CD:30],1.6728,1000,1674,0.56,0.05,1.4,0.13,-0.09,-0.01,162.61,16.26
115,Entry short,2025-02-28 18:00:00,[R002S rA:39 hA:41 PS:D CD:30],1.674,1000,1674,0.56,0.05,1.4,0.13,-0.09,-0.01,162.61,16.26
116,Exit long,2025-03-04 06:00:00,[ExitL rA:66 hA:59 PS:U CD:30],1.6896,1000,1681.8,4.67,0.45,5.51,0.53,-0.09,-0.01,167.27,16.73
116,Entry long,2025-03-03 19:00:00,[R001L rA:48 hA:44 PS:U CD:30],1.6818,1000,1681.8,4.67,0.45,5.51,0.53,-0.09,-0.01,167.27,16.73
117,Exit short,2025-03-04 12:00:00,[ExitS rA:44 hA:59 PS:D CD:30],1.6902,1000,1689.6,-0.56,-0.05,0.28,0.03,-0.47,-0.04,166.71,16.67
117,Entry short,2025-03-04 10:00:00,[R001S rA:39 hA:25 PS:D CD:30],1.6896,1000,1689.6,-0.56,-0.05,0.28,0.03,-0.47,-0.04,166.71,16.67
118,Exit long,2025-03-05 18:00:00,[ExitL rA:64 hA:64 PS:U CD:30],1.7058,1000,1706.4,-0.57,-0.05,0,0.00,-0.47,-0.04,166.14,16.61
118,Entry long,2025-03-05 17:00:00,[R001L rA:41 hA:58 PS:U CD:30],1.7064,1000,1706.4,-0.57,-0.05,0,0.00,-0.47,-0.04,166.14,16.61
119,Exit long,2025-03-07 14:00:00,[ExitL rA:42 hA:60 PS:U CD:30],1.7238,1000,1715.4,5.12,0.47,6.21,0.57,-0.1,-0.01,171.27,17.13
119,Entry long,2025-03-07 05:00:00,[R001L rA:42 hA:60 PS:U CD:30],1.7154,1000,1715.4,5.12,0.47,6.21,0.57,-0.1,-0.01,171.27,17.13
120,Exit short,2025-03-09 22:00:00,[ExitS rA:48 hA:68 PS:D CD:30],1.7196,1000,1722.6,1.7,0.16,2.56,0.23,-0.1,-0.01,172.96,17.30
120,Entry short,2025-03-07 18:00:00,[R002S rA:58 hA:61 PS:D CD:30],1.7226,1000,1722.6,1.7,0.16,2.56,0.23,-0.1,-0.01,172.96,17.30
121,Exit long,2025-03-10 19:00:00,[ExitL rA:73 hA:54 PS:U CD:30],1.7256,1000,1726.2,-0.57,-0.05,0,0.00,-0.48,-0.04,172.39,17.24
121,Entry long,2025-03-10 19:00:00,[R001L rA:43 hA:43 PS:U CD:30],1.7262,1000,1726.2,-0.57,-0.05,0,0.00,-0.48,-0.04,172.39,17.24
122,Exit long,2025-03-11 15:00:00,[ExitL rA:45 hA:29 PS:U CD:30],1.74,1000,1736.4,2.06,0.19,2.92,0.27,-0.1,-0.01,174.45,17.45
122,Entry long,2025-03-11 14:00:00,[R001L rA:44 hA:29 PS:U CD:30],1.7364,1000,1736.4,2.06,0.19,2.92,0.27,-0.1,-0.01,174.45,17.45
123,Exit short,2025-03-13 01:00:00,[ExitS rA:39 hA:52 PS:D CD:30],1.7214,1000,1725,2.08,0.19,2.94,0.27,-0.1,-0.01,176.53,17.65
123,Entry short,2025-03-12 18:00:00,[R001S rA:55 hA:68 PS:D CD:30],1.725,1000,1725,2.08,0.19,2.94,0.27,-0.1,-0.01,176.53,17.65
124,Exit short,2025-03-18 03:00:00,[ExitS rA:59 hA:33 PS:D CD:30],1.7106,1000,1713,1.34,0.12,2.18,0.20,-0.1,-0.01,177.87,17.79
124,Entry short,2025-03-17 16:00:00,[R001S rA:43 hA:32 PS:D CD:30],1.713,1000,1713,1.34,0.12,2.18,0.20,-0.1,-0.01,177.87,17.79
125,Exit short,2025-03-26 12:00:00,[ExitS rA:56 hA:32 PS:D CD:30],1.707,1000,1708.2,0.56,0.05,1.42,0.13,-0.1,-0.01,178.43,17.84
125,Entry short,2025-03-26 06:00:00,[R001S rA:45 hA:26 PS:D CD:30],1.7082,1000,1708.2,0.56,0.05,1.42,0.13,-0.1,-0.01,178.43,17.84
126,Exit long,2025-03-31 15:00:00,[ExitL rA:66 hA:51 PS:U CD:30],1.7334,1000,1725.6,4.71,0.43,5.56,0.51,-0.1,-0.01,183.14,18.31
126,Entry long,2025-03-31 07:00:00,[R001L rA:58 hA:45 PS:U CD:30],1.7256,1000,1725.6,4.71,0.43,5.56,0.51,-0.1,-0.01,183.14,18.31
127,Exit long,2025-04-01 04:00:00,[ExitL rA:76 hA:43 PS:U CD:30],1.731,1000,1731.6,-0.57,-0.05,0,0.00,-0.47,-0.04,182.57,18.26
127,Entry long,2025-04-01 04:00:00,[R002L rA:42 hA:28 PS:U CD:30],1.7316,1000,1731.6,-0.57,-0.05,0,0.00,-0.47,-0.04,182.57,18.26
128,Exit short,2025-04-02 12:00:00,[ExitS rA:48 hA:29 PS:D CD:30],1.713,1000,1716.6,2.07,0.19,2.92,0.27,-0.1,-0.01,184.64,18.46
128,Entry short,2025-04-02 02:00:00,[R001S rA:42 hA:27 PS:D CD:30],1.7166,1000,1716.6,2.07,0.19,2.92,0.27,-0.1,-0.01,184.64,18.46
129,Exit long,2025-04-03 00:00:00,[ExitL rA:42 hA:46 PS:U CD:30],1.7394,1000,1725.6,8.49,0.78,9.35,0.86,-0.1,-0.01,193.13,19.31
129,Entry long,2025-04-02 21:00:00,[R001L rA:56 hA:28 PS:U CD:30],1.7256,1000,1725.6,8.49,0.78,9.35,0.86,-0.1,-0.01,193.13,19.31
130,Exit long,2025-04-03 07:00:00,[ExitL rA:78 hA:44 PS:U CD:30],1.7406,1000,1741.2,-0.58,-0.05,0.28,0.03,-0.48,-0.04,192.55,19.26
130,Entry long,2025-04-03 06:00:00,[R001L rA:45 hA:28 PS:U CD:30],1.7412,1000,1741.2,-0.58,-0.05,0.28,0.03,-0.48,-0.04,192.55,19.26
131,Exit long,2025-04-04 05:00:00,[ExitL rA:61 hA:46 PS:U CD:30],1.7772,1000,1752,15.75,1.42,16.61,1.50,-0.1,-0.01,208.3,20.83
131,Entry long,2025-04-04 01:00:00,[R001L rA:62 hA:46 PS:U CD:30],1.752,1000,1752,15.75,1.42,16.61,1.50,-0.1,-0.01,208.3,20.83
132,Exit short,2025-04-04 10:00:00,[ExitS rA:66 hA:36 PS:D CD:30],1.773,1000,1775.4,1.32,0.12,2.46,0.22,-0.1,-0.01,209.62,20.96
132,Entry short,2025-04-04 05:00:00,[R001S rA:59 hA:32 PS:D CD:30],1.7754,1000,1775.4,1.32,0.12,2.46,0.22,-0.1,-0.01,209.62,20.96
133,Exit long,2025-04-04 12:00:00,[ExitL rA:92 hA:76 PS:U CD:30],1.8078,1000,1786.8,13.09,1.16,13.95,1.23,-0.1,-0.01,222.7,22.27
133,Entry long,2025-04-04 10:00:00,[R001L rA:42 hA:43 PS:U CD:30],1.7868,1000,1786.8,13.09,1.16,13.95,1.23,-0.1,-0.01,222.7,22.27
134,Exit short,2025-04-04 13:00:00,[ExitS rA:56 hA:70 PS:D CD:30],1.8036,1000,1806,1.31,0.11,2.18,0.19,-0.1,-0.01,224.02,22.40
134,Entry short,2025-04-04 12:00:00,[R001S rA:86 hA:76 PS:D CD:30],1.806,1000,1806,1.31,0.11,2.18,0.19,-0.1,-0.01,224.02,22.40
135,Exit long,2025-04-04 17:00:00,[ExitL rA:94 hA:83 PS:U CD:30],1.8246,1000,1817.4,4.35,0.38,5.21,0.45,-0.1,-0.01,228.36,22.84
135,Entry long,2025-04-04 15:00:00,[R001L rA:63 hA:73 PS:U CD:30],1.8174,1000,1817.4,4.35,0.38,5.21,0.45,-0.1,-0.01,228.36,22.84
136,Exit short,2025-04-04 18:00:00,[ExitS rA:57 hA:75 PS:D CD:30],1.8162,1000,1815.6,-0.59,-0.05,0.28,0.02,-0.48,-0.04,227.78,22.78
136,Entry short,2025-04-04 17:00:00,[R001S rA:87 hA:80 PS:D CD:30],1.8156,1000,1815.6,-0.59,-0.05,0.28,0.02,-0.48,-0.04,227.78,22.78
137,Exit long,2025-04-07 00:00:00,[ExitL rA:81 hA:75 PS:U CD:30],1.833,1000,1825.8,4.15,0.38,5.24,0.48,-0.1,-0.01,231.93,23.19
137,Entry long,2025-04-06 22:00:00,[R001L rA:63 hA:73 PS:U CD:30],1.8258,1000,1825.8,4.15,0.38,5.24,0.48,-0.1,-0.01,231.93,23.19
138,Exit short,2025-04-07 04:00:00,[ExitS rA:44 hA:59 PS:D CD:30],1.8192,1000,1824,2.7,0.25,3.52,0.32,-0.1,-0.01,234.63,23.46
138,Entry short,2025-04-07 02:00:00,[R001S rA:45 hA:63 PS:D CD:30],1.824,1000,1824,2.7,0.25,3.52,0.32,-0.1,-0.01,234.63,23.46
139,Exit long,2025-04-07 09:00:00,[ExitL rA:69 hA:47 PS:U CD:30],1.83,1000,1830.6,-0.56,-0.05,0,0.00,-0.46,-0.04,234.07,23.41
139,Entry long,2025-04-07 09:00:00,[R001L rA:43 hA:45 PS:U CD:30],1.8306,1000,1830.6,-0.56,-0.05,0,0.00,-0.46,-0.04,234.07,23.41
140,Exit short,2025-04-07 14:00:00,[ExitS rA:53 hA:31 PS:D CD:30],1.806,1000,1813.8,4.51,0.41,5.34,0.49,-0.1,-0.01,238.58,23.86
140,Entry short,2025-04-07 12:00:00,[R001S rA:41 hA:37 PS:D CD:30],1.8138,1000,1813.8,4.51,0.41,5.34,0.49,-0.1,-0.01,238.58,23.86
141,Exit long,2025-04-07 17:00:00,[ExitL rA:44 hA:26 PS:U CD:30],1.836,1000,1814.4,12.85,1.17,13.67,1.25,-0.1,-0.01,251.43,25.14
141,Entry long,2025-04-07 14:00:00,[R001L rA:43 hA:26 PS:U CD:30],1.8144,1000,1814.4,12.85,1.17,13.67,1.25,-0.1,-0.01,251.43,25.14
142,Exit short,2025-04-07 18:00:00,[ExitS rA:75 hA:43 PS:D CD:30],1.8246,1000,1834.2,5.6,0.51,6.42,0.58,-0.1,-0.01,257.03,25.70
142,Entry short,2025-04-07 17:00:00,[R001S rA:56 hA:30 PS:D CD:30],1.8342,1000,1834.2,5.6,0.51,6.42,0.58,-0.1,-0.01,257.03,25.70
143,Exit short,2025-04-08 06:00:00,[ExitS rA:49 hA:34 PS:D CD:30],1.809,1000,1815,3.4,0.31,4.21,0.39,-0.1,-0.01,260.43,26.04
143,Entry short,2025-04-08 04:00:00,[R001S rA:80 hA:49 PS:D CD:30],1.815,1000,1815,3.4,0.31,4.21,0.39,-0.1,-0.01,260.43,26.04
144,Exit long,2025-04-08 11:00:00,[ExitL rA:86 hA:51 PS:U CD:30],1.8078,1000,1807.2,0.16,0.02,0.98,0.09,-0.1,-0.01,260.59,26.06
144,Entry long,2025-04-08 10:00:00,[R001L rA:43 hA:34 PS:U CD:30],1.8072,1000,1807.2,0.16,0.02,0.98,0.09,-0.1,-0.01,260.59,26.06
145,Exit long,2025-04-09 01:00:00,[ExitL rA:42 hA:45 PS:U CD:30],1.8462,1000,1815,18.39,1.70,19.2,1.78,-0.1,-0.01,278.98,27.90
145,Entry long,2025-04-08 16:00:00,[R001L rA:55 hA:46 PS:U CD:30],1.815,1000,1815,18.39,1.70,19.2,1.78,-0.1,-0.01,278.98,27.90
146,Exit short,2025-04-09 03:00:00,[ExitS rA:66 hA:37 PS:D CD:30],1.8414,1000,1844.4,1.59,0.14,2.4,0.22,-0.1,-0.01,280.57,28.06
146,Entry short,2025-04-09 01:00:00,[R001S rA:42 hA:29 PS:D CD:30],1.8444,1000,1844.4,1.59,0.14,2.4,0.22,-0.1,-0.01,280.57,28.06
147,Exit short,2025-04-09 08:00:00,[ExitS rA:55 hA:67 PS:D CD:30],1.8294,1000,1848,10.88,0.99,11.69,1.06,-0.1,-0.01,291.45,29.15
147,Entry short,2025-04-09 06:00:00,[R001S rA:89 hA:69 PS:D CD:30],1.848,1000,1848,10.88,0.99,11.69,1.06,-0.1,-0.01,291.45,29.15
148,Exit long,2025-04-09 10:00:00,[ExitL rA:96 hA:71 PS:U CD:30],1.8348,1000,1831.2,1.95,0.18,2.76,0.25,-0.1,-0.01,293.4,29.34
148,Entry long,2025-04-09 08:00:00,[R001L rA:43 hA:31 PS:U CD:30],1.8312,1000,1831.2,1.95,0.18,2.76,0.25,-0.1,-0.01,293.4,29.34
149,Exit short,2025-04-09 22:00:00,[ExitS rA:72 hA:42 PS:D CD:30],1.7802,1000,1825.8,27.87,2.48,28.34,2.55,-0.1,-0.01,321.27,32.13
149,Entry short,2025-04-09 17:00:00,[R001S rA:47 hA:61 PS:D CD:30],1.8258,1000,1825.8,27.87,2.48,28.34,2.55,-0.1,-0.01,321.27,32.13
150,Exit long,2025-04-10 01:00:00,[ExitL rA:42 hA:35 PS:U CD:30],1.7916,1000,1782,5.71,0.52,6.55,0.60,-0.1,-0.01,326.98,32.70
150,Entry long,2025-04-09 23:00:00,[R001L rA:68 hA:40 PS:U CD:30],1.782,1000,1782,5.71,0.52,6.55,0.60,-0.1,-0.01,326.98,32.70
151,Exit short,2025-04-10 07:00:00,[ExitS rA:98 hA:86 PS:D CD:30],1.7736,1000,1780.2,3.87,0.35,4.7,0.43,-0.1,-0.01,330.84,33.08
151,Entry short,2025-04-10 03:00:00,[R001S rA:48 hA:27 PS:D CD:30],1.7802,1000,1780.2,3.87,0.35,4.7,0.43,-0.1,-0.01,330.84,33.08
152,Exit long,2025-04-10 10:00:00,[ExitL rA:51 hA:60 PS:U CD:30],1.7946,1000,1783.8,6.45,0.59,7.29,0.66,-0.1,-0.01,337.29,33.73
152,Entry long,2025-04-10 07:00:00,[R001L rA:91 hA:86 PS:U CD:30],1.7838,1000,1783.8,6.45,0.59,7.29,0.66,-0.1,-0.01,337.29,33.73
153,Exit long,2025-04-10 14:00:00,[ExitL rA:71 hA:38 PS:U CD:30],1.797,1000,1794,1.65,0.15,2.49,0.23,-0.1,-0.01,338.94,33.89
153,Entry long,2025-04-10 12:00:00,[R001L rA:41 hA:33 PS:U CD:30],1.794,1000,1794,1.65,0.15,2.49,0.23,-0.1,-0.01,338.94,33.89
154,Exit long,2025-04-10 17:00:00,[ExitL rA:48 hA:38 PS:U CD:30],1.806,1000,1803.6,1.28,0.12,2.12,0.19,-0.1,-0.01,340.22,34.02
154,Entry long,2025-04-10 15:00:00,[R001L rA:45 hA:37 PS:U CD:30],1.8036,1000,1803.6,1.28,0.12,2.12,0.19,-0.1,-0.01,340.22,34.02
155,Exit long,2025-04-11 01:00:00,[ExitL rA:56 hA:42 PS:U CD:30],1.8186,1000,1810.8,4.65,0.41,5.5,0.49,-0.1,-0.01,344.87,34.49
155,Entry long,2025-04-11 00:00:00,[R001L rA:43 hA:40 PS:U CD:30],1.8108,1000,1810.8,4.65,0.41,5.5,0.49,-0.1,-0.01,344.87,34.49
156,Exit short,2025-04-11 03:00:00,[ExitS rA:66 hA:50 PS:D CD:30],1.8102,1000,1810.2,-0.2,-0.02,0.65,0.06,-0.1,-0.01,344.66,34.47
156,Entry short,2025-04-11 02:00:00,[R001S rA:43 hA:43 PS:D CD:30],1.8102,1000,1810.2,-0.2,-0.02,0.65,0.06,-0.1,-0.01,344.66,34.47
157,Exit long,2025-04-11 05:00:00,[ExitL rA:70 hA:48 PS:U CD:30],1.8258,1000,1826.4,-0.58,-0.05,0.27,0.02,-0.48,-0.04,344.09,34.41
157,Entry long,2025-04-11 04:00:00,[R001L rA:42 hA:38 PS:U CD:30],1.8264,1000,1826.4,-0.58,-0.05,0.27,0.02,-0.48,-0.04,344.09,34.41
158,Exit long,2025-04-11 09:00:00,[ExitL rA:60 hA:42 PS:U CD:30],1.836,1000,1832.4,2.04,0.18,2.88,0.25,-0.1,-0.01,346.12,34.61
158,Entry long,2025-04-11 08:00:00,[R001L rA:58 hA:40 PS:U CD:30],1.8324,1000,1832.4,2.04,0.18,2.88,0.25,-0.1,-0.01,346.12,34.61
159,Exit short,2025-04-11 12:00:00,[ExitS rA:41 hA:36 PS:D CD:30],1.8174,1000,1823.4,3.53,0.31,4.38,0.39,-0.1,-0.01,349.65,34.97
159,Entry short,2025-04-11 10:00:00,[R001S rA:41 hA:41 PS:D CD:30],1.8234,1000,1823.4,3.53,0.31,4.38,0.39,-0.1,-0.01,349.65,34.97
160,Exit short,2025-04-11 19:00:00,[ExitS rA:65 hA:35 PS:D CD:30],1.8012,1000,1813.8,7.64,0.68,8.49,0.75,-0.1,-0.01,357.29,35.73
160,Entry short,2025-04-11 16:00:00,[R001S rA:45 hA:33 PS:D CD:30],1.8138,1000,1813.8,7.64,0.68,8.49,0.75,-0.1,-0.01,357.29,35.73
161,Exit long,2025-04-13 21:00:00,[ExitL rA:63 hA:50 PS:U CD:30],1.8042,1000,1804.8,-0.58,-0.05,0.27,0.02,-0.48,-0.04,356.71,35.67
161,Entry long,2025-04-11 20:00:00,[R001L rA:48 hA:47 PS:U CD:30],1.8048,1000,1804.8,-0.58,-0.05,0.27,0.02,-0.48,-0.04,356.71,35.67
162,Exit long,2025-04-15 00:00:00,[ExitL rA:56 hA:54 PS:U CD:30],1.7946,1000,1794.6,-0.2,-0.02,0.66,0.06,-0.1,-0.01,356.51,35.65
162,Entry long,2025-04-14 21:00:00,[R001L rA:64 hA:55 PS:U CD:30],1.7946,1000,1794.6,-0.2,-0.02,0.66,0.06,-0.1,-0.01,356.51,35.65
163,Exit short,2025-04-15 07:00:00,[ExitS rA:79 hA:55 PS:D CD:30],1.7832,1000,1783.2,-0.2,-0.02,0.66,0.06,-0.1,-0.01,356.3,35.63
163,Entry short,2025-04-15 06:00:00,[R001S rA:48 hA:37 PS:D CD:30],1.7832,1000,1783.2,-0.2,-0.02,0.66,0.06,-0.1,-0.01,356.3,35.63
164,Exit short,2025-04-15 19:00:00,[ExitS rA:48 hA:41 PS:D CD:30],1.776,1000,1775.4,-0.58,-0.05,0.49,0.04,-0.48,-0.04,355.72,35.57
164,Entry short,2025-04-15 18:00:00,[R001S rA:47 hA:41 PS:D CD:30],1.7754,1000,1775.4,-0.58,-0.05,0.49,0.04,-0.48,-0.04,355.72,35.57
165,Exit long,2025-04-16 06:00:00,[ExitL rA:33 hA:28 PS:U CD:30],1.7898,1000,1790.4,-0.59,-0.05,0,0.00,-0.48,-0.04,355.14,35.51
165,Entry long,2025-04-16 06:00:00,[R001L rA:39 hA:28 PS:U CD:30],1.7904,1000,1790.4,-0.59,-0.05,0,0.00,-0.48,-0.04,355.14,35.51
166,Exit long,2025-04-21 03:00:00,[ExitL rA:50 hA:32 PS:U CD:30],1.7964,1000,1796.4,-0.21,-0.02,0.66,0.06,-0.1,-0.01,354.93,35.49
166,Entry long,2025-04-21 02:00:00,[R001L rA:50 hA:32 PS:U CD:30],1.7964,1000,1796.4,-0.21,-0.02,0.66,0.06,-0.1,-0.01,354.93,35.49
167,Exit short,2025-04-23 07:00:00,[ExitS rA:49 hA:46 PS:D CD:30],1.7748,1000,1780.2,3.23,0.29,4.1,0.36,-0.1,-0.01,358.16,35.82
167,Entry short,2025-04-23 05:00:00,[R001S rA:50 hA:45 PS:D CD:30],1.7802,1000,1780.2,3.23,0.29,4.1,0.36,-0.1,-0.01,358.16,35.82
168,Exit short,2025-04-23 14:00:00,[ExitS rA:58 hA:35 PS:D CD:30],1.7688,1000,1769.4,0.18,0.02,1.04,0.09,-0.1,-0.01,358.34,35.83
